week,タイヤ・ゴム,損害保険,地方銀行,生命保険,非鉄金属,設備工事,銀行,空運業,電気ガス,ドラッグストア,パルプ紙,水産農林,リース・消費者金融,ゴム製品,家電・コンピュータ小売り,ガラス土石,ゴム,大手銀行,ガス,鉱業,電気・ガス業,不動産,空運,ガラス・土石製品,証券先物,保険業,飲料,保険,大幅減額,電子デバイス製造装置,民生用エレクトロニクス,大幅増額,石油石炭,非鉄金属・金属製品,コンビニ・食品小売り,水産・農林業,建設,小売,パッケージソフト,電気機器,百貨店,総合スーパー,石油・石炭製品,増額,建設農業機械・産業車両,225,前号並み,その他金融,建設・土木,不動産(住宅),不動産(非住宅),食品,建設関連製品・設備,鉄道,減額,事務機器,その他金融業,倉庫運輸,その他
37,75.0,0.0,38.18181818181819,50.0,44.44444444444444,35.483870967741936,16.666666666666664,0.0,75.0,0.0,0.0,100.0,58.333333333333336,40.0,55.55555555555556,22.22222222222222,0.0,0.0,0.0,50.0,33.33333333333333,47.05882352941176,0.0,25.0,66.66666666666666,0.0,7.6923076923076925,0.0,20.0,33.33333333333333,40.0,0.0,0.0,12.5,20.0,0.0,27.586206896551722,18.64406779661017,9.67741935483871,22.07792207792208,20.0,14.285714285714285,33.33333333333333,30.0,17.24137931034483,14.285714285714285,22.727272727272727,20.0,18.29268292682927,22.727272727272727,30.303030303030305,18.803418803418804,11.627906976744185,21.428571428571427,8.333333333333332,27.27272727272727,9.090909090909092,33.33333333333333,14.17074877536739
38,25.0,0.0,14.545454545454545,0.0,22.22222222222222,16.129032258064516,11.11111111111111,0.0,0.0,0.0,25.0,100.0,25.0,40.0,44.44444444444444,33.33333333333333,0.0,0.0,0.0,0.0,0.0,35.294117647058826,0.0,50.0,33.33333333333333,0.0,0.0,0.0,20.0,41.66666666666667,20.0,0.0,0.0,4.166666666666666,20.0,0.0,3.4482758620689653,11.864406779661017,9.67741935483871,27.27272727272727,20.0,14.285714285714285,66.66666666666666,20.0,13.793103448275861,7.142857142857142,13.636363636363635,0.0,12.195121951219512,16.666666666666664,15.151515151515152,22.22222222222222,13.953488372093023,7.142857142857142,16.666666666666664,27.27272727272727,18.181818181818183,0.0,12.876137158852345
39,50.0,0.0,69.0909090909091,0.0,77.77777777777779,19.35483870967742,55.55555555555556,0.0,0.0,0.0,0.0,50.0,41.66666666666667,0.0,55.55555555555556,33.33333333333333,100.0,25.0,14.285714285714285,50.0,0.0,11.76470588235294,0.0,0.0,66.66666666666666,66.66666666666666,23.076923076923077,0.0,20.0,25.0,20.0,50.0,0.0,16.666666666666664,20.0,0.0,17.24137931034483,11.864406779661017,6.451612903225806,19.480519480519483,0.0,0.0,33.33333333333333,20.0,27.586206896551722,7.142857142857142,9.090909090909092,0.0,18.29268292682927,19.696969696969695,15.151515151515152,18.803418803418804,13.953488372093023,21.428571428571427,8.333333333333332,9.090909090909092,18.181818181818183,33.33333333333333,14.555633310007
40,25.0,0.0,5.454545454545454,0.0,66.66666666666666,12.903225806451612,5.555555555555555,0.0,0.0,0.0,25.0,50.0,0.0,40.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,17.647058823529413,0.0,50.0,0.0,0.0,23.076923076923077,0.0,0.0,27.77777777777778,0.0,0.0,0.0,16.666666666666664,4.0,0.0,6.896551724137931,5.084745762711865,4.838709677419355,29.87012987012987,20.0,0.0,0.0,13.333333333333334,20.689655172413794,21.428571428571427,0.0,0.0,9.75609756097561,7.575757575757576,3.0303030303030303,2.564102564102564,2.3255813953488373,7.142857142857142,0.0,0.0,0.0,0.0,7.207837648705389
41,50.0,0.0,18.181818181818183,0.0,77.77777777777779,19.35483870967742,5.555555555555555,0.0,25.0,0.0,25.0,100.0,0.0,20.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,11.76470588235294,0.0,50.0,0.0,0.0,7.6923076923076925,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,16.0,0.0,10.344827586206897,3.389830508474576,4.838709677419355,18.181818181818183,20.0,0.0,0.0,3.3333333333333335,13.793103448275861,0.0,4.545454545454546,0.0,8.536585365853659,7.575757575757576,3.0303030303030303,4.273504273504273,0.0,0.0,0.0,18.181818181818183,0.0,0.0,5.843247025892232
42,25.0,0.0,12.727272727272727,0.0,55.55555555555556,6.451612903225806,11.11111111111111,0.0,25.0,16.666666666666664,0.0,50.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.384615384615385,0.0,0.0,19.444444444444446,0.0,0.0,0.0,12.5,8.0,0.0,13.793103448275861,3.389830508474576,3.225806451612903,14.285714285714285,20.0,0.0,0.0,6.666666666666667,10.344827586206897,0.0,4.545454545454546,0.0,12.195121951219512,9.090909090909092,6.0606060606060606,1.7094017094017095,6.976744186046512,14.285714285714285,8.333333333333332,0.0,9.090909090909092,33.33333333333333,5.283414975507348
43,50.0,0.0,50.90909090909091,0.0,66.66666666666666,45.16129032258064,11.11111111111111,0.0,0.0,16.666666666666664,25.0,50.0,8.333333333333332,0.0,11.11111111111111,44.44444444444444,0.0,0.0,14.285714285714285,50.0,0.0,5.88235294117647,0.0,50.0,0.0,33.33333333333333,15.384615384615385,0.0,20.0,25.0,0.0,0.0,0.0,20.833333333333336,8.0,0.0,34.48275862068966,3.389830508474576,4.838709677419355,33.76623376623377,20.0,14.285714285714285,0.0,3.3333333333333335,41.37931034482759,7.142857142857142,9.090909090909092,0.0,36.58536585365854,7.575757575757576,3.0303030303030303,5.982905982905983,6.976744186046512,14.285714285714285,0.0,9.090909090909092,0.0,0.0,11.231630510846745
44,0.0,0.0,36.36363636363637,0.0,55.55555555555556,77.41935483870968,22.22222222222222,0.0,25.0,0.0,25.0,0.0,8.333333333333332,20.0,0.0,22.22222222222222,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,25.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,12.5,8.0,0.0,20.689655172413794,3.389830508474576,0.0,36.36363636363637,0.0,0.0,33.33333333333333,13.333333333333334,17.24137931034483,21.428571428571427,0.0,0.0,10.975609756097562,4.545454545454546,3.0303030303030303,7.6923076923076925,9.30232558139535,0.0,0.0,0.0,0.0,0.0,6.368089573128062
45,50.0,50.0,56.36363636363636,0.0,11.11111111111111,32.25806451612903,22.22222222222222,0.0,100.0,16.666666666666664,0.0,50.0,8.333333333333332,0.0,0.0,22.22222222222222,0.0,0.0,28.57142857142857,50.0,33.33333333333333,5.88235294117647,0.0,50.0,0.0,0.0,15.384615384615385,0.0,0.0,19.444444444444446,0.0,0.0,0.0,8.333333333333332,0.0,0.0,34.48275862068966,3.389830508474576,3.225806451612903,10.38961038961039,20.0,0.0,33.33333333333333,10.0,6.896551724137931,28.57142857142857,4.545454545454546,0.0,25.609756097560975,9.090909090909092,6.0606060606060606,10.256410256410255,11.627906976744185,0.0,8.333333333333332,0.0,0.0,0.0,6.75297410776767
46,25.0,50.0,52.72727272727272,0.0,44.44444444444444,41.935483870967744,61.111111111111114,0.0,100.0,16.666666666666664,0.0,50.0,8.333333333333332,60.0,0.0,22.22222222222222,0.0,0.0,28.57142857142857,50.0,0.0,23.52941176470588,0.0,25.0,33.33333333333333,0.0,15.384615384615385,0.0,0.0,13.88888888888889,0.0,0.0,0.0,12.5,8.0,0.0,31.03448275862069,6.779661016949152,4.838709677419355,7.792207792207792,20.0,0.0,33.33333333333333,16.666666666666664,10.344827586206897,42.857142857142854,4.545454545454546,0.0,30.48780487804878,15.151515151515152,12.121212121212121,8.547008547008547,6.976744186046512,21.428571428571427,16.666666666666664,9.090909090909092,9.090909090909092,0.0,10.53184044786564
47,0.0,50.0,49.09090909090909,0.0,0.0,12.903225806451612,38.88888888888889,0.0,75.0,33.33333333333333,0.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,28.57142857142857,50.0,0.0,23.52941176470588,0.0,0.0,0.0,33.33333333333333,15.384615384615385,14.285714285714285,0.0,0.0,0.0,0.0,0.0,16.666666666666664,8.0,0.0,24.137931034482758,5.084745762711865,3.225806451612903,2.5974025974025974,0.0,0.0,0.0,6.666666666666667,6.896551724137931,21.428571428571427,0.0,0.0,15.853658536585366,9.090909090909092,15.151515151515152,7.6923076923076925,2.3255813953488373,7.142857142857142,8.333333333333332,9.090909090909092,0.0,0.0,6.543037088873338
48,50.0,50.0,89.0909090909091,50.0,33.33333333333333,35.483870967741936,83.33333333333334,0.0,75.0,16.666666666666664,0.0,50.0,16.666666666666664,60.0,0.0,22.22222222222222,0.0,50.0,42.857142857142854,50.0,0.0,23.52941176470588,0.0,25.0,33.33333333333333,0.0,30.76923076923077,14.285714285714285,20.0,11.11111111111111,0.0,0.0,0.0,16.666666666666664,12.0,0.0,34.48275862068966,8.47457627118644,4.838709677419355,11.688311688311687,20.0,0.0,0.0,20.0,17.24137931034483,35.714285714285715,4.545454545454546,20.0,29.268292682926827,12.121212121212121,18.181818181818183,14.529914529914532,13.953488372093023,14.285714285714285,8.333333333333332,18.181818181818183,18.181818181818183,0.0,12.141357592722184
49,25.0,0.0,29.09090909090909,50.0,44.44444444444444,12.903225806451612,33.33333333333333,0.0,0.0,0.0,50.0,0.0,16.666666666666664,60.0,11.11111111111111,22.22222222222222,0.0,25.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,33.33333333333333,0.0,7.6923076923076925,14.285714285714285,0.0,11.11111111111111,0.0,0.0,0.0,4.166666666666666,0.0,0.0,3.4482758620689653,5.084745762711865,3.225806451612903,12.987012987012985,0.0,0.0,33.33333333333333,6.666666666666667,13.793103448275861,7.142857142857142,0.0,20.0,9.75609756097561,3.0303030303030303,9.090909090909092,4.273504273504273,2.3255813953488373,7.142857142857142,0.0,9.090909090909092,9.090909090909092,0.0,7.522743177046885
50,50.0,100.0,65.45454545454545,50.0,55.55555555555556,38.70967741935484,61.111111111111114,0.0,0.0,0.0,75.0,0.0,33.33333333333333,40.0,11.11111111111111,22.22222222222222,0.0,50.0,0.0,0.0,0.0,17.647058823529413,0.0,25.0,33.33333333333333,0.0,7.6923076923076925,42.857142857142854,0.0,19.444444444444446,0.0,0.0,100.0,20.833333333333336,4.0,0.0,31.03448275862069,6.779661016949152,4.838709677419355,14.285714285714285,0.0,14.285714285714285,33.33333333333333,10.0,10.344827586206897,35.714285714285715,4.545454545454546,0.0,9.75609756097561,4.545454545454546,6.0606060606060606,8.547008547008547,2.3255813953488373,0.0,8.333333333333332,9.090909090909092,9.090909090909092,0.0,10.216934919524142
51,50.0,100.0,61.81818181818181,50.0,44.44444444444444,32.25806451612903,50.0,0.0,0.0,0.0,50.0,0.0,41.66666666666667,0.0,22.22222222222222,0.0,0.0,25.0,14.285714285714285,0.0,0.0,5.88235294117647,0.0,25.0,0.0,0.0,7.6923076923076925,28.57142857142857,0.0,5.555555555555555,0.0,0.0,0.0,16.666666666666664,4.0,0.0,24.137931034482758,6.779661016949152,3.225806451612903,6.493506493506493,0.0,0.0,0.0,20.0,13.793103448275861,21.428571428571427,9.090909090909092,0.0,18.29268292682927,9.090909090909092,6.0606060606060606,10.256410256410255,9.30232558139535,0.0,0.0,9.090909090909092,18.181818181818183,0.0,10.286913925822255
52,0.0,100.0,56.36363636363636,0.0,44.44444444444444,45.16129032258064,33.33333333333333,0.0,0.0,16.666666666666664,50.0,0.0,41.66666666666667,20.0,22.22222222222222,11.11111111111111,0.0,50.0,42.857142857142854,0.0,0.0,5.88235294117647,0.0,25.0,33.33333333333333,33.33333333333333,15.384615384615385,14.285714285714285,20.0,25.0,0.0,0.0,100.0,25.0,8.0,0.0,37.93103448275862,8.47457627118644,6.451612903225806,5.194805194805195,0.0,0.0,33.33333333333333,33.33333333333333,17.24137931034483,7.142857142857142,9.090909090909092,0.0,20.73170731707317,13.636363636363635,15.151515151515152,13.675213675213676,18.6046511627907,14.285714285714285,0.0,27.27272727272727,9.090909090909092,0.0,12.70118964310707
