week,タイヤ・ゴム,損害保険,地方銀行,生命保険,非鉄金属,設備工事,銀行,空運業,電気ガス,ドラッグストア,パルプ紙,水産農林,リース・消費者金融,ゴム製品,家電・コンピュータ小売り,ガラス土石,ゴム,大手銀行,ガス,鉱業,電気・ガス業,不動産,空運,ガラス・土石製品,証券先物,保険業,飲料,保険,大幅減額,電子デバイス製造装置,民生用エレクトロニクス,大幅増額,石油石炭,非鉄金属・金属製品,コンビニ・食品小売り,水産・農林業,建設,小売,パッケージソフト,電気機器,百貨店,総合スーパー,石油・石炭製品,増額,建設農業機械・産業車両,225,前号並み,その他金融,建設・土木,不動産(住宅),不動産(非住宅),食品,建設関連製品・設備,鉄道,減額,事務機器,その他金融業,倉庫運輸,その他
21,0.0,0.0,5.454545454545454,50.0,0.0,16.129032258064516,5.555555555555555,0.0,0.0,50.0,25.0,0.0,8.333333333333332,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,15.384615384615385,14.285714285714285,0.0,2.7777777777777777,0.0,0.0,0.0,4.166666666666666,4.0,0.0,13.793103448275861,5.084745762711865,17.741935483870968,16.883116883116884,20.0,0.0,0.0,20.0,6.896551724137931,14.285714285714285,13.636363636363635,0.0,12.195121951219512,12.121212121212121,15.151515151515152,5.128205128205128,9.30232558139535,14.285714285714285,0.0,18.181818181818183,0.0,0.0,8.712386284114766
22,50.0,100.0,10.909090909090908,100.0,0.0,29.03225806451613,5.555555555555555,100.0,0.0,16.666666666666664,50.0,0.0,16.666666666666664,20.0,0.0,22.22222222222222,0.0,25.0,14.285714285714285,0.0,33.33333333333333,11.76470588235294,0.0,0.0,0.0,0.0,30.76923076923077,28.57142857142857,20.0,8.333333333333332,20.0,0.0,0.0,12.5,12.0,0.0,20.689655172413794,11.864406779661017,20.967741935483872,22.07792207792208,0.0,0.0,0.0,20.0,13.793103448275861,14.285714285714285,9.090909090909092,20.0,12.195121951219512,19.696969696969695,12.121212121212121,9.401709401709402,16.27906976744186,14.285714285714285,25.0,27.27272727272727,9.090909090909092,0.0,12.981105668299511
23,0.0,100.0,16.363636363636363,100.0,11.11111111111111,22.58064516129032,5.555555555555555,100.0,0.0,16.666666666666664,25.0,0.0,25.0,0.0,0.0,22.22222222222222,0.0,25.0,0.0,0.0,33.33333333333333,11.76470588235294,0.0,0.0,0.0,0.0,15.384615384615385,28.57142857142857,20.0,5.555555555555555,20.0,0.0,0.0,25.0,12.0,0.0,17.24137931034483,11.864406779661017,32.25806451612903,14.285714285714285,0.0,14.285714285714285,0.0,23.333333333333332,37.93103448275862,7.142857142857142,13.636363636363635,0.0,13.414634146341465,16.666666666666664,6.0606060606060606,12.82051282051282,18.6046511627907,7.142857142857142,25.0,18.181818181818183,27.27272727272727,0.0,13.400979706088172
24,0.0,0.0,9.090909090909092,50.0,0.0,38.70967741935484,5.555555555555555,0.0,0.0,16.666666666666664,25.0,0.0,0.0,0.0,22.22222222222222,11.11111111111111,0.0,0.0,0.0,50.0,33.33333333333333,23.52941176470588,100.0,0.0,0.0,0.0,7.6923076923076925,14.285714285714285,20.0,8.333333333333332,0.0,0.0,0.0,12.5,0.0,0.0,0.0,15.254237288135593,29.03225806451613,16.883116883116884,0.0,14.285714285714285,0.0,16.666666666666664,20.689655172413794,7.142857142857142,9.090909090909092,0.0,8.536585365853659,12.121212121212121,9.090909090909092,11.11111111111111,16.27906976744186,14.285714285714285,16.666666666666664,18.181818181818183,0.0,0.0,12.386284114765571
25,50.0,0.0,10.909090909090908,0.0,0.0,45.16129032258064,5.555555555555555,0.0,0.0,16.666666666666664,25.0,0.0,25.0,0.0,33.33333333333333,0.0,0.0,0.0,28.57142857142857,50.0,33.33333333333333,35.294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.666666666666664,0.0,0.0,0.0,12.5,16.0,0.0,20.689655172413794,23.728813559322035,17.741935483870968,19.480519480519483,20.0,14.285714285714285,0.0,10.0,24.137931034482758,14.285714285714285,4.545454545454546,0.0,18.29268292682927,13.636363636363635,12.121212121212121,11.11111111111111,11.627906976744185,7.142857142857142,8.333333333333332,9.090909090909092,9.090909090909092,0.0,12.386284114765571
26,50.0,50.0,10.909090909090908,0.0,22.22222222222222,45.16129032258064,0.0,0.0,25.0,33.33333333333333,0.0,0.0,25.0,20.0,22.22222222222222,33.33333333333333,100.0,0.0,14.285714285714285,0.0,0.0,23.52941176470588,0.0,0.0,0.0,33.33333333333333,0.0,0.0,20.0,27.77777777777778,0.0,0.0,0.0,16.666666666666664,8.0,0.0,24.137931034482758,16.94915254237288,25.806451612903224,27.27272727272727,20.0,0.0,0.0,10.0,20.689655172413794,7.142857142857142,9.090909090909092,40.0,18.29268292682927,10.606060606060606,21.21212121212121,11.11111111111111,13.953488372093023,7.142857142857142,0.0,0.0,9.090909090909092,0.0,12.70118964310707
27,50.0,100.0,21.818181818181817,0.0,33.33333333333333,38.70967741935484,5.555555555555555,0.0,25.0,50.0,25.0,0.0,25.0,20.0,44.44444444444444,11.11111111111111,0.0,0.0,14.285714285714285,0.0,0.0,17.647058823529413,0.0,25.0,0.0,0.0,23.076923076923077,0.0,20.0,5.555555555555555,20.0,0.0,0.0,12.5,12.0,0.0,17.24137931034483,22.033898305084744,14.516129032258066,11.688311688311687,20.0,14.285714285714285,0.0,16.666666666666664,0.0,0.0,13.636363636363635,20.0,19.51219512195122,10.606060606060606,12.121212121212121,9.401709401709402,11.627906976744185,7.142857142857142,16.666666666666664,0.0,0.0,0.0,8.572428271518543
28,50.0,100.0,54.54545454545454,50.0,22.22222222222222,45.16129032258064,11.11111111111111,0.0,25.0,33.33333333333333,25.0,0.0,41.66666666666667,20.0,44.44444444444444,44.44444444444444,100.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,25.0,0.0,0.0,38.46153846153847,0.0,40.0,13.88888888888889,20.0,0.0,0.0,20.833333333333336,24.0,0.0,34.48275862068966,27.11864406779661,16.129032258064516,12.987012987012985,0.0,28.57142857142857,0.0,13.333333333333334,17.24137931034483,7.142857142857142,13.636363636363635,20.0,28.04878048780488,25.757575757575758,15.151515151515152,14.529914529914532,18.6046511627907,0.0,25.0,9.090909090909092,9.090909090909092,0.0,12.946116165150453
29,0.0,50.0,41.81818181818181,50.0,33.33333333333333,45.16129032258064,22.22222222222222,0.0,0.0,16.666666666666664,0.0,0.0,25.0,20.0,0.0,11.11111111111111,100.0,25.0,0.0,0.0,0.0,11.76470588235294,0.0,0.0,0.0,0.0,23.076923076923077,0.0,20.0,13.88888888888889,0.0,0.0,0.0,16.666666666666664,16.0,0.0,24.137931034482758,18.64406779661017,19.35483870967742,12.987012987012985,0.0,28.57142857142857,0.0,10.0,10.344827586206897,7.142857142857142,9.090909090909092,40.0,12.195121951219512,13.636363636363635,15.151515151515152,8.547008547008547,4.651162790697675,0.0,8.333333333333332,0.0,9.090909090909092,0.0,9.517144856543037
30,25.0,100.0,63.63636363636363,50.0,33.33333333333333,67.74193548387096,50.0,0.0,25.0,16.666666666666664,0.0,0.0,50.0,40.0,11.11111111111111,55.55555555555556,100.0,25.0,28.57142857142857,0.0,33.33333333333333,5.88235294117647,0.0,50.0,33.33333333333333,66.66666666666666,38.46153846153847,28.57142857142857,40.0,19.444444444444446,20.0,0.0,0.0,29.166666666666668,12.0,0.0,31.03448275862069,22.033898305084744,19.35483870967742,19.480519480519483,20.0,14.285714285714285,0.0,20.0,10.344827586206897,14.285714285714285,13.636363636363635,40.0,23.170731707317074,19.696969696969695,27.27272727272727,18.803418803418804,23.25581395348837,0.0,33.33333333333333,27.27272727272727,18.181818181818183,0.0,16.130160951714487
31,25.0,50.0,21.818181818181817,100.0,55.55555555555556,67.74193548387096,16.666666666666664,100.0,100.0,16.666666666666664,25.0,0.0,50.0,20.0,44.44444444444444,66.66666666666666,100.0,25.0,57.14285714285714,0.0,0.0,29.411764705882355,100.0,25.0,0.0,0.0,38.46153846153847,28.57142857142857,40.0,11.11111111111111,0.0,0.0,0.0,45.83333333333333,24.0,0.0,41.37931034482759,25.423728813559322,24.193548387096776,24.675324675324674,0.0,28.57142857142857,0.0,33.33333333333333,24.137931034482758,35.714285714285715,27.27272727272727,20.0,46.34146341463415,30.303030303030305,36.36363636363637,19.65811965811966,32.55813953488372,7.142857142857142,25.0,18.181818181818183,9.090909090909092,0.0,19.384184744576626
32,75.0,100.0,49.09090909090909,100.0,66.66666666666666,83.87096774193549,38.88888888888889,100.0,100.0,33.33333333333333,50.0,50.0,58.333333333333336,80.0,22.22222222222222,55.55555555555556,0.0,75.0,57.14285714285714,50.0,66.66666666666666,47.05882352941176,100.0,25.0,33.33333333333333,0.0,61.53846153846154,42.857142857142854,20.0,19.444444444444446,20.0,0.0,0.0,50.0,40.0,0.0,55.172413793103445,33.89830508474576,25.806451612903224,29.87012987012987,0.0,42.857142857142854,0.0,30.0,44.827586206896555,42.857142857142854,45.45454545454545,40.0,54.87804878048781,37.878787878787875,33.33333333333333,29.914529914529915,30.23255813953488,21.428571428571427,25.0,18.181818181818183,27.27272727272727,0.0,25.157452764170753
33,25.0,100.0,80.0,100.0,55.55555555555556,35.483870967741936,83.33333333333334,100.0,100.0,16.666666666666664,0.0,50.0,50.0,80.0,0.0,44.44444444444444,0.0,75.0,57.14285714285714,0.0,66.66666666666666,41.17647058823529,100.0,25.0,33.33333333333333,0.0,46.15384615384615,85.71428571428571,40.0,33.33333333333333,0.0,50.0,0.0,33.33333333333333,24.0,0.0,31.03448275862069,18.64406779661017,32.25806451612903,23.376623376623375,0.0,0.0,33.33333333333333,46.666666666666664,37.93103448275862,28.57142857142857,27.27272727272727,60.0,31.70731707317073,36.36363636363637,30.303030303030305,22.22222222222222,18.6046511627907,42.857142857142854,16.666666666666664,18.181818181818183,27.27272727272727,0.0,21.203638908327502
34,75.0,50.0,87.27272727272727,50.0,55.55555555555556,32.25806451612903,66.66666666666666,0.0,75.0,16.666666666666664,50.0,50.0,66.66666666666666,60.0,0.0,33.33333333333333,0.0,50.0,28.57142857142857,50.0,33.33333333333333,35.294117647058826,100.0,0.0,66.66666666666666,33.33333333333333,46.15384615384615,28.57142857142857,20.0,16.666666666666664,0.0,50.0,0.0,37.5,28.000000000000004,0.0,31.03448275862069,25.423728813559322,25.806451612903224,16.883116883116884,20.0,0.0,33.33333333333333,50.0,27.586206896551722,28.57142857142857,18.181818181818183,40.0,19.51219512195122,37.878787878787875,33.33333333333333,24.786324786324787,9.30232558139535,28.57142857142857,8.333333333333332,9.090909090909092,9.090909090909092,33.33333333333333,21.238628411476558
35,75.0,50.0,23.636363636363637,0.0,77.77777777777779,25.806451612903224,16.666666666666664,0.0,25.0,0.0,25.0,50.0,25.0,40.0,11.11111111111111,44.44444444444444,0.0,0.0,14.285714285714285,50.0,33.33333333333333,29.411764705882355,100.0,25.0,0.0,0.0,30.76923076923077,28.57142857142857,20.0,16.666666666666664,0.0,50.0,0.0,41.66666666666667,12.0,0.0,20.689655172413794,20.33898305084746,17.741935483870968,14.285714285714285,20.0,0.0,33.33333333333333,26.666666666666668,27.586206896551722,0.0,4.545454545454546,20.0,21.951219512195124,24.242424242424242,30.303030303030305,17.94871794871795,20.930232558139537,21.428571428571427,8.333333333333332,18.181818181818183,9.090909090909092,0.0,16.340097970608817
36,50.0,0.0,20.0,0.0,77.77777777777779,22.58064516129032,22.22222222222222,100.0,50.0,16.666666666666664,25.0,100.0,75.0,80.0,44.44444444444444,55.55555555555556,100.0,25.0,14.285714285714285,50.0,33.33333333333333,52.94117647058824,100.0,25.0,66.66666666666666,0.0,15.384615384615385,0.0,20.0,13.88888888888889,0.0,50.0,0.0,41.66666666666667,16.0,0.0,51.724137931034484,16.94915254237288,16.129032258064516,24.675324675324674,20.0,0.0,0.0,40.0,41.37931034482759,35.714285714285715,18.181818181818183,0.0,47.5609756097561,31.818181818181817,30.303030303030305,24.786324786324787,34.883720930232556,35.714285714285715,16.666666666666664,18.181818181818183,9.090909090909092,66.66666666666666,19.909027291812457
