fold_id,train_start,train_end,test_start,test_end,final_capital,profit,orders,fills,fill_rate,win_rate,avg_trade_ret,max_drawdown,objective_score
1,2025-01-01,2025-03-31,2025-04-01,2025-05-31,3458034.15625,458034.15625,85,31,0.36470588235294116,0.8387096774193549,0.030492429361457796,0.021712431712754932,3392896.861111735
2,2025-03-01,2025-05-31,2025-06-01,2025-06-30,3159900.0937500005,159900.09375000047,286,23,0.08041958041958042,0.7391304347826086,0.0160815504346091,0.01920366054664439,3102289.112110067
