image_file,image_no,ocr_metrics_text,code,ticker,company_name,sector,resolved
1.png,1,"株指標
修正後
予想PER
(倍)
<23.3>
6.4
<24.3>
6.8
实續PER
高值平均
11.4
安值平均
8.4
PBR
0.88
株佃(11/28)
5
十万株
3785月
信用残
最低購人
37万8500月
7
連特
1301
水
3
38
結強色",1301.0,1301.T,極洋,水産・農林業,True
10.png,10,"株指標
15
修正後
予想PER
(倍)
<23.6>
11.9
<24.6>
10.3
实續PER
高值平均
7.5
安值平均
5.4
PBR
2.26
株佃(11/28)
6
万株
2034F
信用残
最低購人
20万3400月
9
可一
鈴連大特
1382
水
伸
薯結手色",1382.0,1382.T,ホーブ,水産・農林業,True
100.png,100,"株指標
修正後
予想PER
(倍)
<23.3>
5.5
<24.3>
5.2
实續PER
高值平均
5.6
安值平均
3.9
PBR
0.48
株佃(11/28)
2
十万株
907用
信用残
最低購人
9万700月
1
連卜特
1828
【建
14工色",1828.0,1828.T,田辺工業,建設業,True
1000.png,1000,"株指標
予想PER
<23.3>
<24.3>
实續PER
高值平均
12.1
安值平均
7.1
PBR
0.56
株佃(11/28)
3
百万株
536月
信用残
最低購人
5万3600月
9
白
他源連儿特
3861
17環結之色",3861.0,3861.T,王子ホールディングス,パルプ・紙,True
1001.png,1001,"株指標
予想PER
(倍)
<23.3>
<24.3>
11.2
实續PER
高值平均
54.9
安值平均
36.5
PBR
0.25
846
株佃(11/28)
2
百万株
973月
信用残
最低購人
9万7300月
3連位特
3863
2半",3863.0,3863.T,日本製紙,パルプ・紙,True
1002.png,1002,"株指標
修正後
予想PER
(倍)
<23.3>
24.7
<24.3>
8.2
实續PER
高值平均
25.1
安值平均
14.0
PBR
0.18
株佃(11/28)
2722
百万株
279月
信用残
最低購人
2万7900月
犬
外3
連材特
3864
斗未
結书色",3864.0,3864.T,三菱製紙,パルプ・紙,True
1003.png,1003,"株指標
予想PER
(倍)
<23.3>
45.3
<24.3>
10.1
实續PER
高值平均
11.1
安值平均
5.7
PBR
0.62
株佃(11/28)
5
百万株
810月
信用残
最低購人
8万1000月
3
工連工特
3865
5結場色",3865.0,3865.T,北越コーポレーション,パルプ・紙,True
1004.png,1004,"株指標
修正後
予想PER
(倍)
<23.3>
8.0
<24.3>
10.6
实續PER
高值平均
19.3
安值平均
12.3
PBR
0.25
株佃(11/28)
十万株
957月
信用残
最低購人
9万5700用
連社特
3877
1
結
色",3877.0,3877.T,中越パルプ工業,パルプ・紙,True
1005.png,1005,"株指標
修正後
予想PER
(倍)
5.5
<23.3>
7.5
<24.3>
实續PER
高值平均
6.6
安值平均
4.8
PBR
0.64
株佃(11/28)
7
十万株
794月
信用残
最低購人
7万9400月
7
31連特
3878
452結色",3878.0,3878.T,巴川コーポレーション,化学,True
1006.png,1006,"株指標
予想PER
(倍)
<23.3>
<24.3>
26.0
实續PER
高值平均
14.7
安值平均
9.9
PBR
0.68
株佃(11/28)
3
百万株
1096月
信用残
最低購人
10万9600月
了連位特
3880
42結
色",3880.0,3880.T,大王製紙,パルプ・紙,True
1007.png,1007,"株指標
予想PER
(倍)
<23.3>
8.3
<24.3>
8.3
实續PER
高值平均
20.5
安值平均
8.2
PBR
1.11
株佃(11/28)
十万株
2151F
信用残
最低購人
21万5100用
7
連三特
3891
結電色",3891.0,3891.T,ニッポン高度紙工業,パルプ・紙,True
1008.png,1008,"株指標
予想PER
(倍)
<23.5>
8.8
<24.5>
8.6
实續PER
高值平均
8.0
安值平均
5.8
PBR
0.39
株佃(11/28)
2
826月
十万株
信用残
最低購人
8万2600用
单答特
3892
独箱色",3892.0,3892.T,岡山製紙,パルプ・紙,True
1009.png,1009,"株指標
予想PER
(倍)
<23.3>
51.7
<24.3>
20.0
实續PER
高值平均
12.4
安值平均
7.6
PBR
0.42
株佃(11/28)
3
十万株
336月
信用残
最低購人
3万3600月
.7
連特
3895
結色",3895.0,3895.T,ハビックス,パルプ・紙,True
101.png,101,"株指標
予想PER
(倍)
<23.3>
14.9
<24.3>
15.4
实續PER
高值平均
17.9
安值平均
14.3
PBR
0.53
株佃(11/28)
685月
最低購人
22
6万8500月
3.7
工連割特
1832
建
警停
事結色",,,,,False
1010.png,1010,"株指標
予想PER
(倍)
<23.3>
13.9
<24.3>
11.7
实續PER
高值平均
安值平均
PBR
0.63
株佃(11/28)
294.4
十万株
306月
信用残
最低購人
3万600月
一連>特
3896
般結色",3896.0,3896.T,阿波製紙,パルプ・紙,True
