quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,ocr_style_label
2023Q1_PRE,1,3187.T,ミラタップ,小売業,0.9606811836962592,228.978622327791,45.943097997892515,24.008571265286076,32.53138075313808,0.9378751147522603,21.09004739336493,83.33333333333334,96.71787709497207,100.0,1385.0,3068,244.5273631840796,2022-12-31,2022-12-31,28.6,9.6,23.9,9.6,9.6,medium,medium,low,low,low,"株指標
修正後
予想PER
(倍)
<23.9>
28.6
<24.9>
26.2
实續PER
高值平均
31.7
安值平均
9.6
PBR
7.73
株佃(11/28)
8
十万株
1156月
信用残
最低購人
11万5600月
8
白
了連販特
3187
小
6結色",656.png,0.25,0.6105314788750291,0.9928531546621999,業績急伸型
2023Q1_PRE,2,8136.T,サンリオ,卸売業,0.9556839754327192,88.63457012379274,29.189188226180175,15.942512880962143,19.339048853795582,0.9037933558100764,16.947166799474868,75.0,98.05128455528846,80.0,1593.3333740234375,6274,96.22332192406866,2022-12-31,2022-12-31,86.0,7.2,23.3,7.2,7.2,medium,medium,low,low,low,"株指標
予想PER
(倍)
<23.3>
86.0
<24.3>
55.6
实續PER
高值平均
安值平均
PBR
7.20
株佃(11/28)
2
百万株
4480月
信用残
最低購人
44万8000月
呆一
卜連販特
8136
卸
86結壳色",3198.png,0.0034602076124567475,0.3958936000708498,0.9680136795086544,業績急伸型
2023Q1_PRE,3,6417.T,ＳＡＮＫＹＯ,機械,0.9555388051367952,78.1456953642384,23.253150057273775,15.226161177668116,21.340782122905022,0.8996642980032854,9.860557768924306,75.0,97.81818181818181,95.0,1076.0,6273,78.44112769485905,2022-12-31,2022-12-31,8.8,8.8,23.3,8.8,8.8,medium,medium,low,low,low,"株指標
5200
予想PER
(倍)
<23.3>
8.8
<24.3>
9.4
实續PER
高值平均
23.5
安值平均
17.0
PBR
1.08
株佃(11/28)
7
十万株
5320F
信用残
最低購人
53万2000用
10連開特
6417
機
一
5增
C結凳色",2199.png,0.7663551401869159,0.5631688824369451,0.9676647124511445,業績急伸型
2023Q1_PRE,4,3306.T,日本製麻,卸売業,0.9550195421552206,152.34159779614328,42.015503875968996,28.43227892383307,36.53846153846154,0.8500671806900905,15.748031496062998,91.66666666666666,98.17792068595928,60.0,916.0,6272,151.64835164835165,2022-12-31,2022-12-31,29.3,2.03,23.3,2.03,2.03,medium,medium,low,low,low,"株指標
修正後
予想PER
(倍)
<23.3>
29.3
<24.3>
26.9
实續PER
高值平均
31.9
安值平均
25.9
PBR
2.03
株佃(11/28)
十万株
878月
一信用残
最低購人
8万7800月
斤
連又特
3306
卸
2
反增
結夕色",710.png,0.0847750865051903,0.3759154007182582,0.9610762144053602,業績急伸型
2023Q1_PRE,5,7868.T,広済堂ホールディングス,その他製品,0.9513735343383587,167.67677799096842,55.88235294117647,26.5562308190302,40.853216741329554,0.887555376248753,22.213561435772345,66.66666666666666,97.74089717179848,100.0,424.0,6273,172.1437687386594,2022-12-31,2022-12-31,18.1,18.1,23.3,18.1,18.1,medium,medium,low,low,low,"株指標
1948
予想PER
(倍)
<23.3>
18.1
<24.3>
14.5
实續PER
高值平均
31.7
安值平均
17.4
PBR
1.42
株佃(11/28)
2
百万株
1902F
信用残
最低購人
19万200用
6
連合特
7868
幸復
結色",3023.png,0.34285714285714286,0.5538304888961236,0.9824539363484087,業績急伸型
2023Q1_PRE,6,2767.T,円谷フィールズホールディングス,卸売業,0.9513567839195981,412.59398496240595,70.86466165413535,38.28524925853902,46.11365120836055,0.9353606515883737,27.773000859845233,75.0,95.65064889512452,100.0,1363.5,5699,429.5145631067961,2022-12-31,2022-12-31,19.0,19.0,23.3,19.0,19.0,medium,medium,low,low,low,"株指標
2347
予想PER
(倍)
<23.3>
19.0
<24.3>
17.5
实續PER
高值平均
33.8
安值平均
11.6
PBR
2.36
株佃(11/28)
8
十万株
2348月
信用残
最低購人
23万4800月
2767
卸
結父色",447.png,0.24740484429065743,0.5395652846908532,0.9935510887772194,業績急伸型
2023Q1_PRE,7,7991.T,マミヤ・オーピー,機械,0.9469849246231157,165.46052631578948,85.73072497123131,28.62079972168435,43.29535495179666,0.7818355842166161,14.888628370457212,66.66666666666666,98.71559633027523,100.0,1614.0,6276,165.8978583196046,2022-12-31,2022-12-31,9.9,9.9,23.3,9.9,9.9,medium,medium,low,low,low,"株指標
修正後
予想PER
(倍)
<23.3>
9.9
<24.3>
11.8
实續PER
高值平均
11.7
安值平均
8.1
PBR
0.78
株佃(11/28)
5
十万株
1193月
信用残
最低購人
11万9300月
產連特
7991
機
白
2結特色",3106.png,0.677570093457944,0.5571118823663136,0.9663595756560581,業績急伸型
2023Q1_PRE,8,7184.T,富山第一銀行,銀行業,0.9443774427694027,96.30872483221478,45.16129032258065,27.898199265457357,53.29949238578679,0.8195615914613992,12.189616252821667,83.33333333333334,94.50726978998385,100.0,585.0,2460,105.26315789473686,2022-12-31,2022-12-31,10.1,10.1,23.3,10.1,10.1,medium,medium,low,low,low,"株指標
予想PER
(倍)
<23.3>
10.1
<24.3>
9.7
实續PER
高值平均
9.5
安值平均
6.2
PBR
0.32
株佃(11/28)
十万株
569月
信用残
最低購人
5万6900月
新
融資資岐特
7184
銀
曾横
資產金阜色",2637.png,0.25,0.4735344728389224,0.9757118927973198,業績急伸型
2023Q1_PRE,9,3093.T,トレジャー・ファクトリー,小売業,0.9430262423227249,159.51115834218913,36.96017947279866,25.16990847922988,39.33534743202416,0.919176707992913,19.318181818181824,83.33333333333334,92.53505115574082,95.0,1221.0,4466,162.29860365198712,2022-12-31,2022-12-31,18.8,18.8,23.2,18.8,18.8,medium,medium,low,low,low,"株指標
2355修正後
予想PER
(倍)
<23.2>
18.8
<24.2>
16.9
实續PER
高值平均
25.7
安值平均
13.3
PBR
4.72
株佃(11/28)
7
十万株
2260月
信用残
最低購人
22万6000月
6
二
品連又特
3093
小
12結求色",597.png,0.5167682926829268,0.48415613548208947,0.9850991066443328,業績急伸型
2023Q1_PRE,10,4334.T,ユークス,情報・通信業,0.9426912339475154,148.9795918367347,42.01058201058201,29.789411455122867,35.95505617977528,0.8405093501675749,30.855018587360593,83.33333333333334,96.4080459770115,90.0,1342.0,5960,146.2385321100917,2022-12-31,2022-12-31,12.9,12.9,23.1,12.9,12.9,medium,medium,low,low,low,"株指標
予想PER
(倍)
<23.1>
12.9
<24.1>
13.3
实續PER
高值平均
6.1
安值平均
3.2
PBR
2.49
株佃(11/28)
10
十万株
1107月
信用残
最低購人
11万700用
連凳特
4334
情
增
結
色",1276.png,0.7895238095238095,0.4878306289896846,0.9758375209380233,業績急伸型
