quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,healthy_factors,quarter_end_close,price_rows
2025Q4,1,2540.T,養命酒製造,食料品,0.9390284974093265,121.2353653613242,39.263024142312574,20.379078628350168,27.758420441347265,0.950381100306335,13.116279069767444,100.0,99.63636363636364,70.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,5480.0,6276
2025Q4,2,1723.T,日本電技,建設業,0.9322992227979275,128.9435600578871,55.09803921568628,20.622734035560917,26.856240126382303,0.9097636504203861,19.211195928753177,91.66666666666666,98.50560398505604,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,7910.0,5703
2025Q4,3,1801.T,大成建設,建設業,0.9264637305699482,125.28473804100227,49.727492935002026,19.645772300619914,24.826949700046153,0.9394044890188429,17.012272534913244,83.33333333333334,98.1475355607013,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,14835.0,6535
2025Q4,4,1944.T,きんでん,建設業,0.9185556994818653,126.4710785130855,34.83525208416039,16.132168988934843,28.320392317123,0.9635076943160628,9.622587150677042,83.33333333333334,97.25125268432355,100.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,6793.0,6273
2025Q4,5,1815.T,鉄建建設,建設業,0.9149546632124352,83.71059013742928,32.7007299270073,14.946081158124382,17.24137931034482,0.9267647719180219,20.880733944954134,83.33333333333334,99.235807860262,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,4545.0,6276
2025Q4,6,6648.T,かわでん,電気機器,0.9130116580310882,386.5487857827969,66.57894736842105,32.87379698252563,48.73853211009174,0.9224236334670326,12.282608695652176,75.0,97.60986892829607,80.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,2532.0,5256
2025Q4,7,1942.T,関電工,建設業,0.9107253886010362,115.14762516046213,25.668582854286438,16.693009988763684,29.59052279165593,0.9741866218657413,10.557661072008662,100.0,98.06904622586308,65.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,5028.0,6276
2025Q4,8,8360.T,山梨中央銀行,銀行業,0.9030440414507772,115.9273115980759,29.487179487179493,13.002773859074631,20.695102685624022,0.8906730786814876,31.718618365627638,83.33333333333334,98.53658536585365,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,4040.0,6276
2025Q4,9,8544.T,京葉銀行,銀行業,0.9017487046632126,111.97452229299363,33.440256615878106,13.832471396986623,21.5810276679842,0.9196675068978264,30.623020063357977,91.66666666666666,98.11320754716981,85.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,1664.0,6276
2025Q4,10,8361.T,大垣共立銀行,銀行業,0.9009844559585493,141.62802679031427,38.34808259587022,18.320825635141503,23.088023088023093,0.9341045544618942,25.917065390749606,83.33333333333334,96.30390143737166,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,4690.0,6274
2025Q4,11,4412.T,サイエンスアーツ,情報・通信業,0.8992389896373055,246.75324675324677,41.69825625473844,30.751912361262185,44.6190102120974,0.9311395822550584,19.999999999999996,75.0,97.7510460251046,60.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持,1869.0,1048
2025Q4,12,5834.T,ＳＢＩリーシングサービス,証券、商品先物取引業,0.898970207253886,105.57122708039492,19.958847736625508,14.212128453231267,15.748031496062985,0.8879585525747159,33.07692307692308,83.33333333333334,99.14965986394559,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,5830.0,827
2025Q4,13,8550.T,栃木銀行,銀行業,0.898426165803109,156.53710247349824,47.86150712830957,23.924969200506887,33.08128544423441,0.928795497513056,27.710843373493976,91.66666666666666,95.40078843626807,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,726.0,6276
2025Q4,14,6617.T,東光高岳,電気機器,0.8982512953367874,86.66026871401151,28.171334431630978,16.82689923465461,27.78152393796358,0.890968637494338,17.701575532900836,83.33333333333334,98.856416772554,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,3890.0,3304
2025Q4,15,8714.T,池田泉州ホールディングス,銀行業,0.8969365284974095,99.74747474747474,22.445820433436523,12.372990977742175,21.044546850998458,0.9159951842463716,23.73626373626374,91.66666666666666,98.50560398505604,85.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,791.0,6276
2025Q4,16,7266.T,今仙電機製作所,輸送用機器,0.8959585492227979,66.25222024866785,28.21917808219179,12.285764263344777,17.32673267326732,0.918247906972819,18.69300911854104,83.33333333333334,98.73417721518987,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,936.0,5729
2025Q4,17,5831.T,しずおかフィナンシャルグループ,銀行業,0.8950971502590672,85.57802365509349,21.296758104738146,9.996028543572866,11.705521472392633,0.9291726108822638,25.754936120789786,83.33333333333334,98.62124898621249,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,2432.0,840
2025Q4,18,1812.T,鹿島建設,建設業,0.892461139896373,103.87840670859538,37.8780718336484,17.57758740398906,22.501207146306122,0.9560700703418309,14.245635910224442,75.0,96.55800099288433,100.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,5835.0,6533
2025Q4,19,8377.T,ほくほくフィナンシャルグループ,銀行業,0.8905181347150259,137.8238341968912,24.054054054054053,13.043180458128223,20.63106796116505,0.9596527928164645,29.432960364119097,75.0,97.78440562420111,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,4590.0,6274
2025Q4,20,7608.T,エスケイジャパン,卸売業,0.889410621761658,103.13351498637604,33.12500000000001,19.628078836883823,29.324699352451432,0.9030103939089298,33.17972350230415,83.33333333333334,97.45098039215686,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,745.5,5708
2025Q4,21,8392.T,大分銀行,銀行業,0.8890738341968911,110.37277147487843,28.76984126984128,16.062962758032754,18.38383838383839,0.9184808622826633,27.38292011019283,83.33333333333334,97.01046337817638,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,6490.0,6276
2025Q4,22,7322.T,三十三フィナンシャルグループ,銀行業,0.8888503886010363,93.28652917946468,25.498575498575505,14.294858253621143,17.57142857142857,0.8957303907227308,27.949326999208235,83.33333333333334,98.10690423162583,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,4405.0,1946
2025Q4,23,7932.T,ニッピ,その他製品,0.8871373056994819,139.40972222222223,13.311421528348388,10.249322967214917,11.325503355704702,0.8559905979510832,17.60330578512397,83.33333333333334,99.42321557317952,50.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 月間レンジが過度でない,13790.0,6535
2025Q4,24,3449.T,テクノフレックス,金属製品,0.8869559585492229,100.55197792088317,36.16489693941287,16.981147614242467,24.126813541106927,0.9334813061428424,9.745390693590872,100.0,94.37229437229438,100.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 短中期移動平均の上で推移,2180.0,1522
2025Q4,25,5280.T,ヨシコン,不動産業,0.8869559585492228,94.25901201602136,27.018769096464435,11.909254404491886,16.765285996055223,0.9333849220344517,12.566686425607587,75.0,98.3108108108108,60.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,2910.0,6532
2025Q4,26,6469.T,放電精密加工研究所,機械,0.8855764248704663,135.94153052450557,54.5045045045045,37.827455804622865,48.80509824747743,0.8847323150195534,31.92182410423453,75.0,97.93004996431121,90.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,2744.0,6535
2025Q4,27,8393.T,宮崎銀行,銀行業,0.884669689119171,109.95184590690208,48.29931972789117,20.20592682824379,28.268156424581004,0.8605463541712824,27.525035765379112,83.33333333333334,96.88888888888889,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,6540.0,6276
2025Q4,28,2646.T,グローバルＸ メタルビジネス－日本株式 ＥＴＦ,-,0.884371761658031,76.79900744416874,28.37837837837838,17.177019211738784,21.37077582103759,0.8135372041737824,21.829762594093804,83.33333333333334,100.0,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,2850.0,1090
2025Q4,29,1871.T,ピーエス・コンストラクション,建設業,0.8843329015544041,145.11986301369865,60.123042505592835,23.634387486176042,35.369955156950674,0.8438795672321031,19.465648854961838,75.0,96.72297297297298,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,2863.0,6276
2025Q4,30,6454.T,マックス,機械,0.8841321243523316,102.9368575624082,23.39285714285715,10.26730762402346,16.977928692699496,0.9243009315063574,16.851441241685137,66.66666666666666,99.13916786226686,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,6910.0,6276
2025Q4,31,1847.T,イチケン,建設業,0.8835427461139896,81.16490166414523,33.61227336122734,11.68600410146304,13.950617283950617,0.9048190446332977,17.581677332435163,75.0,97.85495403472932,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,4790.0,6276
2025Q4,32,4022.T,ラサ工業,化学,0.8821340673575129,134.74354174466492,42.50000000000001,20.77057688503178,22.176591375770016,0.9318291214882636,23.38682144076477,83.33333333333334,93.72197309417041,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 短中期移動平均の上で推移 / 月間レンジが過度でない,6270.0,6276
2025Q4,33,3288.T,オープンハウスグループ,不動産業,0.8812111398963729,74.84324529735893,25.231355470876426,13.499073492517887,25.629851559308193,0.9449659759964207,10.019965061143,75.0,98.72331294925438,95.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,9202.0,3065
2025Q4,34,1946.T,トーエネック,建設業,0.8799546632124353,99.69104016477858,42.67844002943342,22.565183077317933,35.96096096096095,0.9062046241660788,20.057581573896353,75.0,97.53521126760563,80.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,1939.0,6276
2025Q4,35,1799.T,第一建設工業,建設業,0.8793458549222798,68.06537102473497,20.793650793650787,13.065244358150538,14.009661835748787,0.9304558729164035,20.708348391760033,83.33333333333334,99.73787680209698,75.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,3805.0,6533
2025Q4,36,8367.T,南都銀行,銀行業,0.8777396373056994,85.09316770186335,20.647773279352233,11.637250327582649,14.199395770392753,0.9394067795781721,28.807556080283348,83.33333333333334,97.70491803278688,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,5960.0,6269
2025Q4,37,6653.T,正興電機製作所,電気機器,0.8777137305699483,109.42222222222222,38.50676072898296,21.694757570875932,36.46341463414635,0.8929549913820405,22.468354430379744,91.66666666666666,96.59696596965969,65.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 月間レンジが過度でない,2356.0,2035
2025Q4,38,8600.T,トモニホールディングス,銀行業,0.8770466321243525,75.0,18.787878787878796,11.380043330156601,12.893553223388299,0.9449241972058403,23.1858407079646,91.66666666666666,98.0,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,784.0,6276
2025Q4,39,7299.T,フジオーゼックス,輸送用機器,0.8769948186528497,67.0147954743255,20.996216897856247,12.296606436733832,17.0063694267516,0.921143345799734,23.061362103843564,83.33333333333334,98.51129363449692,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,1919.0,6273
2025Q4,40,4619.T,日本特殊塗料,化学,0.8760168393782384,81.71206225680933,11.883085769046486,8.32653160729208,10.215053763440851,0.9050206401655225,13.702239789196312,83.33333333333334,98.39865149599663,100.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,2335.0,6276
2025Q4,41,9553.T,マイクロアド,サービス業,0.8753108808290154,184.10041841004184,40.87136929460582,35.425690574641884,47.75413711583924,0.8261734393880139,31.818181818181824,83.33333333333334,95.63380281690141,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,679.0,904
2025Q4,42,1965.T,テクノ菱和,建設業,0.8742681347150258,145.92592592592592,24.11214953271028,19.902913241491397,23.104693140794218,0.8967407288274214,38.52071005917159,75.0,97.36070381231671,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,6640.0,6276
2025Q4,43,8345.T,岩手銀行,銀行業,0.8737370466321244,87.25243068059056,38.29787234042554,16.484873271758516,28.000000000000004,0.7890452417509446,27.00305810397553,83.33333333333334,98.29867674858222,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,5200.0,6276
2025Q4,44,7173.T,東京きらぼしフィナンシャルグループ,銀行業,0.8731152849740933,92.05298013245033,22.708039492242605,12.730689997092801,20.97902097902098,0.9370707711847222,29.493464052287578,91.66666666666666,96.45232815964523,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,8700.0,2814
2025Q4,45,8386.T,百十四銀行,銀行業,0.8730958549222798,104.29447852760738,33.33333333333333,16.675021263233468,21.442125237191647,0.8912859188322333,29.358288770053477,75.0,97.51098096632504,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,6660.0,6276
