quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,healthy_factors,quarter_end_close,price_rows
2025Q2,1,3563.T,ＦＯＯＤ ＆ ＬＩＦＥ ＣＯＭＰＡＮＩＥＳ,小売業,0.9536118875115961,141.98776758409787,54.788172992056495,22.04850641397387,28.83015173764072,0.9059013913511132,25.703771849126035,91.66666666666666,98.62224096724307,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,7015.0,2202
2025Q2,2,1942.T,関電工,建設業,0.9440666435617296,115.14762516046213,22.69464384318056,16.533692125383457,25.16722408026757,0.9361029541381323,18.920233463035018,91.66666666666666,99.19642857142857,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,3333.0,6276
2025Q2,3,4626.T,太陽ホールディングス,化学,0.9412006727941075,138.39799749687108,47.23670490093848,25.326853525697818,28.147389969293755,0.8040748757441155,16.388888888888886,75.0,98.19193324061196,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,3530.0,6263
2025Q2,4,1961.T,三機工業,建設業,0.9243935028802421,83.38658146964858,18.94273127753303,16.3952366744918,32.085561497326196,0.9294159011911726,22.53820033955858,83.33333333333334,99.14320685434517,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,4050.0,6276
2025Q2,5,5592.T,くすりの窓口,情報・通信業,0.9222760294543052,90.07142857142858,63.684719535783366,35.4165062327853,42.39713774597496,0.7001105847850164,34.13552881570614,75.0,100.0,100.0,月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,3385.0,592
2025Q2,6,3763.T,プロシップ,情報・通信業,0.9217682589047191,117.45730550284632,60.94444444444444,26.738522579976888,30.223004694835677,0.7628078638865277,20.01299545159194,75.0,96.82486631016043,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,1448.5,5190
2025Q2,7,6269.T,三井海洋開発,機械,0.9191139762563632,242.44604316546764,50.97560975609756,30.384919973020665,40.03189792663478,0.7693500844063007,35.18080432578574,66.66666666666666,97.78830963665087,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,6190.0,5624
2025Q2,8,7013.T,ＩＨＩ,機械,0.9188620291023861,119.08304962724587,53.55915082689005,29.04024758051506,34.94972998856163,0.9088338165323088,30.247528476551132,83.33333333333334,95.59902044691195,90.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,2234.28564453125,6535
2025Q2,9,6226.T,守谷輸送機工業,機械,0.9174034675792904,91.2685982772122,44.05516213194185,24.94160590987787,27.548330404217936,0.8697539087259211,30.874999999999996,66.66666666666666,97.84810126582279,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,3865.0,973
2025Q2,10,1909.T,日本ドライケミカル,機械,0.9166700048383534,115.962441314554,28.838951310861425,23.518317987129187,37.13355048859934,0.8121091406078782,26.377688172043012,66.66666666666666,98.47328244274809,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,5160.0,3616
2025Q2,11,7806.T,ＭＴＧ,その他製品,0.9158990197363345,133.00492610837438,48.42578710644678,21.20262828938364,26.37557685481009,0.8328301235908395,33.65638766519824,66.66666666666666,97.05882352941177,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,3960.0,1873
2025Q2,12,7419.T,ノジマ,小売業,0.9152268691748139,62.7906976744186,26.506024096385538,19.128191308359867,26.194265722633546,0.9092345291440052,12.704915849152009,91.66666666666666,98.43750375509276,90.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,1050.0,6533
2025Q2,13,4013.T,勤次郎,情報・通信業,0.9151447753800289,199.5121951219512,67.22972972972974,31.727756803468495,39.84251968503938,0.7522883087427196,34.98817966903073,66.66666666666666,97.1540726202159,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,990.0,1320
2025Q2,14,1723.T,日本電技,建設業,0.9137690260285456,128.9435600578871,20.370370370370374,21.867259318887733,32.30016313213704,0.9156070561244369,19.211195928753177,66.66666666666666,98.0603448275862,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,4550.0,5703
2025Q2,15,1803.T,清水建設,建設業,0.9127688487861678,114.68222043443284,20.358610384759057,15.56173510762652,31.761680240034295,0.9380576750263874,18.25262444971216,91.66666666666666,97.6659593816308,60.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 月間レンジが過度でない,1611.0,6535
