mapping_name,mapping_ja,table_switch,standard_count,high_vol_count,dataset,final_capital,total_return_pct,num_buys,phase_pnl,max_drawdown_pct
practical_phase_adaptive_v2_table_switch,実務向け局面切替v2_テーブル切替,"{'high_vol': 'defensive_origcount', 'other': 'standard_table'}",24,24,q2_2024,3000000.0,0.0,0,"{'capitulation_end': 0.0, 'crash': 0.0, 'high_vol': 0.0, 'normal': 0.0, 'overheated_range': 0.0, 'stable': 0.0, 'surge': 0.0, 'uptrend': 0.0}",0.0
practical_phase_adaptive_v2_table_switch,実務向け局面切替v2_テーブル切替,"{'high_vol': 'defensive_origcount', 'other': 'standard_table'}",13,13,q3,2983548.362121583,-0.5483879292805693,13,"{'high_vol': 0.0, 'normal': -77733.251953125, 'overheated_range': 14132.6259765625, 'settling': -2547.6624145507812, 'stable': -27033.251953125, 'uptrend': 76729.90246582124}",-7.730046798640222
practical_phase_adaptive_v2_table_switch,実務向け局面切替v2_テーブル切替,"{'high_vol': 'defensive_origcount', 'other': 'standard_table'}",60,60,q4,3109498.3251953134,3.649944173177122,16,"{'high_vol': 5082.000000000466, 'normal': 106475.5, 'stable': -11359.1748046875, 'surge': 9300.0, 'uptrend': 0.0}",-3.8564001813708115
practical_phase_adaptive_v2_table_switch,実務向け局面切替v2_テーブル切替,"{'high_vol': 'defensive_origcount', 'other': 'standard_table'}",75,75,4q2,3414675.500000001,13.822516666666695,31,"{'crash': -56220.0, 'high_vol': 56065.00000000093, 'normal': 344579.0, 'settling': 68159.0, 'surge': 57600.0, 'uptrend': -55507.5}",-4.695880723174584
