ticker,simple_sector,sector_33,buy_date,sell_date,shares,buy_price,sell_price,pnl,return_pct,exit_reason
2975.T,不動産業,不動産業,2025-10-01,2025-10-02,100,1260.0,1172.0,-8800.0,-6.9841269841269815,stop_loss
7242.T,輸送用機器,輸送用機器,2025-10-06,2025-10-14,700,4025.0,3790.0,-164500.0,-5.838509316770191,stop_loss
8393.T,銀行業,銀行業,2025-10-16,2025-10-28,600,4389.875,4750.0,216075.0,8.203536547168188,take_profit
6745.T,電気機器,電気機器,2025-11-21,2025-12-02,300,4044.7749999999996,4120.0,22567.50000000011,1.8598067877694247,sell_signal
8600.T,銀行業,銀行業,2025-11-27,2025-12-02,1200,745.0099999999999,758.0,15588.000000000147,1.743600757036834,sell_signal
2981.T,不動産業,不動産業,2025-11-28,2025-12-02,100,2888.0,2750.0,-13800.0,-4.778393351800558,sell_signal
7242.T,輸送用機器,輸送用機器,2025-12-15,2025-12-17,200,4597.95,4535.0,-12589.999999999964,-1.3690883980904456,sell_signal
5105.T,ゴム製品,ゴム製品,2025-12-15,2025-12-17,200,4400.025,4420.0,3995.0000000000728,0.45397469332562057,sell_signal
1736.T,建設業,建設業,2025-12-05,2025-12-24,100,2213.7149999999997,2394.0,18028.50000000003,8.144002276715856,take_profit
6745.T,電気機器,電気機器,2025-12-19,2025-12-25,100,4415.25,4420.0,475.0,0.10758167714173261,sell_signal
6743.T,電気機器,電気機器,2025-12-05,2025-12-30,200,771.4,812.0,8120.000000000005,5.263157894736836,end_of_backtest
1980.T,建設業,建設業,2025-12-05,2025-12-30,200,2371.716749267578,2476.0,20856.65014648439,4.396952155632672,end_of_backtest
8343.T,銀行業,銀行業,2025-12-19,2025-12-30,200,3933.1249999999995,4025.0,18375.00000000009,2.3359288097886566,end_of_backtest
8515.T,その他金融業,その他金融業,2025-12-22,2025-12-30,300,570.0,559.0,-3300.0,-1.9298245614035037,end_of_backtest
2975.T,不動産業,不動産業,2025-12-24,2025-12-30,800,1303.2599999999998,1361.0,46192.00000000019,4.430428310544343,end_of_backtest
