ticker,company_name,sector,score,fail_total,failed
7979.T,松風,精密機器,0.4239732911991039,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6486.T,イーグル工業,機械,0.4240766488194329,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4814.T,ネクストウェア,情報・通信業,0.4240771072052663,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2212.T,山崎製パン,食料品,0.4241653325030214,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6249.T,ゲームカードホールディングス,機械,0.4242323350956965,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3153.T,八洲電機,卸売業,0.4242865867361028,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6166.T,中村超硬,機械,0.4245232507828894,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2693.T,ＹＫＴ,卸売業,0.4245907285316113,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5911.T,横河ブリッジホールディングス,金属製品,0.4249130296732156,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9171.T,栗林商船,海運業,0.4250097239287467,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3988.T,ＳＹＳホールディングス,情報・通信業,0.4252127441323818,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2694.T,焼肉坂井ホールディングス,小売業,0.4252885608697257,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2689.T,オルバヘルスケアホールディングス,卸売業,0.4253938987727558,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2708.T,久世,卸売業,0.4254014593439716,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9265.T,ヤマシタヘルスケアホールディングス,卸売業,0.4256173702516538,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2158.T,ＦＲＯＮＴＥＯ,サービス業,0.4263975093997047,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7939.T,研創,その他製品,0.4266283430022931,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7192.T,日本モーゲージサービス,その他金融業,0.427294855569332,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2922.T,なとり,食料品,0.427316916785083,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4114.T,日本触媒,化学,0.4275052211264441,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7325.T,アイリックコーポレーション,保険業,0.4275739538461366,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6177.T,ＡｐｐＢａｎｋ,サービス業,0.427695357613621,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3454.T,ファーストブラザーズ,不動産業,0.4286032480549347,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9444.T,トーシンホールディングス,情報・通信業,0.4289022861154931,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3178.T,チムニー,小売業,0.4292748336115325,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3641.T,パピレス,情報・通信業,0.4293867747860959,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4884.T,クリングルファーマ,医薬品,0.4295704645237316,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2117.T,ウェルネオシュガー,食料品,0.4299065759360854,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7585.T,かんなん丸,小売業,0.4299294742649895,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5357.T,ヨータイ,ガラス・土石製品,0.4301100712957673,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6870.T,日本フェンオール,電気機器,0.4303643552467849,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3917.T,アイリッジ,情報・通信業,0.4303820170765493,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1764.T,工藤建設,建設業,0.4304448983892769,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1764.T,工藤建設,建設業,0.4304448983892769,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9005.T,東急,陸運業,0.4307878674214008,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8285.T,三谷産業,卸売業,0.4308859480145744,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9533.T,東邦瓦斯,電気・ガス業,0.4310888508267157,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8917.T,ファースト住建,不動産業,0.4321744594121705,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7635.T,杉田エース,卸売業,0.4322083715787367,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9895.T,コンセック,卸売業,0.4325434180825385,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9914.T,植松商会,卸売業,0.4330444701339269,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9273.T,コーア商事ホールディングス,卸売業,0.4331373547559766,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9248.T,人・夢・技術グループ,サービス業,0.4333834548428464,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2198.T,アイ・ケイ・ケイホールディングス,サービス業,0.4337239348957955,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4746.T,東計電算,情報・通信業,0.433729899501701,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4549.T,栄研化学,医薬品,0.4337463231307082,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5250.T,プライム・ストラテジー,情報・通信業,0.4338639983207426,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5250.T,プライム・ストラテジー,情報・通信業,0.4338639983207426,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2459.T,アウンコンサルティング,サービス業,0.4340405788854069,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7820.T,ニホンフラッシュ,その他製品,0.4340975920209561,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1333.T,マルハニチロ,水産・農林業,0.4341086799270608,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1878.T,大東建託,不動産業,0.4341825163817034,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2593.T,伊藤園,食料品,0.4345943173572827,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5703.T,日本軽金属ホールディングス,非鉄金属,0.4347192107266757,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6380.T,オリエンタルチエン工業,機械,0.4348348832737245,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7240.T,ＮＯＫ,輸送用機器,0.4351140570164896,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8086.T,ニプロ,精密機器,0.4353627732566525,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5753.T,日本伸銅,非鉄金属,0.435820513436854,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2503.T,キリンホールディングス,食料品,0.4358770737766409,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2003.T,日東富士製粉,食料品,0.4365553171079655,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9042.T,阪急阪神ホールディングス,陸運業,0.4366800539553666,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5981.T,東京製綱,金属製品,0.437199290508171,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4116.T,大日精化工業,化学,0.437272073234404,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9996.T,サトー商会,卸売業,0.4379239509952004,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7925.T,前澤化成工業,化学,0.4382638776311067,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3909.T,ショーケース,情報・通信業,0.4383970750511771,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7919.T,野崎印刷紙業,その他製品,0.4385396442255125,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9067.T,丸運,陸運業,0.4388275608395393,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2594.T,キーコーヒー,食料品,0.4392519031397194,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7922.T,三光産業,その他製品,0.4393772912304081,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5757.T,ＣＫサンエツ,非鉄金属,0.4394239795045632,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3093.T,トレジャー・ファクトリー,小売業,0.4397553980521956,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9692.T,シーイーシー,情報・通信業,0.4404468535166578,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4996.T,クミアイ化学工業,化学,0.4405449816254361,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3512.T,日本フエルト,繊維製品,0.4412898138841715,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4578.T,大塚ホールディングス,医薬品,0.4413145499489627,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7516.T,コーナン商事,小売業,0.4413328127113746,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5367.T,ニッカトー,ガラス・土石製品,0.4417414664769024,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7130.T,ヤマエグループホールディングス,卸売業,0.4417653137203824,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4021.T,日産化学,化学,0.4419427146279863,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4644.T,イマジニア,情報・通信業,0.4422762070920115,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1887.T,日本国土開発,建設業,0.4422808300808437,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4069.T,ＢｌｕｅＭｅｍｅ,情報・通信業,0.4424565511720702,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2282.T,日本ハム,食料品,0.4425123512621822,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2735.T,ワッツ,小売業,0.4425172733198202,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5013.T,ユシロ,石油・石炭製品,0.4428902233009817,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8138.T,三京化成,卸売業,0.4429838597875996,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4564.T,オンコセラピー・サイエンス,医薬品,0.4432216222833652,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1780.T,ヤマウラ,建設業,0.4433483268358074,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1780.T,ヤマウラ,建設業,0.4433483268358074,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1780.T,ヤマウラ,建設業,0.4433483268358074,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9930.T,北沢産業,卸売業,0.443900955678562,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4197.T,アスマーク,情報・通信業,0.4441652710122388,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9706.T,日本空港ビルデング,不動産業,0.4448088726727137,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2139.T,中広,サービス業,0.4448606674768542,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7746.T,岡本硝子,精密機器,0.4452208553256049,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5025.T,マーキュリー,情報・通信業,0.4452938588596478,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8154.T,加賀電子,卸売業,0.4453372406067239,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7466.T,ＳＰＫ,卸売業,0.4459875629302259,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6384.T,昭和真空,機械,0.4464190004281994,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1853.T,森組,建設業,0.4464871406003513,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3892.T,岡山製紙,パルプ・紙,0.4467744059710904,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6762.T,ＴＤＫ,電気機器,0.4469587637222271,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3802.T,エコミック,情報・通信業,0.4470223591665427,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7570.T,橋本総業ホールディングス,卸売業,0.4473886513729773,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8058.T,三菱商事,卸売業,0.4476444111027757,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3180.T,ビューティガレージ,卸売業,0.4482256066065697,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9537.T,北陸瓦斯,電気・ガス業,0.4482542403484627,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7687.T,ミクリード,卸売業,0.4483318640763022,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8125.T,ワキタ,卸売業,0.4483502134848168,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6634.T,ネクスグループ,電気機器,0.4485307140868674,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1964.T,中外炉工業,建設業,0.4485975238220882,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4496.T,コマースＯｎｅホールディングス,情報・通信業,0.4489161634670963,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7551.T,ウェッズ,輸送用機器,0.4489896617224351,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9993.T,ヤマザワ,小売業,0.4492496922665838,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1897.T,金下建設,建設業,0.4494670244498532,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1897.T,金下建設,建設業,0.4494670244498532,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6268.T,ナブテスコ,機械,0.449602738799454,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9517.T,イーレックス,電気・ガス業,0.4501717018300775,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
287A.T,黒田グループ,卸売業,0.4504320174678543,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5973.T,トーアミ,金属製品,0.4505952112096578,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3447.T,信和,金属製品,0.4512401293318859,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4972.T,綜研化学,化学,0.451351961500062,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6877.T,ＯＢＡＲＡ ＧＲＯＵＰ,電気機器,0.4514509113492979,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3841.T,ジーダット,情報・通信業,0.4517352670880089,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7337.T,ひろぎんホールディングス,銀行業,0.4517915702845234,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7596.T,魚力,小売業,0.4521220804455957,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6229.T,オーケーエム,機械,0.4521448879358438,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1930.T,北陸電気工事,建設業,0.4523799364520713,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6971.T,京セラ,電気機器,0.452415111974715,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6471.T,日本精工,機械,0.4525275283053253,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9903.T,カンセキ,小売業,0.4526690633164997,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9507.T,四国電力,電気・ガス業,0.45268214128793,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9073.T,京極運輸商事,陸運業,0.4529446761839491,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6420.T,ガリレイ,機械,0.4532840549928838,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
6412.T,平和,機械,0.4534183368867552,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2204.T,中村屋,食料品,0.4536332723270237,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7741.T,ＨＯＹＡ,精密機器,0.4536456599246682,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5445.T,東京鐵鋼,鉄鋼,0.4538270158076031,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4437.T,ｇｏｏｄｄａｙｓホールディングス,情報・通信業,0.4540014986980725,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8283.T,ＰＡＬＴＡＣ,卸売業,0.4541466532803096,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2428.T,ウェルネット,サービス業,0.4543091370830786,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3561.T,力の源ホールディングス,小売業,0.4544015689093659,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4102.T,丸尾カルシウム,化学,0.4546165686354524,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8700.T,丸八証券,証券、商品先物取引業,0.4547222321601265,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5388.T,クニミネ工業,ガラス・土石製品,0.4551369567429115,5,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
