Date,Close,ret5,ret20,vol10,dd20,ma10,ma20,phase
2025-04-01,35624.48046875,-0.05706796798699065,-0.0571909877722504,0.23630156061689378,-0.06318642882485914,37285.301171875,37203.7326171875,shock
2025-04-02,35725.87109375,-0.06052016921236458,-0.04300181797596725,0.2221810707365044,-0.06052016921236458,37073.34609375,37123.4671875,high_vol_cont
2025-04-03,34735.9296875,-0.08105930147098339,-0.07168452383002988,0.2468069939575775,-0.08655256412284518,36771.751171875,36989.3517578125,high_vol_cont
2025-04-04,33780.578125,-0.08997091805744917,-0.10408059622508747,0.2616643924510891,-0.11167535320543864,36382.103125,36793.1341796875,high_vol_cont
2025-04-07,31136.580078125,-0.12580813207144692,-0.15589679296537284,0.42141910277829797,-0.1812043181161226,35734.9123046875,36505.60458984375,high_vol_cont
2025-04-08,33012.578125,-0.07331762623292637,-0.10844934038467446,0.5720764397133222,-0.13187137608621113,35258.1162109375,36304.82001953125,high_vol_cont
2025-04-09,31714.029296875,-0.11229514282093589,-0.13804432852788762,0.5749839118250504,-0.16601919098805074,34626.790234375,36050.866015625,high_vol_cont
2025-04-10,34609.0,-0.003654132439866009,-0.060025651180651396,0.7944734147840192,-0.08989042203039632,34307.693359375,35940.3615234375,high_vol_cont
2025-04-11,33585.578125,-0.0057725477426239236,-0.08710112538977521,0.8007905049808299,-0.11680324964000977,33954.218359375,35780.1388671875,high_vol_cont
2025-04-14,33982.359375,0.0913966559504813,-0.08287409307208382,0.7858018894904073,-0.10636913088524214,33790.6984375,35626.6017578125,high_vol_cont
2025-04-15,34267.5390625,0.03801462984042536,-0.0836703657979535,0.7879847298460968,-0.0988697877942506,33655.004296875,35470.152734375,high_vol_cont
2025-04-16,33920.3984375,0.06957076062367173,-0.10371197473934879,0.7880829763811348,-0.10799851175954434,33474.45703125,35273.9015625,high_vol_cont
2025-04-17,34377.6015625,-0.00668607695975032,-0.08938038162628703,0.7805886416076137,-0.09597548471050699,33438.62421875,35105.1876953125,high_vol_cont
2025-04-18,34730.28125,0.03408317465132216,-0.0782114489223642,0.7661632420207238,-0.08670110054600999,33533.59453125,34957.848828125,high_vol_cont
