Date,Close,ret5,ret20,vol10,dd20,ma10,ma20,phase
2025-04-21,34279.921875,0.00875638141296653,-0.08850572193590356,0.6279191111970527,-0.09854415815287254,33847.9287109375,34791.4205078125,high_vol_cont
2025-04-22,34220.6015625,-0.001369736528625265,-0.09422675240580414,0.5638094866773851,-0.10010409876295667,33968.7310546875,34613.4236328125,high_vol_cont
2025-04-23,34868.62890625,0.0279545793218543,-0.0830629854013144,0.5114209837384234,-0.07754873722613853,34284.191015625,34455.490625,high_vol_cont
2025-04-24,35039.1484375,0.01924354361363112,-0.07303763478640446,0.23722034780240062,-0.05606576753556103,34327.205859375,34317.449609375,shock
2025-04-25,35705.73828125,0.028086643590022664,-0.038108225740528745,0.17796561225676755,-0.0005635359442228705,34539.221875,34246.7201171875,normal
2025-04-28,35839.98828125,0.045509625486857885,0.006244944804808528,0.17542194357919463,0.0,34724.984765625,34257.8416015625,uptrend
2025-04-30,36045.37890625,0.05332394114747663,0.011814865282574916,0.1746543292670051,0.0,34902.76875,34278.8865234375,uptrend
2025-05-01,36452.30078125,0.045418243408938075,0.020333435274223044,0.15416537329245836,0.0,35155.958984375,34315.2080078125,uptrend
2025-05-02,36830.69140625,0.051129751967163406,0.06030533046316644,0.15143027829848346,0.0,35401.26796875,34419.94609375,uptrend
2025-05-07,36779.66015625,0.030077010774594237,0.08878125235608292,0.15554774674469865,-0.0013855631825402392,35606.205859375,34569.9001953125,uptrend
2025-05-08,36928.62890625,0.030375027370461938,0.18602071305172663,0.11668258127270374,0.0,35871.0765625,34859.50263671875,uptrend
2025-05-09,37503.328125,0.040447604186433006,0.13603148421174693,0.1105313835029875,0.0,36199.34921875,35084.04013671875,uptrend
2025-05-12,37644.26171875,0.03269919626343887,0.1869908224641561,0.09882861792587856,0.0,36476.9125,35380.5517578125,uptrend
2025-05-13,38183.26171875,0.03672400003521181,0.10327549824467619,0.10256927859047005,0.0,36791.323828125,35559.26484375,uptrend
2025-05-14,38128.12890625,0.03666343691788709,0.13525301736189776,0.09584051607160847,-0.001443900023683109,37033.562890625,35786.3923828125,uptrend
2025-05-15,37755.51171875,0.022391375932184987,0.11103267734040312,0.12630976585171477,-0.011202552656468079,37225.115234375,35975.05,uptrend
2025-05-16,37753.71875,0.0066764907947753915,0.10173417125582351,0.12899438943042651,-0.011249509586528372,37395.94921875,36149.358984375,uptrend
2025-05-19,37498.62890625,-0.0038686590160290635,0.10548904593037323,0.13475078447548172,-0.017930181490069197,37500.58203125,36328.2705078125,settling
2025-05-20,37529.48828125,-0.017121990319097447,0.09168431116463238,0.12821064351300296,-0.017121990319097447,37570.46171875,36485.86484375,settling
2025-05-21,37298.98046875,-0.0217463710201653,0.0739613710657756,0.1337387664666553,-0.023158871458217267,37622.39375,36614.2998046875,normal
2025-05-22,36985.87109375,-0.020384854818900067,0.07893685489182589,0.14130180015339291,-0.031359045065865065,37628.11796875,36749.597265625,normal
2025-05-23,37160.46875,-0.015713683834125636,0.08590927842488894,0.1165990952092307,-0.02678642218372229,37593.83203125,36896.590625,settling
2025-05-26,37531.53125,0.000877427914291351,0.07636957423561586,0.12725910366571447,-0.01706848601752542,37582.558984375,37029.7357421875,settling
2025-05-27,37724.109375,0.005185817943785587,0.0766274597765757,0.10399980648981993,-0.012024963899941787,37536.64375,37163.9837890625,uptrend
2025-05-28,37722.3984375,0.011351998457565182,0.05648000162788969,0.10414097814639538,-0.012069772473724871,37496.070703125,37264.816796875,uptrend
2025-05-29,38432.98046875,0.0391260049366402,0.07234913603073201,0.13227548237517697,0.0,37563.817578125,37394.46640625,uptrend
2025-05-30,37965.1015625,0.021652924184386135,0.053258495665782446,0.1498819151344447,-0.012173890771506324,37584.955859375,37490.4525390625,uptrend
2025-06-02,37470.671875,-0.0016215532106753638,0.027937086875839068,0.16135467151188038,-0.025038614804606563,37582.16015625,37541.37109375,settling
2025-06-03,37446.80859375,-0.007350757535279806,0.016728363328945006,0.1613054627318034,-0.0256595211449151,37573.8921875,37572.176953125,settling
2025-06-04,37747.44921875,0.0006640824095929254,0.026313159457933333,0.1623080382002052,-0.01783705665391755,37618.7390625,37620.56640625,settling
2025-06-05,37554.48828125,-0.02285776894701952,0.016947809694989102,0.15761914408552502,-0.02285776894701952,37675.60078125,37651.859375,normal
2025-06-06,37741.609375,-0.0058867796555759355,0.006353602784419543,0.15777114289782151,-0.01798900541455939,37733.71484375,37663.7734375,uptrend
2025-06-09,38088.5703125,0.01649018836815297,0.011802823948827701,0.15663768341916073,-0.008961317911059252,37789.41875,37685.9888671875,uptrend
2025-06-10,38211.51171875,0.02042104931547173,0.0007398529808186893,0.15569701392291832,-0.005762466176155057,37838.158984375,37687.4013671875,uptrend
2025-06-11,38421.19140625,0.0178486812074532,0.007686254437520024,0.15680404921994145,-0.00030674338435932036,37908.03828125,37702.0544921875,uptrend
2025-06-12,38173.08984375,0.01647210735151594,0.011060057352967112,0.1291999436968468,-0.0067621772194149665,37882.04921875,37722.9333984375,uptrend
2025-06-13,37834.25,0.0024546018713595963,0.0021330680173061722,0.1218127586283968,-0.015578559389554214,37868.9640625,37726.9599609375,settling
2025-06-16,38311.328125,0.0058484162223042535,0.02167277157737746,0.11471349429633132,-0.003165311205799326,37953.0296875,37767.594921875,uptrend
2025-06-17,38536.73828125,0.008511219469509168,0.026838895122991202,0.11479738233021412,0.0,38062.02265625,37817.957421875,uptrend
2025-06-18,38885.1484375,0.012075550347835584,0.04252577279099978,0.11616905857489428,0.0,38175.792578125,37897.2658203125,uptrend
2025-06-19,38488.33984375,0.008258435491870886,0.04062277582138374,0.12830318861923293,-0.010204631065965697,38269.177734375,37972.3892578125,uptrend
2025-06-20,38403.23046875,0.01503876695718831,0.033443112009990505,0.12946487433128268,-0.012393368371078406,38335.33984375,38034.52734375,uptrend
2025-06-23,38354.08984375,0.0011161638304597599,0.02191646773671141,0.12317135755713407,-0.013657105992627705,38361.891796875,38075.6552734375,settling
2025-06-24,38790.55859375,0.006586450328192273,0.028269699044419117,0.13412634612282595,-0.0024325442373464012,38419.796484375,38128.977734375,uptrend
2025-06-25,38942.0703125,0.0014638461543097225,0.03233282944669602,0.1330529007768007,0.0,38471.884375,38189.961328125,uptrend
2025-06-26,39584.578125,0.02848234778897618,0.02996378740874306,0.14460001055565283,0.0,38613.033203125,38247.5412109375,uptrend
2025-06-27,40150.7890625,0.0455055101463937,0.05757096412350737,0.13474851577680516,0.0,38844.687109375,38356.8255859375,uptrend
2025-06-30,40487.390625,0.055621207280392104,0.08050879792237509,0.13054207853671643,0.0,39062.293359375,38507.6615234375,uptrend
