quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date
2025Q3_PRE_ALIGNED,1,9684.T,スクウェア・エニックス・ホールディングス,情報・通信業,0.9678272064290291,137.09642093748556,55.23439395828839,16.71168827252624,28.956390095648366,0.9130347467712874,10.916395217214314,91.66666666666666,99.08214331307582,95.0,3598.333251953125,6273,137.09642093748556,2025-06-30,2025-06-30
2025Q3_PRE_ALIGNED,2,3563.T,ＦＯＯＤ ＆ ＬＩＦＥ ＣＯＭＰＡＮＩＥＳ,小売業,0.9638681782964371,170.06737247353226,57.605032576949,17.036829653035507,28.83015173764072,0.9059013913511132,25.703771849126035,91.66666666666666,98.62224096724307,100.0,7015.0,2202,170.06737247353226,2025-06-30,2025-06-30
2025Q3_PRE_ALIGNED,3,1942.T,関電工,建設業,0.9553963080934168,100.7831325301205,24.41209406494962,12.789721045989545,25.16722408026757,0.9361029541381323,18.920233463035018,91.66666666666666,99.19642857142857,100.0,3333.0,6276,100.7831325301205,2025-06-30,2025-06-30
2025Q3_PRE_ALIGNED,4,4626.T,太陽ホールディングス,化学,0.9475584553739029,114.26403641881637,46.473029045643145,19.82313159726482,28.147389969293755,0.8040748757441155,16.388888888888886,75.0,98.19193324061196,100.0,3530.0,6263,114.26403641881637,2025-06-30,2025-06-30
2025Q3_PRE_ALIGNED,5,7453.T,良品計画,小売業,0.946916765517758,161.96330622281064,70.52450135434623,20.62762958745244,29.897473452947644,0.8707429192760796,23.556861389561014,66.66666666666666,97.60394644115574,100.0,3462.5,6276,161.96330622281064,2025-06-30,2025-06-30
2025Q3_PRE_ALIGNED,6,6772.T,東京コスモス電機,電気機器,0.9460548911445448,121.24105011933173,49.516129032258064,17.454790014142535,44.923076923076934,0.8629035031209138,28.825622775800706,75.0,98.40764331210191,95.0,1854.0,6272,121.24105011933173,2025-06-30,2025-06-30
2025Q3_PRE_ALIGNED,7,7419.T,ノジマ,小売業,0.9457921661861068,99.61977186311788,24.505931857406726,15.050786952978578,26.194265722633546,0.9092345291440052,12.704915849152009,91.66666666666666,98.43750375509276,90.0,1050.0,6533,99.61977186311788,2025-06-30,2025-06-30
2025Q3_PRE_ALIGNED,8,9069.T,センコーグループホールディングス,陸運業,0.9445386626090204,75.35714285714286,30.23872679045092,15.412335404360778,27.699180938198054,0.8818576780439835,11.528662420382163,83.33333333333334,98.69346733668341,95.0,1964.0,6276,75.35714285714286,2025-06-30,2025-06-30
2025Q3_PRE_ALIGNED,9,1961.T,三機工業,建設業,0.9435939042510255,88.28451882845188,19.999999999999996,12.86033728030494,32.085561497326196,0.9294159011911726,22.53820033955858,83.33333333333334,99.14320685434517,100.0,4050.0,6276,88.28451882845188,2025-06-30,2025-06-30
2025Q3_PRE_ALIGNED,10,7013.T,ＩＨＩ,機械,0.939676924633543,306.97370574339715,51.55037748764235,22.87840851029873,34.94972998856163,0.9088338165323088,30.247528476551132,83.33333333333334,95.59902044691195,90.0,2234.28564453125,6535,306.97370574339715,2025-06-30,2025-06-30
