mapping_name,mapping_ja,earnings_pre_days,dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct,phase_pnl
practical_phase_adaptive_v31_pre_earnings1,実務向け局面切替v3.1_決算前1営業日,1,q2_2024,2999157.854675293,-0.028071510823568513,49,-10.317442035665659,"{'capitulation_end': -157200.0, 'crash': 123472.32232666016, 'high_vol': 85815.43090820312, 'normal': -94346.748046875, 'overheated_range': -6111.650390625, 'stable': -6838.1749267578125, 'surge': 0.0, 'uptrend': 54366.6748046875}"
practical_phase_adaptive_v31_pre_earnings1,実務向け局面切替v3.1_決算前1営業日,1,q3,3634635.300598147,21.154510019938222,37,-2.732868721208981,"{'high_vol': 123154.50000000047, 'normal': 26458.874023437966, 'overheated_range': 27499.312988281716, 'settling': 207401.00000000047, 'stable': -83256.6259765625, 'uptrend': 333378.23956298875}"
practical_phase_adaptive_v31_pre_earnings1,実務向け局面切替v3.1_決算前1営業日,1,q4,3608387.80053711,20.27959335123699,27,-3.7361803758626744,"{'high_vol': 538312.1501464844, 'normal': 76453.15039062547, 'stable': -7777.5, 'surge': 1400.0, 'uptrend': 0.0}"
practical_phase_adaptive_v31_pre_earnings1,実務向け局面切替v3.1_決算前1営業日,1,4q2,3298662.000000001,9.955400000000036,43,-10.292324965424736,"{'crash': -210634.0, 'high_vol': 62892.50000000093, 'normal': 256780.0, 'settling': 110064.5, 'surge': 74100.0, 'uptrend': 5459.0}"
