date,cash,market_value,equity,positions
2026-01-01,3000000.0,0.0,3000000.0,0
2026-01-02,3000000.0,0.0,3000000.0,0
2026-01-05,1112304.0,1872600.0,2984904.0,7
2026-01-06,543154.0,2450800.0,2993954.0,8
2026-01-07,673962.0,2338000.0,3011962.0,7
2026-01-08,673962.0,2320000.0,2993962.0,7
2026-01-09,469414.0,2536700.0,3006114.0,7
2026-01-12,469414.0,2536700.0,3006114.0,7
2026-01-13,682414.0,2358200.0,3040614.0,6
2026-01-14,132791.5,2954200.0,3086991.5,7
2026-01-15,132791.5,2965600.0,3098391.5,7
2026-01-16,264349.00000000006,2874900.0,3139249.0,6
2026-01-19,264349.00000000006,2842400.0,3106749.0,6
2026-01-20,702181.5,2372700.0,3074881.5,5
2026-01-21,1652214.0,1407800.0,3060014.0,3
2026-01-22,1313337.0,1799900.0,3113237.0,3
2026-01-23,995194.5,2129000.0,3124194.5,3
2026-01-26,2137694.5,907700.0,3045394.5,2
2026-01-27,518774.5,2491200.0,3009974.5,2
2026-01-28,518774.5,2445400.0,2964174.5,2
2026-01-29,518774.5,2479100.0,2997874.5,2
2026-01-30,1203374.5,1778400.0,2981774.5,1
2026-02-02,66654.50000000006,2892200.0,2958854.5,5
2026-02-03,488654.50000000006,2576000.0,3064654.5,4
2026-02-04,340870.50000000006,2816650.0,3157520.5,5
2026-02-05,32470.5,3123500.0,3155970.5,5
2026-02-06,285070.5,2938350.0,3223420.5,4
2026-02-09,285070.5,2951700.0,3236770.5,4
2026-02-10,782205.5,2507900.0,3290105.5,2
2026-02-11,782205.5,2507900.0,3290105.5,2
2026-02-12,284652.50000000006,2997000.0,3281652.5,3
2026-02-13,284652.50000000006,3055900.0,3340552.5,3
2026-02-16,284652.50000000006,3051800.0,3336452.5,3
2026-02-17,483652.50000000006,2918700.0,3402352.5,2
2026-02-18,483652.50000000006,2904600.0,3388252.5,2
2026-02-19,483652.50000000006,2952300.0,3435952.5,2
2026-02-20,483652.50000000006,2850000.0,3333652.5,2
2026-02-23,483652.50000000006,2850000.0,3333652.5,2
2026-02-24,2894452.5,493500.0,3387952.5,1
2026-02-25,2894452.5,492300.0,3386752.5,1
2026-02-26,2894452.5,494100.0,3388552.5,1
2026-02-27,127968.5,3318400.0,3446368.5,3
2026-03-02,127968.5,3219500.0,3347468.5,3
2026-03-03,3299176.0,0.0,3299176.0,0
2026-03-04,3299176.0,0.0,3299176.0,0
2026-03-05,644176.0,2643000.0,3287176.0,2
2026-03-06,3288176.0,0.0,3288176.0,0
2026-03-09,3288176.0,0.0,3288176.0,0
2026-03-10,3365976.0,0.0,3365976.0,0
