ticker,company_name,return_pct
1893.T,五洋建設,38.32309043020192
1847.T,イチケン,33.61227336122734
1815.T,鉄建建設,32.7007299270073
1980.T,ダイダン,23.594007473018475
256A.T,飛島ホールディングス,10.922787193973637
