image_file,image_no,ocr_metrics_text,code,ticker,company_name,sector,resolved
1.png,1,"株伍指标
1915EK
予想PER
（倍）
<26.3>
6.9
<27.3>
6.4
实PER
高值平均
7.6
安值平均
6.0
PBR
0-83
株佰（8/27)
8
4760m
最低購人额
5
0.7
47万6000P
N
1301",1301,1301.T,極洋,水産・農林業,True
2.png,2,"株伍指标
予想PER
（倍）
<25.12>
27.5
(26.12>
23.4
实PER
高值平均
安值平均
PBR
2.31
株倡(8/27)
5633
721月
最低購人额
5
7万2100F
130A
医
里",130A,130A.T,Ｖｅｒｉｔａｓ Ｉｎ Ｓｉｌｉｃｏ,医薬品,True
3.png,3,"031
株伍指标
（倍）
予想PER
<26.3>
12.2
<27.3>
11.7
实PER
高值平均
11.3
安值平均
7.8
PBR
1.15
株倡(8/27)
13
百万排
1002.5F
E
最低購人额
10万2509
1332
迎外特",1332,1332.T,ニッスイ,水産・農林業,True
4.png,4,"株伍指标
予想PER
（倍）
<26.3>
9.6
<27.3>
8.6
实PER
高值平均
7.4
安值平均
5.9
PBR
0.74
株倡(8/27)
8
33299
最低購人额
5
0.7
33万29009
1333",1333,1333.T,マルハニチロ,水産・農林業,True
5.png,5,"株伍指标
予想PER
（倍）
<26.2>
44.5
(27.2>
37.2
实PER
高值平均
198.5
安值平均
92.6
PBR
21.06
81
株佰(8/27)
2650m
1万件
最低購人额
5
5.1
26万5000F
17单左特
135A
情",135A,135A.T,ＶＲＡＩＮ Ｓｏｌｕｔｉｏｎ,情報・通信業,True
6.png,6,"株伍指标
（倍）
予想PER
<26.3>
22.0
<27.3>
20.4
实PER
高值平均
36.2
安值平均
25.6
PBR
3-82
株倡(8/27)
1077A
最低購人额
5
26
10万7700P
1375",1375,1375.T,ユキグニファクトリー,水産・農林業,True
7.png,7,"株伍指标
（倍）
予想PER
<26.5>
10.5
<27.5>
9.9
实PER
高值平均
14.6
安值平均
12.2
PBR
0-63
株佰（8/27)
9
万确
1415F
最低購人额
5
.9
14万15009
1376",1376,1376.T,カネコ種苗,水産・農林業,True
8.png,8,"株伍指标
（倍）
予想PER
<26.5>
16.5
<27.5>
17.1
实PER
高值平均
20.7
安值平均
15.6
PBR
0-97
株佰（8/27)
2
3630m
最低購人额
5
6.0
36万3000m
1377",1377,1377.T,サカタのタネ,水産・農林業,True
9.png,9,"株伍指标
（倍）
予想PER
<26.3>
11.2
<27.3>
13.3
实PER
高值平均
15.7
安值平均
13.7
PBR
1.05
2
株佰（8/27)
1937A
最低購人额
5
8.0
19万3700P
1379",1379,1379.T,ホクト,水産・農林業,True
10.png,10,"株伍指标
（倍）
予想PER
<26.5>
18.5
<27.5>
15.7
实PER
高值平均
50.1
安值平均
18.9
PBR
4.71
株倡(8/27)
5-3
1406m
最低購人额
5
7.0
14万600P
单S特
137A
情",137A,137A.T,Ｃｏｃｏｌｉｖｅ,情報・通信業,True
11.png,11,"株伍指标
（倍）
予想PER
<26.3>
60.2
<27.3>
52.7
实PER
高值平均
79.5
安值平均
72.0
PBR
1.98
株倡（8/27)
万排
10129
最低購人额
5
1.3
10万1200m
1380",1380,1380.T,秋川牧園,水産・農林業,True
12.png,12,"株伍指标
（倍）
予想PER
<26.6>
12.3
<27.6>
11.7
实PER
高值平均
13.0
安值平均
10.8
PBR
08-0
株幅(8/27)
3070m
万律
最低赠人额
5
81
30万7000用
1381",1381,1381.T,アクシーズ,水産・農林業,True
13.png,13,"株伍指标
（倍）
予想PER
<26.6>
30.1
<27.6>
27.1
实PER
高值平均
92.8
安值平均
40.1
PBR
1.79
8
株倡（8/27)
万确
1777P
最低購人额
5
82
17万77009
1382",1382,1382.T,ホーブ,水産・農林業,True
14.png,14,"株伍指标
30
予想PER
（倍）
<25.10>
95.9
<26.10>
68.5
实PER
高值平均
68.3
安值平均
54.2
PBR
2.41
株倡(8/27)
6
万确
29929
最低購人额
29万92009
1383",1383,1383.T,ベルグアース,水産・農林業,True
15.png,15,"2217
株伍指标
予想PER
（倍）
<26.3>
8.6
<27.3>
9.0
实PER
高值平均
8.6
安值平均
5.2
PBR
1.21
株倡(8/27)
2
2085月
最低購人额
5
6.5
20万8500F
单弓特
1384
钟色",1384,1384.T,ホクリヨウ,水産・農林業,True
