count,mean_return_pct,median_return_pct,win_rate_pct,per_max,sap_min,persist_min,pmr_min,mdd_max,ann_max,q_max,tickers
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,60,28,180,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,60,28,200,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,60,28,250,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,60,30,180,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,60,30,200,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,60,30,250,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,65,28,180,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,65,28,200,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,65,28,250,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,65,30,180,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,65,30,200,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,20,0.45,65,65,30,250,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,60,28,180,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,60,28,200,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,60,28,250,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,60,30,180,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,60,30,200,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,60,30,250,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,65,28,180,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,65,28,200,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,65,28,250,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,65,30,180,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,65,30,200,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,22,0.45,65,65,30,250,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,25,0.45,65,60,28,180,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,25,0.45,65,60,28,200,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
10,22.28059392573855,25.297424966500813,90.0,25,0.45,65,60,28,250,55,"1384.T,1893.T,1980.T,146A.T,1847.T,1815.T,1961.T,1975.T,256A.T,1736.T"
