ティッカー,銘柄名,元ランキング順位,元ランキングスコア,sector,年間上昇率,四半期上昇率,上昇トレンド滑らかさ,最大下落率,月間高安騰落率平均,20日移動平均維持率,画像有無,OCR好材料語数,OCR悪材料語数,OCRテーマ語数,OCR株主還元語数,OCR予想PER,OCRPBR,OCRROE,OCRROA,OCR総利回り,OCR予想PER信頼度,OCRPBR信頼度,OCRROE信頼度,OCRROA信頼度,OCR総利回り信頼度,OCR配当金ヒント,OCR業績表数値数,OCR業績表数値平均,売上系列点数,営業利益系列点数,純利益系列点数,EPS系列点数,配当系列点数,売上トレンド,営業利益トレンド,純利益トレンド,EPSトレンド,配当トレンド,theme_text_compact,特色事業スコア生値,記事スコア生値,財務スコア生値,チャートスコア生値,業績スコア生値,配当還元スコア生値,業績急伸型スコア生値,安定進捗型スコア生値,sector_adjusted_per_score_raw,theme_peer_count,theme_peer_median_quarter_return_pct,theme_peer_positive_ratio_pct,theme_peer_signal_raw,特色事業スコア,特色事業順位,記事スコア,記事順位,財務スコア,財務順位,チャートスコア,チャート順位,業績スコア,業績順位,配当還元スコア,配当還元順位,業績急伸型スコア,業績急伸型順位,安定進捗型スコア,安定進捗型順位,sector_adjusted_per_score,sector_adjusted_per_score_rank,theme_peer_signal,theme_peer_signal_rank,四季報総合スコア,四季報総合順位,OCR型分類,型内順位
7115.T,アルファパーチェス,27,0.8967854753612783,卸売業,98.68073878627968,41.89743589743591,0.7411926890405672,27.24077328646749,32.97316600867531,85.0,True,2.0,1.0,0.0,0.0,13.2,2.12,15.1,4.7,,medium,medium,medium,medium,missing,,2.0,1111222.0,0.0,0.0,2.0,0.0,1.0,,,0.0,,,".8→東⑤OA【株式】&9.6【株ドアスクアズリ冫務く輒わ豊島不動絽,ー光通信本6,ーインタラ彡8【指等】くいわ田孝丿",7.067204932472107,2.0,8.470876288659793,69.85208793061257,2.0,0.0,19.76380309258172,26.629057474598117,0.5979381443298969,17,32.413388138578966,100.0,44.44803288314738,0.788659793814433,20,0.5,41,0.7010309278350515,30,0.4123711340206185,58,0.7628865979381443,13,0.0876288659793814,83,0.8762886597938144,13,0.3814432989690721,61,0.5515463917525774,44,0.7938144329896907,17,0.5824226804123711,30,業績急伸型,14
6269.T,三井海洋開発,7,0.9191139762563632,機械,242.44604316546764,50.97560975609756,0.7693500844063007,35.18080432578574,30.384919973020665,100.0,True,2.0,0.0,0.0,0.0,6.9,1.49,21.31,4.9,2.94,medium,medium,medium,medium,low,,1.0,2226262.0,0.0,0.0,0.0,1.0,1.0,,,,,,"14.5東(OA龕【株式】&5【株ド-2.788M務く024ーわ日マスター7,145日・カストディ己・本一,師MSIP4ラ安き比-リティー一8【指等】く0わバーセ冫",0.8,1.0,11.55,75.17392140476638,1.0,1.176,7.778048780487804,33.14596751072968,0.875,0,,,0.0,0.3608247422680412,60,0.345360824742268,59,0.979381443298969,3,0.7525773195876289,25,0.5,38,0.4432989690721649,55,0.3195876288659793,67,0.9072164948453608,10,0.8144329896907216,19,0.268041237113402,47,0.5794845360824743,31,安定進捗型,14
1871.T,ピーエス・コンストラクション,41,0.8792274284824869,建設業,145.11986301369865,17.92774369461485,0.8605971672034133,19.46564885496184,18.050774736820618,70.0,True,1.0,0.0,0.0,0.0,9.7,1.27,10.1,4.1,4.54,medium,medium,medium,medium,low,,4.0,745768.25,0.0,2.0,2.0,0.0,1.0,,0.0,0.0,,,"514.3東ー→れ一龕141111安【株式】&4【株ド気UBEミ務くーわ日本マスターー四日本カスー本3平洋セき比4一本カスト利会4乢有ー「1,日本マスタ-8【指等】@4①",5.429720145326756,4.0,8.558435114503816,66.60567875029221,1.0,1.816,15.217086404447114,30.31676403844634,0.7,2,20.88577939251951,100.0,33.5314676355117,0.5670103092783505,43,0.8556701030927835,9,0.7422680412371134,26,0.2164948453608247,77,0.5,38,0.6701030927835051,33,0.6288659793814433,37,0.7319587628865979,27,0.6391752577319587,36,0.5567010309278351,44,0.5657731958762887,32,安定進捗型,15
1980.T,ダイダン,53,0.8728508506458229,建設業,94.19607843137254,21.61421968467385,0.7790712780724647,25.63077014607985,20.317493027883312,65.0,True,0.0,0.0,0.0,0.0,9.5,1.5,10.3,1.0,4.25,medium,medium,medium,medium,low,,3.0,7685.0,0.0,1.0,1.0,0.0,0.0,,,,,,".5.55東例→れ一龕安和14ー【株式】&45,【株ド日本マスター【指等】<D4①日本生命価き比4&有ビ本一00,行30社2大一い務く輒わ物社自ー",6.935978051011076,3.0,7.875,64.66769897203413,1.0,1.7,17.189100993125702,26.82737944739132,0.775,10,35.399756122345295,100.0,46.239853673407175,0.7319587628865979,27,0.6958762886597938,22,0.6288659793814433,37,0.134020618556701,85,0.5,38,0.6185567010309279,38,0.7525773195876289,25,0.4020618556701031,59,0.7268041237113402,27,0.8711340206185567,13,0.5606701030927835,33,業績急伸型,15
1942.T,関電工,2,0.9440666435617296,建設業,115.14762516046213,22.69464384318056,0.9361029541381324,18.92023346303501,16.533692125383457,100.0,True,0.0,0.0,0.0,0.0,12.2,1.45,8.6,7.4,3.29,medium,medium,medium,medium,low,,2.0,1526.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,"】タトトまオヤ,..•割スカ一ス,ジ一マ本ーテラすノイラ舩日スみ虍&L.åく本余負′6",0.0,3.0,7.767976653696499,77.13302313093985,2.0,1.316,7.215571507454445,32.04002149987679,0.35,0,,,0.0,0.1030927835051546,79,0.6958762886597938,22,0.5979381443298969,40,0.8762886597938144,13,0.7628865979381443,13,0.4845360824742268,51,0.2886597938144329,70,0.8350515463917526,17,0.2989690721649484,69,0.268041237113402,47,0.5601030927835051,34,安定進捗型,16
276A.T,ククレブ・アドバイザーズ,96,0.8425428358908761,不動産業,114.3478260869565,75.01670006680025,0.9019689339600204,25.98870056497176,51.13082467372355,95.0,True,2.0,0.0,0.0,1.0,31.5,7.75,34.21,19.1,0.63,medium,medium,medium,medium,low,,4.0,22215.25,0.0,0.0,0.0,0.0,0.0,,,,,,224貶東⑥4OA1427【株式】&4285【ド気務く>ズ乢9石、ロュル・エス本乢2合会社スき比シーアー4四合会社ラ733白l•.秀【指等】@4①物曳自,7.3483751935087795,2.0,7.123711340206185,74.59389492855681,0.0,2.252,19.915294661191982,30.70737181382701,0.0618556701030927,18,31.09305770565312,100.0,43.65583462339187,0.8762886597938144,13,0.5,41,0.4536082474226804,54,0.7216494845360825,28,0.2061855670103092,63,0.7731958762886598,23,0.8865979381443299,12,0.7525773195876289,25,0.0309278350515463,95,0.7422680412371134,26,0.5544329896907216,35,業績急伸型,16
1967.T,ヤマト,51,0.874258783706786,建設業,53.440702781844806,24.244505494505496,0.8766784363273641,22.040549378678875,24.84285894923204,100.0,True,2.0,0.0,0.0,0.0,11.9,0.91,4.1,2.8,2.42,medium,medium,medium,medium,low,,3.0,118.33333333333331,1.0,0.0,1.0,0.0,0.0,,,,,,ャー確:-み第サ本余負′ー8似カー5貶55e.aー,0.8,5.0,6.284999999999999,74.176095991757,2.0,0.968,10.33956043956044,27.499552141778107,0.4,0,,,0.0,0.3608247422680412,60,0.9484536082474226,4,0.2989690721649484,69,0.6907216494845361,31,0.7628865979381443,13,0.3505154639175257,64,0.4020618556701031,59,0.4536082474226804,54,0.3608247422680412,63,0.268041237113402,47,0.5493814432989691,36,中間型,4
9602.T,東宝,97,0.8418632941725316,情報・通信業,30.84111625780752,14.320254176488678,0.9334915053066488,11.83092968441175,14.491931044747552,60.0,True,1.0,0.0,0.0,0.0,29.5,2.67,10.4,7.4,4.11,medium,medium,medium,medium,low,,2.0,11414116112.0,1.0,1.0,0.0,0.0,0.0,,,,,,"【株式】&ー48【株ド阪神ーーリ本マスタ務く輒1>目0・に7神不ー材己・本4,ーDOリティー龕安き比日ス上東【指等】@4のグ,トローは「第1",7.540184049079755,2.0,6.100436443323531,67.96787909354451,2.0,1.644,18.34592708258535,28.84743324032924,0.4117647058823529,17,37.66871165644172,100.0,47.60122699386503,0.9072164948453608,10,0.5,41,0.268041237113402,72,0.2783505154639175,71,0.7628865979381443,13,0.5618556701030928,43,0.8350515463917526,17,0.5567010309278351,44,0.3711340206185567,62,0.9175257731958762,7,0.5449484536082474,37,業績急伸型,17
3763.T,プロシップ,6,0.9217682589047193,情報・通信業,117.45730550284632,60.94444444444444,0.7628078638865277,20.01299545159194,26.738522579976888,95.0,True,0.0,0.0,0.0,1.0,13.4,2.55,19.6,13.9,3.27,medium,medium,medium,medium,low,,10.0,75495579.084,0.0,0.0,0.0,0.0,0.0,,,,,,ー木マイスンド・ーーわー本余負′18882冊2②ー,0.0,0.0,10.892352941176473,75.23211916080261,1.0,2.308,6.375555555555556,34.00672769287284,0.9411764705882352,0,,,0.0,0.1030927835051546,79,0.1546391752577319,71,0.9484536082474226,6,0.7628865979381443,24,0.5,38,0.7835051546391752,22,0.2371134020618556,75,0.9175257731958762,9,0.8865979381443299,12,0.268041237113402,47,0.5448453608247423,38,安定進捗型,17
2981.T,ランディックス,83,0.8526930985153333,不動産業,101.33963750985026,16.166839021027222,0.753938076305749,26.279447603574337,20.772878771761867,60.0,True,2.0,0.0,0.0,0.0,6.1,1.01,11.5,5.2,2.81,medium,medium,medium,medium,low,,12.0,126460.65095341668,0.0,0.0,0.0,0.0,0.0,,,,,,"""和工利光第光鷭ーシ英ー本余負′1東ー",5.908960855638199,2.0,10.212525773195877,61.400539356059454,2.0,1.124,15.808281881079177,29.360859113572957,0.9587628865979382,2,21.76623172931333,100.0,34.059739037587995,0.6185567010309279,38,0.5,41,0.8762886597938144,13,0.0309278350515463,95,0.7628865979381443,13,0.4175257731958763,57,0.6907216494845361,31,0.6288659793814433,37,0.9072164948453608,10,0.5670103092783505,43,0.5441237113402062,39,中間型,5
3935.T,エディア,32,0.8866657929265966,情報・通信業,92.97872340425532,52.17391304347827,0.7787415517935721,33.64928909952607,32.70426780719093,100.0,True,2.0,0.0,0.0,1.0,13.9,2.33,14.1,6.23,,medium,medium,medium,medium,missing,,3.0,24074074001975.0,0.0,0.0,0.0,0.0,0.0,,,,,,一正1裕励ン久ー48。冊72⑤ー,0.8,1.0,8.81570588235294,75.55836003552784,0.0,2.0,6.373913043478262,29.733325321857286,0.8823529411764706,0,,,0.0,0.3608247422680412,60,0.345360824742268,59,0.7628865979381443,24,0.8041237113402062,20,0.2061855670103092,63,0.7164948453608248,25,0.2268041237113402,76,0.6701030927835051,33,0.8350515463917526,17,0.268041237113402,47,0.5418556701030928,40,安定進捗型,18
9024.T,西武ホールディングス,77,0.8578593354030853,陸運業,31.29957291031116,57.40402193784278,0.6012342703384366,22.61005470174524,28.11277113282497,100.0,True,0.0,0.0,0.0,0.0,3.1,2.12,6.8,1.7,,medium,medium,medium,medium,missing,,13.0,398357.4127692307,2.0,0.0,1.0,1.0,2.0,0.0,,,,0.0,【株式】&【株ドNNWゴー乢、一ルドマン本ー)アカウ:一料【指等】<04①HSBC(香,6.6672049324721065,1.0,7.5893814432989695,71.57044112680404,1.0,0.0,18.004329975814265,26.00718577803242,0.9896907216494846,17,32.413388138578966,100.0,44.44803288314738,0.6907216494845361,30,0.345360824742268,59,0.5463917525773195,45,0.5257731958762887,47,0.5,38,0.0876288659793814,83,0.8247422680412371,18,0.3195876288659793,67,0.9278350515463918,8,0.7938144329896907,17,0.5404123711340206,41,業績急伸型,18
3106.T,倉敷紡績,74,0.8598932355200567,繊維製品,51.97132616487454,25.125628140703515,0.8095969156314552,28.346456692913392,21.26311114344244,100.0,True,3.0,0.0,0.0,0.0,13.2,2.0,2.0,3.5,,medium,medium,medium,medium,missing,,1.0,22.0,0.0,1.0,1.0,0.0,0.0,,,,,,株体ー,1.2000000000000002,5.0,5.075876288659794,72.71522601133562,3.0,0.0,12.61005025125628,23.71009974050699,0.5979381443298969,0,,,0.0,0.4278350515463917,54,0.9484536082474226,4,0.1443298969072164,84,0.5979381443298969,40,0.9175257731958762,7,0.0876288659793814,83,0.5257731958762887,47,0.1546391752577319,83,0.5515463917525774,44,0.268041237113402,47,0.5351030927835051,42,業績急伸型,19
7453.T,良品計画,21,0.9034904540333974,小売業,56.73239436619719,69.02611667073468,0.8707429192760796,23.55686138956101,26.473614129665297,100.0,True,0.0,0.0,0.0,0.0,24.6,3.47,14.9,8.21,2.0,medium,medium,medium,medium,low,,6.0,1354042140.962024,0.0,1.0,2.0,0.0,0.0,,,0.0,,,.47東例→ー→→ー龕【株式】&7間【株ド跏ローは「第14日本カスー務く輒1>.ー日本カス日本マスタ—i測【指等】<04ノムラトラス己・本乢材9,7.071923076923078,0.0,6.573666666666667,80.87719168918153,0.0,0.8,17.30862779519724,27.47699414263981,0.3333333333333333,5,41.07692307692308,100.0,47.14615384615385,0.8144329896907216,19,0.1546391752577319,71,0.3814432989690721,61,0.979381443298969,3,0.2061855670103092,63,0.3298969072164948,66,0.7628865979381443,24,0.4432989690721649,55,0.2783505154639175,71,0.8865979381443299,12,0.5326804123711341,43,業績急伸型,20
4626.T,太陽ホールディングス,3,0.9412006727941076,化学,138.39799749687108,47.23670490093848,0.8040748757441155,16.388888888888886,25.326853525697818,100.0,True,0.0,0.0,0.0,1.0,14.7,2.03,13.0,7.5,3.0,medium,medium,medium,medium,low,,7.0,449.7142857142857,0.0,4.0,1.0,0.0,0.0,,0.9642857142857142,,,,"-タトエア自,ース光スン→",0.0,0.0,8.61111111111111,75.75573531761722,1.157142857142857,3.2,7.443222106360792,33.10630431299671,0.5,0,,,0.0,0.1030927835051546,79,0.1546391752577319,71,0.7525773195876289,25,0.8144329896907216,19,0.6288659793814433,37,0.9072164948453608,10,0.2989690721649484,69,0.8865979381443299,12,0.4587628865979381,52,0.268041237113402,47,0.5214432989690722,44,安定進捗型,19
5032.T,ＡＮＹＣＯＬＯＲ,48,0.8762204912286404,情報・通信業,81.57993260950956,61.60990712074303,0.661385778488085,30.160427807486634,27.78012590019867,100.0,True,2.0,0.0,0.0,0.0,17.2,10.0,8.0,1.0,4.0,medium,medium,medium,medium,low,,4.0,863.0,0.0,3.0,0.0,0.0,0.0,,0.375,,,,"な8→ー05→【株式】&GO掲【株ド-務くーの日太マスタをソニ己・本17,051ティンメー8【指等】く材>タル",7.467204932472106,0.0,4.774117647058824,73.61313461072393,0.4499999999999999,1.6,18.865800790446286,22.722720529978886,0.6470588235294118,17,32.413388138578966,100.0,44.44803288314738,0.8969072164948454,11,0.1546391752577319,71,0.1237113402061855,86,0.6804123711340206,32,0.3711340206185567,62,0.5463917525773195,45,0.8556701030927835,15,0.0618556701030927,92,0.6082474226804123,39,0.7938144329896907,17,0.5094845360824742,45,業績急伸型,21
1950.T,日本電設工業,60,0.8669685331707292,建設業,65.91478696741855,21.93732193732194,0.6404605339379077,23.21340561853129,13.94955644960382,100.0,True,4.0,0.0,0.0,1.0,11.8,2.0,5.5,3.6,4.0,medium,medium,medium,medium,low,,13.0,1416931352274.2222,1.0,0.0,3.0,0.0,1.0,,,0.0,,,リ・一プス夕、ク創トスト体垬功一スマ株太本社本本テラ人6本余負′7555ー000,1.6,4.0,5.815,68.19773901613057,2.0,3.6,10.754985754985755,26.677192328043443,0.45,0,,,0.0,0.4845360824742268,49,0.8556701030927835,9,0.1855670103092783,80,0.2989690721649484,69,0.7628865979381443,13,0.9175257731958762,9,0.422680412371134,57,0.3917525773195876,60,0.4020618556701031,59,0.268041237113402,47,0.5093814432989691,46,中間型,6
247A.T,Ａｉロボティクス,17,0.9114349448848896,化学,145.83333333333334,55.13307984790874,0.9204862070561346,21.6,41.21376807112076,100.0,True,1.0,0.0,0.0,0.0,24.0,14.88,11.5,18.1,4.12,medium,medium,medium,medium,low,,2.0,2.55,0.0,0.0,0.0,0.0,1.0,,,,,,"」1第07.G→東⑥【株式】&乢6【株ド)7,408MSBIイン務く輒わ66己・本久747ニッセイ・き比4郵さ【指等】く4①ェニグ",7.067204932472107,0.0,5.8873711340206185,78.78873980563682,0.0,1.648,16.222654608619543,29.009425873539577,0.2061855670103092,17,32.413388138578966,100.0,44.44803288314738,0.788659793814433,20,0.1546391752577319,71,0.2061855670103092,78,0.9484536082474226,6,0.2061855670103092,63,0.5927835051546392,39,0.7319587628865979,27,0.5876288659793815,41,0.1649484536082474,82,0.7938144329896907,17,0.5035567010309279,47,業績急伸型,22
6580.T,ライトアップ,44,0.877667353471973,サービス業,90.72715143428954,118.69918699186992,0.718198802524771,41.78486997635934,50.68079757411513,100.0,True,3.0,0.0,0.0,0.0,22.1,2.8,8.5,6.7,,medium,medium,medium,medium,missing,,1.0,22.0,0.0,0.0,0.0,0.0,1.0,,,,,,ー&7東M5hOA龕14(6安50【株ド物l.(自務くーわ日-カストア本久763き比7%ーチ=ンジ【指等】<D4①楽天梦ローは「第1,1.2000000000000002,3.0,5.182272727272728,83.52409877441579,1.0,0.0,15.495934959349594,22.75232135858104,0.3636363636363636,0,,,0.0,0.4278350515463917,54,0.6958762886597938,22,0.1546391752577319,83,0.9896907216494846,2,0.5,38,0.0876288659793814,83,0.6701030927835051,33,0.0721649484536082,91,0.3298969072164948,66,0.268041237113402,47,0.5033505154639175,48,業績急伸型,23
7003.T,三井Ｅ＆Ｓ,69,0.8621294827195098,機械,222.31884057971016,78.3479349186483,0.6201752409876649,48.47188264058679,46.0035247584277,95.0,True,5.0,1.0,0.0,0.0,4.2,1.01,20.21,5.4,1.25,medium,medium,medium,medium,low,,5.0,446.0,0.0,1.0,1.0,0.0,1.0,,,,,,一タ避ガス友ラルズカ(トーマ渝井モ一本川社ン6,1.6,0.0,12.65,73.20282899353161,0.0,0.5,9.067834793491864,31.59508574320998,1.0,0,,,0.0,0.4845360824742268,49,0.1546391752577319,71,1.0,1,0.6288659793814433,37,0.2061855670103092,63,0.2061855670103092,78,0.3608247422680412,63,0.8041237113402062,20,0.9690721649484536,1,0.268041237113402,47,0.5017525773195877,49,安定進捗型,20
6332.T,月島ホールディングス,70,0.8620800964506412,機械,96.04166666666669,25.6047197640118,0.7075887662168134,26.315789473684216,18.816904262957323,75.0,True,1.0,0.0,0.0,1.0,13.2,0.75,3.2,1.3,3.86,medium,medium,medium,medium,low,,21.0,6575.9047619047615,0.0,1.0,2.0,0.0,0.0,,,0.0,,,".85東442ー→れ一龕4ⅱ8【株式】&46【株ド日本マス日本無務く輒わ大生本89,300太陽′ミ命【指等】@4①ノルウェー",7.067204932472107,3.0,5.99,64.6403258893469,1.0,2.544,17.760385801907788,24.813754328834804,0.5,19,32.413388138578966,100.0,44.44803288314738,0.788659793814433,20,0.6958762886597938,22,0.2268041237113402,76,0.1237113402061855,86,0.5,38,0.8041237113402062,20,0.7938144329896907,21,0.2474226804123711,74,0.4587628865979381,52,0.7938144329896907,17,0.4988144329896907,50,業績急伸型,24
4221.T,大倉工業,66,0.8641559467811053,化学,61.09271523178808,10.939510939510932,0.8059167123262334,22.48756218905472,13.613793267586036,90.0,True,0.0,0.0,0.0,0.0,9.2,2.0,7.1,4.23,5.56,medium,medium,medium,medium,low,,4.0,55656555556.25,1.0,0.0,0.0,1.0,0.0,,,,,,".7.2.7【株式】&ー414【株ド今マスター4,01務く輒わト皮化ー,例4物社6ーい一本,3自社3ー8【指等】くいわ松田滋ローは「第1骼→ー",7.140184049079755,0.0,7.381412371134021,69.47354470215753,0.0,2.0,12.775467623627131,28.974592870813243,0.8402061855670103,17,37.66871165644172,100.0,47.60122699386503,0.8298969072164949,17,0.1546391752577319,71,0.4948453608247423,50,0.3505154639175257,64,0.2061855670103092,63,0.7164948453608248,25,0.5360824742268041,46,0.5773195876288659,42,0.7783505154639175,22,0.9175257731958762,7,0.4981958762886598,51,中間型,7
1948.T,弘電社,30,0.8888913008200828,建設業,162.7430373095113,18.876518218623485,0.8972363502734216,27.46572313135781,20.696370168931782,90.0,True,1.0,0.0,0.0,0.0,9.5,2.0,4.6,2.8,3.24,medium,medium,medium,medium,low,,3.0,1118.3333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,、ー-蹶ース光。-物田物ネ。-み木本余負′ー81分例7例分書55冊4⑤ー,0.4,4.0,6.31,71.62204499655807,1.0,1.296,6.910121457489879,27.41149683606755,0.775,0,,,0.0,0.2628865979381443,67,0.8556701030927835,9,0.3092783505154639,68,0.5360824742268041,46,0.5,38,0.4742268041237113,52,0.2783505154639175,71,0.4329896907216495,56,0.7268041237113402,27,0.268041237113402,47,0.4945876288659794,52,安定進捗型,21
1961.T,三機工業,4,0.924393502880242,建設業,83.38658146964858,18.94273127753303,0.9294159011911726,22.53820033955858,16.3952366744918,100.0,True,0.0,0.0,0.0,0.0,11.5,1.68,2.0,4.4,4.37,medium,medium,medium,medium,low,,15.0,27067584.133333333,0.0,1.0,1.0,1.0,0.0,,,,,,側・24.8東龕日本マスター務くーわ物ー【指等】<04①0社74(自己安き比52リカスト攣本一7日本′,0.0,2.0,5.550000000000001,76.37016477350224,2.0,1.748,6.115418502202642,28.13901628412452,0.5,0,,,0.0,0.1030927835051546,79,0.5,41,0.1752577319587628,81,0.8350515463917526,17,0.7628865979381443,13,0.6494845360824743,35,0.2164948453608247,77,0.4845360824742268,51,0.4587628865979381,52,0.268041237113402,47,0.4912371134020619,53,安定進捗型,22
7564.T,ワークマン,86,0.8490699628475176,小売業,51.61290322580645,48.645465253239095,0.3966075757356124,23.7603305785124,18.62016707182336,95.0,True,3.0,0.0,0.0,1.0,20.7,2.53,13.3,10.8,1.65,medium,medium,medium,medium,low,,3.0,111246.5,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,,務く己・本東毅S97、08)龕蹴3【株ドイシアーわ割カインフー5田作ー:3大安6き比一割カインフ【指等】く4①第-牛命,1.2000000000000002,3.0,7.725,63.8330303528719,2.0,2.66,11.391637220259128,25.44888291989056,0.5,0,,,0.0,0.4278350515463917,54,0.6958762886597938,22,0.5876288659793815,41,0.0824742268041237,90,0.7628865979381443,13,0.8556701030927835,15,0.4536082474226804,54,0.2989690721649484,69,0.4587628865979381,52,0.268041237113402,47,0.4910824742268041,54,業績急伸型,25
1997.T,暁飯島工業,29,0.8901372313543263,建設業,83.98268398268398,20.55837563451777,0.7708107056274279,17.677286742034948,23.21328268752757,95.0,True,1.0,0.0,0.0,0.0,9.0,0.7,8.5,5.4,2.74,medium,medium,medium,medium,low,,3.0,1.58,0.0,0.0,1.0,0.0,1.0,,,,,,タズ信冷取ーる(第分第加53。⑤ー,0.4,3.0,9.737271325796504,69.72907927599596,0.0,1.096,4.744670050761422,31.91517529882309,0.95,0,,,0.0,0.2628865979381443,67,0.6958762886597938,22,0.8350515463917526,17,0.4020618556701031,59,0.2061855670103092,63,0.4020618556701031,59,0.1443298969072164,84,0.8144329896907216,19,0.8969072164948454,11,0.268041237113402,47,0.485721649484536,55,安定進捗型,23
7322.T,三十三フィナンシャルグループ,84,0.8506991901797888,銀行業,93.28652917946468,26.345004269854822,0.5788294887555511,27.949326999208235,26.29000798711018,100.0,True,4.0,0.0,0.0,1.0,7.5,2.0,3.3,0.2,,medium,medium,medium,medium,missing,,2.0,38.5,0.0,1.0,0.0,1.0,0.0,,,,,,日マスターリ・カストディ務く輒わⅢ.職員本リH友名8く企績3ーSMBC,1.6,3.0,5.9500515463917525,65.93393979565724,2.0,2.0,10.307600341588383,23.70118492191977,0.9175257731958762,0,,,0.0,0.4845360824742268,49,0.6958762886597938,22,0.2164948453608247,77,0.1443298969072164,84,0.7628865979381443,13,0.7164948453608248,25,0.3917525773195876,60,0.1443298969072164,84,0.865979381443299,14,0.268041237113402,47,0.4814432989690722,56,業績急伸型,26
7097.T,さくらさくプラス,67,0.8636908148894716,サービス業,47.93038570084667,21.84793070259865,0.7743705320410821,25.20661157024794,14.3890524637714,100.0,True,1.0,0.0,0.0,0.0,12.0,1.56,11.9,4.5,1.26,medium,medium,medium,medium,low,,2.0,362.0,0.0,0.0,0.0,0.0,0.0,,,,,,"東⑥→OA龕42【株式】&【株ド務く輒のプラスこ14,9中山降己・本5R9田中願1社(ー己リエイト.5,ー森田7ー【指等】@4の響ンルタれ、安",5.331208053893351,0.0,8.933181818181819,72.29596282024511,0.0,0.504,10.666514546030143,28.641238653744157,0.9090909090909092,2,19.791200598815017,100.0,32.87472035928901,0.5463917525773195,45,0.1546391752577319,71,0.7731958762886598,23,0.5773195876288659,42,0.2061855670103092,63,0.2164948453608247,77,0.4123711340206185,58,0.5463917525773195,45,0.8556701030927835,15,0.5360824742268041,46,0.4794845360824742,57,安定進捗型,24
7649.T,スギホールディングス,71,0.8612713046300456,小売業,49.70546414787731,17.76268763402431,0.7616205778298364,13.410030559050869,10.847729862414358,85.0,True,0.0,0.0,0.0,0.0,19.4,2.02,9.8,5.6,1.28,medium,medium,medium,medium,low,,2.0,1414119.5,0.0,0.0,1.0,1.0,1.0,,,,,,".23.3東→→龕【株式】&189【株ドスギl_l日本マスタ務く輒1>己・本2督,4CEPLUX7ー4日本カストディ川6【指等】ai.2>ツル′ローは「第1",5.265043991979197,2.0,7.602330277428248,68.71759446938175,1.0,0.512,13.296088330687272,28.47192933273542,0.6666666666666666,4,21.83382213310219,100.0,35.10029327986131,0.5360824742268041,46,0.5,41,0.5567010309278351,44,0.3298969072164948,66,0.5,38,0.2371134020618556,75,0.5567010309278351,44,0.5154639175257731,48,0.6288659793814433,37,0.5773195876288659,42,0.4740206185567011,58,中間型,8
9766.T,コナミグループ,49,0.8760375317683978,情報・通信業,47.25578184328616,30.932568149210905,0.9063786390187124,17.09823263460748,19.283279591680248,100.0,True,2.0,0.0,0.0,2.0,32.2,5.22,14.7,9.8,0.93,medium,medium,medium,medium,low,,2.0,1526.0,0.0,1.0,1.0,0.0,2.0,,,,,0.0,"東龕・安【株式】&143v【株ド日本マスタ務く02輒わ材9,714ゴウヅキ己・本4き比な脇リカス冫ー利会7,870ウッキキ有ー「1世モルガこー【指等】く024①ンク",0.8,1.0,6.395764971833369,77.01987802203566,0.0,4.372,4.6746054519368725,31.329932339269597,0.2352941176470588,0,,,0.0,0.3608247422680412,60,0.345360824742268,59,0.3608247422680412,63,0.865979381443299,14,0.2061855670103092,63,0.9484536082474226,6,0.134020618556701,85,0.7835051546391752,22,0.1958762886597938,79,0.268041237113402,47,0.465360824742268,59,安定進捗型,25
9412.T,スカパーＪＳＡＴホールディングス,19,0.9062994057783582,情報・通信業,122.04899777282851,21.819713563605724,0.7716989832085899,25.164113785557984,18.27949404512352,100.0,True,2.0,0.0,0.0,1.0,15.9,1.11,7.0,4.8,2.54,medium,medium,medium,medium,low,,2.0,1526.0,0.0,3.0,1.0,1.0,2.0,,-0.0225225225225225,,,0.0,2れ7東07、龕11C73【株式】&四ー【株ド伊藤忠-ン7務くーわ日本マスタイー&NTT:-Iミ7本ズ安き比脇日本テレビ8【指等】@4①,5.732477825148033,0.0,7.421764705882353,71.73810391565225,-0.027027027027027,3.016,11.321328415290136,28.96339767522316,0.7058823529411765,2,19.80530916831148,100.0,32.88318550098689,0.5876288659793815,41,0.1546391752577319,71,0.5154639175257731,48,0.5463917525773195,45,0.0412371134020618,94,0.8969072164948454,11,0.4432989690721649,55,0.5670103092783505,43,0.6494845360824743,35,0.5463917525773195,45,0.4589690721649485,60,安定進捗型,26
