fast,slow,train_sharpe_mean,train_sharpe_med,train_return_mean,test_sharpe_mean,test_sharpe_med,test_return_mean,n_sectors_train,n_sectors_test
5,200,-0.0671581610964196,0.02353457844941555,-0.8966768692125335,0.1013323648725002,0.2591862163170629,23.130603365008422,33,33
10,20,-0.09856643448059935,-0.04637356795405724,-28.44872705825079,0.030709249046525163,0.06012306711942573,3.344109370442535,33,33
10,30,-0.10412368664534716,-0.06846313291527774,-12.640049840068713,0.06171942539193198,0.08169341478641312,10.922689412652272,33,33
10,40,-0.10269411371013253,-0.05612658230481458,-35.13804707234355,0.06341582687570588,0.10889670705042925,12.331559441495674,33,33
10,50,-0.09981142633683462,-0.05927027309880937,-22.977827092785205,0.029219404008796943,0.06239524348670591,6.738244289786189,33,33
10,60,-0.10011893370194791,-0.005993944499854158,-19.94628084279393,-0.007605282665684633,0.12738820385858532,5.490165440993372,33,33
10,70,-0.09602469402520526,-0.09370227547286988,-13.722285652796762,0.054042173564381804,0.1760359757865069,9.399577128451313,33,33
10,80,-0.08471142206070435,-0.05363704556252298,-3.27066560065148,0.07810421654661447,0.21022118954874064,12.039693212795099,33,33
10,90,-0.07487165451397272,-0.04192718748660991,-7.837146168194874,0.0910279871243365,0.1705763791959126,10.569052878933272,33,33
10,100,-0.10220515592375408,-0.04108774007065951,-20.6368670864577,0.10520486107925997,0.2540977225964256,13.15479342002813,33,33
10,110,-0.07840637115537409,-0.03091245832968259,-1.2394036476706414,0.11499526597201731,0.27530463131801725,16.662600130889373,33,33
10,120,-0.07485176561139531,-0.02556026175881556,-3.1939377688780652,0.10686516578585703,0.32206079257999987,19.194307628856713,33,33
10,130,-0.06360780486467801,-0.006026597490484777,4.710405804399467,0.10234228401091375,0.24922671540888083,20.061081272332586,33,33
10,140,-0.04620309662672557,0.0012163405857959042,28.858828560488544,0.10699514304473443,0.32027510871428677,22.26256795797878,33,33
10,150,-0.040537247207702284,0.017352409517455317,18.459870109760956,0.13492996568529675,0.33565109665828397,24.475274492006672,33,33
10,160,-0.04092692757273723,0.031007869588278704,11.86982036941874,0.15091272528772814,0.3933303906414922,28.63258731835897,33,33
10,170,-0.05209179603514334,-0.014515647755639727,14.28686557361546,0.1655266485730633,0.3981735485561624,28.64249977367759,33,33
10,180,-0.06411477771854136,-0.008884457048542394,12.458465539456512,0.16242143548335006,0.383338275607989,32.36537611231016,33,33
10,190,-0.06410000896457517,0.00478853425567684,10.396186614669082,0.14089673517352858,0.3564965820845115,29.752169319601126,33,33
10,200,-0.08814078462014434,0.015393746074976447,-4.589048892349221,0.1501303182497684,0.365329805816819,29.392846028090673,33,33
15,30,-0.06514195370183694,-0.05154629672565086,-9.696747686841011,0.065669482823684,0.12037137466594683,10.241104170485714,33,33
15,40,-0.10394497605711552,-0.11273512105000158,-28.934137505707504,0.0962276461365213,0.1481163910586827,15.155113766084858,33,33
15,50,-0.10485939415433854,-0.05725987698464999,-18.912780064379763,0.06254792694270982,0.051079442701352236,9.192916739725973,33,33
15,60,-0.09679878037856422,-0.031214473230929404,-11.08154888629072,0.11209523213658715,0.20332939009426018,12.778951434965908,33,33
15,70,-0.09424903034202613,-0.03564014786551901,-13.461424088240726,0.07824237722327798,0.13137602770373297,10.708472885080159,33,33
15,80,-0.08410527528558152,-0.042472599435851986,-4.995052100238277,0.14404139143715214,0.16356685568323773,16.35221254392894,33,33
15,90,-0.09216384126711855,-0.048470372371209616,-20.490058934429243,0.13592737047579598,0.15871890798284327,15.18949706179694,33,33
15,100,-0.06433179645256712,-0.039833725136569735,-6.705276638628431,0.13227139392207773,0.2501270923141519,16.666586607484888,33,33
15,110,-0.056580501939094766,-0.00991836651837787,-10.824277156887641,0.15371834895291278,0.2956011507568922,18.512705787256518,33,33
15,120,-0.0541400386629699,-0.024404402468187324,-5.323146043248897,0.11660876241413984,0.23376256938384446,17.639284377262587,33,33
15,130,-0.04348427793130118,0.009085282329092177,1.062524224887571,0.15386573385706961,0.3213443912938426,23.141375657137623,33,33
