ticker,simple_sector,sector_33,buy_date,sell_date,shares,buy_price,sell_price,pnl,return_pct,exit_reason
6343.T,機械/住宅建設,機械,2026-01-05,2026-01-09,500,167.475,167.0,-237.49999999999716,-0.28362442155545065,macro_exit
7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,2026-01-05,2026-01-09,100,825.0,853.0,2800.0,3.3939393939393936,macro_exit
5697.T,鉄鋼/鉄鋼,鉄鋼,2026-01-05,2026-01-09,100,754.0,742.0,-1200.0,-1.591511936339518,macro_exit
7231.T,輸送用機器/自動車部品,輸送用機器,2026-01-06,2026-01-09,100,3202.325,3270.0,6767.500000000018,2.1133082994386987,macro_exit
9405.T,大幅増額/情報通信,情報・通信業,2026-01-06,2026-01-09,500,860.7199999999999,856.0,-2359.999999999957,-0.5483781020540812,macro_exit
7241.T,輸送用機器/自動車部品,輸送用機器,2026-01-06,2026-01-09,400,1080.975,1070.0,-4389.999999999964,-1.0152871250491358,macro_exit
9531.T,225/電気ガス,電気・ガス業,2026-01-09,2026-01-15,400,6325.48,6514.0,75408.00000000017,2.9803271846563506,macro_exit
7241.T,輸送用機器/自動車部品,輸送用機器,2026-01-14,2026-01-15,100,1099.245,1114.0,1475.500000000011,1.3422849319305596,macro_exit
8393.T,銀行/地方銀行,銀行業,2026-01-15,2026-01-16,200,7267.4,7560.0,58520.00000000007,4.0261991909073425,macro_exit
3020.T,増額/小売,小売業,2026-01-15,2026-01-16,300,4389.875,4350.0,-11962.5,-0.9083402146985997,macro_exit
5105.T,ゴム/タイヤ・ゴム,ゴム製品,2026-01-16,2026-01-21,600,4562.424999999999,4359.0,-122054.99999999956,-4.4587034307413065,sell_signal
5105.T,ゴム/タイヤ・ゴム,ゴム製品,2026-01-22,2026-01-23,600,4424.384999999999,4446.0,12969.000000000415,0.48854247539489304,sell_signal
7184.T,銀行/地方銀行,銀行業,2026-01-23,2026-01-26,1200,2414.685,2285.0,-155621.99999999994,-5.370679819520974,stop_loss
7184.T,銀行/地方銀行,銀行業,2026-01-27,2026-01-29,1200,2319.2749999999996,2259.0,-72329.99999999956,-2.5988724924814743,macro_exit
5901.T,金属製品/飲料,金属製品,2026-02-02,2026-02-03,100,3933.1249999999995,3969.0,3587.5000000000455,0.9121245828698665,macro_exit
1938.T,建設/設備工事,建設業,2026-02-02,2026-02-03,100,2328.0,2345.0,1700.0,0.7302405498281761,macro_exit
3352.T,小売/他消費財小売り,小売業,2026-02-02,2026-02-03,200,1650.0,1672.0,4400.0,1.333333333333342,macro_exit
7231.T,輸送用機器/自動車部品,輸送用機器,2026-02-02,2026-02-03,100,3176.95,3175.0,-194.9999999999818,-0.06137962511213457,macro_exit
9405.T,大幅増額/情報通信,情報・通信業,2026-02-02,2026-02-03,500,842.4499999999999,844.0,775.0000000000341,0.1839871802481019,macro_exit
5714.T,225/非鉄金属,非鉄金属,2026-02-03,2026-02-04,100,9000.0,9586.0,58600.0,6.511111111111112,sell_signal
7102.T,輸送用機器/建設農業機械・産業車両,輸送用機器,2026-02-03,2026-02-05,200,3950.0,4145.0,39000.0,4.936708860759498,macro_exit
7722.T,精密機器/自動車部品,精密機器,2026-02-04,2026-02-05,400,1011.9549999999999,1023.0,4418.000000000029,1.091451694986434,macro_exit
8387.T,銀行/地方銀行,銀行業,2026-02-04,2026-02-05,100,2146.725,2274.0,12727.50000000001,5.928798518673806,macro_exit
3289.T,225/不動産,不動産業,2026-02-04,2026-02-05,300,1477.84,1494.0,4848.000000000025,1.0934877929951847,macro_exit
7241.T,輸送用機器/自動車部品,輸送用機器,2026-02-05,2026-02-09,2600,1084.0,1093.0,23400.0,0.8302583025830312,macro_exit
1718.T,建設/建設・土木,建設業,2026-02-10,2026-02-16,300,9581.599999999999,8250.0,-399479.99999999953,-13.89747015112297,stop_loss
7456.T,卸売/非鉄金属・金属製品,卸売業,2026-02-17,2026-02-18,100,7104.999999999999,7190.0,8500.000000000091,1.196340605207613,sell_signal
7887.T,その他製品/住宅設備・機器,その他製品,2026-02-18,2026-02-20,200,12460.0,12170.0,-58000.0,-2.32744783306581,sell_signal
8387.T,銀行/地方銀行,銀行業,2026-02-26,2026-03-03,200,2338.0,2351.0,2600.0,0.556030795551754,macro_exit
8344.T,銀行/地方銀行,銀行業,2026-02-26,2026-03-03,100,2657.2699999999995,2625.0,-3226.9999999999527,-1.2144042570005897,macro_exit
4619.T,化学/タイヤ・ゴム,化学,2026-02-27,2026-03-03,300,2487.765,2416.0,-21529.499999999964,-2.884717808957027,macro_exit
1879.T,建設/建設・土木,建設業,2026-02-27,2026-03-03,400,2175.145,2054.0,-48457.99999999999,-5.569513756554157,stop_loss
7456.T,卸売/非鉄金属・金属製品,卸売業,2026-03-05,2026-03-06,100,8110.0,7900.0,-21000.0,-2.5893958076448786,sell_signal
8393.T,銀行/地方銀行,銀行業,2026-03-05,2026-03-06,100,9220.0,9270.0,5000.0,0.5422993492407713,sell_signal
8393.T,銀行/地方銀行,銀行業,2026-03-10,2026-03-10,100,8880.0,9170.0,29000.0,3.26576576576576,end_of_backtest
5714.T,225/非鉄金属,非鉄金属,2026-03-10,2026-03-10,100,9811.0,10055.0,24400.0,2.4870043828356003,end_of_backtest
