dataset,baseline_pre1_post5_except_crash_pct,etf1489_postcrash_highvol_rebound_pct
q2_2024,-1.1542965108235714,5.22392015584312
q3,17.728935839843807,17.728935839843807
q4,38.711299991862006,38.711299991862006
4q2,12.842083333333365,12.842083333333365
TOTAL,17.03200566,18.626559830220568
