condition_name,final_capital,total_return_pct,win_rate_pct,avg_roundtrip_return_pct,num_roundtrips,max_drawdown_pct,promising_score_min,trend_r2_min,sector_per_score_min,entry_limit_pct,entry_mode,take_profit_pct,stop_loss_pct,run_dir
return_refined_0070,3145171.75,4.839058333333335,44.0,2.4848887997739175,25,-8.354753314379915,0.66,0.5,0.5,1.75,breakout_up,15.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0070
return_refined_0077,3144638.75,4.821291666666672,58.620689655172406,2.4167211035742713,29,-11.500755593526135,0.66,0.5,0.55,1.25,breakout_up,10.0,6.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0077
return_refined_0103,3140808.25,4.693608333333343,50.0,2.483236977924019,24,-7.947950621226186,0.66,0.5,0.55,1.75,breakout_up,12.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0103
return_refined_0033,3134871.75,4.495724999999995,44.0,2.3883114976892217,25,-8.34167965226752,0.66,0.5,0.45,1.75,breakout_up,15.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0033
return_refined_0069,3134871.75,4.495724999999995,44.0,2.3883114976892217,25,-8.34167965226752,0.66,0.5,0.5,1.75,breakout_up,15.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0069
return_refined_0141,3134871.75,4.495724999999995,44.0,2.3883114976892217,25,-8.34167965226752,0.66,0.55,0.45,1.75,breakout_up,15.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0141
return_refined_0081,3133600.0,4.453333333333331,50.0,2.4454307354639355,30,-10.55261378504878,0.66,0.5,0.55,1.25,breakout_up,15.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0081
return_refined_0102,3130508.25,4.3502750000000034,50.0,2.3826356215857936,24,-7.93544911935683,0.66,0.5,0.55,1.75,breakout_up,12.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0102
return_refined_0032,3116296.75,3.8765583333333353,57.14285714285714,3.043618380465599,21,-9.299740820594348,0.66,0.5,0.45,1.75,breakout_up,12.0,6.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0032
return_refined_0068,3116296.75,3.8765583333333353,57.14285714285714,3.043618380465599,21,-9.299740820594348,0.66,0.5,0.5,1.75,breakout_up,12.0,6.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0068
return_refined_0140,3116296.75,3.8765583333333353,57.14285714285714,3.043618380465599,21,-9.299740820594348,0.66,0.55,0.45,1.75,breakout_up,12.0,6.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0140
return_refined_0035,3112171.75,3.7390583333333227,44.0,2.1123691276068417,25,-9.371219072811288,0.66,0.5,0.45,1.75,breakout_up,15.0,6.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0035
return_refined_0071,3112171.75,3.7390583333333227,44.0,2.1123691276068417,25,-9.371219072811288,0.66,0.5,0.5,1.75,breakout_up,15.0,6.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0071
return_refined_0106,3111037.75,3.7012583333333238,44.0,2.4827855319161305,25,-8.177582860886856,0.66,0.5,0.55,1.75,breakout_up,15.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0106
return_refined_0105,3100737.75,3.357925000000006,44.0,2.3862082298314338,25,-8.164603908739265,0.66,0.5,0.55,1.75,breakout_up,15.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0105
return_refined_0078,3097176.25,3.239208333333332,48.38709677419355,1.730595939176297,31,-10.648656086801155,0.66,0.5,0.55,1.25,breakout_up,12.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0078
return_refined_0012,3092902.000000001,3.096733333333357,57.14285714285714,1.3819440689810476,35,-7.314068596338441,0.66,0.5,0.45,1.5,breakout_up,8.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0012
return_refined_0048,3092902.000000001,3.096733333333357,57.14285714285714,1.3819440689810476,35,-7.314068596338441,0.66,0.5,0.5,1.5,breakout_up,8.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0048
return_refined_0120,3092902.000000001,3.096733333333357,57.14285714285714,1.3819440689810476,35,-7.314068596338441,0.66,0.55,0.45,1.5,breakout_up,8.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0120
return_refined_0107,3085637.75,2.8545916666666615,44.0,2.1102658597490547,25,-8.976332144460875,0.66,0.5,0.55,1.75,breakout_up,15.0,6.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0107
return_refined_0084,3083886.500000001,2.7962166666666954,57.14285714285714,1.3819440689810476,35,-7.334402014963903,0.66,0.5,0.55,1.5,breakout_up,8.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0084
return_refined_0087,3076121.500000001,2.537383333333354,50.0,1.3420401415521774,34,-9.26365073067923,0.66,0.5,0.55,1.5,breakout_up,10.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0087
return_refined_0015,3071668.5,2.3889499999999897,50.0,1.3420401415521774,34,-9.276155298279487,0.66,0.5,0.45,1.5,breakout_up,10.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0015
return_refined_0051,3071668.5,2.3889499999999897,50.0,1.3420401415521774,34,-9.276155298279487,0.66,0.5,0.5,1.5,breakout_up,10.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0051
return_refined_0123,3071668.5,2.3889499999999897,50.0,1.3420401415521774,34,-9.276155298279487,0.66,0.55,0.45,1.5,breakout_up,10.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0123
return_refined_0104,3060408.25,2.0136083333333277,50.0,2.095195652749982,24,-10.405475427793354,0.66,0.5,0.55,1.75,breakout_up,12.0,6.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0104
return_refined_0096,3026607.4999999995,0.8869166666666484,52.94117647058824,1.129304807538128,34,-7.976130920930946,0.66,0.5,0.55,1.75,breakout_up,8.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0096
return_refined_0097,3021407.4999999995,0.7135833333333119,52.94117647058824,1.0849915001837551,34,-7.9890998035557,0.66,0.5,0.55,1.75,breakout_up,8.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0097
return_refined_0024,3019342.2499999995,0.6447416666666594,51.515151515151516,0.9202096232142267,33,-7.994262278604114,0.66,0.5,0.45,1.75,breakout_up,8.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0024
return_refined_0060,3019342.2499999995,0.6447416666666594,51.515151515151516,0.9202096232142267,33,-7.994262278604114,0.66,0.5,0.5,1.75,breakout_up,8.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0060
return_refined_0132,3019342.2499999995,0.6447416666666594,51.515151515151516,0.9202096232142267,33,-7.994262278604114,0.66,0.55,0.45,1.75,breakout_up,8.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0132
return_refined_0028,3018151.9999999995,0.6050666666666427,48.275862068965516,1.2549852180579806,29,-9.383887307895423,0.66,0.5,0.45,1.75,breakout_up,10.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0028
return_refined_0064,3018151.9999999995,0.6050666666666427,48.275862068965516,1.2549852180579806,29,-9.383887307895423,0.66,0.5,0.5,1.75,breakout_up,10.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0064
return_refined_0136,3018151.9999999995,0.6050666666666427,48.275862068965516,1.2549852180579806,29,-9.383887307895423,0.66,0.55,0.45,1.75,breakout_up,10.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0136
return_refined_0025,3014142.2499999995,0.471408333333323,51.515151515151516,0.8745534883642668,33,-8.007290238180842,0.66,0.5,0.45,1.75,breakout_up,8.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0025
return_refined_0061,3014142.2499999995,0.471408333333323,51.515151515151516,0.8745534883642668,33,-8.007290238180842,0.66,0.5,0.5,1.75,breakout_up,8.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0061
return_refined_0133,3014142.2499999995,0.471408333333323,51.515151515151516,0.8745534883642668,33,-8.007290238180842,0.66,0.55,0.45,1.75,breakout_up,8.0,5.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0133
return_refined_0027,3010701.7499999995,0.3567249999999911,48.275862068965516,1.30693875081828,29,-9.758233529017613,0.66,0.5,0.45,1.75,breakout_up,10.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0027
return_refined_0063,3010701.7499999995,0.3567249999999911,48.275862068965516,1.30693875081828,29,-9.758233529017613,0.66,0.5,0.5,1.75,breakout_up,10.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0063
return_refined_0135,3010701.7499999995,0.3567249999999911,48.275862068965516,1.30693875081828,29,-9.758233529017613,0.66,0.55,0.45,1.75,breakout_up,10.0,4.0,c:\Users\mitsu\OneDrive\ドキュメント\stock_ml\projects\shikiho_text_parser\output\4q2_return_optimization_refined\run_0135
