ticker,sector,buy_date,sell_date,shares,buy_price,sell_price,pnl,return_pct,exit_reason
4914.T,化学,2024-09-27,2024-09-30,100,1152.0,1102.0,-5000.0,-4.340277777777779,stop_loss
3333.T,小売業,2024-09-27,2024-09-30,100,1704.88,1723.0,1811.999999999989,1.0628314016235763,end_of_backtest
6785.T,電気機器,2024-09-27,2024-09-30,200,1658.42,1635.0,-4684.000000000015,-1.412187503768647,end_of_backtest
9051.T,陸運業,2024-09-27,2024-09-30,700,1008.99,989.0,-13993.000000000007,-1.9811891099019818,end_of_backtest
