date,cash,market_value,equity,positions
2025-07-01,3000000.0,0.0,3000000.0,0
2025-07-02,3000000.0,0.0,3000000.0,0
2025-07-03,3000000.0,0.0,3000000.0,0
2025-07-04,3000000.0,0.0,3000000.0,0
2025-07-07,3000000.0,0.0,3000000.0,0
2025-07-08,3000000.0,0.0,3000000.0,0
2025-07-09,3000000.0,0.0,3000000.0,0
2025-07-10,3000000.0,0.0,3000000.0,0
2025-07-11,3000000.0,0.0,3000000.0,0
2025-07-14,3000000.0,0.0,3000000.0,0
2025-07-15,3000000.0,0.0,3000000.0,0
2025-07-16,3000000.0,0.0,3000000.0,0
2025-07-17,3000000.0,0.0,3000000.0,0
2025-07-18,3000000.0,0.0,3000000.0,0
2025-07-22,3000000.0,0.0,3000000.0,0
2025-07-23,3000000.0,0.0,3000000.0,0
2025-07-24,3000000.0,0.0,3000000.0,0
2025-07-25,3000000.0,0.0,3000000.0,0
2025-07-28,3000000.0,0.0,3000000.0,0
2025-07-29,3000000.0,0.0,3000000.0,0
2025-07-30,3000000.0,0.0,3000000.0,0
2025-07-31,3000000.0,0.0,3000000.0,0
2025-08-01,3000000.0,0.0,3000000.0,0
2025-08-04,3000000.0,0.0,3000000.0,0
2025-08-05,3000000.0,0.0,3000000.0,0
2025-08-06,3000000.0,0.0,3000000.0,0
2025-08-07,3000000.0,0.0,3000000.0,0
2025-08-08,3000000.0,0.0,3000000.0,0
2025-08-12,3000000.0,0.0,3000000.0,0
2025-08-13,3000000.0,0.0,3000000.0,0
2025-08-14,3000000.0,0.0,3000000.0,0
2025-08-15,3000000.0,0.0,3000000.0,0
2025-08-18,3000000.0,0.0,3000000.0,0
2025-08-19,3000000.0,0.0,3000000.0,0
2025-08-20,3000000.0,0.0,3000000.0,0
2025-08-21,3000000.0,0.0,3000000.0,0
2025-08-22,3000000.0,0.0,3000000.0,0
2025-08-25,3000000.0,0.0,3000000.0,0
2025-08-26,3000000.0,0.0,3000000.0,0
2025-08-27,3000000.0,0.0,3000000.0,0
2025-08-28,3000000.0,0.0,3000000.0,0
2025-08-29,3000000.0,0.0,3000000.0,0
2025-09-01,3000000.0,0.0,3000000.0,0
2025-09-02,3000000.0,0.0,3000000.0,0
2025-09-03,3000000.0,0.0,3000000.0,0
2025-09-04,3000000.0,0.0,3000000.0,0
2025-09-05,3000000.0,0.0,3000000.0,0
2025-09-08,3000000.0,0.0,3000000.0,0
2025-09-09,3000000.0,0.0,3000000.0,0
2025-09-10,3000000.0,0.0,3000000.0,0
2025-09-11,3000000.0,0.0,3000000.0,0
2025-09-12,3000000.0,0.0,3000000.0,0
2025-09-16,3000000.0,0.0,3000000.0,0
2025-09-17,3000000.0,0.0,3000000.0,0
2025-09-18,3000000.0,0.0,3000000.0,0
2025-09-19,3000000.0,0.0,3000000.0,0
2025-09-22,3000000.0,0.0,3000000.0,0
2025-09-24,3000000.0,0.0,3000000.0,0
2025-09-25,3000000.0,0.0,3000000.0,0
2025-09-26,3000000.0,0.0,3000000.0,0
2025-09-29,3000000.0,0.0,3000000.0,0
2025-09-30,2707282.5,285566.66259765625,2992849.1625976562,2
