theme,source_count,all_count,all_avg_return_pct,all_median_return_pct,all_win_rate_pct,top20_count,top20_avg_return_pct,top20_median_return_pct,top20_win_rate_pct
ai_datacenter,1,1,-19.554455445544548,-19.554455445544548,0.0,1,-19.554455445544548,-19.554455445544548,0.0
