ticker,company_name,sector,score,trend_r2,annual_return_pct,quarter_return_pct,theme_text_raw
8714.T,池田泉州ホールディングス,銀行業,0.8120672159179232,0.7997794584282094,70.94017094017093,1.522842639593902,". 4 ( 5 ) (O A 6 2 ( 6 8 日 本 マ ス タ —i 日 本 カ ス 務 く 輒 わ , 物 社 グ ル ー 己 ・ 本 410 き 比 世 モ ル ガ こ 03N 伊 月 応 ー DFAInt1 冫 く 企 績 2 プ バ リ 。 ロ ー は 「 第 1"
