phase_set_name,replace_phases,q2_2024_return_pct,q2_2024_final_capital,q3_return_pct,q3_final_capital,q4_return_pct,q4_final_capital,4q2_return_pct,4q2_final_capital,total_final_capital,total_return_pct
high_vol_crash,"crash,high_vol",3.2439708618164254,3097319.1258544927,-1.8823879292805712,2943528.362121583,4.048944173177094,3121468.3251953125,6.383749999999999,3191512.5,12353828.313171389,2.9485692764282367
post_crash_full,"capitulation_end,crash,high_vol,reversal_up,settling",-3.789695804850257,2886309.125854492,-1.4241688028971078,2957274.935913087,4.048944173177094,3121468.3251953125,5.956316666666672,3178689.5,12143741.88696289,1.197849058024092
