mapping_name,mapping_ja,earnings_pre_days,earnings_post_days,gold_ticker,gold_phases,gold_allocation_ratio,dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct,phase_pnl
practical_phase_adaptive_v31_pre1_post5_gold_switch,実務向け局面切替v3.1_決算前1営業日_決算後5営業日見送り_金ETF切替,1,5,1489.T,['crash'],1.0,q2_2024,2678644.9510498047,-10.711834965006506,18,-12.104351078026044,"{'capitulation_end': -123250.0, 'crash': -46981.0, 'high_vol': -98194.150390625, 'normal': -94346.748046875, 'overheated_range': -6111.650390625, 'stable': -6838.1749267578125, 'surge': 0.0, 'uptrend': 54366.6748046875}"
practical_phase_adaptive_v31_pre1_post5_gold_switch,実務向け局面切替v3.1_決算前1営業日_決算後5営業日見送り_金ETF切替,1,5,1489.T,['crash'],1.0,q3,3531868.0751953144,17.728935839843807,50,-7.1249789195651285,"{'high_vol': 20787.500000000466, 'normal': 224742.34960937547, 'overheated_range': 75698.5751953125, 'settling': 175362.5, 'stable': -140504.150390625, 'uptrend': 175781.30078125093}"
practical_phase_adaptive_v31_pre1_post5_gold_switch,実務向け局面切替v3.1_決算前1営業日_決算後5営業日見送り_金ETF切替,1,5,1489.T,['crash'],1.0,q4,4161338.9997558603,38.711299991862006,41,-2.5891472403604565,"{'high_vol': 905430.4997558603, 'normal': 238106.0, 'stable': 16402.5, 'surge': 1400.0, 'uptrend': 0.0}"
practical_phase_adaptive_v31_pre1_post5_gold_switch,実務向け局面切替v3.1_決算前1営業日_決算後5営業日見送り_金ETF切替,1,5,1489.T,['crash'],1.0,4q2,3545362.500000001,18.178750000000022,50,-7.692723022796722,"{'crash': -66034.0, 'high_vol': 181720.00000000047, 'normal': 335316.00000000047, 'settling': 138234.0, 'surge': 48400.0, 'uptrend': -92273.5}"
