mapping_name,mapping_ja,earnings_pre_days,earnings_post_days,phase_shift_days,phase_proxy_mode,rebuild_interval_trading_days,high_vol_take_profit_pct,weak_uptrend_take_profit_pct,dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct,phase_pnl
practical_phase_adaptive_v31_pre1_post5_except_crash,実務向け局面切替v3.1_決算前1営業日_決算後5営業日見送り_crash除外,1,5,1,difficult_v11,10,,,q2_2024,2825976.24987793,-5.800791670735661,14,-7.269899198936902,"{'capitulation_end': -93664.99999999953, 'crash': -28200.0, 'downtrend': 0.0, 'normal': -86078.55078125, 'overheated_range': -175.349609375, 'stable': 14295.150268554688, 'surge': 0.0, 'uptrend': 19800.0}"
practical_phase_adaptive_v31_pre1_post5_except_crash,実務向け局面切替v3.1_決算前1営業日_決算後5営業日見送り_crash除外,1,5,1,difficult_v11,10,,,q3,3871848.68511963,29.06162283732099,80,-3.6215317173912798,"{'normal': 366083.99975585984, 'overheated_range': 7810.0, 'settling': 297770.4248046875, 'stable': -39054.150390625, 'uptrend': 239238.4109497075}"
practical_phase_adaptive_v31_pre1_post5_except_crash,実務向け局面切替v3.1_決算前1営業日_決算後5営業日見送り_crash除外,1,5,1,difficult_v11,10,,,q4,3214506.99987793,7.150233329264344,43,-8.395131930715804,"{'high_vol': -55798.50012206985, 'normal': 201205.5, 'stable': 3400.0, 'surge': 65700.0, 'uptrend': 0.0}"
practical_phase_adaptive_v31_pre1_post5_except_crash,実務向け局面切替v3.1_決算前1営業日_決算後5営業日見送り_crash除外,1,5,1,difficult_v11,10,,,4q2,3213137.5,7.104583333333325,58,-5.301238811898834,"{'crash': 24500.0, 'high_vol': 67687.0, 'normal': 93916.75, 'settling': 51964.75, 'stable': -10831.0, 'surge': -14100.0}"
