date,cash,market_value,equity,positions
2025-10-01,3000000.0,0.0,3000000.0,0
2025-10-02,3000000.0,0.0,3000000.0,0
2025-10-03,3000000.0,0.0,3000000.0,0
2025-10-06,182500.0,2754500.0,2937000.0,1
2025-10-07,182500.0,2793000.0,2975500.0,1
2025-10-08,182500.0,2758000.0,2940500.0,1
2025-10-09,182500.0,2768500.0,2951000.0,1
2025-10-10,182500.0,2677500.0,2860000.0,1
2025-10-14,2835500.0,0.0,2835500.0,0
2025-10-15,2835500.0,0.0,2835500.0,0
2025-10-16,1957525.0,892000.0,2849525.0,1
2025-10-17,1957525.0,883000.0,2840525.0,1
2025-10-20,1957525.0,914000.0,2871525.0,1
2025-10-21,1957525.0,909000.0,2866525.0,1
2025-10-22,236085.00000000023,2629500.0,2865585.0,3
2025-10-23,236085.00000000023,2650000.0,2886085.0,3
2025-10-24,1230585.0000000002,1700000.0,2930585.0,2
2025-10-27,2037585.0000000002,935000.0,2972585.0,1
2025-10-28,2987585.0,0.0,2987585.0,0
2025-10-29,2987585.0,0.0,2987585.0,0
2025-10-30,2987585.0,0.0,2987585.0,0
2025-10-31,2987585.0,0.0,2987585.0,0
2025-11-04,2987585.0,0.0,2987585.0,0
2025-11-05,2987585.0,0.0,2987585.0,0
2025-11-06,2987585.0,0.0,2987585.0,0
2025-11-07,2987585.0,0.0,2987585.0,0
2025-11-10,2987585.0,0.0,2987585.0,0
2025-11-11,2987585.0,0.0,2987585.0,0
2025-11-12,2987585.0,0.0,2987585.0,0
2025-11-13,2987585.0,0.0,2987585.0,0
2025-11-14,2987585.0,0.0,2987585.0,0
2025-11-17,2987585.0,0.0,2987585.0,0
2025-11-18,2987585.0,0.0,2987585.0,0
2025-11-19,2987585.0,0.0,2987585.0,0
2025-11-20,2987585.0,0.0,2987585.0,0
2025-11-21,1774152.5,1218000.0,2992152.5,1
2025-11-25,1774152.5,1227000.0,3001152.5,1
2025-11-26,1774152.5,1251000.0,3025152.5,1
2025-11-27,954641.5000000001,2076300.0,3030941.5,2
2025-11-28,665841.5000000001,2386400.0,3052241.5,3
2025-12-01,665841.5000000001,2350500.0,3016341.5,3
2025-12-02,665841.5000000001,2344800.0,3010641.5,3
2025-12-03,476141.5000000001,2524500.0,3000641.5,3
2025-12-04,476141.5000000001,2588100.0,3064241.5,3
2025-12-05,1805141.5,1275000.0,3080141.5,2
2025-12-08,2260641.5,830500.0,3091141.5,1
2025-12-09,2260641.5,833800.0,3094441.5,1
2025-12-10,2260641.5,822800.0,3083441.5,1
2025-12-11,2260641.5,817300.0,3077941.5,1
2025-12-12,2260641.5,830500.0,3091141.5,1
2025-12-15,21044.0,3115900.0,3136944.0,3
2025-12-16,21044.0,3058000.0,3079044.0,3
2025-12-17,2254044.0,840400.0,3094444.0,1
2025-12-18,2254044.0,832700.0,3086744.0,1
2025-12-19,1419206.5,1678800.0,3098006.5,3
2025-12-22,1191206.5,1921600.0,3112806.5,4
2025-12-23,1191206.5,1927500.0,3118706.5,4
2025-12-24,18272.500000000233,3092600.0,3110872.5,5
2025-12-25,460272.50000000023,2665000.0,3125272.5,4
2025-12-26,460272.50000000023,2686900.0,3147172.5,4
2025-12-29,460272.50000000023,2720100.0,3180372.5,4
2025-12-30,460272.50000000023,2713400.0,3173672.5,4
