dataset,final_capital_v31,total_return_pct_v31,num_buys_v31,max_drawdown_pct_v31,final_capital_pre_earnings5,total_return_pct_pre_earnings5,num_buys_pre_earnings5,max_drawdown_pct_pre_earnings5,capital_diff,return_diff_pct_pt
q2_2024,3184483.493652344,6.149449788411476,24,-7.837973894987382,2979872.604675293,-0.6709131774902288,49,-10.377285634960243,-204610.88897705125,-6.820362965901705
q3,3447369.251342775,14.912308378092495,27,-2.929349606946185,3388769.6625976567,12.95898875325523,30,-4.380618141181469,-58599.58874511812,-1.953319624837265
q4,3354116.0,11.803866666666664,22,-1.6541483600067353,3549299.9508056645,18.30999836018883,26,-4.342346109720041,195183.95080566453,6.506131693522164
4q2,3342272.5000000005,11.409083333333347,46,-6.642602319261004,3273459.000000001,9.115300000000026,39,-10.36335539067731,-68813.49999999953,-2.2937833333333213
