date,phase_name,post_major_crash_mode,post_major_phase,post_major_active,sector_mode,sector_top_share,sector_hhi,sector_count,price_top3_share,positive_count
2025-10-01,uptrend,False,uptrend,False,dispersed,0.14285714285714285,0.09196271101033004,16,0.296904010479411,30
2025-10-02,uptrend,False,uptrend,False,concentrated,0.14285714285714285,0.09196271101033004,16,0.5858848004563934,12
2025-10-03,uptrend,False,uptrend,False,concentrated,0.14285714285714285,0.09196271101033004,16,0.7323159888496116,9
2025-10-06,uptrend,False,uptrend,False,concentrated,0.14285714285714285,0.09196271101033004,16,0.762149715499753,9
2025-10-07,surge,False,surge,False,dispersed,0.14285714285714285,0.09196271101033004,16,0.323320608959445,25
2025-10-08,surge,False,surge,False,dispersed,0.14285714285714285,0.09196271101033004,16,0.35500483183978115,27
2025-10-09,surge,False,surge,False,dispersed,0.14285714285714285,0.09196271101033004,16,0.18045618100366612,47
2025-10-10,surge,False,surge,False,dispersed,0.14285714285714285,0.09196271101033004,16,0.19083927082839497,45
2025-10-14,surge,False,surge,False,dispersed,0.14285714285714285,0.09196271101033004,16,0.3866751787727245,20
2025-10-15,high_vol,False,high_vol,False,concentrated,0.14285714285714285,0.09196271101033004,16,1.0,3
2025-10-16,high_vol,False,high_vol,False,concentrated,0.1388888888888889,0.07870370370370372,19,0.5549216065522244,14
2025-10-17,high_vol,False,high_vol,False,concentrated,0.1388888888888889,0.07870370370370372,19,0.8018509004212483,9
2025-10-20,high_vol,False,high_vol,False,concentrated,0.1388888888888889,0.07870370370370372,19,0.8393472413926516,6
2025-10-21,high_vol,False,high_vol,False,dispersed,0.1388888888888889,0.07870370370370372,19,0.48752677605689626,22
2025-10-22,surge,False,surge,False,dispersed,0.1388888888888889,0.07870370370370372,19,0.25551050928435726,30
2025-10-23,high_vol,False,high_vol,False,dispersed,0.1388888888888889,0.07870370370370372,19,0.3014255012962679,27
2025-10-24,high_vol,False,high_vol,False,dispersed,0.1388888888888889,0.07870370370370372,19,0.3648215333258158,28
2025-10-27,high_vol,False,high_vol,False,dispersed,0.1388888888888889,0.07870370370370372,19,0.27173047809343176,28
2025-10-28,surge,False,surge,False,dispersed,0.1388888888888889,0.07870370370370372,19,0.31292927326276426,27
2025-10-29,surge,False,surge,False,dispersed,0.1388888888888889,0.07870370370370372,19,0.3646693126578975,26
2025-10-30,surge,False,surge,False,dispersed,0.16129032258064516,0.09469302809573363,14,0.49454676826584537,17
2025-10-31,surge,False,surge,False,dispersed,0.16129032258064516,0.09469302809573363,14,0.49033297245473156,19
2025-11-04,surge,False,surge,False,dispersed,0.16129032258064516,0.09469302809573363,14,0.44239035718544084,17
2025-11-05,surge,False,surge,False,concentrated,0.16129032258064516,0.09469302809573363,14,0.5905439912678938,13
2025-11-06,high_vol,False,high_vol,False,dispersed,0.16129032258064516,0.09469302809573363,14,0.5134812399685019,15
2025-11-07,high_vol,False,high_vol,False,dispersed,0.16129032258064516,0.09469302809573363,14,0.4252623814912671,21
2025-11-10,high_vol,False,high_vol,False,concentrated,0.16129032258064516,0.09469302809573363,14,0.5581791631134372,16
2025-11-11,high_vol,False,high_vol,False,dispersed,0.16129032258064516,0.09469302809573363,14,0.45878894382270535,20
2025-11-12,high_vol,False,high_vol,False,dispersed,0.16129032258064516,0.09469302809573363,14,0.5114088492225389,17
2025-11-13,high_vol,False,high_vol,False,dispersed,0.16129032258064516,0.09469302809573363,14,0.37567751981895536,21
2025-11-14,high_vol,False,high_vol,False,dispersed,0.28846153846153844,0.13905325443786973,15,0.29416991903037426,38
2025-11-17,high_vol,False,high_vol,False,dispersed,0.28846153846153844,0.13905325443786973,15,0.26312925491961403,37
