variant,threshold_days,total_return_pct,total_final_capital,q2_2024_return_pct,q3_return_pct,q4_return_pct,4q2_return_pct
baseline_q3_post_high_vol,-1,5.843893411254908,6350633.604675294,-1.1542965108235714,,,12.842083333333365
etf_until_1d_then_q3_post_high_vol,1,11.772110077921582,6706326.604675295,10.702136822509779,,,12.842083333333365
etf_until_3d_then_q3_post_high_vol,3,11.500776744588247,6690046.604675295,10.159470155843131,,,12.842083333333365
etf_until_5d_then_q3_post_high_vol,5,9.033001744588255,6541980.104675295,5.22392015584312,,,12.842083333333365
etf_until_7d_then_q3_post_high_vol,7,7.565085077921574,6453905.104675294,2.2880868225097606,,,12.842083333333365
etf_until_10d_then_q3_post_high_vol,10,5.808060077921562,6348483.604675294,-1.2259631774902302,,,12.842083333333365
