date,ticker,simple_sector,sector_33,action,price,shares,cash_after,signal_score,signal_basis_date,reason
2026-01-05,7971.T,増額/化学,化学,BUY,741.0,100,2925900.0,0.5388581393175802,2025-12-30,buy_signal_limit
2026-01-05,8515.T,その他金融/リース・消費者金融,その他金融業,BUY,556.0,200,2814700.0,0.5110649969784565,2025-12-30,buy_signal_limit
2026-01-05,6343.T,機械/住宅建設,機械,BUY,165.0,800,2682700.0,0.5008117367223045,2025-12-30,buy_signal_limit
2026-01-05,7184.T,銀行/地方銀行,銀行業,BUY,1807.0,100,2502000.0,0.46921791556680553,2025-12-30,buy_signal_limit
2026-01-05,3289.T,225/不動産,不動産業,BUY,1429.0,200,2216200.0,0.4681452944934523,2025-12-30,buy_signal_limit
2026-01-05,3388.T,卸売/電子部品・産業用電子機器,卸売業,BUY,2368.0,100,1979400.0,0.4565211822362958,2025-12-30,buy_signal_limit
2026-01-05,1879.T,建設/建設・土木,建設業,BUY,2035.0,900,147900.0,0.38802987203448935,2025-12-30,buy_signal_limit
2026-01-06,3289.T,225/不動産,不動産業,SELL,1468.0,200,441500.0,0.4662371613822116,2026-01-05,sell_signal
2026-01-06,1879.T,建設/建設・土木,建設業,SELL,2040.0,900,2277500.0,0.38539312522012376,2026-01-05,sell_signal
2026-01-06,9791.T,大幅強気/増額,サービス業,BUY,1411.0,200,1995300.0,0.48568754658838287,2026-01-05,buy_signal_limit
2026-01-06,3352.T,小売/他消費財小売り,小売業,BUY,1619.0,300,1509600.0,0.42759850266657845,2026-01-05,buy_signal_limit
2026-01-06,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1065.0,700,764100.0,0.4118235266703493,2026-01-05,buy_signal_limit
2026-01-06,8154.T,卸売/電子部品・産業用電子機器,卸売業,BUY,3915.0,100,372600.0,0.39736200106090647,2026-01-05,buy_signal_limit
2026-01-07,3289.T,225/不動産,不動産業,BUY,1441.0,100,228500.0,0.504965890154866,2026-01-06,buy_signal_limit
2026-01-07,1879.T,建設/建設・土木,建設業,BUY,2025.0,100,26000.0,0.410321497842809,2026-01-06,buy_signal_limit
2026-01-09,3352.T,小売/他消費財小売り,小売業,SELL,1624.0,300,513200.0,0.4163909637653241,2026-01-08,sell_signal
2026-01-09,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1070.0,700,1262200.0,0.38763988603524807,2026-01-08,sell_signal
2026-01-09,9531.T,225/電気ガス,電気・ガス業,BUY,6232.0,200,15800.0,0.44394770769961206,2026-01-08,buy_signal_limit
2026-01-13,7184.T,銀行/地方銀行,銀行業,SELL,1975.0,100,213300.0,0.5448372144671368,2026-01-09,take_profit
2026-01-13,3352.T,小売/他消費財小売り,小売業,BUY,1624.0,100,50900.0,0.42042910752315493,2026-01-09,buy_signal_limit
2026-01-20,6343.T,機械/住宅建設,機械,SELL,179.0,800,194100.0,0.5955399917233098,2026-01-19,take_profit
2026-01-20,9791.T,大幅強気/増額,サービス業,SELL,1388.0,200,471700.0,0.46016311910329477,2026-01-19,sell_signal
2026-01-21,1814.T,大幅増額/建設,建設業,BUY,3850.0,100,86700.0,0.752231757211272,2026-01-20,buy_signal_limit
2026-01-23,9531.T,225/電気ガス,電気・ガス業,SELL,6752.0,200,1437100.0,0.5022930968604792,2026-01-22,take_profit
2026-01-23,3352.T,小売/他消費財小売り,小売業,SELL,1639.0,100,1601000.0,0.4246380945299412,2026-01-22,sell_signal
2026-01-26,9791.T,大幅強気/増額,サービス業,BUY,1402.0,300,1180400.0,0.4584191545012323,2026-01-23,buy_signal_limit
2026-01-26,9034.T,前号並み/陸運,陸運業,BUY,1608.0,300,698000.0,0.45021926318261496,2026-01-23,buy_signal_limit
2026-01-26,3352.T,小売/他消費財小売り,小売業,BUY,1626.0,400,47600.0,0.4293536283856753,2026-01-23,buy_signal_limit
2026-01-27,3388.T,卸売/電子部品・産業用電子機器,卸売業,SELL,2365.0,100,284100.0,0.4497103781496906,2026-01-26,sell_signal
2026-01-27,8154.T,卸売/電子部品・産業用電子機器,卸売業,SELL,3870.0,100,671100.0,0.3865930891789888,2026-01-26,sell_signal
2026-01-27,9791.T,大幅強気/増額,サービス業,SELL,1400.0,300,1091100.0,0.44196958579435774,2026-01-26,sell_signal
2026-01-27,9034.T,前号並み/陸運,陸運業,SELL,1587.0,300,1567200.0,0.42849941095662114,2026-01-26,sell_signal
2026-01-27,7184.T,銀行/地方銀行,銀行業,BUY,2285.0,600,196200.0,0.7283432207958643,2026-01-26,buy_signal_limit
2026-01-28,1879.T,建設/建設・土木,建設業,SELL,1989.0,100,395100.0,0.3952041932503896,2026-01-27,sell_signal
2026-01-29,3289.T,225/不動産,不動産業,SELL,1409.5,100,536050.0,0.424289486529326,2026-01-28,sell_signal
2026-01-29,3352.T,小売/他消費財小売り,小売業,SELL,1582.0,400,1168850.0,0.4018665460270984,2026-01-28,sell_signal
2026-01-29,9405.T,大幅増額/情報通信,情報・通信業,BUY,811.0,1400,33450.0,0.36257491875438974,2026-01-28,buy_signal_limit
2026-01-30,9405.T,大幅増額/情報通信,情報・通信業,SELL,830.0,1400,1195450.0,0.3553572349424774,2026-01-29,sell_signal
2026-02-02,7231.T,輸送用機器/自動車部品,輸送用機器,BUY,3130.0,100,882450.0,0.39953278231423134,2026-01-30,buy_signal_limit
2026-02-03,1814.T,大幅増額/建設,建設業,SELL,3785.0,100,1260950.0,0.5601867058295631,2026-02-02,sell_signal
2026-02-03,9791.T,大幅強気/増額,サービス業,BUY,1400.0,900,950.0,0.4333849037033157,2026-02-02,buy_signal_limit
2026-02-04,8515.T,その他金融/リース・消費者金融,その他金融業,SELL,543.0,200,109550.0,0.46585739891848704,2026-02-03,sell_signal
2026-02-05,7971.T,増額/化学,化学,SELL,809.0,100,190450.0,0.5321500642655596,2026-02-04,take_profit
2026-02-05,7184.T,銀行/地方銀行,銀行業,SELL,2460.0,600,1666450.0,0.7837235720815908,2026-02-04,sell_signal
2026-02-06,9791.T,大幅強気/増額,サービス業,SELL,1391.0,900,2918350.0,0.4233148802190094,2026-02-05,sell_signal
2026-02-09,7231.T,輸送用機器/自動車部品,輸送用機器,SELL,3385.0,100,3256850.0,0.43572699069533855,2026-02-06,take_profit
2026-02-09,6357.T,機械/外食・娯楽サービス,機械,BUY,2545.0,1200,202850.0,0.43873308825645585,2026-02-06,buy_signal_limit
2026-02-10,6357.T,機械/外食・娯楽サービス,機械,SELL,2496.0,1200,3198050.0,0.4167409294670387,2026-02-09,sell_signal
2026-02-12,1768.T,建設/建設・土木,建設業,BUY,1632.0,1900,97250.0,0.7244132145758443,2026-02-10,buy_signal_limit
2026-03-04,1768.T,建設/建設・土木,建設業,SELL,1457.0,1900,2865550.0,0.4977658615710419,2026-03-03,stop_loss
2026-03-06,1814.T,大幅増額/建設,建設業,BUY,4070.0,100,2458550.0,0.5948015012257184,2026-03-05,buy_signal_limit
2026-03-06,1946.T,建設/設備工事,建設業,BUY,2148.0,100,2243750.0,0.5927819955118623,2026-03-05,buy_signal_limit
2026-03-06,7102.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,3890.0,100,1854750.0,0.5068851908585353,2026-03-05,buy_signal_limit
2026-03-06,6743.T,電気機器/設備機器・部品,電気機器,BUY,824.0,500,1442750.0,0.47635069946954733,2026-03-05,buy_signal_limit
2026-03-06,1808.T,225/建設,建設業,BUY,3176.0,100,1125150.0,0.47150480206346496,2026-03-05,buy_signal_limit
2026-03-06,7231.T,輸送用機器/自動車部品,輸送用機器,BUY,3345.0,100,790650.0,0.4375359521101173,2026-03-05,buy_signal_limit
2026-03-06,8154.T,卸売/電子部品・産業用電子機器,卸売業,BUY,4105.0,100,380150.0,0.4310745581013406,2026-03-05,buy_signal_limit
2026-03-09,1814.T,大幅増額/建設,建設業,SELL,3810.0,100,761150.0,0.5764504301874367,2026-03-06,stop_loss
2026-03-09,1946.T,建設/設備工事,建設業,SELL,1990.0,100,960150.0,0.5854122232443872,2026-03-06,stop_loss
2026-03-09,7102.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,3685.0,100,1328650.0,0.48743543833309355,2026-03-06,stop_loss
2026-03-09,1768.T,建設/建設・土木,建設業,BUY,1434.0,400,755050.0,0.4675204333639541,2026-03-06,buy_signal_limit
2026-03-09,9063.T,陸運/陸運,陸運業,BUY,4385.0,100,316550.0,0.4562530388926084,2026-03-06,buy_signal_limit
2026-03-10,6743.T,電気機器/設備機器・部品,電気機器,SELL,817.0,500,725050.0,0.4314281868513685,2026-03-09,sell_signal
2026-03-10,1808.T,225/建設,建設業,SELL,3121.0,100,1037150.0,0.44041927821658855,2026-03-09,sell_signal
2026-03-10,7231.T,輸送用機器/自動車部品,輸送用機器,SELL,3335.0,100,1370650.0,0.40399546424025634,2026-03-09,sell_signal
2026-03-10,8154.T,卸売/電子部品・産業用電子機器,卸売業,SELL,4045.0,100,1775150.0,0.40873378810336863,2026-03-09,sell_signal
2026-03-10,9063.T,陸運/陸運,陸運業,SELL,4485.0,100,2223650.0,0.4279973424480128,2026-03-09,sell_signal
2026-03-10,1768.T,建設/建設・土木,建設業,SELL_END,1504.0,400,2825250.0,,,end_of_backtest
