dataset,total_return_pct_base_causal,final_capital_base_causal,num_buys_base_causal,max_drawdown_pct_base_causal,total_return_pct_v32_fully_causal,final_capital_v32_fully_causal,num_buys_v32_fully_causal,max_drawdown_pct_v32_fully_causal,delta_pt
q2_2024,-6.123748311360677,2816287.55065918,50,-11.250038856529263,1.15858502197268,3034757.55065918,51,-11.250038856529263,7.282333333333357
q3,12.352030417887416,3370560.9125366225,52,-7.730098429852705,12.352030417887416,3370560.9125366225,52,-7.730098429852705,0.0
q4,31.57469999593101,3947240.9998779306,50,-2.5782942328292813,31.57469999593101,3947240.9998779306,50,-2.5782942328292813,0.0
4q2,0.3422833333333708,3010268.500000001,60,-9.940917835597595,0.3422833333333708,3010268.500000001,60,-9.940917835597595,0.0
