dataset,v32_return_pct,v32_causal_return_pct,v32_causal_final_capital,v32_causal_num_buys,v32_causal_max_dd_pct,delta_pt
q2_2024,5.22392015584312,5.320445155843112,3159613.354675293,53,-9.431239478660668,0.09652499999999176
q3,17.728935839843807,17.728935839843807,3531868.0751953144,50,-7.1249789195651285,0.0
q4,38.711299991862006,38.711299991862006,4161338.99975586,41,-2.5891472403604565,0.0
4q2,12.842083333333363,12.842083333333363,3385262.500000001,43,-11.05578839382494,0.0
