variant,dataset,etf_ticker,etf_rule,final_capital,total_return_pct,num_buys,max_drawdown_pct,phase_pnl
alloc50_post_major_crash_etf_1321.T_prev_high_break_tp6_sl3,2025-04-01,1321.T,post_major_crash_mode + prev_high_break + tp6/sl3,3075963.3498535156,2.5321116617838646,36,-1.7520036560053298,"{'capitulation_end': 20900.0, 'crash': 3651.0, 'downtrend': 3900.0, 'normal': 65800.0, 'settling': 0.0, 'stable': 17700.0, 'uptrend': -35987.650146484375}"
