date,phase_name,post_major_crash_mode,post_major_phase,post_major_active,sector_mode,sector_top_share,sector_hhi,sector_count,price_top3_share,positive_count,chosen_etf,etf_scores_json
2025-04-01,crash,False,crash,False,concentrated,0.23684210526315788,0.11634349030470909,15,0.6095337026198542,13,,{}
2025-04-02,crash,False,crash,False,concentrated,0.23684210526315788,0.11634349030470909,15,0.8311782886115601,6,,{}
2025-04-03,crash,False,crash,False,concentrated,0.23684210526315788,0.11634349030470909,15,0.645481678702302,6,,{}
2025-04-04,crash,True,crash,False,concentrated,0.23684210526315788,0.11634349030470909,15,1.0,1,,{}
2025-04-07,crash,True,crash,False,concentrated,0.23684210526315788,0.11634349030470909,15,1.0,0,,{}
2025-04-08,crash,True,crash,False,concentrated,0.23684210526315788,0.11634349030470909,15,1.0,0,,{}
2025-04-09,crash,True,crash,False,concentrated,0.23684210526315788,0.11634349030470909,15,1.0,0,,{}
2025-04-10,crash,True,crash,False,concentrated,0.23684210526315788,0.11634349030470909,15,1.0,1,,{}
2025-04-11,crash,True,crash,False,concentrated,0.23684210526315788,0.11634349030470909,15,0.65130047555837,10,,{}
2025-04-14,crash,True,crash,False,dispersed,0.23684210526315788,0.11634349030470909,15,0.2670535251798311,27,,{}
2025-04-15,capitulation_end,True,capitulation_end,True,dispersed,0.3333333333333333,0.17013888888888887,11,0.21322550135051768,23,,{}
2025-04-16,crash,True,crash,False,dispersed,0.3333333333333333,0.17013888888888887,11,0.3257488520978511,21,,{}
2025-04-17,capitulation_end,True,capitulation_end,True,dispersed,0.3333333333333333,0.17013888888888887,11,0.2809466349813501,21,,{}
2025-04-18,crash,True,crash,False,dispersed,0.3333333333333333,0.17013888888888887,11,0.3944549242901123,18,,{}
2025-04-21,crash,True,crash,False,dispersed,0.3333333333333333,0.17013888888888887,11,0.25614332041887194,20,,{}
2025-04-22,crash,True,crash,False,dispersed,0.3333333333333333,0.17013888888888887,11,0.3065290791815273,21,,{}
2025-04-23,crash,True,crash,False,dispersed,0.3333333333333333,0.17013888888888887,11,0.28311016787278354,20,,{}
2025-04-24,downtrend,True,high_vol,True,dispersed,0.3333333333333333,0.17013888888888887,11,0.2980734216363935,19,,{}
2025-04-25,downtrend,True,high_vol,True,dispersed,0.3333333333333333,0.17013888888888887,11,0.29941561004540207,18,,{}
2025-04-28,settling,True,settling,True,concentrated,0.3333333333333333,0.17013888888888887,11,0.5504882398840684,10,,"{""1306.T"": 0.06758983254215933, ""1321.T"": 0.06275291237761793, ""1328.T"": -999.0, ""1489.T"": 0.05838574725464707, ""1593.T"": 0.062346182120856075, ""2516.T"": 0.03615846714179416}"
2025-04-30,normal,True,normal,True,concentrated,0.2608695652173913,0.14177693761814741,11,0.750300266106601,10,,"{""1306.T"": 0.08440804848037997, ""1321.T"": -999.0, ""1328.T"": -999.0, ""1489.T"": 0.08715240166161398, ""1593.T"": -999.0, ""2516.T"": 0.05078677889171346}"
