step,cum_log_rl,cum_log_bnh,action
732,3.1436680391608083,0.0013938074,2
733,3.1436680391608083,-0.004080006,2
734,3.1436680391608083,-0.019566592,2
735,3.1436680391608083,-0.024036182,2
736,3.1436680391608083,-0.022916878,2
737,3.1436680391608083,-0.039837815,2
738,3.1436680391608083,-0.040976096,2
739,3.149478640030166,-0.034165494,1
740,3.148478640030166,-0.036430523,2
741,3.1542581882765797,-0.029650975,1
742,3.1532581882765798,-0.04325655,2
743,3.1532581882765798,-0.06285394,2
744,3.1532581882765798,-0.067521155,2
745,3.1532581882765798,-0.07928604,2
746,3.161680986917606,-0.06986324,1
747,3.1744944339609056,-0.05704979,1
748,3.181414735316327,-0.050129488,1
749,3.1917064160099535,-0.039837807,1
750,3.1907064160099536,-0.04783339,2
751,3.1907064160099536,-0.04668721,2
752,3.1907064160099536,-0.05820798,2
753,3.2114838819494755,-0.036430515,1
754,3.219389034575811,-0.028525364,1
755,3.227232052153936,-0.020682346,1
756,3.2383311820691736,-0.009583216,1
757,3.2373311820691737,-0.019566588,2
758,3.2373311820691737,-0.020682348,2
759,3.241896046328387,-0.015117483,1
760,3.240896046328387,-0.016228022,2
761,3.257517880159459,0.0013938118,1
762,3.26729524727448,0.011171179,1
763,3.2694550311239725,0.0133309625,1
764,3.2684550311239726,0.011171179,2
765,3.2684550311239726,0.006837178,2
766,3.270707194653369,0.010089342,1
767,3.269707194653369,0.00030133966,2
768,3.271980583489902,0.0035747285,1
769,3.270980583489902,-0.0029827342,2
770,3.2743571299696637,0.0013938122,1
771,3.2733571299696638,-0.009583218,2
772,3.2733571299696638,-0.022916874,2
773,3.2733571299696638,-0.030777775,2
774,3.2733571299696638,-0.030777775,2
775,3.2733571299696638,-0.04211567,2
776,3.272357129969664,-0.04211567,1
777,3.2937904498661235,-0.02068235,1
778,3.2927904498661236,-0.02068235,2
779,3.2927904498661236,-0.028525367,2
780,3.309628257402249,-0.01068756,1
781,3.315137734510966,-0.0051780827,1
782,3.33040515600241,0.010089339,1
783,3.32940515600241,0.009006589,2
784,3.3391809670413215,0.0197824,1
785,3.3381809670413216,0.00030133687,2
786,3.343716805399426,0.006837175,1
787,3.342716805399426,0.00030133687,2
788,3.344990194235959,0.0035747257,1
789,3.343990194235959,-0.00848023,2
790,3.3484876880171086,-0.0029827366,1
791,3.3474876880171087,-0.016228024,2
792,3.3474876880171087,-0.021798888,2
793,3.3474876880171087,-0.025156472,2
794,3.3474876880171087,-0.026278287,2
795,3.35542651184372,-0.017339464,1
796,3.363182756234923,-0.00958322,1
797,3.362182756234923,-0.025156472,2
798,3.362182756234923,-0.04325655,2
799,3.362182756234923,-0.051279627,2
800,3.3623328879261702,-0.050129496,1
801,3.365775162099892,-0.046687223,1
802,3.3805565961888373,-0.03190579,1
803,3.3928957904940784,-0.019566596,1
804,3.4116703781551063,-0.0007920079,1
805,3.412763719076322,0.00030133303,1
806,3.4149470164925173,0.0024846303,1
807,3.4139470164925174,0.0024846303,2
808,3.4139470164925174,-0.004080008,2
809,3.4238641957789975,0.0068371715,1
810,3.4228641957789976,-0.0051780865,2
811,3.4228641957789976,-0.008480234,2
812,3.4228641957789976,-0.016228028,2
813,3.4307140270769914,-0.0073781963,1
814,3.435109483130308,-0.0029827403,1
815,3.443843180365892,0.005750957,1
816,3.4428431803658923,0.003574722,2
817,3.4428431803658923,-0.0007920079,2
818,3.4428431803658923,-0.0029827408,2
819,3.4428431803658923,-0.016228028,2
820,3.4428431803658923,-0.025156476,2
821,3.4428431803658923,-0.035297535,2
822,3.4428431803658923,-0.035297535,2
823,3.4428431803658923,-0.036430523,2
824,3.459821159400078,-0.018452544,1
825,3.4807583339587174,0.0024846308,1
826,3.493759724691542,0.0154860215,1
827,3.491604659853535,0.013330957,1
828,3.504466375483232,0.026192673,1
829,3.5192660029586724,0.0409923,1
830,3.5224088855628244,0.044135183,1
831,3.526584172302889,0.04831047,1
832,3.525584172302889,0.034676492,2
833,3.535088380808043,0.0451807,1
834,3.5413383981306428,0.051430717,1
835,3.540338398130643,0.051430717,2
836,3.540338398130643,0.046225004,2
837,3.5435051106494244,0.050391715,1
838,3.5517866870966133,0.058673292,1
839,3.5517866870966133,0.058673292,1
840,3.5517866870966133,0.058673292,1
841,3.55075524850938,0.057641853,1
842,3.5569282887615588,0.06381489,1
843,3.5732053225972082,0.08009192,1
844,3.576227632688391,0.08311424,1
845,3.5822460021470066,0.08913261,1
846,3.59318566076647,0.100072265,1
847,3.616647373290765,0.12353398,1
848,3.615647373290765,0.11089401,2
849,3.615647373290765,0.10106117,2
850,3.627411563614416,0.113825366,1
851,3.6448198861573218,0.13123369,1
852,3.643819886157322,0.13123369,2
853,3.661813876653123,0.15022768,1
854,3.6850598408524275,0.17347364,1
855,3.6840598408524277,0.16701911,2
856,3.6840598408524277,0.1539836,2
857,3.691459548117626,0.1623833,1
858,3.6988667267542663,0.16979048,1
859,3.715335743425447,0.1862595,1
860,3.721667664980549,0.19259141,1
861,3.720667664980549,0.16424005,2
862,3.7233716286905443,0.16794401,1
863,3.7507203016616737,0.19529268,1
864,3.749720301661674,0.17805877,2
865,3.749720301661674,0.1762272,2
866,3.749720301661674,0.15398358,2
867,3.762680723678354,0.167944,1
868,3.7909282011650838,0.19619147,1
869,3.789928201165084,0.18625948,2
870,3.795260122720186,0.1925914,1
871,3.8157874520160595,0.21311873,1
872,3.8166702780630777,0.21400155,1
873,3.822829485381056,0.22016075,1
874,3.8289509890359232,0.22628225,1
875,3.8279509890359233,0.2086918,2
876,3.860112994281609,0.2418538,1
877,3.859112994281609,0.23755255,2
878,3.859112994281609,0.21840486,2
879,3.8746711329352452,0.234963,1
880,3.8736711329352453,0.22628225,2
881,3.8778888448421256,0.23149997,1
882,3.8768888448421257,0.21840486,2
883,3.8967590554450053,0.23927507,1
884,3.8957590554450054,0.23669007,2
885,3.9024943720866343,0.24442539,1
886,3.9014943720866344,0.23063225,2
887,3.9091371890027427,0.23927507,1
888,3.931265810119023,0.26140368,1
889,3.9302658101190233,0.2401354,2
890,3.9302658101190233,0.22628224,2
891,3.9533843490649367,0.25040078,1
892,3.9584777359273637,0.25549418,1
893,3.9627024633232857,0.2597189,1
894,3.9669094173591937,0.26392585,1
895,3.987682932464441,0.28469938,1
896,3.9866829324644413,0.28716335,2
897,4.0123944392335025,0.31387484,1
898,4.01717522767376,0.31865564,1
899,4.0161752276737595,0.31626824,2
900,4.0161752276737595,0.31067482,2
901,4.0263308739681145,0.32183045,1
902,4.040493085647037,0.33599266,1
903,4.039493085647036,0.31067482,2
904,4.05832706391256,0.3305088,1
905,4.069264823565294,0.34144655,1
906,4.068264823565293,0.32103753,2
907,4.08300075153451,0.33677346,1
908,4.08200075153451,0.32657334,2
909,4.093540126176584,0.33911273,1
910,4.0925401261765835,0.32657334,2
911,4.0925401261765835,0.3273616,2
912,4.0925401261765835,0.31307575,2
913,4.0925401261765835,0.29858264,2
914,4.119530810089814,0.3265733,1
915,4.1452232338954085,0.35226575,1
916,4.155165979685294,0.3622085,1
917,4.18515315842818,0.39219567,1
918,4.184153158428179,0.3914569,2
919,4.190516899714278,0.39882064,1
920,4.205083850214289,0.4133876,1
921,4.205806596811892,0.41411033,1
922,4.204806596811892,0.40175116,2
923,4.204806596811892,0.40028697,2
924,4.2103782715313445,0.40685865,1
925,4.209378271531344,0.39882064,2
926,4.209378271531344,0.40467286,2
927,4.223579512309313,0.4198741,1
928,4.222579512309313,0.4162758,2
929,4.243683645229816,0.43837994,1
930,4.242683645229816,0.44470686,2
931,4.242683645229816,0.4461074,2
932,4.242683645229816,0.44049338,2
933,4.242683645229816,0.43837994,2
934,4.242683645229816,0.42988148,2
935,4.2752530444972505,0.46345088,1
936,4.282107268050342,0.47030511,1
937,4.2811072680503415,0.46756902,2
938,4.30913371491435,0.49659547,1
939,4.320381144911079,0.5078429,1
940,4.319381144911079,0.50718486,2
941,4.319381144911079,0.5241566,2
942,4.319381144911079,0.5235089,2
943,4.319381144911079,0.53189343,2
944,4.331144452340928,0.54465675,1
945,4.330144452340928,0.54465675,2
946,4.3467439176664024,0.5622562,1
947,4.345743917666402,0.4945976,2
948,4.345743917666402,0.495264,2
949,4.345743917666402,0.4572419,2
950,4.3618968529328965,0.47439483,1
951,4.360896852932896,0.468938,2
952,4.360896852932896,0.42845777,2
953,4.360896852932896,0.43272233,2
954,4.360896852932896,0.40028697,2
955,4.38378505531701,0.42417517,1
956,4.38278505531701,0.37881258,2
957,4.38278505531701,0.3644889,2
958,4.38278505531701,0.35763174,2
959,4.444745411790932,0.4205921,1
960,4.443745411790932,0.40394336,2
961,4.443745411790932,0.3995541,2
962,4.443745411790932,0.3320786,2
963,4.467533901356185,0.3568671,1
964,4.493960458807671,0.38329366,1
965,4.4887307747490945,0.37806398,1
966,4.506548519734317,0.3958817,1
967,4.505548519734317,0.37806398,2
968,4.531157437596494,0.4046729,1
969,4.530157437596493,0.38030836,2
970,4.530157437596493,0.37881258,2
971,4.530157437596493,0.3622085,2
972,4.564301192972832,0.39735225,1
973,4.593267580706649,0.42631865,1
974,4.607442298185103,0.44049338,1
975,4.6255740255378415,0.4586251,1
976,4.624574025537841,0.45446974,2
977,4.624574025537841,0.4390849,2
978,4.64656361712145,0.4620745,1
979,4.64556361712145,0.4590699,2
980,4.669443912740818,0.4839502,1
981,4.668443912740818,0.48190054,2
982,4.670857835592723,0.48531446,1
983,4.672220244336894,0.48667687,1
984,4.679004584237954,0.49346122,1
985,4.679680334261174,0.49413696,1
986,4.678680334261173,0.5075602,2
987,4.678680334261173,0.494137,2
988,4.681726304067785,0.49818295,1
989,4.690436723826939,0.5068934,1
990,4.687095328884685,0.503552,1
991,4.686095328884685,0.49278492,2
992,4.686095328884685,0.4639565,2
993,4.686095328884685,0.42779523,2
994,4.7022753041708105,0.4449752,1
995,4.70127530417081,0.42851698,2
996,4.722395202519857,0.4506369,1
997,4.75570858493682,0.4839503,1
998,4.75470858493682,0.4688193,2
999,4.764735661218427,0.47984636,1
1000,4.763735661218426,0.4421324,2
1001,4.763735661218426,0.42345366,2
1002,4.763735661218426,0.42562687,2
1003,4.763735661218426,0.41763532,2
1004,4.787232756713888,0.4421324,1
1005,4.799962706031761,0.45486236,1
1006,4.798962706031761,0.43427235,2
1007,4.798962706031761,0.4277952,2
1008,4.803722221365681,0.4335547,1
1009,4.802722221365681,0.40810812,2
1010,4.80466342280667,0.4110493,1
1011,4.80366342280667,0.4058966,2
1012,4.823839733062793,0.4270729,1
1013,4.822839733062793,0.424903,2
1014,4.822839733062793,0.41909313,2
1015,4.822839733062793,0.4058966,2
1016,4.827726304078955,0.4117832,1
1017,4.826726304078955,0.40884432,2
1018,4.83888431812312,0.42200235,1
1019,4.8668129759528815,0.449931,1
1020,4.872446755288649,0.45556477,1
1021,4.872446755288649,0.45556477,1
1022,4.871446755288648,0.44284382,2
1023,4.893646324722575,0.46604338,1
1024,4.90950354441862,0.4819006,1
1025,4.910187149216434,0.4825842,1
1026,4.909187149216434,0.4784746,2
1027,4.909187149216434,0.47984633,2
1028,4.909187149216434,0.47503686,2
1029,4.919827222016653,0.48667693,1
1030,4.938040188637575,0.5048899,1
1031,4.9370401886375745,0.506226,2
1032,4.9370401886375745,0.503552,2
1033,4.9370401886375745,0.49548763,2
1034,4.9521047579916315,0.5115522,1
1035,4.951104757991631,0.5088926,2
1036,4.951104757991631,0.4900747,2
1037,4.950783119268727,0.49075305,1
1038,4.9497831192687265,0.4695121,2
1039,4.948783119268726,0.4695121,1
1040,4.947783119268726,0.46116716,2
1041,4.947783119268726,0.44781017,2
1042,4.949609832061465,0.4506369,1
1043,4.958042919790382,0.45906997,1
1044,4.970560484720404,0.47158754,1
1045,4.984287481909628,0.48531455,1
1046,4.987010365739475,0.48803744,1
1047,4.988369232431064,0.4893963,1
1048,4.996483009696017,0.49751008,1
1049,4.9954830096960166,0.49683627,2
1050,5.003204959228644,0.50555825,1
1051,5.005206977499658,0.50756025,1
1052,5.004206977499658,0.48803744,2
1053,5.004206977499658,0.49075308,2
1054,5.004206977499658,0.4653484,2
1055,5.023854486523205,0.4859959,1
1056,5.0228544865232045,0.4819006,2
1057,5.032061967274182,0.49210808,1
1058,5.031061967274182,0.48121613,2
1059,5.031061967274182,0.4722784,2
1060,5.030752342030413,0.47296876,1
1061,5.038999713793404,0.48121613,1
1062,5.037999713793404,0.474348,2
1063,5.037999713793404,0.46325997,2
1064,5.050153183914728,0.47641343,1
1065,5.071249821387238,0.49751008,1
1066,5.070249821387238,0.49751008,2
1067,5.089250172980136,0.5175104,1
1068,5.109505842931575,0.5377661,1
1069,5.109505842931575,0.5377661,1
1070,5.108505842931574,0.5351753,2
1071,5.108505842931574,0.5319276,2
1072,5.12683634076268,0.5512581,1
1073,5.127474454643676,0.5518962,1
1074,5.142664365882525,0.5670861,1
1075,5.141664365882525,0.561417,2
1076,5.141664365882525,0.55635035,2
1077,5.157661926741251,0.5733479,1
1078,5.156661926741251,0.56896883,2
1079,5.156661926741251,0.56896883,2
1080,5.161911922643431,0.57521886,1
1081,5.160911922643431,0.5544438,2
1082,5.160911922643431,0.5384127,2
1083,5.1676390017368865,0.5461398,1
1084,5.189841014797337,0.5683418,1
1085,5.188841014797337,0.56582916,2
1086,5.188841014797337,0.56078506,2
1087,5.188841014797337,0.54934174,2
1088,5.192943106731868,0.55444384,1
1089,5.191943106731868,0.53711915,2
1090,5.198679997774309,0.544856,1
1091,5.217134298013991,0.5633103,1
1092,5.235254124926871,0.58143014,1
1093,5.236491685572548,0.5826677,1
1094,5.237110001340045,0.58328605,1
1095,5.24572550629033,0.59190154,1
1096,5.256088086708917,0.6022641,1
1097,5.255088086708916,0.6034763,2
1098,5.260728528424633,0.6101167,1
1099,5.259728528424633,0.585755,2
1100,5.259728528424633,0.58081055,2
1101,5.277145400672686,0.5992274,1
1102,5.276145400672686,0.58452123,2
1103,5.276145400672686,0.58637136,2
1104,5.276145400672686,0.5550797,2
1105,5.299015993609559,0.5789503,1
1106,5.2980159936095585,0.5770864,2
1107,5.2980159936095585,0.5752188,2
1108,5.2980159936095585,0.5695956,2
1109,5.306370671592187,0.5789502,1
1110,5.3082309325556265,0.5808105,1
1111,5.307230932555626,0.57334787,2
1112,5.307230932555626,0.55189615,2
1113,5.307230932555626,0.5273627,2
1114,5.307537355774547,0.5286691,1
1115,5.33012627189746,0.551258,1
1116,5.32912627189746,0.52801615,2
1117,5.32912627189746,0.5208055,2
1118,5.32912627189746,0.5022125,2
1119,5.32912627189746,0.46116716,2
1120,5.338546650195027,0.47158754,1
1121,5.337546650195026,0.4695121,2
1122,5.358465425708794,0.49143088,1
1123,5.375261144751215,0.5082266,1
1124,5.379913976454639,0.51287943,1
1125,5.378913976454639,0.4961621,2
1126,5.378913976454639,0.48053142,2
1127,5.382015096390151,0.48463255,1
1128,5.413572019332551,0.51618946,1
1129,5.412572019332551,0.5122159,2
1130,5.412572019332551,0.4900747,2
1131,5.439007726260923,0.5175104,1
1132,5.438007726260922,0.5155284,2
1133,5.451453109362624,0.52997375,1
1134,5.450453109362623,0.5260548,2
1135,5.450453109362623,0.52277726,2
1136,5.450453109362623,0.5175104,2
1137,5.450453109362623,0.50288254,2
1138,5.4547971854447335,0.50822663,1
1139,5.468690922902426,0.52212036,1
1140,5.483042073854706,0.5364715,1
1141,5.49206856493791,0.54549795,1
1142,5.49106856493791,0.53582364,2
1143,5.497172146850725,0.5429272,1
1144,5.496172146850725,0.51751035,2
1145,5.496172146850725,0.5161894,2
1146,5.496172146850725,0.48258415,2
1147,5.496172146850725,0.47984627,2
1148,5.504722089649637,0.4893962,1
1149,5.506756694199045,0.49143082,1
1150,5.505756694199045,0.47847453,2
1151,5.519067021557588,0.49278486,1
1152,5.518067021557588,0.48871693,2
1153,5.518067021557588,0.49143082,2
1154,5.535194231995839,0.509558,1
1155,5.5398408089368525,0.5142046,1
1156,5.547099306115407,0.5214631,1
1157,5.546099306115407,0.5201472,2
1158,5.555577391953665,0.5306253,1
1159,5.563364643798667,0.5384125,1
1160,5.564010928580063,0.5390588,1
1161,5.563010928580063,0.52146304,2
1162,5.563010928580063,0.50955796,2
1163,5.563010928580063,0.48871687,2
1164,5.563010928580063,0.48871687,2
1165,5.563010928580063,0.4625628,2
1166,5.563010928580063,0.46116704,2
1167,5.567581935377317,0.46673805,1
1168,5.5949808029099275,0.4941369,1
1169,5.593980802909927,0.4954875,2
1170,5.598364279524879,0.500871,1
1171,5.597364279524879,0.500871,2
1172,5.597364279524879,0.492108,2
1173,5.608477419489518,0.50422114,1
1174,5.607477419489518,0.4948124,2
1175,5.6091749953268915,0.49751,1
1176,5.608174995326891,0.48599583,2
1177,5.608174995326891,0.48599583,2
1178,5.620707187773182,0.49952802,1
1179,5.619707187773182,0.49751,2
1180,5.619707187773182,0.47020423,2
1181,5.626291037836565,0.4777881,1
1182,5.629034302729635,0.48053136,1
1183,5.628034302729635,0.47641337,2
1184,5.646108519214658,0.49548757,1
1185,5.6451085192146575,0.49481243,2
1186,5.6451085192146575,0.48599583,2
1187,5.6451085192146575,0.47365868,2
1188,5.6451085192146575,0.46743238,2
1189,5.647572108335313,0.47089598,1
1190,5.646572108335313,0.46951205,2
1191,5.665456279299673,0.4893962,1
1192,5.673570056564626,0.49751,1
1193,5.682285999066647,0.50622594,1
1194,5.685618093821671,0.509558,1
1195,5.688939435293418,0.5128794,1
1196,5.688939435293418,0.5128794,1
1197,5.687939435293417,0.509558,2
1198,5.70670300184701,0.5293216,1
1199,5.713852833238881,0.5364714,1
1200,5.715147418183725,0.53776604,1
1201,5.717731190826263,0.54034984,1
1202,5.7164402531734515,0.5390589,1
1203,5.719664819519486,0.5422835,1
1204,5.718664819519486,0.53322786,2
1205,5.72349586182412,0.5390589,1
1206,5.72249586182412,0.5325779,2
1207,5.729267830665672,0.54034984,1
1208,5.728267830665672,0.5312767,2
1209,5.728267830665672,0.5325779,2
1210,5.737617217037344,0.54292727,1
1211,5.752943158182764,0.5582532,1
1212,5.751943158182764,0.55635035,2
1213,5.75347964105893,0.5588868,1
1214,5.75347964105893,0.5588868,1
1215,5.75247964105893,0.55189615,2
1216,5.755298673631139,0.5557152,1
1217,5.754298673631139,0.5422835,2
1218,5.754298673631139,0.54549795,2
1219,5.764151008652038,0.5563503,1
1220,5.763151008652038,0.55888677,2
1221,5.763151008652038,0.55888677,2
1222,5.763151008652038,0.55253345,2
1223,5.763151008652038,0.5480621,2
1224,5.771124351018554,0.55703545,1
1225,5.770124351018554,0.55574936,2
1226,5.770124351018554,0.5512346,2
1227,5.770124351018554,0.54669946,2
1228,5.778174276040381,0.5557494,1
1229,5.783948871815091,0.56152403,1
1230,5.7829488718150905,0.56024367,2
1231,5.7829488718150905,0.55960286,2
1232,5.7829488718150905,0.54994094,2
1233,5.789043420364593,0.5570355,1
1234,5.788043420364593,0.5570355,2
1235,5.788043420364593,0.553172,2
1236,5.799226972972487,0.56535554,1
1237,5.804312858031575,0.5704414,1
1238,5.810633980901424,0.57676256,1
1239,5.809633980901424,0.57676256,2
1240,5.809633980901424,0.5755014,2
1241,5.809633980901424,0.5704414,2
1242,5.809633980901424,0.56599265,2
1243,5.809633980901424,0.55767787,2
1244,5.809633980901424,0.54734856,2
1245,5.809633980901424,0.5512346,2
1246,5.809633980901424,0.5210485,2
1247,5.831032728405181,0.54344726,1
1248,5.830032728405181,0.54669946,2
1249,5.830032728405181,0.54994094,2
1250,5.834197263655695,0.5551055,1
1251,5.833197263655695,0.5563927,2
1252,5.8321972636556945,0.5563927,1
1253,5.841160056931408,0.56535554,1
1254,5.840160056931408,0.564718,2
1255,5.847416591045888,0.57297456,1
1256,5.846416591045887,0.5710754,2
1257,5.849211625996486,0.5748704,1
1258,5.848211625996486,0.56917226,2
1259,5.848211625996486,0.57044137,2
1260,5.848211625996486,0.5659926,2
1261,5.848211625996486,0.56407994,2
1262,5.848211625996486,0.5672657,2
1263,5.858596988591805,0.5786511,1
1264,5.862989921692267,0.583044,1
1265,5.861989921692267,0.5799079,2
1266,5.861989921692267,0.57927966,2
1267,5.861989921692267,0.58053595,2
1268,5.864749362192556,0.5842954,1
1269,5.867247754441082,0.5867938,1
1270,5.874086338759839,0.59363234,1
1271,5.8765618283892715,0.59610784,1
1272,5.875561828389271,0.5942519,2
1273,5.875561828389271,0.59301287,2
1274,5.88627229427497,0.60472333,1
1275,5.90087102615784,0.61932206,1
1276,5.8998710261578395,0.6132651,2
1277,5.8998710261578395,0.610832,2
1278,5.91037585508774,0.6223368,1
1279,5.90937585508774,0.62113196,2
1280,5.90937585508774,0.6241413,2
1281,5.90937585508774,0.61629814,2
1282,5.90937585508774,0.610832,2
1283,5.90937585508774,0.5861699,2
1284,5.90937585508774,0.5874174,2
1285,5.920151643938822,0.5991932,1
1286,5.919151643938822,0.5930128,2
1287,5.919151643938822,0.5811636,2
1288,5.919151643938822,0.5736067,2
1289,5.919151643938822,0.56216353,2
1290,5.919151643938822,0.53953075,2
1291,5.924670712902647,0.54604983,1
1292,5.923670712902647,0.52437407,2
1293,5.923670712902647,0.511005,2
1294,5.960311288222175,0.54864556,1
1295,5.959311288222175,0.52901137,2
1296,5.982471759035687,0.5531718,1
1297,5.981471759035687,0.5512345,2
1298,5.990121371976534,0.5608841,1
1299,5.995866625036547,0.56662935,1
1300,5.994866625036547,0.5621635,2
1301,6.0084655329393835,0.5767624,1
1302,6.016623692381629,0.5849205,1
1303,6.06123839857007,0.62953526,1
1304,6.08894430452908,0.65724117,1
1305,6.095319118145356,0.663616,1
1306,6.094319118145355,0.65432996,2
1307,6.097973041358837,0.6589839,1
1308,6.092152312986054,0.65316314,1
1309,6.111233505077162,0.6722443,1
1310,6.118082848965623,0.67909366,1
1311,6.127706469624736,0.6887173,1
1312,6.133324322413155,0.69433516,1
1313,6.1323243224131545,0.66534764,2
1314,6.1524380477922636,0.6864614,1
1315,6.151438047792263,0.68363416,2
1316,6.151438047792263,0.68420017,2
1317,6.153827849622316,0.68758994,1
1318,6.156081394139178,0.6898435,1
1319,6.155081394139177,0.6898435,2
1320,6.155081394139177,0.68079865,2
1321,6.16537468245948,0.69209194,1
1322,6.173761634330696,0.7004789,1
1323,6.172761634330696,0.70436877,2
1324,6.172761634330696,0.7076911,2
1325,6.180567439216619,0.7164969,1
1326,6.179567439216619,0.7192328,2
1327,6.179567439216619,0.7192328,2
1328,6.179567439216619,0.7121037,2
1329,6.179567439216619,0.6909683,2
1330,6.179567439216619,0.68250096,2
1331,6.185346996776258,0.6892805,1
1332,6.184346996776258,0.67281705,2
1333,6.184346996776258,0.6508253,2
1334,6.189181377406661,0.6566597,1
1335,6.211046279634778,0.6785246,1
1336,6.233557175140326,0.7010355,1
1337,6.232557175140325,0.7027035,2
1338,6.2426071228417195,0.7137534,1
1339,6.241607122841719,0.71100235,2
1340,6.241607122841719,0.7143026,2
1341,6.241607122841719,0.7098999,2
1342,6.241607122841719,0.6943352,2
1343,6.241607122841719,0.6904061,2
1344,6.241607122841719,0.66130286,2
1345,6.241607122841719,0.66130286,2
1346,6.257259617510679,0.6779554,1
1347,6.256259617510679,0.6785246,2
1348,6.256259617510679,0.67109823,2
1349,6.256259617510679,0.6554955,2
1350,6.2731533248903775,0.67338926,1
1351,6.272153324890377,0.65956426,2
1352,6.279241125706078,0.6676521,1
1353,6.299742856669666,0.6881538,1
1354,6.298742856669666,0.6836342,2
1355,6.298742856669666,0.68589664,2
1356,6.307301412339748,0.6954552,1
1357,6.306301412339748,0.6937751,2
1358,6.321977508585394,0.7104512,1
1359,6.320977508585393,0.7132041,2
1360,6.320977508585393,0.7010355,2
1361,6.32497350238958,0.7060315,1
1362,6.323973502389579,0.6993649,2
1363,6.323973502389579,0.687026,2
1364,6.341425003073602,0.70547754,1
1365,6.340425003073602,0.69657385,2
1366,6.346110201823948,0.70325905,1
1367,6.351095255847512,0.7082441,1
1368,6.350095255847512,0.7049234,2
1369,6.366133454035459,0.7219616,1
1370,6.365133454035458,0.7197794,2
1371,6.368493177104232,0.7241391,1
1372,6.367493177104231,0.72359514,2
1373,6.377315838325258,0.7344178,1
1374,6.381076132149857,0.7381781,1
1375,6.384822525752198,0.74192446,1
1376,6.3928032160899155,0.74990517,1
1377,6.399142506734889,0.7562445,1
1378,6.398142506734889,0.7567709,2
1379,6.4081345839141415,0.76776296,1
1380,6.407134583914141,0.7682835,2
1381,6.407134583914141,0.7682835,2
1382,6.407134583914141,0.7688033,2
1383,6.407134583914141,0.7630668,2
1384,6.407134583914141,0.76567847,2
1385,6.417545550429682,0.7770894,1
1386,6.4165455504296816,0.7682835,2
1387,6.4165455504296816,0.76097256,2
1388,6.4165455504296816,0.7641123,2
1389,6.429038244554261,0.777605,1
1390,6.443368272179225,0.791935,1
1391,6.442368272179225,0.7914266,2
1392,6.452490784810343,0.8025491,1
1393,6.457505598781117,0.80756396,1
1394,6.456505598781117,0.8045582,2
1395,6.456505598781117,0.8080642,2
1396,6.4659509896090706,0.81850964,1
1397,6.46495098960907,0.81603247,2
1398,6.46495098960907,0.8180146,2
1399,6.46495098960907,0.8035542,2
1400,6.46495098960907,0.7990236,2
1401,6.46495098960907,0.8060624,2
1402,6.46495098960907,0.7985187,2
1403,6.46495098960907,0.78735125,2
1404,6.476631661718197,0.8000319,1
1405,6.483162685604252,0.8065629,1
1406,6.482162685604251,0.80405617,2
1407,6.493634821550406,0.8165283,1
1408,6.501535946206606,0.82442945,1
1409,6.508398616389788,0.83129215,1
1410,6.5073986163897874,0.8322689,2
1411,6.5073986163897874,0.8308038,2
1412,6.5073986163897874,0.8303146,2
1413,6.5073986163897874,0.828357,2
1414,6.5073986163897874,0.8293362,2
1415,6.5073986163897874,0.8190039,2
1416,6.5073986163897874,0.8165283,2
1417,6.52067407968775,0.8308038,1
1418,6.531368967176831,0.8414987,1
1419,6.53036896717683,0.8453599,2
1420,6.53036896717683,0.83665156,2
1421,6.53036896717683,0.8342191,2
1422,6.53036896717683,0.8390782,2
1423,6.53036896717683,0.81305164,2
1424,6.53036896717683,0.8120563,2
1425,6.53036896717683,0.80103964,2
1426,6.53036896717683,0.8065629,2
1427,6.540325304852282,0.81751925,1
1428,6.539325304852282,0.81702393,2
1429,6.54523892396823,0.82393754,1
1430,6.54423892396823,0.8155362,2
1431,6.548683159602288,0.8209804,1
1432,6.558017265600566,0.8303145,1
1433,6.565811083269719,0.83810836,1
1434,6.574025447098021,0.8463227,1
1435,6.57302544709802,0.844878,2
1436,6.5768333644992145,0.8496859,1
1437,6.58304899739236,0.85590154,1
1438,6.582048997392359,0.8592325,2
1439,6.582048997392359,0.8592325,2
1440,6.582048997392359,0.8634986,2
1441,6.582048997392359,0.86491704,2
1442,6.582048997392359,0.8644443,2
1443,6.582048997392359,0.86302555,2
1444,6.582048997392359,0.8597074,2
1445,6.582048997392359,0.8592324,2
1446,6.582048997392359,0.8592324,2
1447,6.582048997392359,0.8587572,2
1448,6.582048997392359,0.84294844,2
1449,6.582048997392359,0.8390782,2
1450,6.596918491919937,0.8549477,1
1451,6.5983488636961605,0.8563781,1
1452,6.596918491919937,0.8549477,1
1453,6.595918491919937,0.84968585,2
1454,6.595918491919937,0.84728473,2
1455,6.595918491919937,0.83665156,2
1456,6.6031448940238375,0.84487796,1
1457,6.615597231914701,0.8573303,1
1458,6.63352214605123,0.8752552,1
1459,6.637721070689561,0.87945414,1
1460,6.6367210706895605,0.8747877,2
1461,6.6367210706895605,0.8719774,2
1462,6.6367210706895605,0.8439139,2
1463,6.641493037340642,0.8496859,1
1464,6.645800365132691,0.85399324,1
1465,6.65483272168547,0.8630256,1
1466,6.655778860147056,0.86397177,1
1467,6.654778860147056,0.8356793,2
1468,6.663459574605283,0.84536,1
