step,cum_log_rl,cum_log_bnh,action
166,0.8858852674718946,0.1697905,1
167,0.8848852674718946,0.16794404,2
168,0.8949144559931009,0.17897323,1
169,0.8939144559931009,0.1697905,2
170,0.9002674996424466,0.17714354,1
171,0.8992674996424466,0.17255421,2
172,0.901023695949465,0.1753104,1
173,0.9046865196488797,0.17897323,1
174,0.9192060760743915,0.19349279,1
175,0.9263873954825103,0.2006741,1
176,0.9344051450081169,0.20869185,1
177,0.9335174047793261,0.20780411,1
178,0.9458740967730991,0.22016081,1
179,0.9511234503644518,0.22541016,1
180,0.9563455995577387,0.2306323,1
181,0.9553455995577387,0.22541016,2
182,0.9552177496212534,0.22628231,1
183,0.9542177496212534,0.2140016,2
184,0.9567421205784193,0.21752597,1
185,0.9620051827724091,0.22278903,1
186,0.9610051827724091,0.2140016,2
187,0.963529553729575,0.21752597,1
188,0.9696671585547737,0.22366358,1
189,0.9686671585547737,0.20869187,2
190,0.9686671585547737,0.19078633,2
191,0.9686671585547737,0.19168942,2
192,0.9846696163075975,0.20869188,1
193,0.9836696163075975,0.19529274,2
194,0.9836696163075975,0.19529274,2
195,1.0022606534915974,0.21488377,1
196,1.0049028719807973,0.21752599,1
197,1.0039028719807974,0.1934928,2
198,1.0145464540044777,0.20513639,1
199,1.0135464540044778,0.17071275,2
200,1.0135464540044778,0.14834453,2
201,1.0228607257897968,0.1586588,1
202,1.021860725789797,0.14645778,2
203,1.021860725789797,0.14267345,2
204,1.0452064478392717,0.16701917,1
205,1.0442064478392719,0.15116808,2
206,1.0442064478392719,0.13027461,2
207,1.0442064478392719,0.13123377,2
208,1.0442064478392719,0.1206313,2
209,1.0442064478392719,0.11187224,2
210,1.0442064478392719,0.08311432,2
211,1.0442064478392719,0.082108036,2
212,1.0442064478392719,0.0514308,2
213,1.0442064478392719,0.054541036,2
214,1.0596342609371066,0.07096885,1
215,1.0747937123398303,0.0861283,1
216,1.0737937123398305,0.082108036,2
217,1.0737937123398305,0.0790822,2
218,1.0737937123398305,0.065864,2
219,1.1079909740607263,0.101061255,1
220,1.1069909740607264,0.10007235,2
221,1.1069909740607264,0.057641935,2
222,1.1069909740607264,0.058673374,2
223,1.1069909740607264,0.05246854,2
224,1.1069909740607264,0.058673374,2
225,1.1243775932262663,0.07705999,1
226,1.1414379066000704,0.09412031,1
227,1.1404379066000705,0.092128076,2
228,1.16113527321024,0.11382544,1
229,1.1601352732102401,0.10697248,2
230,1.1601352732102401,0.10500583,2
231,1.1844040514151581,0.13027461,1
232,1.1834040514151583,0.11772009,2
233,1.1834040514151583,0.09710081,2
234,1.1834040514151583,0.0980923,2
235,1.1834040514151583,0.07908219,2
236,1.1834040514151583,0.07604747,2
237,1.1834040514151583,0.060733125,2
238,1.1834040514151583,0.04413526,2
239,1.1834040514151583,0.02406047,2
240,1.1834040514151583,0.02725738,2
241,1.1834040514151583,0.033619817,2
242,1.1834040514151583,0.02619275,2
243,1.1834040514151583,0.017636659,2
244,1.208902654118372,0.04413526,1
245,1.2130779408584367,0.048310548,1
246,1.2120779408584368,0.046225086,2
247,1.2120779408584368,0.04308884,2
248,1.2399756230632795,0.07198652,1
249,1.2389756230632796,0.057641935,2
250,1.2389756230632796,0.031503394,2
251,1.2389756230632796,0.01656199,2
252,1.2389756230632796,0.010089414,2
253,1.2615060262153879,0.033619817,1
254,1.2667777268919185,0.038891517,1
255,1.2657777268919186,0.039942406,2
256,1.290699311930223,0.06586399,1
257,1.2896993119302231,0.059703626,2
258,1.2896993119302231,0.045180783,2
259,1.2907869527391185,0.047268424,1
260,1.3011604640907635,0.057641935,1
261,1.3001604640907636,0.038891517,2
262,1.3137745152986637,0.05350557,1
263,1.31687825278519,0.056609306,1
264,1.3158782527851902,0.04726842,2
265,1.3158782527851902,0.04413526,2
266,1.3158782527851902,0.018710176,2
267,1.3158782527851902,0.009006664,2
268,1.3224335787664199,0.01656199,1
269,1.32143357876642,0.0068372516,2
270,1.32143357876642,0.005751037,2
271,1.3269339467729475,0.012251405,1
272,1.3419399218033101,0.02725738,1
273,1.3409399218033102,0.0046635102,2
274,1.3409399218033102,-0.002982662,2
275,1.3409399218033102,-0.01733939,2
276,1.3409399218033102,-0.03303493,2
277,1.346696633554533,-0.026278216,1
278,1.357857436581984,-0.015117413,1
279,1.373276259459093,0.0003014095,1
280,1.3722762594590932,-0.03529746,2
281,1.385891443155244,-0.020682277,1
282,1.3969905730704815,-0.009583147,1
283,1.4046869245725722,-0.0018867957,1
284,1.4242103775399775,0.017636657,1
285,1.4232103775399776,0.01117125,2
286,1.4232103775399776,-0.010687487,2
287,1.4288179333242628,-0.0040799314,1
288,1.4440691134813282,0.011171249,1
289,1.4548215576368424,0.021923693,1
290,1.4548215576368424,0.021923693,1
291,1.472840267132506,0.039942402,1
292,1.4884737812834832,0.055575915,1
293,1.4874737812834833,0.05039179,2
294,1.4843925330727403,0.04831054,1
295,1.4833925330727404,0.03678623,2
296,1.4959980951114602,0.05039179,1
297,1.4949980951114603,0.045180775,2
298,1.5033583479910204,0.05454103,1
299,1.5023583479910205,0.034676567,2
300,1.5023583479910205,0.034676567,2
301,1.5023583479910205,0.032562193,2
302,1.5191879468499732,0.050391793,1
303,1.5346601410298657,0.06586399,1
304,1.533635973860049,0.064839825,1
305,1.532635973860049,0.05660931,2
306,1.532635973860049,0.036786236,2
307,1.5326891383403032,0.0378394,1
308,1.5504256608211486,0.055575922,1
309,1.5494256608211487,0.049351778,2
310,1.5494256608211487,0.045180783,2
311,1.5525966555611284,0.049351778,1
312,1.5515966555611285,0.03361982,2
313,1.5515966555611285,0.03361982,2
314,1.5569192443327102,0.03994241,1
315,1.5559192443327103,0.0378394,2
316,1.5559192443327103,0.03361982,2
317,1.558085661458323,0.03678624,1
318,1.557085661458323,0.032562204,2
319,1.557085661458323,0.014408929,2
320,1.557085661458323,0.011171257,2
321,1.557085661458323,0.011171257,2
322,1.5774766061776377,0.032562204,1
323,1.6066759139620759,0.061761513,1
324,1.6138443792560198,0.06892998,1
325,1.6128443792560199,0.065864,2
326,1.6260723953940968,0.08009201,1
327,1.6290947054852793,0.083114326,1
328,1.6280947054852795,0.07096886,2
329,1.637226297416265,0.08110045,1
330,1.6362262974162651,0.0750337,2
331,1.6412930472199871,0.08110045,1
332,1.6553072447334483,0.09511465,1
333,1.6632280361284568,0.10303544,1
334,1.6691277560223892,0.10893516,1
335,1.6681277560223893,0.10303544,2
336,1.670082201801713,0.10598989,1
337,1.669082201801713,0.10402119,2
338,1.6749551174645383,0.11089411,1
339,1.6739551174645384,0.093124524,2
340,1.6789136615549287,0.099083066,1
341,1.6936560518075785,0.113825455,1
342,1.6965782558978608,0.11674766,1
343,1.695578255897861,0.11480051,2
344,1.695578255897861,0.1128491,2
345,1.7023604706847184,0.120631315,1
346,1.7071936921202653,0.12546453,1
347,1.7061936921202654,0.12063131,2
348,1.710990692256492,0.1264283,1
349,1.709990692256492,0.12835354,2
350,1.709990692256492,0.12835354,2
351,1.709990692256492,0.12835354,2
352,1.709990692256492,0.12739126,2
353,1.709990692256492,0.1206313,2
354,1.7215088290185747,0.13314943,1
355,1.7205088290185748,0.13123377,2
356,1.7205088290185748,0.1264283,2
357,1.726229965644431,0.13314945,1
358,1.7252299656444312,0.12931442,2
359,1.7252299656444312,0.13314945,2
360,1.7252299656444312,0.11966193,2
361,1.7396296079331162,0.13506156,1
362,1.7386296079331163,0.13506156,2
363,1.7518545926162128,0.14928655,1
364,1.755614255236936,0.15304622,1
365,1.7546142552369361,0.14928655,2
366,1.7546142552369361,0.14834456,2
367,1.7583159054727382,0.1530462,1
368,1.7573159054727383,0.14834456,2
369,1.7573159054727383,0.14834456,2
370,1.7573159054727383,0.14834456,2
371,1.7619550152332613,0.15398367,1
372,1.7609550152332614,0.14172511,2
373,1.7609550152332614,0.12546451,2
374,1.7609550152332614,0.13123375,2
375,1.772342057167096,0.14362079,1
376,1.7713420571670961,0.13982591,2
377,1.7741369372853173,0.14362079,1
378,1.7731369372853174,0.13601623,2
379,1.7731369372853174,0.122567356,2
380,1.774069381103395,0.1244998,1
381,1.7931903760586962,0.14362079,1
382,1.7921903760586964,0.1417251,2
383,1.8006333499406564,0.15116806,1
384,1.8053215514128196,0.15585627,1
385,1.8081240919609654,0.1586588,1
386,1.8081240919609654,0.1586588,1
387,1.8071240919609655,0.1586588,2
388,1.816333064690708,0.16886778,1
389,1.8181780457939123,0.17071277,1
390,1.8236925431969677,0.17622727,1
391,1.8264385391934876,0.17897327,1
392,1.8282652045576935,0.18079993,1
393,1.8291773419454795,0.18171208,1
394,1.8281773419454797,0.16331212,2
395,1.8281773419454797,0.15398367,2
396,1.8281773419454797,0.14456737,2
397,1.8281773419454797,0.14740168,2
398,1.8384344893619522,0.15865882,1
399,1.850488442845653,0.17071277,1
400,1.849488442845653,0.14740166,2
401,1.8578781031668292,0.15679131,1
402,1.8662538046613442,0.16516702,1
403,1.8652538046613443,0.1521075,2
404,1.8652538046613443,0.15116806,2
405,1.8652538046613443,0.15116806,2
406,1.8652538046613443,0.1417251,2
407,1.8652538046613443,0.12739125,2
408,1.8652538046613443,0.056609288,2
409,1.8652538046613443,-0.021798834,2
410,1.8907161286249865,0.0046634898,1
411,1.8897161286249866,-0.0018868139,2
412,1.907164911709737,0.01656197,1
413,1.9523644251451007,0.061761484,1
414,1.9513644251451008,0.04518076,2
415,1.9513644251451008,0.040992357,2
416,1.96184058237822,0.052468516,1
417,1.96084058237822,0.0472684,2
418,1.9660777297541614,0.053505547,1
419,1.9906438865438218,0.078071706,1
420,1.9926641685161854,0.08009199,1
421,1.9916641685161856,0.078071706,2
422,1.9916641685161856,0.078071706,2
423,1.9916641685161856,0.06892995,2
424,1.9916641685161856,0.06586397,2
425,1.9916641685161856,0.06688672,2
426,2.0078976128939656,0.08412017,1
427,2.0068976128939657,0.079082176,2
428,2.0068976128939657,0.061761484,2
429,2.0171395024526984,0.073003374,1
430,2.0161395024526985,0.07096883,2
431,2.0161395024526985,0.0648398,2
432,2.0161395024526985,0.06278862,2
433,2.0161395024526985,0.051430777,2
434,2.032638673650113,0.06892995,1
435,2.037727760596213,0.07401904,1
436,2.0407686948105814,0.07705997,1
437,2.0397686948105815,0.07401904,2
438,2.0397686948105815,0.061761484,2
439,2.0540671814978246,0.07705997,1
440,2.0701316986978178,0.09312449,1
441,2.086922522708786,0.10991531,1
442,2.085922522708786,0.09412028,2
443,2.085922522708786,0.08913266,2
444,2.085922522708786,0.08913266,2
445,2.0909044727981216,0.09511461,1
446,2.0899044727981217,0.07908217,2
447,2.0899044727981217,0.075033665,2
448,2.0899044727981217,0.06586397,2
449,2.0899044727981217,0.0648398,2
450,2.098083706371499,0.07401904,1
451,2.097083706371499,0.06892995,2
452,2.097083706371499,0.067908674,2
453,2.097083706371499,0.054541014,2
454,2.097083706371499,0.0555759,2
455,2.097083706371499,0.049351756,2
456,2.1115717544555794,0.0648398,1
457,2.1105717544555795,0.061761484,2
458,2.1105717544555795,0.059703603,2
459,2.126928120374693,0.07705997,1
460,2.127939854504554,0.078071706,1
461,2.126939854504554,0.06381495,2
462,2.126939854504554,0.058673352,2
463,2.126939854504554,0.0472684,2
464,2.1321770018804953,0.053505547,1
465,2.1311770018804954,0.053505547,2
466,2.1311770018804954,0.0555759,2
467,2.1311770018804954,0.057641912,2
468,2.1311770018804954,0.051430777,2
469,2.1415348476190257,0.06278862,1
470,2.14563294774109,0.06688672,1
471,2.14463294774109,0.049351756,2
472,2.14463294774109,0.040992357,2
473,2.14463294774109,0.040992357,2
474,2.156146138248979,0.053505547,1
475,2.1715705388169875,0.06892995,1
476,2.1705705388169876,0.06892995,2
477,2.1766880435366325,0.07604745,1
478,2.1756880435366326,0.06688672,2
479,2.179787816477954,0.0719865,1
480,2.194931965319454,0.08713064,1
481,2.197933466870352,0.09013215,1
482,2.2019216052703703,0.09412029,1
483,2.211822474140688,0.104021154,1
484,2.211822474140688,0.104021154,1
485,2.2108224741406883,0.103035405,2
486,2.2108224741406883,0.103035405,2
487,2.2167023784481135,0.10991531,1
488,2.2157023784481136,0.10402115,2
489,2.2157023784481136,0.08913266,2
490,2.2157023784481136,0.0911305,2
491,2.2157023784481136,0.08913266,2
492,2.2157023784481136,0.08913266,2
493,2.2157023784481136,0.08412016,2
494,2.2247024955712407,0.09412028,1
495,2.2256968273567184,0.09511461,1
496,2.2395173386456593,0.108935125,1
497,2.2385173386456594,0.101061225,2
498,2.2434285654956625,0.10697245,1
499,2.2424285654956626,0.09809227,2
500,2.2424285654956626,0.086128265,2
501,2.2424285654956626,0.07908216,2
502,2.2554708777750063,0.09312447,1
503,2.2544708777750064,0.07908216,2
504,2.2544708777750064,0.05970359,2
505,2.2544708777750064,0.060733087,2
506,2.2544708777750064,0.024060432,2
507,2.2544708777750064,0.004663473,2
508,2.2544708777750064,-0.009583183,2
509,2.2544708777750064,-0.009583183,2
510,2.2544708777750064,-0.011793281,2
511,2.2544708777750064,-0.016227987,2
512,2.266716165126317,-0.0029826993,1
513,2.265716165126317,-0.00079196645,2
514,2.265716165126317,-0.0040799663,2
515,2.265716165126317,-0.017339427,2
516,2.265716165126317,-0.040976055,2
517,2.265716165126317,-0.053583827,2
518,2.279599271700733,-0.038700722,1
519,2.2785992717007333,-0.04783336,2
520,2.2901351343253786,-0.035297498,1
521,2.2891351343253787,-0.031905748,2
522,2.2937626309590575,-0.026278252,1
523,2.3049234339865086,-0.015117449,1
524,2.3039234339865087,-0.014008143,2
525,2.312851610166037,-0.004079967,1
526,2.311851610166037,-0.016227987,2
527,2.311851610166037,-0.035297498,2
528,2.311851610166037,-0.05704976,2
529,2.3326038707913996,-0.035297498,1
530,2.3316038707913997,-0.033034965,2
531,2.3316038707913997,-0.04097606,2
532,2.3316038707913997,-0.06169039,2
533,2.34101467136761,-0.05127959,1
534,2.34001467136761,-0.06401864,2
535,2.3540525879683143,-0.04898072,1
536,2.3756321758004075,-0.027401133,1
537,2.3746321758004076,-0.04211564,2
538,2.3746321758004076,-0.03983778,2
539,2.3746321758004076,-0.057049766,2
540,2.3746321758004076,-0.08403102,2
541,2.4075337331267246,-0.050129466,1
542,2.4132645641910084,-0.044398636,1
543,2.4223656923966654,-0.035297506,1
544,2.4213656923966655,-0.03870073,2
545,2.4213656923966655,-0.055893257,2
546,2.4213656923966655,-0.06401864,2
547,2.4213656923966655,-0.07574214,2
548,2.4378998794602404,-0.05820795,1
549,2.4448282414125453,-0.05127959,1
550,2.4653300897227775,-0.030777741,1
551,2.4643300897227776,-0.033034965,2
552,2.4700868014740003,-0.026278254,1
553,2.4690868014740004,-0.030777741,2
554,2.483747093011643,-0.01511745,1
555,2.482747093011643,-0.031905748,2
556,2.4851275108354347,-0.02852533,1
557,2.484127510835435,-0.038700722,2
558,2.484127510835435,-0.038700722,2
559,2.500029380162265,-0.021798853,1
560,2.499029380162265,-0.028525332,2
561,2.499029380162265,-0.033034965,2
562,2.519271061812546,-0.011793284,1
563,2.530272375849094,-0.0007919697,1
564,2.5292723758490943,-0.0073781586,2
565,2.5292723758490943,-0.019566556,2
566,2.5292723758490943,-0.03756496,2
567,2.54068089780679,-0.025156438,1
568,2.53968089780679,-0.029650938,2
569,2.53968089780679,-0.042115636,2
570,2.5500187918218042,-0.030777741,1
571,2.5490187918218044,-0.05820795,2
572,2.5490187918218044,-0.05820795,2
573,2.560684424002674,-0.04554232,1
574,2.559684424002674,-0.05127959,2
575,2.559684424002674,-0.06401864,2
576,2.559684424002674,-0.06285391,2
577,2.559684424002674,-0.071036346,2
578,2.559684424002674,-0.07692199,2
579,2.559684424002674,-0.07928601,2
580,2.559684424002674,-0.100818075,2
581,2.5598930030539826,-0.099609494,1
582,2.5754714769721225,-0.08403102,1
583,2.5978121024966434,-0.061690398,1
584,2.5968121024966435,-0.07103635,2
585,2.6190150842964846,-0.047833372,1
586,2.622449818482642,-0.04439864,1
587,2.627010668577646,-0.03983779,1
588,2.626010668577646,-0.0512796,2
589,2.6387252987344016,-0.03756497,1
590,2.6377252987344018,-0.042115647,2
591,2.6377252987344018,-0.055893265,2
592,2.649362036632394,-0.04325653,1
593,2.648362036632394,-0.053583845,2
594,2.648362036632394,-0.057049777,2
595,2.648362036632394,-0.072210595,2
596,2.648362036632394,-0.072210595,2
597,2.648362036632394,-0.08403103,2
598,2.654471068179255,-0.076922,1
599,2.665040744936114,-0.06635232,1
600,2.664040744936114,-0.073386274,2
601,2.674736616065746,-0.061690405,1
602,2.6737366160657463,-0.06285392,2
603,2.6737366160657463,-0.06752114,2
604,2.6737366160657463,-0.06986322,2
605,2.6774151708986818,-0.06518467,1
606,2.687861948465949,-0.05473789,1
607,2.6868619484659493,-0.058207966,2
608,2.6868619484659493,-0.072210595,2
609,2.6893810120485933,-0.06869153,1
610,2.6905514030326367,-0.06752114,1
611,2.689551403032637,-0.07338628,2
612,2.7037297137174967,-0.05820797,1
613,2.702729713717497,-0.07456342,2
614,2.7146027244273787,-0.061690412,1
615,2.7215552411619788,-0.054737896,1
616,2.7341774792988067,-0.04211566,1
617,2.7443873647246724,-0.031905774,1
618,2.748891986684895,-0.027401153,1
619,2.748891986684895,-0.027401153,1
620,2.761175663920141,-0.015117476,1
621,2.760175663920141,-0.01845253,2
622,2.758061613644495,-0.01956658,1
623,2.757061613644495,-0.02403617,2
624,2.758298905651107,-0.021798879,1
625,2.757298905651107,-0.025156463,2
626,2.7663378924532083,-0.015117476,1
627,2.7653378924532084,-0.01956658,2
628,2.7743212634651213,-0.00958321,1
629,2.7733212634651214,-0.012900093,2
630,2.7844293621806653,-0.0007919939,1
631,2.7833344976157175,-0.0018868585,1
632,2.7823344976157176,-0.0051780725,2
633,2.7857205761820305,-0.0007919939,1
634,2.7900873060561944,0.003574736,1
635,2.812705255229049,0.026192686,1
636,2.811705255229049,0.022992684,2
637,2.828704883787804,0.040992312,1
638,2.837064280618005,0.049351707,1
639,2.8391433032006255,0.05143073,1
640,2.8463858770914605,0.058673304,1
641,2.8453858770914606,0.060733058,2
642,2.85053949600833,0.06688668,1
643,2.84953949600833,0.06483976,2
644,2.8637916791998084,0.08009194,1
645,2.8627916791998085,0.074018985,2
646,2.8627916791998085,0.074018985,2
647,2.869880658138567,0.08210796,1
648,2.868880658138567,0.07300332,2
649,2.868880658138567,0.06790862,2
650,2.868880658138567,0.05970355,2
651,2.8882690396942436,0.08009193,1
652,2.901301540326351,0.093124434,1
653,2.900301540326351,0.092128,2
654,2.900301540326351,0.09511456,2
655,2.918987401049608,0.11480042,1
656,2.9179874010496083,0.11674757,2
657,2.9179874010496083,0.117720015,2
658,2.9179874010496083,0.11966184,2
659,2.9179874010496083,0.112849005,2
660,2.9199128042329345,0.11577441,1
661,2.9189128042329346,0.105005756,2
662,2.9188968458352855,0.1059898,1
663,2.9441407372383646,0.13123369,1
664,2.9431407372383647,0.12835346,2
665,2.9431407372383647,0.12449974,2
666,2.9431407372383647,0.120631225,2
667,2.9450434955461198,0.12353399,1
668,2.94404349554612,0.1186914,2
669,2.94404349554612,0.094120234,2
670,2.94404349554612,0.090132095,2
671,2.94404349554612,0.079082124,2
672,2.94404349554612,0.06790862,2
673,2.94404349554612,0.065863915,2
674,2.94404349554612,0.057641856,2
675,2.9502413855111476,0.06483974,1
676,2.9624615530660625,0.07705991,1
677,2.9614615530660626,0.058673292,2
678,2.9614615530660626,0.05660923,2
679,2.9819239712050436,0.07807165,1
680,2.9809239712050437,0.07198644,2
681,2.9809239712050437,0.067908615,2
682,2.9809239712050437,0.06688666,2
683,2.9809239712050437,0.059703544,2
684,2.9871070894627154,0.06688666,1
685,2.9861070894627155,0.06688666,2
686,2.9861070894627155,0.06381489,2
687,2.9861070894627155,0.0451807,2
688,2.9861070894627155,0.0451807,2
689,2.9861070894627155,0.02085361,2
690,2.991510778269756,0.027257299,1
691,2.990510778269756,0.014408843,2
692,2.990510778269756,0.013330955,2
693,2.990510778269756,0.0013938043,2
694,2.990510778269756,0.0057509555,2
695,2.990510778269756,0.00030133175,2
696,2.990510778269756,-0.018452546,2
697,3.000585125691283,-0.007378198,1
698,2.9995851256912833,-0.03529754,2
699,2.9995851256912833,-0.033035006,2
700,3.009821237324763,-0.021798894,1
701,3.008821237324763,-0.039837815,2
702,3.008821237324763,-0.040976096,2
703,3.008821237324763,-0.039837815,2
704,3.008821237324763,-0.03870076,2
705,3.0157442182591447,-0.030777778,1
706,3.014744218259145,-0.035297535,2
707,3.014744218259145,-0.045542356,2
708,3.014744218259145,-0.057049796,2
709,3.014744218259145,-0.0733863,2
710,3.0266023203572523,-0.060528196,1
711,3.0427318531861793,-0.044398665,1
712,3.0518329813918363,-0.035297535,1
713,3.0508329813918365,-0.055893287,2
714,3.070428734957267,-0.035297535,1
715,3.0694287349572673,-0.044398665,2
716,3.0729895850522713,-0.039837815,1
717,3.0719895850522714,-0.040976096,2
718,3.0719895850522714,-0.040976096,2
719,3.0890488014919955,-0.02291688,1
720,3.0880488014919956,-0.028525371,2
721,3.0960075779734453,-0.019566596,1
722,3.1037808506666025,-0.011793323,1
723,3.1027808506666026,-0.014008184,2
724,3.1027808506666026,-0.02291688,2
725,3.1027808506666026,-0.027401168,2
726,3.1084996641082965,-0.020682354,1
727,3.122904382872423,-0.0062776348,1
728,3.1381886026291452,0.009006585,1
729,3.1403531904733084,0.011171173,1
730,3.144668039160808,0.015486022,1
731,3.1436680391608083,0.004663433,2
