rule_name,use_early_exit,dd_threshold,nk_threshold,ma_window,early_take_profit_buffer_pct,early_stop_buffer_pct,initial_capital,final_capital,total_return_pct,num_buys,num_roundtrips,win_rate_pct,avg_roundtrip_return_pct,max_drawdown_pct
early_dd5.0_nk0.0_ma7_tpb1.0_slb2.0,True,5.0,0.0,7.0,1.0,2.0,3000000.0,3198721.7250000043,6.624057500000147,43,43,74.4186046511628,0.8063236920684564,-10.441522102154032
early_dd5.0_nk0.0_ma10_tpb1.0_slb2.0,True,5.0,0.0,10.0,1.0,2.0,3000000.0,3198721.7250000043,6.624057500000147,43,43,74.4186046511628,0.8063236920684564,-10.441522102154032
early_dd2.0_nk0.0_ma5_tpb1.0_slb1.5,True,2.0,0.0,5.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd2.0_nk0.0_ma7_tpb1.0_slb1.5,True,2.0,0.0,7.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd2.0_nk0.0_ma10_tpb1.0_slb1.5,True,2.0,0.0,10.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd3.0_nk0.0_ma5_tpb1.0_slb1.5,True,3.0,0.0,5.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd3.0_nk0.0_ma7_tpb1.0_slb1.5,True,3.0,0.0,7.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd3.0_nk0.0_ma10_tpb1.0_slb1.5,True,3.0,0.0,10.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd4.0_nk0.0_ma5_tpb1.0_slb1.5,True,4.0,0.0,5.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd4.0_nk0.0_ma7_tpb1.0_slb1.5,True,4.0,0.0,7.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd4.0_nk0.0_ma10_tpb1.0_slb1.5,True,4.0,0.0,10.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd5.0_nk0.0_ma5_tpb1.0_slb1.5,True,5.0,0.0,5.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd5.0_nk0.0_ma7_tpb1.0_slb1.5,True,5.0,0.0,7.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd5.0_nk0.0_ma10_tpb1.0_slb1.5,True,5.0,0.0,10.0,1.0,1.5,3000000.0,3175719.2500000047,5.8573083333334885,43,43,69.76744186046511,0.5259168840371139,-10.217753994812707
early_dd2.0_nk0.0_ma5_tpb0.5_slb1.5,True,2.0,0.0,5.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd2.0_nk0.0_ma7_tpb0.5_slb1.5,True,2.0,0.0,7.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd2.0_nk0.0_ma10_tpb0.5_slb1.5,True,2.0,0.0,10.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd3.0_nk0.0_ma5_tpb0.5_slb1.5,True,3.0,0.0,5.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd3.0_nk0.0_ma7_tpb0.5_slb1.5,True,3.0,0.0,7.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd3.0_nk0.0_ma10_tpb0.5_slb1.5,True,3.0,0.0,10.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd4.0_nk0.0_ma5_tpb0.5_slb1.5,True,4.0,0.0,5.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd4.0_nk0.0_ma7_tpb0.5_slb1.5,True,4.0,0.0,7.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd4.0_nk0.0_ma10_tpb0.5_slb1.5,True,4.0,0.0,10.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd5.0_nk0.0_ma5_tpb0.5_slb1.5,True,5.0,0.0,5.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd5.0_nk0.0_ma7_tpb0.5_slb1.5,True,5.0,0.0,7.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd5.0_nk0.0_ma10_tpb0.5_slb1.5,True,5.0,0.0,10.0,0.5,1.5,3000000.0,3143371.8999999994,4.779063333333311,45,45,71.11111111111111,0.45249793753453554,-9.363691160946209
early_dd2.0_nk0.0_ma5_tpb0.5_slb2.0,True,2.0,0.0,5.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd2.0_nk0.0_ma7_tpb0.5_slb2.0,True,2.0,0.0,7.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd2.0_nk0.0_ma10_tpb0.5_slb2.0,True,2.0,0.0,10.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd3.0_nk0.0_ma5_tpb0.5_slb2.0,True,3.0,0.0,5.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd3.0_nk0.0_ma7_tpb0.5_slb2.0,True,3.0,0.0,7.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd3.0_nk0.0_ma10_tpb0.5_slb2.0,True,3.0,0.0,10.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd4.0_nk0.0_ma5_tpb0.5_slb2.0,True,4.0,0.0,5.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd4.0_nk0.0_ma7_tpb0.5_slb2.0,True,4.0,0.0,7.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd4.0_nk0.0_ma10_tpb0.5_slb2.0,True,4.0,0.0,10.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd5.0_nk0.0_ma5_tpb0.5_slb2.0,True,5.0,0.0,5.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd5.0_nk0.0_ma7_tpb0.5_slb2.0,True,5.0,0.0,7.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd5.0_nk0.0_ma10_tpb0.5_slb2.0,True,5.0,0.0,10.0,0.5,2.0,3000000.0,3119881.9000000004,3.996063333333355,45,45,75.55555555555556,0.6771114471757428,-10.764880055659876
early_dd2.0_nk0.0_ma5_tpb0.0_slb2.0,True,2.0,0.0,5.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd2.0_nk0.0_ma7_tpb0.0_slb2.0,True,2.0,0.0,7.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd2.0_nk0.0_ma10_tpb0.0_slb2.0,True,2.0,0.0,10.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd3.0_nk0.0_ma5_tpb0.0_slb2.0,True,3.0,0.0,5.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd3.0_nk0.0_ma7_tpb0.0_slb2.0,True,3.0,0.0,7.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd3.0_nk0.0_ma10_tpb0.0_slb2.0,True,3.0,0.0,10.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd4.0_nk0.0_ma5_tpb0.0_slb2.0,True,4.0,0.0,5.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd4.0_nk0.0_ma7_tpb0.0_slb2.0,True,4.0,0.0,7.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd4.0_nk0.0_ma10_tpb0.0_slb2.0,True,4.0,0.0,10.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd5.0_nk0.0_ma5_tpb0.0_slb2.0,True,5.0,0.0,5.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd5.0_nk0.0_ma7_tpb0.0_slb2.0,True,5.0,0.0,7.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd5.0_nk0.0_ma10_tpb0.0_slb2.0,True,5.0,0.0,10.0,0.0,2.0,3000000.0,3043077.125000002,1.4359041666667238,45,45,77.77777777777779,0.5942703653719396,-10.75907091603029
early_dd2.0_nk0.0_ma5_tpb0.0_slb1.5,True,2.0,0.0,5.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd2.0_nk0.0_ma7_tpb0.0_slb1.5,True,2.0,0.0,7.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd2.0_nk0.0_ma10_tpb0.0_slb1.5,True,2.0,0.0,10.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd3.0_nk0.0_ma5_tpb0.0_slb1.5,True,3.0,0.0,5.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd3.0_nk0.0_ma7_tpb0.0_slb1.5,True,3.0,0.0,7.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd3.0_nk0.0_ma10_tpb0.0_slb1.5,True,3.0,0.0,10.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd4.0_nk0.0_ma5_tpb0.0_slb1.5,True,4.0,0.0,5.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd4.0_nk0.0_ma7_tpb0.0_slb1.5,True,4.0,0.0,7.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd4.0_nk0.0_ma10_tpb0.0_slb1.5,True,4.0,0.0,10.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd5.0_nk0.0_ma5_tpb0.0_slb1.5,True,5.0,0.0,5.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd5.0_nk0.0_ma7_tpb0.0_slb1.5,True,5.0,0.0,7.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd5.0_nk0.0_ma10_tpb0.0_slb1.5,True,5.0,0.0,10.0,0.0,1.5,3000000.0,3042441.625000003,1.4147208333334271,45,45,73.33333333333333,0.35864360333816986,-9.899884883013254
early_dd3.0_nk-0.015_ma7_tpb1.0_slb1.0,True,3.0,-0.015,7.0,1.0,1.0,3000000.0,3007605.0100000007,0.2535003333333563,30,30,56.666666666666664,1.6183856825824405,-10.201974784317414
early_dd3.0_nk-0.01_ma7_tpb1.0_slb1.0,True,3.0,-0.01,7.0,1.0,1.0,3000000.0,3007605.0100000007,0.2535003333333563,30,30,56.666666666666664,1.6183856825824405,-10.201974784317414
early_dd3.0_nk-0.005_ma7_tpb1.0_slb1.0,True,3.0,-0.005,7.0,1.0,1.0,3000000.0,3007605.0100000007,0.2535003333333563,30,30,56.666666666666664,1.6183856825824405,-10.201974784317414
early_dd3.0_nk-0.015_ma7_tpb0.5_slb1.0,True,3.0,-0.015,7.0,0.5,1.0,3000000.0,2983105.66,-0.5631446666666595,30,30,56.666666666666664,1.589938278851876,-10.782082298090279
early_dd3.0_nk-0.01_ma7_tpb0.5_slb1.0,True,3.0,-0.01,7.0,0.5,1.0,3000000.0,2983105.66,-0.5631446666666595,30,30,56.666666666666664,1.589938278851876,-10.782082298090279
early_dd3.0_nk-0.005_ma7_tpb0.5_slb1.0,True,3.0,-0.005,7.0,0.5,1.0,3000000.0,2983105.66,-0.5631446666666595,30,30,56.666666666666664,1.589938278851876,-10.782082298090279
early_dd3.0_nk-0.015_ma7_tpb0.0_slb1.0,True,3.0,-0.015,7.0,0.0,1.0,3000000.0,2978367.66,-0.7210779999999972,30,30,56.666666666666664,1.5730506255869772,-10.931102319719631
early_dd3.0_nk-0.01_ma7_tpb0.0_slb1.0,True,3.0,-0.01,7.0,0.0,1.0,3000000.0,2978367.66,-0.7210779999999972,30,30,56.666666666666664,1.5730506255869772,-10.931102319719631
early_dd3.0_nk-0.005_ma7_tpb0.0_slb1.0,True,3.0,-0.005,7.0,0.0,1.0,3000000.0,2978367.66,-0.7210779999999972,30,30,56.666666666666664,1.5730506255869772,-10.931102319719631
early_dd2.0_nk0.0_ma5_tpb0.5_slb1.0,True,2.0,0.0,5.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd2.0_nk0.0_ma7_tpb0.5_slb1.0,True,2.0,0.0,7.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd2.0_nk0.0_ma10_tpb0.5_slb1.0,True,2.0,0.0,10.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd3.0_nk0.0_ma5_tpb0.5_slb1.0,True,3.0,0.0,5.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd3.0_nk0.0_ma7_tpb0.5_slb1.0,True,3.0,0.0,7.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd3.0_nk0.0_ma10_tpb0.5_slb1.0,True,3.0,0.0,10.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd4.0_nk0.0_ma5_tpb0.5_slb1.0,True,4.0,0.0,5.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd4.0_nk0.0_ma7_tpb0.5_slb1.0,True,4.0,0.0,7.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd4.0_nk0.0_ma10_tpb0.5_slb1.0,True,4.0,0.0,10.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd5.0_nk0.0_ma5_tpb0.5_slb1.0,True,5.0,0.0,5.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd5.0_nk0.0_ma7_tpb0.5_slb1.0,True,5.0,0.0,7.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd5.0_nk0.0_ma10_tpb0.5_slb1.0,True,5.0,0.0,10.0,0.5,1.0,3000000.0,2977007.000000001,-0.7664333333333051,45,45,62.22222222222222,0.15216572848900906,-7.726240773848447
early_dd4.0_nk-0.015_ma5_tpb0.0_slb2.0,True,4.0,-0.015,5.0,0.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.015_ma5_tpb0.5_slb2.0,True,4.0,-0.015,5.0,0.5,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.015_ma5_tpb1.0_slb2.0,True,4.0,-0.015,5.0,1.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.015_ma7_tpb0.0_slb2.0,True,4.0,-0.015,7.0,0.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.015_ma7_tpb0.5_slb2.0,True,4.0,-0.015,7.0,0.5,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.015_ma7_tpb1.0_slb2.0,True,4.0,-0.015,7.0,1.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.015_ma10_tpb0.0_slb2.0,True,4.0,-0.015,10.0,0.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.015_ma10_tpb0.5_slb2.0,True,4.0,-0.015,10.0,0.5,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.015_ma10_tpb1.0_slb2.0,True,4.0,-0.015,10.0,1.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.01_ma5_tpb0.0_slb2.0,True,4.0,-0.01,5.0,0.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.01_ma5_tpb0.5_slb2.0,True,4.0,-0.01,5.0,0.5,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.01_ma5_tpb1.0_slb2.0,True,4.0,-0.01,5.0,1.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.01_ma7_tpb0.0_slb2.0,True,4.0,-0.01,7.0,0.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.01_ma7_tpb0.5_slb2.0,True,4.0,-0.01,7.0,0.5,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.01_ma7_tpb1.0_slb2.0,True,4.0,-0.01,7.0,1.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.01_ma10_tpb0.0_slb2.0,True,4.0,-0.01,10.0,0.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.01_ma10_tpb0.5_slb2.0,True,4.0,-0.01,10.0,0.5,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.01_ma10_tpb1.0_slb2.0,True,4.0,-0.01,10.0,1.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.005_ma5_tpb0.0_slb2.0,True,4.0,-0.005,5.0,0.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.005_ma5_tpb0.5_slb2.0,True,4.0,-0.005,5.0,0.5,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.005_ma5_tpb1.0_slb2.0,True,4.0,-0.005,5.0,1.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.005_ma7_tpb0.0_slb2.0,True,4.0,-0.005,7.0,0.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.005_ma7_tpb0.5_slb2.0,True,4.0,-0.005,7.0,0.5,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.005_ma7_tpb1.0_slb2.0,True,4.0,-0.005,7.0,1.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.005_ma10_tpb0.0_slb2.0,True,4.0,-0.005,10.0,0.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.005_ma10_tpb0.5_slb2.0,True,4.0,-0.005,10.0,0.5,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
early_dd4.0_nk-0.005_ma10_tpb1.0_slb2.0,True,4.0,-0.005,10.0,1.0,2.0,3000000.0,2957704.835000001,-1.409838833333299,30,30,50.0,0.8561638266460526,-11.707067127405924
baseline_8tp_5sl,False,,,,,,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
early_dd5.0_nk-0.015_ma5_tpb0.0_slb1.5,True,5.0,-0.015,5.0,0.0,1.5,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
early_dd5.0_nk-0.015_ma5_tpb0.0_slb2.0,True,5.0,-0.015,5.0,0.0,2.0,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
early_dd5.0_nk-0.015_ma5_tpb0.5_slb1.5,True,5.0,-0.015,5.0,0.5,1.5,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
early_dd5.0_nk-0.015_ma5_tpb0.5_slb2.0,True,5.0,-0.015,5.0,0.5,2.0,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
early_dd5.0_nk-0.015_ma5_tpb1.0_slb1.5,True,5.0,-0.015,5.0,1.0,1.5,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
early_dd5.0_nk-0.015_ma5_tpb1.0_slb2.0,True,5.0,-0.015,5.0,1.0,2.0,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
early_dd5.0_nk-0.015_ma7_tpb0.0_slb1.5,True,5.0,-0.015,7.0,0.0,1.5,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
early_dd5.0_nk-0.015_ma7_tpb0.0_slb2.0,True,5.0,-0.015,7.0,0.0,2.0,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
early_dd5.0_nk-0.015_ma7_tpb0.5_slb1.5,True,5.0,-0.015,7.0,0.5,1.5,3000000.0,2951831.4850000003,-1.6056171666666508,30,30,50.0,0.7886743033880875,-11.891532880746091
