entry_breakout_pct,take_profit_pct,stop_loss_pct,final_capital,total_return_pct,win_rate_pct,avg_roundtrip_return_pct,num_roundtrips,max_drawdown_pct
1.5,8.0,5.0,3231191.500000001,7.706383333333355,61.29032258064516,1.9954859990615503,31,-9.032187155225968
1.5,10.0,4.0,3206191.0,6.873033333333334,51.42857142857142,1.394738623069648,35,-8.549067319995284
1.5,8.0,6.0,3185591.500000001,6.186383333333367,61.29032258064516,1.8827756784518523,31,-10.34763823883601
1.25,8.0,6.0,3168145.0000000005,5.604833333333348,57.57575757575758,1.8665009982440157,33,-11.509137759533095
1.7500000000000002,8.0,5.0,3149007.5,4.966916666666665,51.724137931034484,1.8522120387525134,29,-9.705555923059395
1.5,10.0,5.0,3137433.0000000005,4.581100000000005,53.333333333333336,1.8783369141625479,30,-9.810932491428414
1.7500000000000002,10.0,5.0,3120150.25,4.005008333333326,53.333333333333336,1.5687945062580952,30,-8.922583453884004
2.0,10.0,4.0,3118188.0,3.9395999999999987,47.368421052631575,2.081784910294316,19,-10.319334512798218
2.0,10.0,5.0,3117888.0,3.9295999999999998,47.368421052631575,2.062721023396545,19,-10.32024774494401
1.7500000000000002,10.0,4.0,3101587.0,3.386233333333344,48.38709677419355,1.1424097316776571,31,-8.972445065787394
1.7500000000000002,8.0,4.0,3101416.75,3.380558333333328,48.275862068965516,1.355319745756899,29,-9.43416359793826
1.5,8.0,4.0,3099160.0,3.305333333333338,56.75675675675676,1.390736069341465,37,-8.491054635325334
1.5,10.0,6.0,3089233.0000000005,2.9744333333333595,53.333333333333336,1.5407876076792977,30,-11.231728075053372
1.25,10.0,6.0,3076527.5,2.5509166666666694,48.38709677419355,1.4225722048790452,31,-11.487274989529672
1.7500000000000002,10.0,6.0,3047350.25,1.5783416666666605,53.333333333333336,1.2583614461188657,30,-11.123248299768917
1.25,8.0,5.0,3044151.2500000005,1.4717083333333436,55.88235294117647,1.5319844515533747,34,-15.066097524417676
1.7500000000000002,8.0,6.0,3035607.5,1.1869166666666597,51.724137931034484,1.5310743903326205,29,-13.059999265165157
1.25,10.0,5.0,3015371.25,0.5123750000000094,46.875,1.2887972643817476,32,-13.295786768236583
2.0,8.0,4.0,3005772.0,0.19240000000000368,45.83333333333333,0.358122850146067,24,-10.438098920352768
2.0,8.0,5.0,3005472.0,0.18240000000000478,45.83333333333333,0.34303060635199795,24,-10.43905686166301
1.25,10.0,4.0,2956023.75,-1.4658750000000054,43.24324324324324,0.4553453458968864,37,-15.240910014518061
2.0,10.0,6.0,2942964.0,-1.9012000000000029,55.00000000000001,2.5119844561653255,20,-15.35239454811993
2.0,8.0,6.0,2877172.0,-4.094266666666668,50.0,0.36744051947672257,24,-13.757308619834486
1.25,8.0,4.0,2738685.0,-8.7105,48.78048780487805,0.8126441799823617,41,-15.896201558339051
