ticker,company_name,market,simple_sector,sector,feature_summary,segment_summary,flags,headline_positive_count,headline_negative_count,headline_score_raw,shikiho_score_overall,score_growth,score_profitability,score_safety,score_undervalued,score_momentum,forecast_per,actual_pbr,forecast_yield,ytd_return_text_pct,ma200_gap_pct,equity_ratio_pct,sales_growth_pct,op_growth_pct,np_growth_pct,eps_growth_pct,div_growth_pct,annual_return_pct,quarter_return_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,persistence_20d_pct,year_end_close,sector_33,sector_adjusted_per_score,fundamental_score,price_score,valuation_score,promising_score,selected,selection_reason
5280.T,ヨシコン,東証スタンダード,不動産/不動産(住宅),不動産/不動産(住宅),,,業績予想更新あり / 信用,5,1,4,4.0,4.0,5.0,4.0,5.0,5.0,6.56,0.64,3.05,,,,9.19414719371041,6.883283454467715,6.065628107391441,6.04137282557593,6.666666666666665,94.25901201602136,27.018769096464435,0.9333849220344516,12.566686425607587,75.0,60.0,2910.0,不動産業,0.918032786885246,0.7159063868406593,0.909417676618386,0.8380729497241715,0.8274197798173388,True,score=0.827 | annual=94.3 | q4=27.0 | trend_r2=0.933 | per_score=0.918
7887.T,南海プライウッド,東証スタンダード,その他製品/住宅設備・機器,その他製品/住宅設備・機器,,,業績予想更新あり / 信用,0,1,-1,4.0,4.0,4.0,4.0,5.0,5.0,5.54,0.41,1.81,,,,20.380402070542925,139.3340270551509,1385.1485148514853,1381.3397129186603,0.0,70.12987012987013,23.75168690958165,0.8507229126998003,19.11037891268533,66.66666666666666,100.0,9170.0,その他製品,1.0,0.7528405888217529,0.8709015666568135,0.854081353293551,0.8262161817418898,True,score=0.826 | annual=70.1 | q4=23.8 | trend_r2=0.851 | per_score=1.0
9034.T,南総通運,東証スタンダード,前号並み/陸運,前号並み/陸運,,,信用 / 最新の四季報作成後に通期業績予想の変更はありません。,4,0,4,4.0,3.0,5.0,4.0,4.0,4.0,10.77,0.66,4.39,,,,5.550726437352549,6.541129831516357,8.029197080291972,13.23210412147504,20.0,53.89671361502349,14.216027874564464,0.9351673145178704,12.652705061082026,83.33333333333334,100.0,1639.0,陸運業,1.0,0.6807683371024266,0.88779190067987,0.9301821822338484,0.8238117097385605,True,score=0.824 | annual=53.9 | q4=14.2 | trend_r2=0.935 | per_score=1.0
8515.T,アイフル,東証プライム,その他金融/リース・消費者金融,その他金融/リース・消費者金融,,,業績予想更新あり / 貸借 / 無担保ローン50、有担保ローン2、事業者ローン5、信用購入あっせん収益16、信用保証収益11、他16 <25.3>,4,1,3,4.0,5.0,5.0,,5.0,4.0,8.28,0.95,2.54,,,,12.930697049520234,27.657892656706974,22.579499022917027,22.814498933901927,1100.0,73.6024844720497,16.216216216216207,0.9161607478829203,18.69918699186992,91.66666666666666,100.0,559.0,その他金融業,0.9090909090909092,0.746065217343184,0.8908660951817914,0.7611040929939517,0.8142333875007108,True,score=0.814 | annual=73.6 | q4=16.2 | trend_r2=0.916 | per_score=0.909
7483.T,ドウシシャ,東証プライム,卸売/他個人サービス・製品,卸売/他個人サービス・製品,,,業績予想更新あり / 優待あり / 貸借,2,0,2,4.0,3.0,4.0,5.0,3.0,5.0,15.01,1.3,2.92,,,,7.513669595134242,27.84880489160644,24.82446559525666,21.74851592012952,117670.58823529413,52.284263959390856,18.49192100538599,0.9430910336706466,10.058637798827242,83.33333333333334,100.0,3300.0,卸売業,1.0,0.678138741206665,0.9051610996157258,0.7838370407954873,0.8014384624085068,True,score=0.801 | annual=52.3 | q4=18.5 | trend_r2=0.943 | per_score=1.0
9845.T,パーカーコーポレーション,東証スタンダード,化学/化学,化学/化学,,,業績予想更新あり / 信用,4,0,4,4.0,5.0,3.0,4.0,4.0,5.0,10.03,0.83,2.04,,,,-0.0199960007998378,22.199592668024447,45.80369843527738,45.72953736654806,32.00000000000001,92.83980582524272,45.5128205128205,0.799931863934199,18.22429906542056,58.333333333333336,90.0,1589.0,化学,0.8461538461538461,0.7648290841808274,0.8620041383387527,0.7220348490208288,0.799999011519894,True,score=0.8 | annual=92.8 | q4=45.5 | trend_r2=0.8 | per_score=0.846
8393.T,宮崎銀行,東証プライム,銀行/地方銀行,銀行/地方銀行,,,業績予想更新あり / 貸借,2,0,2,4.0,5.0,5.0,,4.0,5.0,11.09,0.68,2.27,,,,7.492019154030327,34.83783975587254,26.7375306623058,28.728222996515672,63.63636363636365,109.95184590690208,48.29931972789117,0.8605463541712824,27.525035765379112,83.33333333333334,100.0,6540.0,銀行業,0.7818181818181819,0.7198367568819708,0.896724800472953,0.7203782423596439,0.7995446735934474,True,score=0.8 | annual=110.0 | q4=48.3 | trend_r2=0.861 | per_score=0.782
4028.T,石原産業,東証プライム,化学/化学,化学/化学,,,業績予想更新あり / 貸借,4,0,4,4.0,4.0,4.0,3.0,4.0,5.0,10.09,1.02,3.69,,,,4.686079506322494,52.64262545315779,49.82164090368608,49.63636363636363,117694.11764705884,80.87071240105541,21.866666666666656,0.919850005966997,25.572916666666668,75.0,85.0,2742.0,化学,0.8241758241758241,0.7406156382750778,0.8615489210759681,0.7584095911387934,0.7985944061082215,True,score=0.799 | annual=80.9 | q4=21.9 | trend_r2=0.92 | per_score=0.824
7981.T,タカラスタンダード,東証プライム,その他製品/住宅設備・機器,その他製品/住宅設備・機器,,,業績予想更新あり / 貸借 / 【QAあり】タカラスタンダード、新築向けが好調で売上高は2Qの過去最高、営業利益は前期比46％増 通期業績予想を上方修正 / 【QAあり】タカラスタンダード、新築向けが好調で売上高は2Qの過去最高、営業利益は前期比46％増 通期業績予想を上方修正2025/11/11 17:00 ログミーファイナンス,6,0,6,4.0,4.0,3.0,4.0,4.0,5.0,12.95,0.92,3.57,,,,3.377434464623219,18.32427246562201,23.53471596032461,32.61802575107298,128239.74358974358,73.2620320855615,15.02958579881657,0.8531246501590461,12.64059989287627,75.0,100.0,2916.0,その他製品,0.7,0.727451643975777,0.8867514040792197,0.6998902245859787,0.7936242521443666,True,score=0.794 | annual=73.3 | q4=15.0 | trend_r2=0.853 | per_score=0.7
3465.T,ケイアイスター不動産,東証プライム,不動産/不動産(住宅),不動産/不動産(住宅),,,業績予想更新あり / 優待あり / 貸借,2,0,2,4.0,5.0,4.0,2.0,5.0,4.0,7.41,1.51,3.44,,,,12.391367175298427,41.98782961460446,45.56533513879486,45.72230014025247,132489.40397350994,54.279015240328256,25.095057034220524,0.8393881682074091,14.345549738219898,75.0,100.0,6580.0,不動産業,0.7213114754098361,0.7454271942054497,0.8847177061779486,0.6395160479636028,0.7869256953447048,True,score=0.787 | annual=54.3 | q4=25.1 | trend_r2=0.839 | per_score=0.721
