quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,overall_score,future_return_2024Q3_pct,selected_rank
2024Q2_PRE,124,9068.T,丸全昭和運輸,陸運業,0.8649887623639548,39.086294416243646,16.844349680170566,11.853605458647245,14.696132596685077,0.6462212441159658,13.277511961722489,75.0,99.27536231884058,100.0,5480.0,6276,41.785252263906855,2024-06-30,2024-06-30,8.1,8.1,25.3,8.1,8.1,medium,medium,low,low,low,"5080布E校
株伍指标
予想PER
（倍）
<25.3>
8.1
(26.3>
7.5
实PER
高值平均
8.9
安值平均
6.6
PBR
0.77
株幅(5/27)
4840m
万确
最低購人额
24
8.1
48万4000P
9068",7461.png,0.9629629629629628,0.6130748299319728,0.879666774058562,0.8062549318431782,-1.2658227848101222,11
2024Q2_PRE,632,6797.T,名古屋電機工業,電気機器,0.7245261980676865,25.31645569620253,1.0695187165775444,7.039912385739962,9.066808059384934,0.6463559543954097,13.14102564102564,58.333333333333336,94.11498415572656,50.0,1039.5,5377,28.890266584004955,2024-06-30,2024-06-30,6.6,6.6,25.3,6.6,6.6,medium,medium,low,low,low,"2209
株伍指标
予想PER
（倍）
<25.3>
6.6
(26.3>
6.6
实PER
高值平均
6.7
安值平均
5.1
PBR
0-54
株倡(5/27)
2
1916m
最低購人额
24
8.5
19万1600m
6797",6407.png,0.9605263157894736,0.587952380952381,0.7117280207673706,0.7156216102118582,-7.38060781476122,12
2024Q2_PRE,764,4202.T,ダイセル,化学,0.6926227381970752,9.358383551931947,7.791754018169117,10.973857463815184,13.33794056668971,0.7386657915543612,14.57303000329706,58.333333333333336,94.0548780487805,45.0,1542.5,6276,19.38854489164086,2024-06-30,2024-06-30,7.4,7.4,25.3,7.4,7.4,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
7.4
(26.3>
7.1
实PER
高值平均
8.2
安值平均
5.9
PBR
1.20
株倡(5/27)
2
1561.5m
最低購人额
24
17.1
15万61509
4202
工下速办特
化",5157.png,0.9585365853658536,0.5959115646258504,0.6907187258136789,0.7023351729194672,-14.253539253539248,13
2024Q2_PRE,952,7377.T,ＤＮホールディングス,サービス業,0.6555961783297969,11.530542210020588,-0.9146341463414642,6.706157769122445,9.11930043722673,0.783981423962743,14.464993394980183,58.333333333333336,93.01659988551802,90.0,1625.0,1137,10.094850948509482,2024-06-30,2024-06-30,7.7,7.7,24.6,7.7,7.7,medium,medium,low,low,low,"1641
株伍指标
予想PER
（倍）
<24.6>
7.7
<25.6>
7.5
实PER
高值平均
7.5
安值平均
5.1
PBR
1.09
株倡(5/27)
2
1610m
最低購人额
241
16万1000F
7377
特",6740.png,0.9576771653543308,0.43721768707483,0.6633739422824111,0.6361354916882377,0.878844946641566,14
2024Q2_PRE,187,9900.T,サガミホールディングス,小売業,0.8461759360684938,17.487855655794583,13.547954393024808,7.781876493580671,12.018288700195946,0.7863086745644856,10.313588850174217,75.0,98.71720116618076,100.0,1693.0,6273,34.57869634340223,2024-06-30,2024-06-30,7.4,7.4,25.3,7.4,7.4,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
7.4
(26.3>
7.4
实PER
高值平均
10.1
安值平均
8.6
PBR
0-54
株福(5/27)
9
1499
最低購人额
21
5.2
14万99009
2902
特
食
T",4463.png,0.9537037037037036,0.5949591836734693,0.8242448683338333,0.7817840206784945,-2.992957746478875,15
2024Q2_PRE,188,9900.T,サガミホールディングス,小売業,0.8461759360684938,17.487855655794583,13.547954393024808,7.781876493580671,12.018288700195946,0.7863086745644856,10.313588850174217,75.0,98.71720116618076,100.0,1693.0,6273,34.57869634340223,2024-06-30,2024-06-30,7.4,7.4,25.3,7.4,7.4,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
7.4
(26.3>
7.4
实PER
高值平均
10.1
安值平均
8.6
PBR
0-54
株福(5/27)
9
1499
最低購人额
21
5.2
14万99009
2902
特
食
T",4463.png,0.9537037037037036,0.5949591836734693,0.8242448683338333,0.7817840206784945,-2.992957746478875,16
2024Q2_PRE,189,9900.T,サガミホールディングス,小売業,0.8461759360684938,17.487855655794583,13.547954393024808,7.781876493580671,12.018288700195946,0.7863086745644856,10.313588850174217,75.0,98.71720116618076,100.0,1693.0,6273,34.57869634340223,2024-06-30,2024-06-30,7.4,7.4,25.3,7.4,7.4,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
7.4
(26.3>
7.4
实PER
高值平均
10.1
安值平均
8.6
PBR
0-54
株福(5/27)
9
1499
最低購人额
21
5.2
14万99009
2902
特
食
T",4463.png,0.9537037037037036,0.5949591836734693,0.8242448683338333,0.7817840206784945,-2.992957746478875,17
2024Q2_PRE,471,9059.T,カンダホールディングス,陸運業,0.761014068338277,15.71238348868176,2.4764150943396235,10.816253435562828,12.688442211055271,0.8444033594366941,12.0978120978121,66.66666666666666,95.4945054945055,45.0,869.0,5434,28.07663964627856,2024-06-30,2024-06-30,8.3,8.3,25.3,8.3,8.3,medium,medium,low,low,low,"910布ER
株伍指标
予想PER
（倍）
<25.3>
8.3
(26.3>
8.1
实PER
高值平均
7.6
安值平均
5.7
PBR
0.78
株倡(5/27)
2
山
8799
最低購人额
24
9.9
8万7900P
9059",7454.png,0.9444444444444444,0.6129659863945578,0.7141797962516526,0.7343051688830132,-6.750572082379858,18
2024Q2_PRE,566,4491.T,コンピューターマネージメント,情報・通信業,0.7365185073267196,11.184210526315796,8.056265984654743,7.30000617125901,11.03853690398433,0.7209612567802606,7.588235294117651,58.333333333333336,99.41176470588236,100.0,1690.0,1465,16.793365583966825,2024-06-30,2024-06-30,9.9,9.9,25.3,9.9,9.9,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
9.9
(26.3>
8'8
实PER
高值平均
10.4
安值平均
8.2
PBR
1.02
株倡(5/27)
2
15999
最低購人额
24
10.8
15万9900m
4491
连中特
情
日之精医色",5344.png,0.9382716049382716,0.6342789115646258,0.7444593336518059,0.7372019157232845,-1.729278473464524,19
2024Q2_PRE,540,7040.T,サン・ライフホールディング,サービス業,0.7418248534470947,18.171683389074687,3.112840466926059,8.023436499957233,11.046511627906971,0.7852760854537424,11.111111111111116,66.66666666666666,92.4956369982548,45.0,1060.0,1816,22.401847575057744,2024-06-30,2024-06-30,8.1,8.1,25.3,8.1,8.1,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
8.1
(26.3>
7.8
实敏PER
高值平均
11.5
安值平均
9.5
PBR
1.08
株倡(5/27)
9
确
1055F
最低購人额
24
20.2
10万55009
他速社特
7040",6539.png,0.9340551181102362,0.607578231292517,0.7226121486155703,0.7259652100622503,-3.490566037735854,20
2024Q2_PRE,337,9709.T,ＮＣＳ＆Ａ,情報・通信業,0.8023511951977308,9.583858764186637,10.983397190293733,10.664095303499249,15.870967741935482,0.8095911117621335,9.346846846846846,83.33333333333334,96.7706013363029,65.0,869.0,6470,34.72868217054263,2024-06-30,2024-06-30,10.1,10.1,25.3,10.1,10.1,medium,medium,low,low,low,"898
株伍指标
予想PER
（倍）
<25.3>
10.1
(26.3>
8.7
实PER
高值平均
9.1
安值平均
6.7
PBR
1.08
株倡(5/27)
821月
十万件
最低購人额
24
13.4
8万2100m
9709
特
情",7746.png,0.9338624338624338,0.6377891156462586,0.7366270094319709,0.7588932181647836,-4.831460674157306,21
2024Q2_PRE,223,9799.T,旭情報サービス,情報・通信業,0.8348042542003192,18.85496183206108,10.269121813031168,9.803658607140251,10.729312762973354,0.8372306269585361,9.715475364330327,75.0,98.60671310956302,65.0,778.5,6235,29.858215179316105,2024-06-30,2024-06-30,10.5,10.5,25.3,10.5,10.5,medium,medium,low,low,low,"1470
株伍指标
予想PER
（倍）
<25.3>
10.5
(26.3>
6'6
实PER
高值平均
11.3
安值平均
9.4
PBR
1.02
株倡(5/27)
1440m
最低購人额
24
10.1
14万4000m
9799
15m",7789.png,0.9153439153439152,0.6410204081632653,0.8016216620562215,0.7814650050548255,4.932735426008961,22
2024Q2_PRE,143,3143.T,オーウイル,卸売業,0.8608980406533872,28.838946738939608,17.08645164716087,9.005739912841674,11.496594487404344,0.8075491500219709,8.988762094492586,66.66666666666666,99.59466578906104,80.0,573.3333129882812,4257,32.818531235354655,2024-06-30,2024-06-30,7.0,7.0,25.3,7.0,7.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
7.0
(26.3>
6.5
实PER
高宿平均
6.7
安值平均
5.2
PBR
1.11
株倡(5/27)
1627P
最低購人额
21
16.1
16万27009
3143
特
卸",4593.png,0.913793103448276,0.5821632653061225,0.8704908550246446,0.7865512607438185,-4.360294834471812,23
2024Q2_PRE,241,9445.T,フォーバルテレコム,情報・通信業,0.8301323482904323,17.75456919060052,9.73236009732361,7.676240820363127,14.180929095354532,0.9070232628377776,7.0460704607046125,66.66666666666666,96.57387580299786,90.0,451.0,6273,32.647058823529406,2024-06-30,2024-06-30,10.6,10.6,25.3,10.6,10.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
10.6
(26.3>
6'6
实PER
高值平均
11.0
安值平均
9.3
PBR
2.57
株倡(5/27)
445F
最低購人额
28.1
4万4500F
9445
情",7642.png,0.91005291005291,0.6419863945578231,0.8198424820118576,0.7829066550387167,-4.231625835189313,24
2024Q2_PRE,405,9739.T,ＮＳＷ,情報・通信業,0.7808136395113301,13.581936366746492,7.792207792207795,11.997372300045845,12.776831345826237,0.7477440246907807,13.093093093093088,66.66666666666666,97.93510324483776,55.00000000000001,3320.0,6276,34.90451036164161,2024-06-30,2024-06-30,10.9,10.9,25.3,10.9,10.9,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
10.9
(26.3>
10.5
实PER
高值平均
10.8
安值平均
7.6
PBR
1.38
株佰(5/27)
3065P
最低購人额
24
13.6
30万6500F
又速特
9739
S精7色",7760.png,0.8977072310405644,0.6451836734693879,0.7319844874258903,0.7471959570284292,-10.370370370370374,25
2024Q2_PRE,371,8032.T,日本紙パルプ商事,卸売業,0.7904776806313162,21.72172172172173,17.374517374517385,10.46252032794004,14.233576642335777,0.7207172715850577,12.667946257197691,75.0,95.44740973312402,45.0,608.0,6276,20.15810276679841,2024-06-30,2024-06-30,7.3,7.3,25.3,7.3,7.3,medium,medium,low,low,low,"6260布E校
株伍指标
予想PER
（倍）
<25.3>
7.3
(26.3>
6.6
实PER
高值平均
6.1
安值平均
4.9
PBR
0-57
株幅(5/27)
5920m
最低購人额
24
8.4
59万2000P
海加速&特
8032
卸
外T铺A鱼",7113.png,0.896551724137931,0.5820612244897959,0.8065953769640681,0.746339324838264,9.41558441558441,26
2024Q2_PRE,679,8135.T,ゼット,卸売業,0.7136840278626423,12.87128712871286,8.917197452229297,9.519597984271895,9.797297297297302,0.5509720250912784,11.85897435897436,58.333333333333336,97.9942693409742,100.0,342.0,6470,20.0,2024-06-30,2024-06-30,7.4,7.4,25.3,7.4,7.4,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
7.4
(26.3>
7.0
实PER
高值平均
9.9
安值平均
5.6
PBR
0.47
株佰(5/27)
5
3229
最低購人额
21
6.2
3万2200F
8135
卸",7175.png,0.8879310344827587,0.5819795918367346,0.7326964438469998,0.7034735964805083,-1.1730205278592365,27
2024Q2_PRE,192,3817.T,ＳＲＡホールディングス,情報・通信業,0.84429653050115,21.145975443383342,12.977099236641232,8.950835115727635,13.595933926302406,0.8602096280945689,11.627906976744184,66.66666666666666,99.32885906040268,55.00000000000001,4440.0,6271,33.734939759036145,2024-06-30,2024-06-30,11.1,11.1,25.3,11.1,11.1,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
11.1
(26.3>
10.4
实PER
高值平均
23.4
安值平均
17.9
PBR
1.75
株倡(5/27)
3
4055F
!.
最低購人额
21
16.6
40万55009
特
3817
情",4930.png,0.8853615520282186,0.6460340136054423,0.8218813652842736,0.7858127117934817,-4.260089686098656,28
2024Q2_PRE,460,9698.T,クレオ,情報・通信業,0.7646975392443314,12.488174077578051,10.604651162790702,8.655833500843906,9.93560257589696,0.7063645087512666,11.725293132328307,58.333333333333336,99.16597164303586,65.0,1189.0,6535,31.67220376522701,2024-06-30,2024-06-30,11.2,11.2,25.3,11.2,11.2,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
11.2
(26.3>
10.1
实PER
高值平均
16.0
安值平均
10.9
PBR
1.21
株佰(5/27)
3
1115F
最低購人额
241
10.1
11万15009
9698
功笼速时特
情",7739.png,0.8818342151675485,0.6469251700680272,0.738567577275875,0.7410270419457929,-7.77683854606932,29
2024Q2_PRE,126,3583.T,オーベクス,繊維製品,0.8643746169997668,29.520697167755984,20.833333333333325,11.519674278479924,17.988394584139257,0.7870054257132368,10.821643286573146,83.33333333333334,97.45901639344262,65.0,1189.0,6276,34.047350620067654,2024-06-30,2024-06-30,6.5,6.5,25.3,6.5,6.5,medium,medium,low,low,low,"有正格
株伍指标
予想PER
（倍）
<25.3>
6.5
<26.3>
5.9
实PER
高值平均
6.0
安值平均
4.6
PBR
0.48
株倡(5/27)
1081月
最低購人额
21
7.2
10万8100m
3583
绒",4810.png,0.8723404255319149,0.5693809523809523,0.8668979739963487,0.7767658127900045,-1.0970464135021119,30
2024Q2_PRE,376,6785.T,鈴木,電気機器,0.7881026222138283,26.22658340767172,9.604957397366377,11.519106361226306,13.02288871349644,0.7894111634618531,12.880000000000004,58.333333333333336,92.18241042345277,85.0,1415.0,3945,39.96043521266073,2024-06-30,2024-06-30,9.7,9.7,24.6,9.7,9.7,medium,medium,low,low,low,"1481ER
株伍指标
予想PER
（倍）
<24.6>
9.7
<25.6>
9.3
实PER
高值平均
0'8
安值平均
5.0
PBR
0-85
株倡(5/27)
1420F
最低購人额
21
14万2000m
6785",6401.png,0.8662280701754386,0.4558639455782313,0.8321429941601028,0.7084726798721666,16.03974449964514,31
2024Q2_PRE,556,9788.T,ナック,サービス業,0.7391244598002511,15.778894472361804,8.067542213883684,6.369646600778678,9.81132075471698,0.6978966995814664,11.64383561643836,58.333333333333336,97.95918367346938,55.00000000000001,576.0,6273,19.75051975051976,2024-06-30,2024-06-30,10.4,10.4,25.3,10.4,10.4,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
10.4
(26.3>
6'6
实PER
高值平均
12.9
安值平均
11.0
PBR
0-99
株佰(5/27)
529m
最低購人额
24
7.8
5万2900F
9788",7784.png,0.859251968503937,0.6280068027210884,0.7396693070260223,0.723376401927129,-5.344827586206902,32
2024Q2_PRE,1246,2927.T,ＡＦＣ－ＨＤアムスライフサイエンス,食料品,0.5939971589288955,12.315270935960587,0.219780219780219,8.65363840290149,15.089820359281436,0.4055844665666518,13.043478260869568,50.0,94.21487603305783,60.0,912.0,5188,14.28571428571428,2024-06-30,2024-06-30,11.1,11.1,24.8,11.1,11.1,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<24.8>
11.1
<25-8>
9.9
实PER
高值平均
17.5
安值平均
9.4
PBR
0.91
株倡(5/27)
884m
最低購人额
24
8万8400P
2927
食",4480.png,0.8548387096774194,0.4949251700680271,0.6024391328659935,0.6046194852595366,-10.76086956521739,33
2024Q2_PRE,753,8203.T,ＭｒＭａｘＨＤ,小売業,0.6951028495883927,9.090909090909085,8.917197452229297,6.3152909753652136,6.946688206785145,0.5033927714247253,7.389937106918243,66.66666666666666,99.85401459854016,85.0,684.0,6276,8.744038155802869,2024-06-30,2024-06-30,9.9,9.9,25.2,9.9,9.9,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.2>
9.9
(26.2>
9.5
实PER
高值平均
8.3
安值平均
6.4
PBR
0-64
株（5/27)
3
655P
最低購人额
24
7.3
6万5500P
8203
速力特",7211.png,0.8441358024691358,0.5060544217687075,0.6838580093986424,0.6577718849499516,6.627393225331368,34
2024Q2_PRE,441,9842.T,アークランズ,小売業,0.7692200815437771,14.151497357604237,9.830508474576272,9.28596720880151,16.444701795020265,0.7087347920387903,12.514757969303425,75.0,96.66832421680756,75.0,1944.0,5717,20.895522388059696,2024-06-30,2024-06-30,9.9,9.9,25.2,9.9,9.9,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<25.2>
9.9
(26.2>
8.5
实PER
高值平均
8.6
安值平均
6.9
PBR
1.03
株倡(5/27)
2
1915F
最低購人额
24
8.2
19万15009
9842
动速X特",7803.png,0.8441358024691358,0.5060544217687075,0.7536152963090516,0.6976643735164179,-8.93506493506494,35
2024Q2_PRE,754,9057.T,遠州トラック,陸運業,0.6950876073456058,10.496104961049602,5.644845158761269,6.302371170190642,7.707910750507096,0.6047275750063373,6.067415730337078,58.333333333333336,99.08088235294116,100.0,2695.0,6535,11.965101786456176,2024-06-30,2024-06-30,9.3,9.3,25.3,9.3,9.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
9.3
(26.3>
8.3
实PER
高值平均
9.4
安值平均
7.4
PBR
0.91
9
株幅(5/27)
万群
26129
最低購人额
21
9.8
26万12009
9057",7452.png,0.8425925925925926,0.6059795918367348,0.7032974607371527,0.6913870934939028,-5.840773809523814,36
2024Q2_PRE,235,9063.T,岡山県貨物運送,陸運業,0.8317416254689138,20.04001333777925,2.857142857142847,4.512860245025449,8.597285067873294,0.8652994763493805,7.2875816993464015,75.0,99.03713892709766,90.0,3600.0,6259,30.62409288824384,2024-06-30,2024-06-30,9.3,9.3,25.3,9.3,9.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
9.3
(26.3>
8.2
实PER
高值平均
5.6
安值平均
4.8
PBR
0-33
株佰(5/27)
3615F
万祥
最低購人额
24
11.8
36万1500m
9063",7456.png,0.8425925925925926,0.6059795918367348,0.7755822566370043,0.7536729590170309,-14.246196403872757,37
2024Q2_PRE,123,7185.T,ヒロセ通商,証券、商品先物取引業,0.865758378604572,39.075067024128685,26.33181126331812,10.755975705329156,16.827586206896548,0.575395031953756,12.420382165605092,83.33333333333334,97.99291617473436,100.0,4150.0,2457,44.59930313588851,2024-06-30,2024-06-30,6.9,6.9,25.3,6.9,6.9,medium,medium,low,low,low,"3630
株伍指标
予想PER
（倍）
<25.3>
6.9
(26.3>
6.5
实PER
高值平均
7.7
安值平均
6.2
PBR
1.26
株倡(5/27)
3635P
最低購人额
24
17.9
36万3500m
7185
持
症",6628.png,0.8333333333333334,0.5649319727891158,0.8836361636652483,0.7737324611630172,-13.641900121802674,38
2024Q2_PRE,382,3333.T,あさひ,小売業,0.7864420620725157,21.143304620203597,15.44776119402984,9.919540901801566,12.880396319886756,0.652026105786135,6.345565749235471,66.66666666666666,96.99059561128529,100.0,1547.0,4984,20.67082683307333,2024-06-30,2024-06-30,10.0,10.0,25.2,10.0,10.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.2>
10.0
(26.2>
9.6
实PER
高值平均
11.6
安值平均
8'6
PBR
1-00
株佰(5/27)
1413m
最低購人额
24
8.7
14万13009
3333",4686.png,0.8333333333333334,0.5066870748299319,0.8267826758357126,0.7171275834231352,12.46736292428199,39
2024Q2_PRE,676,6543.T,日宣,サービス業,0.7140586952255046,12.136752136752138,7.8947368421052655,6.378061997613416,9.600000000000009,0.7218287115338112,8.736349453978153,58.333333333333336,95.76642335766424,90.0,656.0,2233,14.28571428571428,2024-06-30,2024-06-30,11.0,11.0,25.2,11.0,11.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.2>
11.0
(26.2>
7.8
实PER
高值平均
11.1
安值平均
9.1
PBR
0.73
株佰（5/27)
2
6329
最低購人额
24
6.1
6万3200P
6543
好",6268.png,0.8326771653543307,0.5247687074829932,0.7414797973626032,0.6798920130055288,10.502283105022837,40
