period,signal_date,first_label,starts_with_transition,entry_date,exit_date,entry_price,exit_price,hold_days,return_pct,is_false,ssa_40,price_to_ssa_gap,ssa_slope_3,ssa_slope_5,ssa_slope_20,ssa_curvature,ret_1,ret_5,ret_20,vol_20,volume_z20,range_pos_20,slope_5_to_20_ratio,gap_z_40,days_since_downtrend,vix_close,vix_ret_1,vix_ret_5,vix_z_20,dji_close,dji_ret_1,dji_ret_5,dji_z_20,usdjpy_close,usdjpy_ret_1,usdjpy_ret_5,usdjpy_z_20,sp500_close,sp500_ret_1,sp500_ret_5,sp500_z_20
2008_2008,2008-06-20,transition_to_uptrend,True,2008-06-23,2008-06-24,13769.44,13849.56,3,0.5819,0,14238.346370995787,-0.020807633495578903,0.0011153942832375918,0.0008054725911861293,-0.0052571347093164356,0.007784164547286143,-0.013311223063129374,-0.0022649922077558893,-0.005004218909957947,0.016910297690962806,-0.29715107529524964,0.3151575207225524,-0.15321513252432176,0.0,1,22.8700008392334,0.05977761446190999,0.07775690759992182,0.9483778568902547,11842.6904296875,-0.018270560604063735,-0.03775460959795529,-2.103654244352385,107.30999755859376,-0.005652340814504386,-0.007767026864850646,0.7078026954841128,1317.9300537109375,-0.01854285587797533,-0.030955180899720935,-1.9945076458463935
2008_2008,2008-07-29,transition_to_uptrend,True,2008-07-30,2008-08-20,13267.37,12851.69,17,-3.1331,1,12762.558406646836,0.031098136911088314,0.0012498830472391642,0.0016739093656563675,-0.0903966647639115,0.035547547763081555,-0.01455243939512385,-0.0019347624642453987,-0.023879579857432165,0.013458305320024452,-1.0270369169864373,0.4770434462444772,-0.01851737970674148,1.3957483632123264,1,22.030000686645508,-0.09079648770755899,0.04013221762145158,-1.2037245444977531,11397.5595703125,0.023940128928835014,-0.017663471638655448,0.5096765679181688,108.08000183105467,0.005769614292427505,0.007926871654491352,1.1464269113002319,1263.199951171875,0.023356008464828548,-0.010806616153582582,0.4371617467094399
2008_2008,2008-11-11,transition_to_uptrend,True,2008-11-12,2008-12-03,8694.91,8004.1,16,-7.945,1,7680.970755185332,0.1468992768577393,0.027619672502513293,0.02031685426028096,-0.25578502444407236,0.11246255936181226,-0.029965533200908778,-0.033495690186267524,0.06438405656877633,0.06975298126581737,-1.2703367029721495,0.6904389570069123,-0.0794294126657257,1.4013812057634258,1,61.43999862670898,0.024341432070944746,0.28724071267464923,-0.2171868825600841,8693.9599609375,-0.019906350385366367,-0.09675773442879654,-0.6273271922587932,97.29100036621094,-0.006930701704928599,-0.02448538899790731,-0.52074642630778,898.9500122070312,-0.02204067545102073,-0.10618939875015532,-0.8748231528378048
2009_2012,2009-03-17,transition_to_uptrend,True,2009-03-18,2009-04-21,8006.86,8711.33,25,8.7983,0,7172.044220069054,0.1083492570457078,0.0101263575968317,0.0015773704306567,-0.0542003655121382,0.0300430129277056,0.031798444159844674,0.1267402465803087,0.039712213638468885,0.024729568607001727,0.843257232945746,1.0,-0.029102579212375367,2.693530817020462,1,40.79999923706055,-0.06721541674868325,-0.08045976517386788,-1.6584682511293516,7395.7001953125,0.024765237370820925,0.06774137334502983,1.07528725865677,98.78099822998048,0.005916510181201984,1.0117945899557057e-05,0.8728026670783763,778.1199951171875,0.032139940837456527,0.08132298709932528,1.1575128636464838
2009_2012,2009-07-24,transition_to_uptrend,True,2009-07-27,2009-08-28,10020.87,10534.14,26,5.122,0,9489.173580828414,0.0479890287579007,0.007519564280874,0.0036365087885625,-0.0533640441094881,0.0378010838942165,0.015481496705564757,0.0642529278606081,0.015156034391147877,0.01428305719714117,2.4563803924396677,0.984703813830445,-0.06814529987834882,2.2763725356323437,1,23.09000015258789,-0.014511316609448932,-0.05135579261149248,-1.304016886898944,9093.240234375,0.0026408015632253257,0.039947642312561316,1.8127359041681004,94.87000274658205,-0.0006320189444944946,0.007005664669602618,0.3264653634162582,979.260009765625,0.003042161453180592,0.04134499317396445,1.817900213140196
2009_2012,2009-10-20,transition_to_uptrend,True,2009-10-21,2009-11-11,10292.39,9871.68,16,-4.0876,1,9958.485353690625,0.0379931763337038,0.0044412655593393,0.0013975145883564,-0.0382705924964461,0.0142212501704868,0.009801199864226895,0.025830271892039125,0.006432849291279741,0.014229919366882605,-0.6939219651261382,0.7615581802441717,-0.036516669776831295,2.235121423108311,1,20.899999618530277,-0.027454637453315778,-0.09090909845129747,-1.5500554900574208,10041.48046875,-0.005024673413645653,0.017264701648650238,1.3631322145467657,90.7979965209961,0.0002753450449113348,0.01088840825534132,1.1106637138325328,1091.06005859375,-0.006239104637617676,0.016651402047324515,1.2377603811018234
2009_2012,2009-12-04,transition_to_uptrend,True,2009-12-07,2010-01-25,10131.9,10512.69,33,3.7583,0,9428.319550146009,0.0630303513201129,0.0068410971878749,0.0004135357905354,-0.062037994683111,0.0375025011669464,0.004502045289804357,0.10362476337376436,0.0314022418012716,0.015409522867353124,0.8390452239702274,1.0,-0.006665847157822132,2.2369866173310107,1,21.25,-0.053873514416532986,-0.14106708987089167,-1.0000794083654538,10388.900390625,0.002194643058678336,0.007660628729271091,0.4066785982430057,90.5199966430664,0.02561771477947805,0.04671592425197213,1.3439008754607962,1105.97998046875,0.0055094336691066115,0.01327542200479881,0.6453584249579624
2009_2012,2010-02-26,transition_to_uptrend,True,2010-03-01,2010-04-16,10128.73,11102.18,35,9.6108,0,9955.879002703685,0.0170905322059065,0.0010568393121508,0.0001552315886048,-0.0843227559395375,0.025485228880349,0.0023827368741389243,0.00024202854065369372,-0.027679252694497558,0.01474931613216737,-0.8563644886554203,0.4096684785310641,-0.0018409216690700517,1.0471139369576647,1,19.5,-0.029850764680724562,-0.025974048245439363,-1.3150996872356444,10325.259765625,0.00040979360349191474,-0.007410810696126147,0.7710168562651516,88.9209976196289,-0.003909477277488027,-0.028610479240821052,-1.545588272198694,1104.489990234375,0.0014053791778985136,-0.004219419498826871,0.924842586268421
2009_2012,2010-06-17,transition_to_uptrend,True,2010-06-18,2010-06-30,10027.98,9382.64,10,-6.4354,1,9360.201294298373,0.0682890331339334,0.0079895820659705,0.0048122340973955,-0.0962100147571243,0.0233082524383373,-0.006729809069217052,0.04786406095823503,-0.003081577838732308,0.01748199420562277,-1.333972927908498,0.89212135725315,-0.05001801641485723,2.0360578545549046,1,25.049999237060547,-0.033564847093850436,-0.18056920225283024,-1.4808207778240152,10434.169921875,0.0023737985476890433,0.025720213300391315,1.7086453852515577,90.83999633789062,-0.006083497774565072,-0.00513642444598128,-0.514829359776127,1116.0400390625,0.0012830081640498037,0.02686694836451675,1.5892108434028744
2009_2012,2010-07-30,transition_to_uptrend,True,2010-08-02,2010-08-12,9574.64,9212.59,10,-3.7813,1,9313.701566724862,0.0240074514263468,0.0068437643763326,0.0023961129120919,-0.0453446564465787,0.031153048906334,-0.01636957578838938,0.011275611834898447,0.01648365087491732,0.01600015445976197,0.8189431623095171,0.5726920637796702,-0.052842233238988165,0.24598668374139387,1,23.5,-0.026108544661324617,0.0012782568182028164,-0.8858938618478985,10465.9404296875,-0.00011652889076807504,0.003963723573185529,0.9190397583656407,86.44000244140625,-0.002803274224293939,-0.012339970784787657,-1.4943451528598406,1101.5999755859375,6.349921218862242e-05,-0.0009613648458191015,0.7562794039818714
