dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct
q2_2024,2970669.5506591797,-0.9776816446940062,47,-7.906336220285592
q3,3549414.5997314462,18.31381999104822,79,-3.2104134092463266
q4,3307837.000000001,10.261233333333376,70,-4.1412470990425
4q2,3067122.5000000014,2.237416666666703,57,-9.14825970474511
