Date,Adj Close,Close,High,Low,Open,Volume,close,ret1,ret5,ret20,ret60,dd20,range20,vol10,vol20,ma20,ma60,ma20_slope_5,ma_gap_20_60,prior_surge_10d,prior_crash_10d,phase
2019-01-04,19561.9609375,19561.9609375,19692.580078125,19241.369140625,19655.130859375,91600000,19561.9609375,,,,,,,,,,,,,False,False,normal
2019-01-07,20038.970703125,20038.970703125,20266.220703125,19920.80078125,19944.609375,81500000,20038.970703125,0.02438455772143877,,,,,,,,,,,,False,False,normal
2019-01-08,20204.0390625,20204.0390625,20347.919921875,20106.359375,20224.669921875,86400000,20204.0390625,0.00823736716922574,,,,,,,,,,,,False,False,normal
2019-01-09,20427.060546875,20427.060546875,20494.349609375,20331.19921875,20366.30078125,72800000,20427.060546875,0.011038460363548941,,,,,,,,,,,,False,False,normal
2019-01-10,20163.80078125,20163.80078125,20345.919921875,20101.9296875,20270.880859375,73700000,20163.80078125,-0.012887794845513167,,,,,,,,,,,,False,False,normal
2019-01-11,20359.69921875,20359.69921875,20389.890625,20294.740234375,20296.44921875,77700000,20359.69921875,0.009715352756418882,0.04078007740628631,,,,,,,,,,,False,False,normal
2019-01-15,20555.2890625,20555.2890625,20571.279296875,20204.4296875,20264.8203125,78300000,20555.2890625,0.009606715779468589,0.025765712571977684,,,,,,,,,,,False,False,normal
2019-01-16,20442.75,20442.75,20580.25,20323.3203125,20575.720703125,69500000,20442.75,-0.005474944290874029,0.011815010689771643,,,,,,,,,,,False,False,normal
2019-01-17,20402.26953125,20402.26953125,20571.75,20342.4609375,20544.23046875,63600000,20402.26953125,-0.001980187046752513,-0.0012136359790049234,,,,,,,,,,,False,False,normal
2019-01-18,20666.0703125,20666.0703125,20682.119140625,20454.130859375,20472.810546875,64700000,20666.0703125,0.012929972366355624,0.024909467054299306,,,,,,,,,,,False,False,normal
2019-01-21,20719.330078125,20719.330078125,20892.6796875,20678.259765625,20848.380859375,61200000,20719.330078125,0.0025771597995960516,0.01766385915189761,,,,,0.010576176021073795,,,,,,False,False,normal
2019-01-22,20622.91015625,20622.91015625,20805.9296875,20558.30078125,20770.060546875,57100000,20622.91015625,-0.004653621594493451,0.003289717480712273,,,,,0.008737671139995738,,,,,,False,False,normal
2019-01-23,20593.720703125,20593.720703125,20686.2890625,20438.220703125,20453.439453125,0,20593.720703125,-0.001415389627547503,0.007385048641939118,,,,,0.008616192943849438,,,,,,False,False,normal
2019-01-24,20574.630859375,20574.630859375,20620.720703125,20467.58984375,20506.240234375,61400000,20574.630859375,-0.0009269740046101704,0.00844814484295453,,,,,0.008023595593032173,,,,,,False,False,normal
2019-01-25,20773.560546875,20773.560546875,20844.310546875,20598.640625,20598.640625,68400000,20773.560546875,0.009668688048872331,0.0052012904606244525,,,,,0.006848524904083043,,,,,,False,False,normal
2019-01-28,20649.0,20649.0,20759.48046875,20624.55078125,20746.2890625,56800000,20649.0,-0.005996109650723169,-0.0033944185386212133,,,,,0.006939553565964135,,,,,,False,False,normal
2019-01-29,20664.640625,20664.640625,20673.66015625,20406.220703125,20555.439453125,63100000,20664.640625,0.0007574519347184339,0.002023500487265295,,,,,0.006317891871213614,,,,,,False,False,normal
2019-01-30,20556.5390625,20556.5390625,20706.26953125,20527.529296875,20701.619140625,72100000,20556.5390625,-0.005231233606318719,-0.0018054843590918912,,,,,0.006292493484135676,,,,,,False,False,normal
2019-01-31,20773.490234375,20773.490234375,20869.419921875,20682.91015625,20832.91015625,75700000,20773.490234375,0.010553876370695603,0.009665270612103649,,,,,0.006942211725679744,,,,,,False,False,normal
2019-02-01,20788.390625,20788.390625,20929.630859375,20741.98046875,20797.029296875,82200000,20788.390625,0.0007172791118337241,0.000713891972997871,,,0.0,0.06269461898111417,0.005742377899118482,,20476.90615234375,,,,False,False,normal
2019-02-04,20883.76953125,20883.76953125,20922.580078125,20823.6796875,20831.900390625,66600000,20883.76953125,0.00458808514668263,0.01136953514698047,0.06757035237792097,,0.0,0.04215779545968679,0.005853250314398724,0.008707128786494404,20542.99658203125,,,,False,False,normal
2019-02-05,20844.44921875,20844.44921875,20981.23046875,20823.1796875,20960.470703125,65500000,20844.44921875,-0.001882816818159272,0.008701268849189203,0.040195603235219535,,-0.001882816818159272,0.03570600393302281,0.005627297042027987,0.007214095272302381,20583.2705078125,,,,False,False,normal
2019-02-06,20874.060546875,20874.060546875,20971.66015625,20860.990234375,20928.869140625,68900000,20874.060546875,0.0014205857787004117,0.015446252085996148,0.03316274940383601,,-0.0004649057422546621,0.03570600393302281,0.005558420692433902,0.007063202637731324,20616.77158203125,,,,False,False,normal
2019-02-07,20751.279296875,20751.279296875,20844.76953125,20665.509765625,20812.220703125,70600000,20751.279296875,-0.005882001239015389,-0.0010691962327662452,0.01587202178482805,,-0.006344172405117976,0.03570600393302281,0.005989747545239026,0.006891532969062513,20632.98251953125,,,,False,False,normal
2019-02-08,20333.169921875,20333.169921875,20562.390625,20315.310546875,20510.5,86200000,20333.169921875,-0.02014860717830369,-0.021897832849915533,0.008399663459405682,,-0.0263649533457595,0.027078886936495294,0.00815430243479071,0.007784505328206553,20641.4509765625,,0.008035629161679658,,False,False,normal
2019-02-12,20864.2109375,20864.2109375,20885.880859375,20428.5703125,20442.55078125,84100000,20864.2109375,0.02611698115273664,-0.0009365451826468529,0.024779920043483505,,-0.0009365451826468529,0.027078886936495294,0.011911674042098119,0.009489499617111874,20666.6765625,,0.006020542328130096,,False,False,normal
2019-02-13,21144.48046875,21144.48046875,21213.740234375,20992.880859375,21029.9296875,78600000,21144.48046875,0.01343302807326685,0.014393819997417623,0.0286637373212566,,0.0,0.03990083936701727,0.012529461666356314,0.009702655426829554,20696.1361328125,,0.00548336693904683,,False,False,normal
2019-02-14,21139.7109375,21139.7109375,21235.619140625,21102.16015625,21147.890625,64500000,21139.7109375,-0.00022556861858347155,0.012726339948495147,0.03409330630663687,,-0.00022556861858347155,0.03990083936701727,0.01228980644798215,0.00957539039352212,20730.9841796875,,0.005539790611823747,,False,False,normal
2019-02-15,20900.630859375,20900.630859375,21051.509765625,20853.330078125,21051.509765625,65600000,20900.630859375,-0.01130952446946154,0.007197221933324061,0.024426759354476024,,-0.011532542014233593,0.03990083936701727,0.012708396897162792,0.009983719474598793,20755.90224609375,,0.005957438603272358,,False,False,normal
2019-02-18,21281.849609375,21281.849609375,21306.359375,21189.970703125,21217.3203125,61800000,21281.849609375,0.018239581023412166,0.04665675303678962,0.029796632236489762,,0.0,0.04665675303678962,0.01386870333253929,0.010373510018724393,20786.6912109375,,0.007036338411476661,,False,False,normal
2019-02-19,21302.650390625,21302.650390625,21344.169921875,21217.16015625,21256.580078125,53600000,21302.650390625,0.0009773953689080628,0.021013948451651165,0.028153434995268345,,0.0,0.04767975050004414,0.0138534124595976,0.010371097241387236,20815.8572265625,,0.007218415772431985,,False,False,normal
2019-02-20,21431.490234375,21431.490234375,21494.849609375,21315.390625,21346.0390625,59700000,21431.490234375,0.006048066385518913,0.013573744034485857,0.03920785534140303,,0.0,0.0540161871818321,0.013828721104359036,0.010316078570694071,20856.28623046875,,0.0077381641011891045,,False,False,normal
