dataset,baseline_pre1_post5_except_crash_pct,etf1489_crash_breakout_pct,etf1489_crash_rebound_pct
q2_2024,-1.1542965108235714,-10.711834965006506,-8.066118298339841
q3,17.728935839843807,17.728935839843807,17.728935839843807
q4,38.711299991862006,38.711299991862006,38.711299991862006
4q2,12.842083333333365,18.178750000000022,18.178750000000022
TOTAL,17.03200566,15.976840216006096,16.638216883341507
