dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct,earnings_pre_days
q2_2024,2878449.277282715,-4.051690757242843,56,-10.35563783625275,5
q3,3441288.275939943,14.709609197998086,29,-3.4244338913066996,5
q4,3354116.0,11.803866666666663,22,-1.6541483600067353,5
4q2,3184756.5000000005,6.158550000000007,38,-10.251082282800873,5
TOTAL,12858610.053222658,7.155083776855475,145,,5
