mapping_name,mapping_ja,earnings_pre_days,earnings_post_days,dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct,phase_pnl
practical_phase_adaptive_v31_pre1_post10,実務向け局面切替v3.1_決算前1営業日_決算後10営業日見送り,1,10,q2_2024,2593037.267272949,-13.56542442423503,53,-17.040970694817513,"{'capitulation_end': -157200.0, 'crash': 60733.072326660156, 'high_vol': -257565.90649414062, 'normal': -94346.748046875, 'overheated_range': -6111.650390625, 'stable': -6838.1749267578125, 'surge': 0.0, 'uptrend': 54366.6748046875}"
practical_phase_adaptive_v31_pre1_post10,実務向け局面切替v3.1_決算前1営業日_決算後10営業日見送り,1,10,q3,3351634.762145997,11.7211587381999,49,-5.2154874242451355,"{'high_vol': -2163.9999999995343, 'normal': -8026.0, 'overheated_range': -63057.25, 'settling': 94010.00000000047, 'stable': -48580.0, 'uptrend': 379452.0121459961}"
practical_phase_adaptive_v31_pre1_post10,実務向け局面切替v3.1_決算前1営業日_決算後10営業日見送り,1,10,q4,4516947.499755861,50.564916658528716,37,-2.521385409304022,"{'high_vol': 1285645.4997558603, 'normal': 200935.50000000093, 'stable': 14366.5, 'surge': 16000.0, 'uptrend': 0.0}"
practical_phase_adaptive_v31_pre1_post10,実務向け局面切替v3.1_決算前1営業日_決算後10営業日見送り,1,10,4q2,3244120.500000001,8.137350000000021,33,-9.527181345108493,"{'crash': -236620.0, 'high_vol': 25110.500000000466, 'normal': 348716.00000000047, 'settling': 62787.5, 'surge': 48400.0, 'uptrend': -4273.5}"
