sector,sector_signal_date,first_stock,stock_signal_date,lag_bdays,stock_entry_price,price_at_sector_signal,pct_change_by_sector_signal
石油・石炭製品,2024-03-25,5015,2023-09-20,133,908.0,985.0,8.48
石油・石炭製品,2025-02-10,5011,2024-09-09,110,2456.0,2279.0,-7.21
石油・石炭製品,2025-07-07,5011,2024-12-19,142,2555.0,2432.0,-4.81
ゴム製品,2002-03-29,5110,2001-10-31,107,599.0,493.0,-17.7
ゴム製品,2003-02-04,5110,2002-08-05,131,536.0,447.0,-16.6
ゴム製品,2004-01-20,5105,2003-08-21,108,492.0,488.0,-0.81
ゴム製品,2004-06-17,5110,2003-12-23,127,577.0,946.0,63.95
ゴム製品,2005-01-26,5189,2004-09-01,105,1200.0,1190.0,-0.83
ゴム製品,2006-10-03,5108,2006-04-04,130,1255.0,1200.0,-4.38
ゴム製品,2007-03-09,5105,2006-08-31,136,1034.0,1018.0,-1.55
ゴム製品,2007-07-04,5161,2007-01-04,129,725.0,776.0,7.03
ゴム製品,2008-05-22,5162,2007-11-07,141,663.0,461.0,-30.47
ゴム製品,2009-03-30,5192,2008-12-17,73,938.0,816.0,-13.01
ゴム製品,2010-01-14,5162,2009-06-29,143,280.0,263.0,-6.07
ゴム製品,2010-03-08,5122,2009-08-21,141,1765.0,1865.0,5.67
ゴム製品,2010-12-06,5189,2010-08-02,90,1040.0,925.0,-11.06
ゴム製品,2011-07-07,5199,2011-01-25,117,1380.0,1250.0,-9.42
ゴム製品,2012-02-20,5162,2011-08-09,139,262.0,270.0,3.05
ゴム製品,2012-08-31,5195,2012-02-14,143,626.0,542.0,-13.42
ゴム製品,2012-12-19,5101,2012-07-05,119,1192.0,1190.0,-0.17
ゴム製品,2013-10-11,5110,2013-07-19,60,1782.0,1425.0,-20.03
ゴム製品,2013-11-08,5110,2013-07-19,80,1782.0,1297.0,-27.22
ゴム製品,2014-03-10,5162,2013-09-04,133,295.0,385.0,30.51
ゴム製品,2014-06-16,5108,2013-11-29,141,1875.0,1823.0,-2.77
ゴム製品,2015-12-22,5185,2015-06-05,142,1247.0,1052.0,-15.64
ゴム製品,2016-06-01,5184,2015-11-16,142,1230.77,1106.15,-10.13
ゴム製品,2017-03-07,5189,2016-08-23,140,1750.0,2090.0,19.43
ゴム製品,2017-09-29,5122,2017-03-21,138,5440.0,5855.0,7.63
ゴム製品,2018-06-01,5108,2017-12-18,119,2613.5,2180.0,-16.59
ゴム製品,2019-03-05,5105,2018-08-27,136,1846.0,1374.0,-25.57
ゴム製品,2019-04-29,5108,2018-10-15,140,2133.0,2178.5,2.13
ゴム製品,2019-11-14,5121,2019-05-07,137,453.0,462.0,1.99
ゴム製品,2020-06-04,5161,2019-11-26,137,942.5,650.0,-31.03
ゴム製品,2021-03-25,5161,2020-09-15,137,665.0,773.0,16.24
ゴム製品,2021-06-04,5101,2020-11-24,138,1604.0,2321.0,44.7
ゴム製品,2021-09-09,5185,2021-02-25,140,669.0,1035.0,54.71
ゴム製品,2022-05-31,5186,2021-12-10,122,2912.0,2816.0,-3.3
ゴム製品,2022-11-24,5192,2022-05-19,135,2759.0,3540.0,28.31
ゴム製品,2023-01-27,5162,2022-07-29,130,544.0,518.0,-4.78
ゴム製品,2024-11-20,5192,2024-05-13,137,4440.0,4180.0,-5.86
ゴム製品,2025-03-18,5122,2024-09-04,139,5190.0,5260.0,1.35
ゴム製品,2025-05-28,5121,2024-11-18,137,1530.0,1387.0,-9.35
ガラス・土石製品,2002-03-20,5337,2001-10-26,103,453.0,407.0,-10.15
ガラス・土石製品,2003-02-12,5341,2002-07-29,142,820.0,1080.0,31.71
ガラス・土石製品,2003-06-05,5282,2002-11-22,139,385.0,347.0,-9.87
ガラス・土石製品,2003-12-30,5331,2003-06-16,141,1780.0,1905.0,7.02
ガラス・土石製品,2004-06-25,5273,2003-12-17,137,279.0,352.0,26.16
ガラス・土石製品,2004-07-08,5333,2003-12-29,138,800.0,856.0,7.0
ガラス・土石製品,2004-12-03,5269,2004-06-18,120,203.0,383.0,88.67
ガラス・土石製品,2005-06-22,5202,2004-12-08,140,3990.0,4380.0,9.77
ガラス・土石製品,2006-08-29,5202,2006-03-20,116,6280.0,5620.0,-10.51
ガラス・土石製品,2006-12-25,5285,2006-06-19,135,183.0,117.0,-36.07
ガラス・土石製品,2007-06-28,5337,2006-12-18,138,468.0,387.0,-17.31
ガラス・土石製品,2007-09-27,5287,2007-03-15,140,400.0,400.0,0.0
ガラス・土石製品,2008-05-01,5288,2007-10-18,140,1040.0,655.0,-37.02
ガラス・土石製品,2009-04-03,5332,2008-09-25,136,1610.0,1100.0,-31.68
ガラス・土石製品,2009-11-06,5341,2009-04-20,144,190.0,400.0,110.53
ガラス・土石製品,2009-12-22,5216,2009-06-10,139,86.0,75.0,-12.79
ガラス・土石製品,2010-10-06,5363,2010-03-24,140,211.0,212.0,0.47
ガラス・土石製品,2011-12-30,5302,2011-06-27,134,2280.0,2160.0,-5.26
ガラス・土石製品,2012-03-16,5232,2011-08-29,144,2390.0,2380.0,-0.42
ガラス・土石製品,2012-11-30,5384,2012-05-17,141,365.33,592.33,62.14
ガラス・土石製品,2014-06-23,5386,2013-12-05,142,420.0,442.0,5.24
ガラス・土石製品,2014-09-22,5268,2014-03-11,139,699.0,674.0,-3.58
ガラス・土石製品,2014-12-09,5333,2014-06-03,135,2164.0,2564.0,18.48
ガラス・土石製品,2015-11-13,5233,2015-05-07,136,3850.0,4130.0,7.27
ガラス・土石製品,2016-05-10,5268,2015-10-28,139,664.0,582.0,-12.35
ガラス・土石製品,2016-07-28,3110,2016-02-24,111,1835.0,1865.0,1.63
ガラス・土石製品,2017-05-08,5204,2016-10-20,142,1650.0,2160.0,30.91
ガラス・土石製品,2018-05-17,5273,2017-11-01,141,2702.0,2568.0,-4.96
ガラス・土石製品,2019-03-05,5393,2018-08-22,139,2854.0,2203.0,-22.81
ガラス・土石製品,2019-09-20,4026,2019-03-04,144,787.0,769.0,-2.29
ガラス・土石製品,2020-05-21,5233,2019-11-06,141,3205.0,2553.0,-20.34
ガラス・土石製品,2021-04-02,5282,2020-09-14,144,365.0,411.0,12.6
ガラス・土石製品,2021-09-02,5269,2021-02-16,142,366.0,305.0,-16.67
ガラス・土石製品,2022-04-13,5386,2021-09-27,142,415.0,396.0,-4.58
ガラス・土石製品,2022-06-01,5218,2021-11-15,142,1519.0,1240.0,-18.37
ガラス・土石製品,2022-06-30,5237,2021-12-14,142,700.0,725.0,3.57
ガラス・土石製品,2022-07-27,5237,2022-01-11,141,710.0,722.0,1.69
ガラス・土石製品,2023-02-13,5310,2022-07-29,141,3040.0,4180.0,37.5
ガラス・土石製品,2023-11-07,5310,2023-04-25,140,3965.0,5130.0,29.38
ガラス・土石製品,2025-06-10,5301,2024-11-25,141,921.9,1005.5,9.07
ガラス・土石製品,2025-11-27,5202,2025-05-14,141,426.0,500.0,17.37
鉄鋼,2002-03-18,5463,2001-10-02,119,483.33,454.33,-6.0
鉄鋼,2003-01-17,5697,2002-07-24,127,351.0,256.0,-27.07
鉄鋼,2004-06-21,5659,2003-12-18,132,295.0,411.0,39.32
鉄鋼,2004-09-03,5458,2004-02-16,144,1200.0,1540.0,28.33
鉄鋼,2005-01-19,5609,2004-07-06,141,1320.0,1470.0,11.36
鉄鋼,2005-08-12,5408,2005-01-28,140,4120.0,5270.0,27.91
鉄鋼,2006-08-28,5480,2006-02-14,139,4810.0,5130.0,6.65
鉄鋼,2008-03-14,5563,2007-09-19,127,888.0,879.0,-1.01
鉄鋼,2008-05-13,5476,2007-10-30,140,2740.0,1770.0,-35.4
鉄鋼,2009-04-08,5609,2009-01-05,67,1260.0,990.0,-21.43
鉄鋼,2010-01-20,5697,2009-07-06,142,373.0,398.0,6.7
鉄鋼,2010-03-18,5423,2009-09-03,140,1202.0,1127.0,-6.24
鉄鋼,2010-09-29,5406,2010-03-15,142,1820.0,2010.0,10.44
鉄鋼,2010-12-16,5695,2010-07-07,116,1250.0,1285.0,2.8
鉄鋼,2011-07-26,5423,2011-01-11,140,983.0,820.0,-16.58
鉄鋼,2012-01-25,5563,2011-07-11,142,516.0,379.0,-26.55
鉄鋼,2012-12-03,5602,2012-07-09,105,426.0,560.0,31.46
鉄鋼,2013-08-07,5484,2013-01-22,141,870.0,1020.0,17.24
鉄鋼,2013-09-20,5603,2013-05-09,96,1900.0,2200.0,15.79
鉄鋼,2014-04-22,5609,2013-10-04,142,1150.0,1610.0,40.0
鉄鋼,2015-01-05,5563,2014-06-19,142,291.0,295.0,1.37
鉄鋼,2015-02-18,5542,2014-08-12,136,308.5,447.0,44.89
鉄鋼,2015-05-14,5658,2014-11-11,132,337.0,325.0,-3.56
鉄鋼,2015-11-18,5410,2015-05-12,136,2110.0,2330.0,10.43
鉄鋼,2016-08-12,5542,2016-02-29,119,516.5,815.0,57.79
鉄鋼,2017-07-21,5446,2017-02-28,103,1285.0,1363.0,6.07
鉄鋼,2017-12-21,5406,2017-06-07,141,1039.0,1061.0,2.12
鉄鋼,2018-06-12,5410,2017-12-07,133,2217.0,2380.0,7.35
鉄鋼,2019-03-28,5408,2018-09-26,131,741.0,499.0,-32.66
鉄鋼,2019-07-23,5542,2019-02-15,112,641.0,599.0,-6.55
鉄鋼,2019-10-15,5423,2019-03-29,142,962.0,856.0,-11.02
鉄鋼,2020-09-03,5446,2020-06-01,68,1187.0,1171.0,-1.35
鉄鋼,2021-07-27,5410,2021-01-14,138,2047.0,1660.0,-18.91
鉄鋼,2022-02-22,5644,2021-08-10,140,2214.0,2175.0,-1.76
鉄鋼,2022-08-18,5408,2022-01-31,143,429.0,577.0,34.5
鉄鋼,2022-11-04,5612,2022-04-20,142,1051.0,929.0,-11.61
鉄鋼,2024-05-21,5471,2023-11-20,131,1323.2,1608.0,21.52
鉄鋼,2024-07-19,5699,2024-01-04,141,1166.0,1216.0,4.29
鉄鋼,2024-11-22,5461,2024-05-27,129,2735.0,2190.0,-19.93
鉄鋼,2025-05-23,5603,2024-11-08,140,1143.0,1090.0,-4.64
鉄鋼,2025-11-21,5491,2025-05-14,137,731.0,784.0,7.25
非鉄金属,2002-04-03,5714,2001-10-30,111,2305.0,2845.0,23.43
非鉄金属,2002-12-26,5715,2002-06-12,141,1140.0,550.0,-51.75
非鉄金属,2003-02-04,5726,2002-07-31,134,563.75,306.25,-45.68
非鉄金属,2003-06-13,5721,2002-12-02,139,820.0,630.0,-23.17
非鉄金属,2004-01-16,5729,2003-07-04,140,1555.0,1535.0,-1.29
非鉄金属,2004-06-30,5706,2003-12-24,135,4290.0,5090.0,18.65
非鉄金属,2004-08-31,5852,2004-02-27,132,755.0,1235.0,63.58
非鉄金属,2004-11-25,5714,2004-06-21,113,3075.0,3370.0,9.59
非鉄金属,2005-06-28,5706,2004-12-29,129,4520.0,5130.0,13.5
非鉄金属,2006-08-31,5802,2006-04-05,106,1957.0,1515.0,-22.59
非鉄金属,2006-12-25,5852,2006-07-04,124,2945.0,3480.0,18.17
非鉄金属,2007-02-14,5713,2006-07-31,142,3266.0,3522.0,7.84
非鉄金属,2007-10-22,5702,2007-05-10,117,870.0,460.0,-47.13
非鉄金属,2008-05-06,5726,2007-10-29,136,10000.0,6960.0,-30.4
非鉄金属,2009-04-09,1491,2008-10-02,135,580.0,620.0,6.9
非鉄金属,2010-01-14,5721,2009-07-01,141,40.0,30.0,-25.0
非鉄金属,2010-03-08,5753,2009-08-26,138,1090.0,1130.0,3.67
非鉄金属,2010-10-01,5711,2010-03-15,144,2540.0,2370.0,-6.69
非鉄金属,2011-04-22,5711,2010-10-12,138,2540.0,2700.0,6.3
非鉄金属,2012-02-09,5729,2011-07-25,143,1535.0,1410.0,-8.14
非鉄金属,2012-10-10,5820,2012-03-29,139,278.33,255.0,-8.38
非鉄金属,2012-11-05,5820,2012-07-06,86,291.67,260.0,-10.86
非鉄金属,2012-11-07,5820,2012-07-06,88,291.67,258.33,-11.43
非鉄金属,2012-11-21,5820,2012-07-06,98,291.67,263.33,-9.71
非鉄金属,2014-06-02,5857,2013-11-14,142,873.0,870.0,-0.34
非鉄金属,2014-12-09,5707,2014-05-23,142,3510.0,3960.0,12.82
非鉄金属,2016-05-16,5703,2015-11-05,137,2130.0,2090.0,-1.88
非鉄金属,2016-08-10,5801,2016-03-10,109,2630.0,2660.0,1.14
非鉄金属,2017-07-04,5753,2017-01-13,122,1078.0,1152.0,6.86
非鉄金属,2019-03-04,5721,2018-08-27,135,81.0,64.0,-20.99
非鉄金属,2019-10-07,5721,2019-03-28,137,64.0,52.0,-18.75
非鉄金属,2020-06-05,5742,2019-11-18,144,860.0,825.0,-4.07
非鉄金属,2021-09-09,5721,2021-02-25,140,44.0,34.0,-22.73
非鉄金属,2022-01-04,5805,2021-07-02,132,1844.0,1810.0,-1.84
非鉄金属,2022-09-09,5703,2022-03-02,137,1911.0,1631.0,-14.65
非鉄金属,2022-11-25,5803,2022-05-17,138,746.0,1137.0,52.41
非鉄金属,2023-01-31,5742,2022-07-20,139,817.0,785.0,-3.92
非鉄金属,2023-03-31,5707,2022-09-12,144,2551.0,2035.0,-20.23
非鉄金属,2023-07-17,1491,2023-01-10,134,600.0,600.0,0.0
非鉄金属,2023-07-24,1491,2023-01-10,139,600.0,600.0,0.0
非鉄金属,2023-11-24,5801,2023-05-08,144,2540.0,2405.5,-5.3
非鉄金属,2024-10-09,5713,2024-03-28,139,4588.0,4391.0,-4.29
非鉄金属,2025-06-05,5858,2024-11-21,140,1177.0,1481.0,25.83
金属製品,2002-03-18,5981,2001-08-31,141,1260.0,840.0,-33.33
金属製品,2002-04-22,7989,2001-10-09,139,625.0,575.0,-8.0
金属製品,2003-01-21,5928,2002-07-09,140,98.0,120.0,22.45
金属製品,2004-02-04,3426,2003-08-01,133,515.0,530.0,2.91
金属製品,2004-02-09,3426,2003-08-01,136,515.0,537.0,4.27
金属製品,2004-03-04,5929,2003-08-19,142,469.0,597.0,27.29
金属製品,2004-07-26,5994,2004-01-19,135,1700.0,1750.0,2.94
金属製品,2004-09-02,5928,2004-02-19,140,225.0,290.0,28.89
金属製品,2005-02-02,5975,2004-07-19,142,750.0,825.0,10.0
金属製品,2005-09-21,5991,2005-03-08,141,750.0,875.0,16.67
金属製品,2007-01-30,3420,2006-07-19,139,700.0,650.0,-7.14
金属製品,2008-05-21,5933,2007-11-13,136,436.0,371.0,-14.91
金属製品,2009-01-23,5987,2008-07-07,144,3040.0,1600.0,-47.37
金属製品,2010-01-22,3436,2009-07-24,130,1732.0,1743.0,0.64
金属製品,2010-12-01,5967,2010-05-25,136,84.5,79.5,-5.92
金属製品,2012-01-19,5900,2011-07-04,143,394.0,363.0,-7.87
金属製品,2012-12-26,5940,2012-06-25,132,780.0,830.0,6.41
金属製品,2013-07-17,5973,2013-01-04,138,446.0,532.0,19.28
金属製品,2014-07-15,5982,2013-12-30,141,919.0,996.0,8.38
金属製品,2014-11-27,5958,2014-05-13,142,1870.0,2030.0,8.56
金属製品,2015-12-07,5933,2015-05-25,140,1158.0,1157.0,-0.09
金属製品,2016-08-12,5918,2016-02-03,137,5470.0,4930.0,-9.87
金属製品,2019-03-22,5929,2018-09-06,141,1295.0,1295.0,0.0
金属製品,2019-08-23,5932,2019-02-04,144,1400.0,1134.0,-19.0
金属製品,2020-10-23,5936,2020-05-01,125,671.0,765.0,14.01
金属製品,2020-12-07,7985,2020-05-22,141,1498.0,1395.0,-6.88
金属製品,2021-08-31,5957,2021-02-16,140,492.0,624.0,26.83
金属製品,2022-08-22,5901,2022-02-08,139,1594.0,1644.0,3.14
金属製品,2022-12-14,5941,2022-05-31,141,1327.0,1744.0,31.42
金属製品,2024-01-05,5950,2023-06-19,144,124.0,110.0,-11.29
金属製品,2025-01-10,5958,2024-06-26,142,3335.0,2923.0,-12.35
金属製品,2025-05-28,3421,2024-11-11,142,1793.0,1713.0,-4.46
機械,2002-03-25,6335,2001-09-06,142,4470.0,3890.0,-12.98
機械,2002-04-03,6208,2001-10-08,127,1330.0,740.0,-44.36
機械,2003-01-22,6346,2002-07-12,138,1540.0,1200.0,-22.08
機械,2003-06-26,6473,2002-12-11,141,547.0,832.0,52.1
機械,2004-01-28,6306,2003-07-17,139,323.0,317.0,-1.86
機械,2004-09-14,6203,2004-03-03,139,1270.0,1270.0,0.0
機械,2005-02-08,6383,2004-07-26,141,179.0,262.33,46.55
機械,2007-01-11,6482,2006-07-03,138,1065.91,959.09,-10.02
機械,2007-04-25,6345,2006-10-09,142,1264.0,1064.0,-15.82
機械,2007-05-07,6269,2006-10-23,140,2855.0,3860.0,35.2
機械,2007-06-25,6408,2006-12-07,142,6320.0,5200.0,-17.72
機械,2007-10-15,6492,2007-04-06,136,6000.0,12780.0,113.0
機械,2007-12-14,6358,2007-05-31,141,1420.0,1085.0,-23.59
機械,2009-01-06,6413,2008-06-30,136,364.75,219.75,-39.75
機械,2009-04-27,6267,2008-11-26,108,860.0,830.0,-3.49
機械,2010-02-03,6419,2009-07-28,136,2930.0,1927.0,-34.23
機械,2010-03-31,6363,2009-09-18,138,1540.0,1881.0,22.14
機械,2010-12-10,6286,2010-06-02,137,499.0,460.0,-7.82
機械,2011-06-24,6136,2010-12-06,144,918.0,1083.0,17.97
機械,2011-09-12,6147,2011-03-22,124,330.0,285.0,-13.64
機械,2012-01-03,6473,2011-06-20,141,1152.0,766.0,-33.51
機械,2013-07-23,6384,2013-01-04,142,302.0,349.0,15.56
機械,2013-10-09,6497,2013-03-25,142,820.0,840.0,2.44
機械,2014-05-19,6400,2013-10-31,142,104.0,119.0,14.42
機械,2014-06-18,6217,2013-12-02,142,1730.0,1500.0,-13.29
機械,2015-02-02,6392,2014-07-17,142,1865.0,1945.0,4.29
機械,2015-11-10,6357,2015-04-27,141,576.0,755.0,31.08
機械,2017-01-11,6240,2016-07-04,137,90.4,257.0,184.29
機械,2017-03-23,6135,2016-09-05,143,3270.0,5090.0,55.66
機械,2017-06-19,6155,2016-12-06,139,747.0,943.0,26.24
機械,2018-05-15,6258,2017-10-31,140,4316.67,2946.67,-31.74
機械,2019-02-15,6161,2018-08-01,142,1297.5,1840.0,41.81
機械,2019-07-10,6159,2019-01-10,129,1408.0,1290.0,-8.38
機械,2019-12-17,6497,2019-06-03,141,1029.0,923.0,-10.3
機械,2020-06-04,6156,2019-11-18,143,1437.0,1365.0,-5.01
機械,2020-12-23,6250,2020-06-08,142,1015.0,1331.0,31.13
機械,2021-06-02,6472,2020-11-16,142,232.0,317.0,36.64
機械,2022-06-07,6235,2021-11-19,142,2420.0,2027.0,-16.24
機械,2023-06-02,6137,2022-11-15,143,416.8,538.0,29.08
機械,2023-07-28,6101,2023-01-11,142,1235.0,1276.0,3.32
機械,2024-04-03,6420,2023-09-20,140,2610.0,3105.0,18.97
機械,2025-01-16,1909,2024-07-01,143,2821.0,4010.0,42.15
機械,2025-07-15,6466,2024-12-27,142,2349.0,2343.0,-0.26
電気機器,2001-11-21,6871,2001-05-08,141,422.5,212.5,-49.7
電気機器,2002-03-05,6835,2001-09-03,131,215.0,368.0,71.16
電気機器,2002-12-13,6824,2002-05-28,143,410.0,395.0,-3.66
電気機器,2003-01-14,6952,2002-07-23,125,695.0,666.0,-4.17
電気機器,2003-05-06,6814,2002-10-21,141,390.0,619.0,58.72
電気機器,2004-01-21,6867,2003-07-09,140,695.0,2210.0,217.99
電気機器,2004-03-31,6757,2003-09-17,140,659.09,1454.55,120.69
電気機器,2004-12-01,6707,2004-05-20,139,7280.0,6460.0,-11.26
電気機器,2005-05-09,6841,2004-10-21,142,1388.0,1378.0,-0.72
電気機器,2005-05-23,6505,2004-11-04,142,1645.0,2185.0,32.83
電気機器,2006-10-31,6588,2006-04-14,142,3125.0,2805.0,-10.24
電気機器,2008-01-15,6981,2007-06-29,142,1030.0,584.44,-43.26
電気機器,2009-01-28,6824,2008-07-14,142,1013.0,860.0,-15.1
電気機器,2009-12-21,6777,2009-06-04,142,250.0,168.0,-32.8
電気機器,2010-03-05,6915,2009-08-17,144,1099.0,1187.0,8.01
電気機器,2010-12-30,6905,2010-06-16,141,1395.0,1203.0,-13.76
電気機器,2011-07-25,6977,2011-01-06,142,950.0,860.0,-9.47
電気機器,2012-02-06,6645,2011-07-21,142,2244.0,1573.0,-29.9
電気機器,2012-11-09,6777,2012-04-25,142,177.0,155.0,-12.43
電気機器,2013-10-01,7735,2013-03-19,140,1072.5,1375.0,28.21
電気機器,2014-06-25,6517,2013-12-09,142,1291.0,1530.0,18.51
電気機器,2014-11-19,6897,2014-05-13,136,222.0,332.0,49.55
電気機器,2015-02-25,6920,2014-08-12,141,312.75,380.75,21.74
電気機器,2015-12-03,6651,2015-05-19,142,2605.0,2148.0,-17.54
電気機器,2016-04-28,6798,2015-10-15,140,5950.0,4530.0,-23.87
電気機器,2016-10-04,6638,2016-03-22,140,612.0,548.0,-10.46
電気機器,2018-01-17,6724,2017-07-03,142,2487.0,2765.0,11.18
電気機器,2018-06-01,6517,2017-11-14,143,1875.0,1933.0,3.09
電気機器,2019-02-21,6678,2018-08-06,143,2076.0,2093.0,0.82
電気機器,2019-09-23,6516,2019-03-07,142,1276.67,1555.0,21.8
電気機器,2020-04-27,6668,2019-10-10,142,806.0,1548.0,92.06
電気機器,2021-06-03,6897,2020-11-16,143,1505.0,1123.0,-25.38
電気機器,2022-08-09,6656,2022-01-24,141,1611.0,1230.0,-23.65
電気機器,2022-11-07,6522,2022-04-21,142,2074.0,1279.0,-38.33
電気機器,2023-01-25,6647,2022-07-14,139,1795.0,1736.0,-3.29
電気機器,2023-11-21,6615,2023-05-08,141,524.0,391.0,-25.38
電気機器,2025-05-27,6965,2024-11-08,142,1765.0,1488.5,-15.67
電気機器,2025-10-09,6503,2025-03-25,142,2922.5,4078.0,39.54
輸送用機器,2002-03-04,6018,2001-09-04,129,445.0,400.0,-10.11
輸送用機器,2003-02-04,7284,2002-07-29,136,1150.0,1000.0,-13.04
輸送用機器,2004-01-14,6016,2003-07-01,141,350.0,556.67,59.05
輸送用機器,2004-03-12,7014,2003-08-26,143,274.0,615.0,124.45
輸送用機器,2005-01-31,7218,2004-07-21,138,1160.0,1665.0,43.53
輸送用機器,2005-07-11,7242,2004-12-23,142,1925.0,1900.0,-1.3
輸送用機器,2006-09-11,7270,2006-02-23,142,617.0,661.0,7.13
輸送用機器,2007-12-28,7201,2007-06-15,140,1361.0,1230.0,-9.63
輸送用機器,2008-05-27,7212,2007-11-16,137,2485.0,1685.0,-32.19
輸送用機器,2009-03-12,7255,2008-08-26,142,890.0,635.0,-28.65
輸送用機器,2010-04-14,7256,2009-10-22,124,238.0,385.0,61.76
輸送用機器,2010-10-05,7208,2010-03-19,142,347.0,324.0,-6.63
輸送用機器,2010-11-25,7228,2010-05-11,142,590.0,560.0,-5.08
輸送用機器,2011-07-19,7255,2011-01-25,125,555.0,573.0,3.24
輸送用機器,2012-02-01,6584,2011-07-19,141,742.0,589.0,-20.62
輸送用機器,2012-08-30,6902,2012-02-13,143,603.25,681.25,12.93
輸送用機器,2012-12-06,7222,2012-05-31,135,853.0,970.0,13.72
輸送用機器,2013-09-19,7228,2013-03-18,133,556.0,750.0,34.89
輸送用機器,2013-12-09,7296,2013-07-09,109,2509.0,2030.0,-19.09
輸送用機器,2014-04-03,7279,2013-09-18,141,2089.0,2672.0,27.91
輸送用機器,2014-05-15,7292,2013-10-29,142,1400.0,1380.0,-1.43
輸送用機器,2015-10-12,7245,2015-04-03,136,1302.0,1113.0,-14.52
輸送用機器,2016-10-14,7217,2016-03-30,142,320.0,210.0,-34.38
輸送用機器,2017-05-24,7012,2016-11-10,139,3150.0,3300.0,4.76
輸送用機器,2017-11-29,6455,2017-05-15,142,1698.0,2082.0,22.61
輸送用機器,2018-06-08,7215,2017-11-28,138,1408.0,1257.0,-10.72
輸送用機器,2019-02-21,7291,2018-08-08,141,1038.0,836.0,-19.46
輸送用機器,2019-06-17,7014,2018-11-29,142,559.0,313.0,-44.01
輸送用機器,2019-10-02,6018,2019-03-18,142,2001.0,1963.0,-1.9
輸送用機器,2020-05-06,6455,2019-10-23,140,1821.0,1596.0,-12.36
輸送用機器,2020-11-09,7277,2020-05-14,127,434.0,448.0,3.23
輸送用機器,2021-04-05,7217,2020-09-23,138,286.0,564.0,97.2
輸送用機器,2021-07-07,7255,2020-12-21,142,495.0,500.0,1.01
輸送用機器,2022-08-22,7208,2022-02-03,142,744.0,718.0,-3.49
輸送用機器,2023-02-13,7218,2022-07-28,142,616.0,669.0,8.6
輸送用機器,2023-04-21,7215,2022-10-26,127,604.0,591.0,-2.15
輸送用機器,2023-06-16,7271,2022-11-28,144,737.0,945.0,28.22
輸送用機器,2023-11-15,7247,2023-05-02,141,341.0,435.0,27.57
輸送用機器,2024-03-19,7222,2023-09-04,141,934.0,968.0,3.64
輸送用機器,2025-03-12,7205,2024-08-29,139,439.8,468.8,6.59
輸送用機器,2025-05-08,7294,2024-10-23,141,1141.0,974.0,-14.64
輸送用機器,2025-10-24,6018,2025-05-12,119,2534.0,3500.0,38.12
精密機器,2001-12-12,4543,2001-07-03,116,279.38,190.12,-31.95
精密機器,2003-01-13,7743,2002-07-08,135,110.0,75.67,-31.21
精密機器,2003-04-10,7744,2002-09-30,138,936.67,1166.67,24.56
精密機器,2004-01-27,7771,2003-08-14,118,181.0,228.0,25.97
精密機器,2004-03-31,7725,2003-09-16,141,2960.0,3690.0,24.66
精密機器,2004-06-17,7771,2003-12-23,127,223.0,312.0,39.91
精密機器,2004-11-29,7702,2004-06-15,119,684.0,636.0,-7.02
精密機器,2005-02-23,7719,2004-09-03,123,1060.0,2420.0,128.3
精密機器,2005-05-30,7711,2004-11-12,141,301.0,620.0,105.98
精密機器,2007-06-20,7721,2006-12-18,132,1335.0,1450.0,8.61
精密機器,2008-05-14,7716,2007-10-29,142,953.33,750.67,-21.26
精密機器,2009-03-23,7774,2008-11-14,91,402.5,283.0,-29.69
精密機器,2009-12-29,7774,2009-06-17,139,387.5,282.0,-27.23
精密機器,2010-04-08,7723,2009-11-11,106,893.33,956.67,7.09
精密機器,2010-12-02,5187,2010-06-28,113,859.0,838.0,-2.44
精密機器,2011-12-27,7707,2011-06-10,142,276.5,143.5,-48.1
精密機器,2012-02-02,7721,2011-07-21,140,615.0,820.0,33.33
精密機器,2012-09-05,7740,2012-02-20,142,290.0,325.0,12.07
精密機器,2012-11-08,7743,2012-06-11,108,88.67,288.33,225.19
精密機器,2013-10-29,7771,2013-05-07,125,89.0,103.0,15.73
精密機器,2013-12-12,7740,2013-05-29,141,299.25,291.0,-2.76
精密機器,2013-12-24,7730,2013-07-09,120,406.11,388.33,-4.38
精密機器,2013-12-27,7730,2013-07-09,123,406.11,394.44,-2.87
精密機器,2014-06-20,7731,2013-12-09,139,2004.0,1592.0,-20.56
精密機器,2014-09-12,7733,2014-02-28,140,856.25,958.75,11.97
精密機器,2014-11-21,7727,2014-05-12,139,183.0,335.0,83.06
精密機器,2015-11-06,7711,2015-04-20,144,921.0,720.0,-21.82
精密機器,2016-05-20,7729,2015-11-02,144,2735.0,2538.0,-7.2
精密機器,2017-10-27,7719,2017-04-14,140,470.0,370.0,-21.28
精密機器,2018-01-23,7979,2017-07-14,137,666.0,728.5,9.38
精密機器,2019-02-18,7731,2018-08-08,138,2100.0,1754.0,-16.48
精密機器,2019-08-21,7725,2019-02-04,142,2355.0,1907.0,-19.02
精密機器,2020-06-04,7731,2019-11-18,143,1521.0,1007.0,-33.79
精密機器,2021-05-28,7745,2020-11-12,141,798.0,1039.0,30.2
精密機器,2022-08-08,7727,2022-02-15,124,271.0,559.0,106.27
精密機器,2023-02-16,7741,2022-08-09,137,14170.0,13710.0,-3.25
精密機器,2023-03-24,7777,2022-09-09,140,352.0,223.0,-36.65
