mapping_name,mapping_ja,earnings_pre_days,dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct,phase_pnl
practical_phase_adaptive_v31_pre_earnings3,実務向け局面切替v3.1_決算前3営業日,3,q2_2024,2978500.505065918,-0.7166498311360625,48,-10.38156982833901,"{'capitulation_end': -157200.0, 'crash': 100948.32232666016, 'high_vol': 81682.08129882812, 'normal': -88346.748046875, 'overheated_range': -6111.650390625, 'stable': -6838.1749267578125, 'surge': 0.0, 'uptrend': 54366.6748046875}"
practical_phase_adaptive_v31_pre_earnings3,実務向け局面切替v3.1_決算前3営業日,3,q3,3656422.3006591806,21.88074335530603,36,-2.038796561503231,"{'high_vol': 117724.50000000047, 'normal': 18794.3740234375, 'overheated_range': 34860.31298828125, 'settling': 210687.0, 'stable': -71881.6259765625, 'uptrend': 346237.7396240239}"
practical_phase_adaptive_v31_pre_earnings3,実務向け局面切替v3.1_決算前3営業日,3,q4,3576879.80053711,19.229326684570335,26,-3.742335347350534,"{'high_vol': 535504.1501464844, 'normal': 50653.150390625466, 'stable': -7777.5, 'surge': -1500.0, 'uptrend': 0.0}"
practical_phase_adaptive_v31_pre_earnings3,実務向け局面切替v3.1_決算前3営業日,3,4q2,3287411.000000001,9.580366666666706,44,-10.323913338502633,"{'crash': -210634.0, 'high_vol': 62892.50000000093, 'normal': 226129.0, 'settling': 110064.5, 'surge': 93500.0, 'uptrend': 5459.0}"
