weak_uptrend_take_profit_pct,total_return_pct,q2_2024_return_pct,4q2_return_pct
8,-1.3118575297037638,-6.123748311360677,3.5000332519531607
6,-1.3118575297037638,-6.123748311360677,3.5000332519531607
5,-1.4265575297037647,-6.123748311360677,3.270633251953159
4,-1.6632241963704275,-6.123748311360677,2.7972999186198333
