ticker,company_name,sector,best_variant,theme_text_regenerated
2415.T,ヒューマンホールディングス,サービス業,theme_bodyleft,ー 7 仕 9 7.1 例 .11 一 三 和 . カ OA) → ー 1 1 【 株 式 】 & 10 行 【 株 1 4745 名 く 幻 コ 〉 庸 1 正 ヾ ア レ ン ツ 幻 7 1 俿 ー 3 18 9 Ⅱ 己 資 本 1 肥 オ フ ィ ス あ ぐ り 4 」 1 1 一 響 「 1 品 1 【 指 標 等 】 く 4 ・ 3 〉 絢 ハ ー ヴ ェ ス ト % ( ) 石 12 石 ⅸ 益 ( 幻 ① 57 【 役 員 】 网 佐 藤 耕 ・ 供 膽 藤 1 1 11 調 ー 株 益 高 安 呂 ・ ROE 14 予 1 ー く 円 > 第 : 勳 橆 、
1438.T,岐阜造園,建設業,theme_bodyleft,"ー 5 住 4 1 位 11 - 諸 よ カ 舸 → ( 13 り ー 7 7.0 【 株 式 】 & 四 飛 【 株 7 4.3 > Ⅱ 己 資 本 3 : 株 会 4 : 9 恥 142 い 同 会 社 小 栗 達 弘 オ フ ィ ス 儕 ( ・ 3 ) 1 1 阪 ] 奐 水 ハ ッ ス 2 料 幻 9 10 よ ー 幻 4 14 1 【 指 標 等 】 く の 小 栗 鬻 22 ー 7 例 冪 、 ( 。 年 社 , 、 ) 柵 品 ー 嚼 円 韻 益 ( な の 幻 1 刈 幻 18 幻 ROA & 予 7 く 円 > : 勳 橆"
3608.T,ＴＳＩホールディングス,繊維製品,theme_bodyleft,"を 9 ー 2 1 & 1 2 事 1 東 P ー 7 Ⅱ 己 資 本 ー み ほ 銀 行 2 4 」 1 ー 生 2 〉 A Ⅵ ・ ジ ャ , ン ・ オ ポ チ 、 = テ 日 マ ス タ ー 日 9 ー 5 ・ 日 第 ー ム 4 高 安 ま 比 0 0 0 咫 ー 4 0 響 「 9 : 2 CEPLUX イ ン デ イ ベ ン デ ン 6 3 【 指 標 等 】 く 4 ・ 2 〉 ト U ロ 爲 ・ 肥 3 ( ) 高 統 安 日 ・ ・ ROE 5 脇 A Ⅵ グ ロ ー パ ル ト ラ ス ト 2 81 6 認 ROA 6 ー 予 ー 29 9 % 7 調 株 益 一 円 住 友 不 動 産 ム 5 四 9 83 訂 韻 益 ( 幻 2 ) 4 9 く 外 国 月 9. く 浮 動 株 〉"
3003.T,ヒューリック,不動産業,theme_bodyleft,"2 ー 冊 .1 19. 幻 .1 幻 .11 東 P 4 ー 5 108 聞 ) (OA) 高 ー 7 仕 9 7 【 株 式 】 & 767 7 飛 【 株 1 朝 別 な な ー 幻 庸 1 阪 日 本 マ ス グ ヨ ー ー 冊 !) 75 71 記 資 本 鬪 蘢 響 ス 安 本 比 安 田 不 動 産 78 4 ー 1 14 4 【 指 標 等 】 く 肥 〉 日 本 カ ス ト デ ィ 信 託 ロ 高 安 呂 ・ ROE 1 予 12 ハ 4 ( ) 1 5441 ROA 予 よ ハ く 国 月 4. 筏 ー ー ー 5 ー 調 整 ー 株 益 ー く 財 0 、 定 15 ー 111 ( な 肥 ) , 6 【 、 員 ょ 内 油 三 郎 供 前 田 資 ー ト ・ 隆 準 琳 元 1 劇 ト ・ 凛 ム 全 宮 局 ⅱ ・ リ 日 秀 雄 ・ ・ 、 年 1 ま 年 、 、 155 、"
