ticker,company_name,sector,best_variant,theme_text_regenerated
3452.T,ビーロット,不動産業,theme_bodyleft,"ー 7 趾 4 2 Ⅱ 給 5 舸 → 45 カ OA) Ⅱ 3 43 岡 5 【 指 標 等 】 く 肥 〉 ! 月 文 恵 ( 1 響 「 48 知 4 楽 大 証 券 圏 石 7 気 82 自 社 0 ' 株 「 1 ) 4 本 比 24 宮 内 誠 110 Ⅱ 己 資 本 14 , 0 日 本 マ ス タ ヨ 山 1 1 50 , 第 一 シ ル ク ・ キ ャ ビ タ ル 1 & ー 1G3 & ー 17 新 い 同 会 社 エ ム ア ン ド エ ム 月 雑 博 加 2 ( 1) 第 材 1 【 株 式 】 & , 0 認 【 株 ) 珥 7 名 く な 肥 〉 庸 1 ・ 、 年 双 5 年 満 2.IS) 韻 益 ( な 肥 ) 3 , 四 7"
3708.T,特種東海製紙,パルプ・紙,theme_wide,"3 【 株 式 】 ー 俐 【 株 ド コ . 4 日 - マ ス タ 日 ⅱ 4 務 ) く 2 〉 市 中 建 物 ー 0 → ー ー . 5 き 比 事 57 静 第 銀 行 , 輛 日 本 カ ス ト デ ィ 龜 ー 利 会 今 00 「 0 0 0 07 、 有 げ 1 4 竹 24 ー 3 【 指 標 等 】 〉 ト ー モ ク 24 3 4 あ 例 ROA ー く 投 信 〉 4"
2206.T,江崎グリコ,食料品,theme_bodyleft,"ー 7 【 株 式 】 & 1 021 1 ↓ 1 19. 東 P 2 1 ー 5 ー 36 分 1 → 1.1 分 1 → 1 健 → ー 高 4 【 株 丿 , 14 く な 肥 〉 庸 1 1 婦 乢 4 安 川 3 響 8 大 保 険 ン ス 0 自 社 共 栄 ム 7 , 行 3 ・ ( 5 【 指 標 等 】 く 肥 〉 大 日 本 印 刷 4 7 4 ロ 0 3 丘 ー 289 4.2 1 2 1 ム 6 1 ( ム 3 ) 高 安 呂 ・ 2 4 引 8 4 加 1 4 43. ) 4 402 国 人 ROE ー 予 4 ・ オ ー エ ム 例 ・ エ ス エ ス ビ ー ・ ク ラ イ ア ROA ー 予 ン ト オ ム コ ミ ス 1 俿 ( ー 5 ) 調 整 ー 株 益 最 高 0 鼠 3 ) 幻 , く 信 〉 7.7 第 ・ 定 7.4 、"
1885.T,東亜建設工業,建設業,theme_bodyleft,"ー 分 -1 4 4 8 △ .0 4.5 【 株 式 】 & 87 , 9 爲 【 株 第 向 3 行 名 く 幻 コ 〉 庸 Ⅱ 己 資 本 一 太 羇 〒 髢 メ ン 1 4. 1 4 東 高 安 ま 比 、 0 ー 婆 叫 ' 命 保 険 , 0 9 亠 1 物 「 柮 会 圏 【 指 標 等 】 く h.3 〉 み す ほ 銀 行 2 ー 一 一 1 調 整 ー 株 益 1 儺 4 421 最 佩 3 ) 15 6 【 役 員 盟 0 早 川 毅 日 廣 瀬 虹 一 資 な 网 な 中 柴 羇 、 本 多 漿 人 高"
1420.T,サンヨーホームズ,建設業,theme_bodyleft,"ー 7 △ 1 身 121 1 4 東 S ロ 、 4.8 第 → ー 7 f) OA) 3 5 【 株 式 】 & ー 6 飛 【 株 主 1 均 , 名 閉 コ 〉 庸 第 1 阪 L ー X ー L 310 幻 5 オ リ ッ ク ス 1 ー ま 2 生 3 > 而 関 西 電 力 1 Ⅱ . 1 10.3 Ⅱ 己 資 本 , 日 本 カ ス ト デ ィ 銀 行 78 2 714 4 【 指 標 等 】 く 4 ・ 3 〉 仆 友 牛 命 保 険 5 ( o.3) ス ヾ 高 安 日 ・ ROE ー ん く 円 メ ー : 勳 橆 & 4 れ 4 調 株 益 743 7 1 韻 益 ( 143 1 9 【 役 員 田 中 戉 典 供 舩 岡 戸 年 00 、 ( 0 年 満 、 0 ) 、 チ .. 福 井 江 治 い を 高 和 則 ・ 田"
1787.T,ナカボーテック,建設業,theme_wide,& 5 【 株 式 】 %. 4 公 4 5 ー 自 社 取 引 ・ - 持 株 会 書 2 → ー 安 き 比 事 な 日 本 霙 険 東 ⑤ 火 川 6 崩 会 社 リ イ ズ 5 0 リ 友 孀 託 銀 行 4 24 ー ー 【 指 標 等 】 く 〉 リ H 銀 行 4 龕 統 一 安 統 日 ・ ROE ー 予 ー く 外 〉 (L3s : 24 3 4 ー ROA 7 試 ー 信 〉 凹 3
2269.T,明治ホールディングス,食料品,theme_bodyleft,"ー 5 ー 7 2 1 1 & 1 東 P ー → 石 務 く 生 3 〉 而 日 ・ カ ス ト ア イ 信 託 ロ Ⅱ 己 資 本 746 , 日 本 生 命 保 険 高 安 比 0 ・ = ← = ← 0 ー ← 00 、 = 、 籾 4 【 指 標 等 】 く 4 ・ 3 〉 高 安 呂 ・ ROE & 俺 ハ 2 ROA 4 予 4 脇 JP モ ル ン ・ チ ェ ー ス ・ バ 3 2 却 1 調 整 ー 株 益 一 円 ン ク 7 7 ( ー 2 ) 認 ー 最 高 ( 3 ) , 7 く 外 国 〉 く 浮 動 株 月 & く ~ 信 月 旧 ー に ' ハ fiIit)J„ll 村 ト 林"
1981.T,協和日成,建設業,theme_bodyleft,"ー 7 7.4 引 : 仇 74 ・ f0-9 FJ ー 4 い Ⅱ 己 資 本 18 , 四 7 12 441 1 【 株 式 】 & 乢 飛 【 株 和 4.3 〉 庸 高 安 ま 比 、 ナ 0 49 4.2 5 三 ) 日 ド 友 銀 行 和 3 1 留 駕 跖 12 【 指 標 等 】 く 肥 43 〉 北 村 眞 肥 加 1 最 純 益 ( 21 ① 1 , 72 ー 加 12 囀 1 調 ー 株 益"
3107.T,ダイワボウホールディングス,卸売業,theme_bodyleft,"ー 7 1 17.1 幻 . 4 東 P 9.5 三 都 (OA 第 0 → 1 9.5 4 【 指 標 等 】 く 4 ・ 3 〉 ス テ ー ト ・ ス ト リ ー ト ・ バ ン ク & ト ー 圏 0 響 「 % , 网 ス ・ ア カ ウ ン ト 2 Ⅱ ( 幻 ) Ⅱ 己 資 本 1 引 , 9 認 ン ク ー ( の 4 , JP モ ル ン ・ チ ェ ー ス ・ バ 1 1 匯 既 日 【 株 式 】 & , 3 【 株 1 名 く 幻 コ 〉 庸 高 安 呂 ・ ROE 予 1 ー ラ ス ト 1 石 ー 2 % 76 ROA 1. 脇 予 5 山 険 合 銀 行 1 一 調 整 ー 株 益 一 円 JP モ ル ガ ン ・ チ ェ ー ス ・ バ 95 7 ( 幻 .3 ) 5 ン ク ー 1 ( 4 ) 人 ・ 24 第 、 & 設 備 資 2 , 9 ー く 国 〉 、 << 勲 、"
2689.T,オルバヘルスケアホールディングス,卸売業,theme_bodyleft,"9.4 ー 7 値 0 4 1 【 株 式 】 & 0 阪 マ ス プ 一 材 飛 【 株 主 )G, 石 1 名 く な 肥 〉 庸 8.1 東 S 2 料 ー 諸 間 カ 2 f) Ⅱ 己 資 本 10 , 中 銀 行 3 り 幻 4.4 本 比 事 な 鵯 リ 本 カ ス ト デ ィ 信 出 」 21 10,095 本 マ ! ら 当 読 ロ 18 四 亠 い 4 物 「 側 い 銀 行 16 ム 6 【 指 標 等 】 く 6 〉 前 島 洋 平 15 ( ) 高 師 安 呂 ・ ・ ROE 14 ー 予 1 ー く 円 > 1 ー : 勳 橆 ・ 5 、 2 1 2 1 調 ー 株 益 Ä)03 11 韻 益 ( 6 ) 1 , 戸 年 0 、 ( 0 年 高 、 5 ー : 1 ~ 1 帋 幇 ( 屮"
2999.T,ホームポジション,不動産業,theme_bodyleft,"2. 東 誕 s ー 5 舸 → 4 り OA) 4 5 ( 8 44 ム 6 国 人 ・ 9. 58 491 2 3 幻 高 安 日 ・ ー 7 柵 17 最 純 益 ( 17 ) 4 ROA 0 ー ト 2 く ROE 2 予 JP モ ル ガ ン 誕 4 物 「 誕 券 7 ロ 9 S B 一 証 券 Ⅱ 9 本 比 ー 自 社 従 業 員 持 株 会 2 Ⅱ 己 資 本 3 , 6 石 野 村 証 券 16 2 13 , カ プ コ ム 券 よ 4 31. ー 伴 野 ア セ ッ ト マ ネ ジ メ ン ト く 肥 生 1 伴 野 博 z ( 4 ) 【 株 式 】 & 5 , 【 株 け 約 梺 認 名 閉 2 〉 庸"
2819.T,エバラ食品工業,食料品,theme_bodyleft,0 11 17. 東 S 03 、 2 料 4.0 6.9 【 株 式 】 & 10 4 飛 【 株 け : り 7 名 く 幻 コ ー 7 3 ー 4 【 指 標 等 】 く 爨 〉 今 険 8 4 昭 27N0 響 「 ' 2 JP モ ル ガ ン 装 券 12 い 高 安 比 0 、 横 浜 銀 行 150(h) 第 カ 1 1 阪 KMST IIOLDINGSBJ → 1 2 B7() 四 1 2810 1 調 株 益 17 1 韻 益 ( .3 ) ル ー 嶂 柵 い 物
1929.T,日特建設,建設業,theme_bodyleft,"121 2 れ 東 P 2 料 7 第 → 1 高 Ⅱ 8 2 ー 7 【 株 式 】 & 41 , 7 【 株 主 1 物 珥 閉 ① 庸 4 , 31 1 ] 工 ー エ メ ホ ー ル デ ン グ 安 比 00 自 0 持 株 協 0 会 ( 0 ) 901(1 響 「 , 4 マ ネ ー & ア セ ッ ツ 2 0.9 0 、 0. 、 0 【 指 標 等 】 = 、 0 ぐ ' 00 ぎ ・ 券 挈 ( ) 2 肥 11 ROA ー 予 聞 ー ト M ・ Ⅱ E ( 0 ) 11 1111 調 株 益 一 円 モ ル ガ ン ・ ス タ ン レ —MUF 韻 益 ) 3 , 2 G 証 券 13 ( 0 コ ) 、 、 年 、 ( 5 年 満 31S) 価 7 制 チ .. ・ く 国 > 第 - 勲 Ⅱ く 0 、 、 ・ 疋 ) 74 、"
1768.T,ソネック,建設業,theme_wide,"幻 . 5 ・ 3 東 24 ー ( 40 齎 島 安 24 3 - 訂 △ 1 【 株 式 】 写 G 俐 【 株 ド 7 名 く ① 割 カ ル テ イ プ N T T 資 本 一 ・ ン , ン ド ⅱ 3 き 比 事 幻 / 了 ザ ト ラ ス ト ( A 第 リ 第 リ ー ス 圏 有 石 ー ス テ ー ト ・ ス ト リ ー ト ・ バ ン 【 指 標 等 】 〉 ラ ス ト ー ROE ト ー 一 日 - カ ス ト デ ィ 龜 ー G3 ROA 脇"
2303.T,ドーン,情報・通信業,theme_bodyleft,"を 4 舸 → 第 → ー → 【 株 式 】 & 3 , 飛 【 株 ド 4 名 く な Ⅱ 〉 庸 1 ・ 1 四 7 ン セ イ エ ン ジ ニ ア リ ン 13 4 2 物 「 1 楽 天 証 券 0 MS Ⅳ ク ラ イ ア ン ト セ キ ュ 2 1 ー 【 指 標 等 】 4 5 〉 リ テ ィ ー ズ 4 凵 戸 年 0 、 ( 0 年 満 、 0 ) を 1 4 町 一 円 お 当 繦 疆 19 加 1 調 ー 株 益 2 加 79 1 1 ROA 1 ム 予 1 脇 . よ 道 太 高 安 日 ・ ・ ROE 予 純 ・ 郎"
2573.T,北海道コカ・コーラボトリング,食料品,theme_bodyleft,"ー 7 を 4 43 9L1 ま 5 誌 皿 森 "" 引 , 4 MS Ⅳ ク ラ イ ノ ・ ン ト セ キ 、 → ー Ⅱ 己 資 本 40 , 1 リ テ ィ ー 19 ( 凵 ) 本 比 7 鵯 DFA tl ス モ ー ル キ ッ ム 9 プ バ リ ュ P 13 9 2 Ⅸ 6 幻 町 21 最 益 ( 」 2 ) 3 , 2 く 0 0 コ ー ・ 定 ・ 74 悪 調 株 益 ROA 新 を ー 関 谷 幸 平 2 高 安 呂 ・ ・ ROE な 命 保 険 7 3 【 指 標 等 】 く 肥 〉 藤 は 建 10 2 1 幻 制"
1719.T,安藤・間,建設業,theme_bodyleft,"ー 7 幻 .4 佩 1 1 ー よ 4 幻 .11 東 P 3 会 社 う . 275 カ ( 4 ー 12 期 9 2 7.0 【 株 式 】 & 181 , 0 幻 【 株 1 朝 9 , 4 側 名 閉 コ 〉 庸 1 l) ム 浦 Ⅱ 5 1 01 阜 1 Ⅱ 己 資 本 153 : 9 爲 乢 皿 ℃ T 78K 4 ① 安 ま 比 000 自 社 グ 0 ー プ 0 引 先 株 会 8 1 響 「 1 , JP モ ル ン ・ チ , ー ス ・ バ 11 【 指 標 等 】 く 4 ・ 3 〉 ン ク ー 2 ー 高 安 日 ・ ・ ROE 命 保 険 ー 凵 121 1 , 731 調 整 ー 株 益 一 円 一 テ ィ ー 跖 ( 12 ) Ⅱ 幻 1 491 07.3 ) , 幻 7 JP モ ル ガ ン ・ チ ェ ー ス ・ バ 0 資 7 る 予 ン ク 781 幻 4 ( 1.1) 24 予 ム 700 く 紗 国 〉 - 効 〉 、 ・ 、 年 既 IS 年 . )"
1776.T,三井住建道路,建設業,theme_bodyleft,"ー 7 7 ー 鬟 2 → 1 1 & 1 2 料 9.3 Ⅱ 己 資 本 昭 : 2 イ ン タ ラ ク テ イ プ プ ロ ー カ 生 3 〉 而 MS ク 叟 ' ン キ ) 1 , 自 社 業 員 持 株 会 昭 凵 ー 気 9 制 響 「 10 , 剞 ウ ペ 手 ク 3 10 【 指 標 等 】 く 4 ・ 3>0 服 部 光 大 高 安 日 ・ ・ ROE ー 脇 村 証 券 ROA 2 脇 予 河 賢 郎 2 1300 11 11 10 1 調 ー 株 益 11 1 最 純 益 ( 17 ① 1 , 訂 8 く 信 〉 1. 筏 原 13 4 1.0 9 住 9 9 住 9 明 供 漣"
3190.T,ホットマン,小売業,theme_bodyleft,【 株 式 】 & ー 7 14. 14. ( 5 り OA) ま 5 43 7 石 【 株 ド 1 名 く 幻 コ 〉 庸 く 肥 ~ 3 〉 自 れ 従 業 員 持 株 会 & 0 記 資 本 1 窄 ン タ イ ヤ ジ ャ パ 気 910 ョ コ ハ マ タ イ ヤ ジ ャ パ ン 7 に 5 0 響 「 1 : 7 自 社 ( 自 己 株 「 1 ) よ 0 ・ 、 年 2 、 ( 5 年 満 脇 ) 価 訂 ー チ .. G(B 5 調 株 益 ROA 1. 予 1 ・ あ い お い ニ セ イ ト 2 引 0 5 町 0 統 安 0 ・ 00 、 00 - し ↑ 撃 戸 銀 行 0 { 、 、 6 ー 3
3549.T,クスリのアオキホールディングス,小売業,theme_bodyleft,"ー 5 16. 分 1 ー 11 11 舸 → 東 P 高 74 1 ー 7 4 1 【 株 式 】 & 幻 .6 り 本 マ ス 山 1 幻 6 & ] イ オ ン 314 9 【 株 主 1 郵 , 8 名 く な Ⅱ 〉 庸 務 く 生 而 幻 9 7.9 1 5 Ⅱ 己 資 本 1 , ー ツ ル ハ 1 位 丘 ー 4 【 指 標 等 】 く 5 〉 121 圏 高 安 呂 ・ ROE な 刊 ー 陸 銀 行 2 3 44 4 ROA 45 ー 予 4 ・ % 1 調 整 ー 株 益 44 日 引 最 高 ( .5 ) ー 戸 年 年 、 、 、 0 ト ."
2351.T,ＡＳＪ,情報・通信業,theme_bodyleft,"ー 7 .3 例 .11 0 11 1 ふ 1 ー 5 例 → → → ー △ に 【 株 式 】 & 7 , 9 引 飛 【 株 主 ) 3 川 0 名 く 幻 コ 〉 庸 1 丸 山 は 昭 1 幻 42 ー 公 疂 財 川 S 」 4 Ⅱ 9 一 団 4 7 友 行 13 Ⅱ 己 資 本 2 , 5 田 公 本 比 事 62 埼 玉 り そ な 銀 行 Ⅱ 凵 呂 社 従 生 員 持 株 会 10 ロ 高 ( 4 響 「 幻 3 楽 大 証 券 10 期 3 【 指 標 等 】 く 0243 〉 正 明 9 ( 2 ) 社 0 , 、 ( 0 鞴 , ) い 専 招 日 6 4 ー ⅸ 益 ( 幻 3 Ⅱ 2 【 役 員 1 丸 山 治 昭 供 清 木 5 48 ー 調 ー 株 益"
1780.T,ヤマウラ,建設業,theme_bodyleft,".11 97. 4 2 1 0.6 和 .5 カ ( 別 り → ー ( 1 住 D 3 1 ー 7 UFJ ー 5 ハ 阜 ・ ニ チ ア ス 1 幻 .9 5)C ー S 1 【 株 式 】 & 【 株 主 1 亨 爲 4 く 幻 Ⅲ 〉 庸 14 24 14 5 14 ム 5 15 2 高 安 呂 ・ 1443 161 14 ・ 、 年 圓 、 ( 5 年 満 0 ・ ) 子 【 指 標 等 】 く 〉 三 十 二 銀 行 Ⅱ ( の ROE 12 石 ー 予 1 住 く 国 > - 勳 段 >> 2 、 円 は 第 当 衄 鬲 調 株 益 最 純 益 ( 幻 」 D 1 , 和 3 昭 日 資 2 石 7 予 2 , 文 神 . 、 政 志 物 , 敬"
3083.T,スターシーズ,小売業,theme_bodyleft,"△ 1 訂 21.1 ー 5 .5 4 D △ 驢 8 ー 7 △ 1 △ 1 ム 3 【 株 式 】 & 4 , 002 【 株 主 1 物 2 , 名 く 幻 2 〉 庸 1 サ イ フ 国 一 12 4 1 , GMO ク リ , 誕 券 8 よ 0 Ⅱ 己 資 本 4 布 山 高 に 14 飆 3 術 0 響 「 7 中 村 吉 仲 ん 5 JP モ ル ガ ン 券 5 20 5 ー 【 指 標 等 】 く 4 ・ 2 〉 岡 三 証 券 5 ( 1. の 戸 年 0 年 高 0 ) 一 チ ・ ・ 髣 役 泉 彦 杉 泰 韻 益 ( .2 ) 6 7 5 訂 1 調 株 益 高 安 日 ・ ・ ROE 47 い ト ハ く 円 > ー : 勳 橆 和 ."
1853.T,森組,建設業,theme_bodyleft,"ー 5 幻 .3 ー 7 7.1 89.11 2 1 【 株 式 】 & 認 , 【 株 1 )G, 名 く 幻 コ 旭 イ む ホ ー ム ズ 的 一 2 1 ( 05 ) 2 0 0.9 7 1 0 人 匚 川 全 庫 9 本 比 5 ー 自 社 従 業 1 持 株 会 韻 益 ( 円 ① 別 よ 3 仭 8 51 調 ー 株 益 【 指 標 等 】 く 耙 43 〉 菱 tJ 昌 銀 行"
1873.T,日本ハウスホールディングス,建設業,theme_wide,"【 株 式 】 40 , 俐 【 株 ド 075?l ( ー ー 日 マ ス 、 日 務 ) く 24D 市 日 資 本 載 7G3 み す ほ 券 % き 比 事 4 ー 成 田 和 . 4 3 24 ー 1 4 凶 ー ー 【 指 標 等 】 く ー の 第 - 生 命 保 険 24 3 ROA 脇 5"
3680.T,ホットリンク,情報・通信業,theme_bodyleft,"加 幻 14. 1 匯 既 内 山 幸 20 Ⅱ 己 資 本 6 , 引 2 自 社 ( 己 ・ 備 ー 小 川 賢 太 郎 盟 ム 幻 2 物 , 証 券 し 【 指 標 等 】 く 0 肥 〉 合 同 会 社 UK ( い ) 高 安 日 ・ ・ ROE 圏 ー 予 凵 ー 2 引 1 例 調 ー 株 益 1 ↓ 2 1 最 島 純 益 ( 肥 ) 1 8"
3407.T,旭化成,化学,theme_bodyleft,"冊 .6 引 : 仕 0 恠 5 ー 7 f4D 【 株 式 】 & 1 9 認 【 株 1 , 92 幻 > 1 匯 日 本 マ ス タ ー 信 龜 ー 1 2 ム 4 0 儀 1) 1 1 東 P 4 1 1 一 生 3 〉 用 日 本 カ ス ト デ ィ 信 託 ロ 9 川 5 ( ) Ⅱ 己 資 本 1 ロ , ー JP モ ル ガ ン ・ チ ェ ー ス ・ バ 1 高 安 13 33 有 利 負 債 7 , 例 7 高 安 純 呂 ・ 2 ー Ⅱ 315 1 一 例 7 人 印 .7 △ 24 【 指 標 等 】 く 4 ・ 3 〉 ・ WT 、 4 27 9 ROE 2 世 モ ル ガ ン 誕 券 ム 一 ROA 1. 予 三 ) 日 ド 友 銀 幻 ー 5 ) 170 8 舎 召 銀 ) 1 , ( 凵 ) ・ 幻 7 な 叫 仆 友 牛 命 保 険 ー り 行 ( 凵 ) 予 1 , 47g く 紗 国 ー - 〉 75 、 1"
2294.T,柿安本店,食料品,theme_bodyleft,"ー 7 0 仕 6 0 11 分 1 → 1 1 4 幻 1 【 指 標 等 】 く ・ わ 「 社 社 員 持 株 へ 加 ( ) 幻 9 物 「 1 当 塚 1 , % 9 ・ 京 海 日 動 火 災 2 東 = 0 高 安 ま 比 、 00 -0 銀 行 OA) Ⅱ 己 資 本 17 : SM 肬 日 屮 以 券 ( 14 り 高 師 安 呂 ・ 2 1 ⅱ 国 人 ・ + 12 国 : 5 年 前 一 ) ROE ROA 調 株 益 韻 益 ( .2 ) 1 ル ー"
2156.T,セーラー広告,サービス業,theme_bodyleft,"ー 7 匠 ー 5 4 」 舸 → ( 3 り OA) 1.3 15 2 一 村 本 比 41 ー WEST 18 ム 9 Ⅱ 己 資 本 一 6 川 銀 行 7.0 4 , 2 57 4 1 【 株 式 】 & 爲 【 株 和 4.3 〉 庸 37 妬 2 物 「 贔 第 日 動 火 災 10 【 指 標 等 】 く 23.3 〉 「 ロ 四 銀 9 1 4 3 ⅸ 益 ( 3 ) 四 7 【 、 ) 村 を 義 憲 川 2 37 41 ROA 予 & く 国 > 2 ー 勳 〉 Ⅱ 、 高 統 安 日 ・ ・ ROE 75 ー を & 中 広"
2503.T,キリンホールディングス,食料品,theme_bodyleft,"ー 5 △ & 3 第 : 仇 1 住 1 1 , 4 住 6 東 P 高 値 安 石 ( 4 1 蛎 5 ( 1 2 料 ( 5 ( 3 高 安 師 呂 ・ 2 213 4 加 7 4 ー 7 噐 ← ・ 世 、 , 00 ・ ' 0 ( 、 0 2 ) 7 日 本 証 券 全 融 ト を 3 ROA 予 ー 訂 C ・ ク ラ イ ア ン ト ・ オ ム ニ バ ROE 1 予 11. ー テ ィ 【 指 標 等 】 く 0 な 肥 〉 ス テ ー ト ス ト リ ー ト B 工 ス ト ト リ 石 利 f• 負 債 石 7 , 恥 9 SM 日 興 証 券 1' 肥 5 , 行 1( ) Ⅱ 己 資 本 い , 3 阜 儺 第 6 日 ・ カ ス ト デ ィ 信 託 ロ 務 く 02 齠 〉 用 自 ネ ( 自 己 D 10 挈 1 Ⅱ ユ 1 , : 亜 日 本 ズ タ ー 信 龜 ー 1 【 株 式 】 & 明 4 飛 【 株 ) 約 圏 8 , 4 名 く な ー 幻"
2778.T,パレモ・ホールディングス,小売業,theme_bodyleft,12. 17. 東 S 03 、 .3 高 △ 1 安 24 昭 幻 4 1 4 174 1 1 材 31 高 安 日 ・ 【 株 式 】 & 0 引 【 株 ド 向 制 9 名 閉 2 〉 庸 2 Ⅱ 己 資 本 い 四 ラ ス ト リ ー ク ス プ ラ ン ニ ー 側 日 本 証 券 全 融 幻 【 指 標 等 】 く 4 ・ 2 〉 GMO ROE 予 「 社 ROA 4. 予 & く 最 純 益 0 & 2 ) 射 9 0 日 号 1 t) 福 井 正 弘 ー 7
2162.T,ｎｍｓ ホールディングス,サービス業,theme_bodyleft,"ー 7 7.6 4.8 4.0 .1 05 ) 07 、 東 S 14. 1 → ー Ⅱ ・ 4 【 株 式 】 & 21 , 6 【 株 1 , 7 名 く ① 庸 , , 宀 引 本 比 西 條 雅 明 村 仭 行 ′ 1 幻 9 缶 懼 り ← プ 社 員 持 0.9 高 安 日 ・ ・ ROE 予 ・ S B 一 証 券 0 2 ー 1 ROA 2 予 一 く 円 > 一 ー 勳 橆 4 ・ 4 幻 4 4 認 韻 益 ( 3 ) 1 , ・ 、 年 00 、 年 き 、 、 ) 朝 チ ・ ・ 9 役 員 小 野 文 盟 可"
3402.T,東レ,繊維製品,theme_bodyleft,"1 和 3 10. 1 , 1 ( 恥 跚 ) IO ・ - 諸 カ 1 1 (OA) 東 P 高 安 材 7 ( 9 0 2 1 8 胤 高 安 呂 ・ 2 7 7 絣 7 1 ー 9 81 1 刈 7 佩 1 人 + 2 ー 7 1 , 1 日 , 叫 く 紗 国 〉 ー く 1 ・ ポ ス ト 刻 K 9 ( 凵 ) 薹 ( 3 ) 材 , ス テ ー ト ス ト リ ー ト ロ ン ド ン ・ 凵 ) 調 整 ー 株 益 1 よ ROA ー 予 2 日 本 カ ス ト ア イ 信 託 冂 4 有 利 f- 負 債 ' 910 , 恥 ー 自 社 ( 自 己 株 日 ) 2,901 1. Ⅱ 己 資 本 1 , 7 , い 1 本 生 命 保 険 17 や 務 く 02 生 3 〉 日 本 カ ス ト デ ィ 信 託 ロ 2 ム 704 ① 1 ー 皿 〕 日 本 マ ズ タ ー : 龜 ー 1 【 株 式 】 & 1 , G31 , 4 制 【 株 ) 約 , ) な 幻 >"
3059.T,ヒラキ,小売業,theme_bodyleft,"ー 7 f3D 【 株 式 】 & 1 【 株 主 1 , 名 閉 コ 〉 庸 1 阪 マ ヤ ハ 石 14.5 Ⅱ 己 資 本 7 , ー み な と 銀 行 幻 4.0 東 S 側 、 4 【 指 標 等 】 く 4 ・ 3 〉 梅 木 孝 雄 高 安 日 ・ ・ ROE 予 凵 ー ⅱ ロ 銀 行 2 ー 1 ROA ム 住 脇 - 6 ー く ) 4 調 株 益 韻 益 0 & 3 ) 7 戸 年 、 0 、 ( 0 年 満 00 ) 0 チ ー 4 ・ 分"
3524.T,日東製網,繊維製品,theme_bodyleft,"ー 7 値 6 7 1 11 東 誕 s 4 仕 5 1 : ー 0 → 1 16 ( 4 3 4.8 【 株 式 】 & 2 , 【 株 主 1 均 3 , 241 名 く な 10 〉 庸 1 匯 既 l•. & 0 ) 3 富 新 自 社 引 先 16 12 4 Ⅱ 己 資 本 6 , 4 小 林 宏 明 Ⅱ 42 安 ま 比 、 広 島 銀 行 5 ム ー 1 , 8 JP モ ル ガ ン 券 5 2 13 物 「 岩 ス ト ・ 細 3 ぃ 14 高 師 安 呂 ・ 2 踟 59 ー 191 14 14M) ・ 、 年 1 ・ 2 、 ( 5 年 満 1 ・ ) 【 指 標 等 】 く 4 〉 割 鑄 谷 茂 商 ー 3 ( い ) ROE 住 く 調 株 益 韻 益 0 & 4 ) 8 【 役 員 盟 t) 小 林 宏 明 ト 林 00 チ ・ ・ 野 芳 憾 耕 ・ 縄 ・ ・ 1 , 411 チ ・ ・ 内 郷 清 彦 北 方 「 樹"
2222.T,寿スピリッツ,食料品,theme_bodyleft,"21.9 8.11 10. 4 東 P 3 ー → ー → 高 3 1 1 安 ー ( 8 2 1 21 1 1 2 1 高 安 呂 ・ 【 株 式 】 & ー 7 【 株 , $07 名 閉 コ 〉 庸 1 [ 工 ス カ リ び 工 国 4 2 日 本 マ ス タ ヨ ー 初 & 9 Ⅱ 己 資 本 , 日 本 カ ス ト プ れ 1 2 阜 比 、 、 0 険 合 00 銀 行 ~ 4 【 指 標 等 】 く 4 ・ 3 〉 ・ フ ァ ン ド 27 一 ROE 脇 予 商 に 中 金 1 1 ROA な 予 福 山 通 運 1 い 四 5 ー 1 1 調 整 ー 株 益 ー 1 ー ( 幻 .3 ) 10 , 1 く 信 〉 ・ 定 ・ 572 、 , 虹 華 、 7 資 1 予 3 , い ル ・ ( 役 員 静 可 越 誠 剛 本"
2897.T,日清食品ホールディングス,食料品,theme_wide,"【 株 式 】 . 4 . 3 東 G3 、 24 ー 3 例 → 島 安 皿 ー 27 24 3 芻 2 ー 日 本 マ ス タ ヨ ー 4 公 慟 ・ 安 藤 ス ポ ー 4 ROA Ⅱ 社 共 栄 ROE . ー ず ほ 銀 行 【 指 標 等 】 く 02 〉 ー テ ィ 5 有 2 ス テ ー ト ス ト リ ー ト B ウ ェ ス 第 , 日 本 カ ス ト デ 日 き 比 事 藤 イ ン タ ー ナ シ , 資 本 4 舮 藤 忠 な 加 務 ) く 02 3 〉 市"
