ticker,company_name,sector,best_variant,theme_text_regenerated
3498.T,霞ヶ関キャピタル,不動産業,theme_bodyleft,"調 7 な 1 幻 ・ 1 ー 5 ( 726 川 ) OA ー 7 幻 .0 Ⅱ 己 資 本 , YM ・ BNY M ク ラ イ ア ン 1 阪 小 川 調 2 【 株 式 】 & 9 , ー 【 株 7 名 閉 2 〉 庸 本 比 4 住 ト M•IXBRD ( 幻 ) 9 , 0 モ ル ガ ン ・ ス タ ン レ —MUF 1 膩 5 響 「 471 JP ・ JPMSE ( ル ク ス ) ノ ム ・ ラ ン ) プ ラ ン チ EC 8 ( ) 戸 年 00 4 0 0 チ 1 韻 益 ( 幻 ) 2 , JPMSE ・ Lux ・ tJBS(U ン ド 8 ( 0. の 調 ー 株 益 2 俄 ン ア カ ウ ン ト ー 14 1 , ROA 4. 予 Ⅲ ) FAS•INC ・ セ グ リ ゲ ー シ ョ 2 ー Ⅱ 高 安 呂 ・ ROE 程 れ ノ ル ウ = ー 政 府 3 1 【 指 標 等 】 く 〉 旅 ・ 1"
1375.T,ユキグニファクトリー,水産・農林業,theme_bodyleft,"ー 7 .1 17.1 幻 . 2 1 ー 5 ( 5 カ → ー 3. 高 安 1 7 ( 3 7 ( 8 Ⅱ 3 例 7 高 安 日 ・ 2 Ⅱ 2 4 1 8 ー I()M 1 国 人 ・ △ 【 株 式 】 & 0 飛 【 株 1 亨 郵 , 1 名 閉 コ 〉 1 阪 神 明 ホ ー ル デ ィ ン グ ス 務 く 02 生 3 〉 而 日 本 マ ス タ ヨ 日 ' 7 」 , 儺 ー IISBC'K ン ク M&GACSVP い 一 己 資 本 11 4 チ ャ イ ナ EF ( 幻 ) 物 「 閉 ン ク 川 四 ( 【 指 標 等 】 く 02 生 3 〉 肝 C ・ ク ラ イ ア ン ト ・ オ ム ニ ROE 1 ム 予 1 バ ス ・ ア カ ウ ン ト 17 4 ROA 儀 予 4 脇 長 谷 川 武 男 16 調 ー 株 益 . JPMSE ・ Lux ・ [Ⅱド(ロ ン ド 韻 益 ( 213 4 , 744 ン ) プ ラ ン チ EC 13 ( 0 コ ) 20 チ ・ ・ = 紗 国 = 、 0 、 0 - 効 00"
2892.T,日本食品化工,食料品,theme_bodyleft,"ー 5 34 細 : 1 8 川 ) 2 1 6 ト 17.1 証 4 三 カ ー 7 5 fS 【 株 式 】 & 6 , 48 飛 【 株 ド & 4 名 く コ 〉 庸 1 ・ 菱 商 叮 ー 4 く ! 3 > も ド ・ 1 な ー 10 ー Ⅱ 己 資 本 24 , 小 8 ー 2 本 比 52 鵯 モ ル ガ ン ・ ス タ ン レ —MUF 1 , G 証 券 6 ( ー ① 恥 「 7 : 2 ン ) プ ラ ン チ EC 5 ( 0. の ・ 熱 4 1 ・ 、 年 、 ( 5 年 満 1442 31 肥 44N 2 恥 4 訂 0 高 師 安 呂 ・ 【 指 標 等 】 く 肥 生 3 〉 BNY{ ロ ン GCM ク ラ イ ア ROE 1 住 ー ン M ・ ILMFE 4 0 ROA 5 予 ー モ ル ガ ン 装 券 3 4 調 株 益 一 円 村 証 券 韻 益 ( な 3 ) 2 , く 国 > 圏 ー く 浮 動 株 〉 4 、 い く 投 信 〉 凹 ロ 疑 株 ~ 、"
3565.T,アセンテック,卸売業,theme_bodyleft,"ー 5 OA) ー 7 17. 東 S 2 料 6 21.0 【 株 式 】 & 1 【 株 ド 1 向 名 閉 .1> Ⅱ 己 資 本 3 , Ⅱ 4 日 本 カ ス ト プ イ 信 龜 1 4 1 物 74 3 幻 .2 1 1 匯 既 永 森 信 84 砥 ー 4 774 3 4 1 【 指 標 等 】 く 4 ・ わ JPMSE ・ Lux ・ U僞(凵 ン ド 高 安 日 ・ ROE ー ー 刊 ー ン ) プ ラ ン チ EC 9 ( 0 2 4 44 ROA ー 予 1 ー く 円 > 1 ー : 勳 橆 す . 614 引 3 5 5 1 最 純 益 ( 1) 4 戸 年 、 ( 0 年 前 、 ) チ ・ ・ 、 役 日 直 浩 供"
3446.T,ジェイテックコーポレーション,金属製品,theme_bodyleft,"ー 5 18. 4 ー 励 1 躡 東 P 高 ー 7 7 査 5 Ⅷ 1 1 川 0 高 安 日 ・ 2 1 1 21N 1 11 ・ 、 年 双 5 年 満 住 幻 ) 値 6 柵 膃 く 投 信 〉 聳 疑 株 〉 韻 益 ( な 6 ) く 外 国 > よ く 浮 動 株 〉 間 一 円 lnt ・ IEC 4 ( 0.7 ) 調 株 益 ROA 予 1 凵 ー JP ・ JPMSE( ル ク ス ) ノ ム ラ ROE 1 脇 刊 & ハ ド ・ ク ラ イ ア ン ト 4 ( 0 惑 ) 【 指 標 等 】 く 〉 UBSu ン ド ン IPB セ グ リ ゲ イ テ ッ 物 「 黠 内 山 孝 教 Ⅱ 己 資 本 2 , 四 一 BNY メ ロ ン ( ℃ M ク ラ イ ア 1 ー 生 3 > 而 S B 一 証 券 16 2 1 匯 津 村 【 株 式 】 & 5 , 8 飛 【 株 ド 向 1 名 く な 肥 〉 庸"
