date,cash,market_value,equity,positions
2025-07-01,1219114.837463379,1768300.0,2987414.837463379,10
2025-07-02,1709514.837463379,1271100.0,2980614.837463379,8
2025-07-03,2684.3374633789062,2948466.6625976562,2951151.000061035,8
2025-07-04,129884.3374633789,2847666.6625976562,2977551.000061035,7
2025-07-07,129884.3374633789,2842200.0,2972084.337463379,7
2025-07-08,312084.3374633789,2681533.3374023438,2993617.6748657227,6
2025-07-09,312084.3374633789,2738433.3374023438,3050517.6748657227,6
2025-07-10,312084.3374633789,2711466.6625976562,3023551.000061035,6
2025-07-11,91103.8374633789,2949433.3374023438,3040537.1748657227,6
2025-07-14,91103.8374633789,2972200.0,3063303.837463379,6
2025-07-15,91103.8374633789,2958533.3374023438,3049637.1748657227,6
2025-07-16,91103.8374633789,2951133.3374023438,3042237.1748657227,6
2025-07-17,91103.8374633789,2983600.0,3074703.837463379,6
2025-07-18,91103.8374633789,2921533.3374023438,3012637.1748657227,6
2025-07-22,91103.8374633789,2960533.3374023438,3051637.1748657227,6
2025-07-23,91103.8374633789,2954500.0,3045603.837463379,6
2025-07-24,91103.8374633789,2966766.6625976562,3057870.500061035,6
2025-07-25,197003.8374633789,2872466.6625976562,3069470.500061035,5
2025-07-28,197003.8374633789,2878433.3374023438,3075437.1748657227,5
2025-07-29,197003.8374633789,2853066.6625976562,3050070.500061035,5
2025-07-30,2141003.837463379,932533.3374023438,3073537.1748657227,4
2025-07-31,271373.83746337914,2889400.0,3160773.837463379,5
2025-08-01,271373.83746337914,2822700.0,3094073.837463379,5
2025-08-04,271373.83746337914,2845666.6625976562,3117040.500061035,5
2025-08-05,947940.5000610354,2210800.0,3158740.500061035,2
2025-08-06,145872.5000610354,3069900.0,3215772.500061035,3
2025-08-07,145872.5000610354,3094300.0,3240172.500061035,3
2025-08-08,80542.50006103539,3156000.0,3236542.500061035,3
2025-08-12,751942.5000610354,2471300.0,3223242.500061035,2
2025-08-13,751942.5000610354,2400200.0,3152142.500061035,2
2025-08-14,2644942.500061035,482000.0,3126942.500061035,1
2025-08-15,2644942.500061035,483900.0,3128842.500061035,1
2025-08-18,1578583.5000610354,1542000.0,3120583.500061035,2
2025-08-19,1578583.5000610354,1541200.0,3119783.500061035,2
2025-08-20,145505.00006103574,2988200.0,3133705.0000610356,4
2025-08-21,641705.0000610357,2484200.0,3125905.0000610356,3
2025-08-22,2623405.0000610356,496600.0,3120005.0000610356,1
2025-08-25,53425.00006103562,3048300.0,3101725.0000610356,2
2025-08-26,53425.00006103562,3073400.0,3126825.0000610356,2
2025-08-27,53425.00006103562,3096100.0,3149525.0000610356,2
2025-08-28,53425.00006103562,3182300.0,3235725.0000610356,2
2025-08-29,53425.00006103562,3215000.0,3268425.0000610356,2
2025-09-01,53425.00006103562,3208500.0,3261925.0000610356,2
2025-09-02,53425.00006103562,3225300.0,3278725.0000610356,2
2025-09-03,53425.00006103562,3219700.0,3273125.0000610356,2
2025-09-04,53425.00006103562,3245100.0,3298525.0000610356,2
2025-09-05,53425.00006103562,3211500.0,3264925.0000610356,2
2025-09-08,3303125.0000610356,0.0,3303125.0000610356,0
2025-09-09,169820.00006103562,3145500.0,3315320.0000610356,1
2025-09-10,169820.00006103562,3123000.0,3292820.0000610356,1
2025-09-11,169820.00006103562,3127500.0,3297320.0000610356,1
2025-09-12,169820.00006103562,3127500.0,3297320.0000610356,1
2025-09-16,169820.00006103562,3109500.0,3279320.0000610356,1
2025-09-17,169820.00006103562,3091500.0,3261320.0000610356,1
2025-09-18,169820.00006103562,3073500.0,3243320.0000610356,1
2025-09-19,169820.00006103562,3033000.0,3202820.0000610356,1
2025-09-22,3234320.0000610356,0.0,3234320.0000610356,0
2025-09-24,3234320.0000610356,0.0,3234320.0000610356,0
2025-09-25,3234320.0000610356,0.0,3234320.0000610356,0
2025-09-26,3234320.0000610356,0.0,3234320.0000610356,0
2025-09-29,3234320.0000610356,0.0,3234320.0000610356,0
2025-09-30,3234320.0000610356,0.0,3234320.0000610356,0
