image_file,image_no,ocr_metrics_text,code,ticker,company_name,sector,resolved
1.png,1,"株伍指标
10
海正校
予想PER
（倍）
<25.3>
6.8
(26.3>
5.2
实PER
高值平均
7.7
安值平均
6.2
PBR
0.75
株倡(2/26)
8
4110m
最低購人额
41万1000m
1301",1301,1301.T,極洋,水産・農林業,True
10.png,10,"株伍指标
予想PER
（倍）
<25.5>
19.7
<26.5>
16.9
实PER
高值平均
76.4
安值平均
25.8
PBR
4.75
株倡(2/26)
1215F
wa15
最低購人额
12万15009
特
137A
S
情",137A,137A.T,Ｃｏｃｏｌｉｖｅ,情報・通信業,True
100.png,100,"2585
株伍指标
予想PER
（倍）
<25.3>
10.5
<26.3>
10.3
实PER
高值平均
14.3
安值平均
10.2
PBR
89-0
株倡(2/26)
25299
最低購人额
25万2900F
1799
建",1799,1799.T,第一建設工業,建設業,True
1000.png,1000,"株伍指标
予想PER
（倍）
<25.9>
30.4
<26.9>
25.7
实PER
高值平均
57.1
安值平均
31.1
PBR
5-87
株倡(2/26)
7898
最低購人额
78万98009
3769
情",3769.0,3769.T,ＧＭＯペイメントゲートウェイ,情報・通信業,True
1001.png,1001,"株伍指标
予想PER
（倍）
<25.4>
17.3
<26.4>
16.6
实PER
高值平均
39.9
安值平均
24.7
PBR
0.72
株倡(2/26)
5
349m
CIEK
最低購人额
3万4900m
他速S 特
3770
情",,,,,False
1002.png,1002,"株伍指标
予想PER
（倍）
<25.3>
12.6
(26.3>
10.8
实PER
高值平均
13.6
安值平均
9.1
PBR
2.38
株倡(2/26)
7
1604m
最低購人额
16万400P
3771
特
情",3771.0,3771.T,システムリサーチ,情報・通信業,True
1003.png,1003,"株伍指标
予想PER
（倍）
<25.3>
9.4
<26.3>
6*8
实PER
高值平均
11.9
安值平均
5.2
PBR
1.09
株倡(2/26)
6
976m
CLEH
最低購人额
9万7600F
3772
宋",3772.0,3772.T,ウェルス・マネジメント,不動産業,True
1004.png,1004,"株伍指标
予想PER
（倍）
<25.3>
11.2
<26.3>
10.1
实PER
高值平均
35.4
安值平均
17.3
PBR
1.16
株倡（2/26)
2
8589
最低購人额
8万5800F
速種特
3773
情
0）",3773.0,3773.T,アドバンスト・メディア,情報・通信業,True
1005.png,1005,"株伍指标
海正餐
予想PER
（倍）
<25.3>
21.4
<26.3>
18.2
实PER
高值平均
28.0
安值平均
17.3
PBR
3-27
株倡(2/26)
2
2526
最低購人额
25万2600F
3774
情
好",3774.0,3774.T,インターネットイニシアティブ,情報・通信業,True
1006.png,1006,"株伍指标
予想PER
（倍）
<25.12>
13.9
(26.12>
12.5
实PER
高值平均
18.0
安值平均
5.1
PBR
1.99
2
株福（2/26)
491A
最低購人额
4万9100m
3775
情",,,,,False
1007.png,1007,"株伍指标
予想PER
（倍）
<25.12>
312.0
<26.12>
25.2
实PER
高值平均
48.0
安值平均
18.5
PBR
1.11
株倡(2/26)
6
156m
最低購人额
1万5600m
3776
情",3776.0,3776.T,ブロードバンドタワー,情報・通信業,True
1008.png,1008,"株伍指标
予想PER
（倍）
<25.12>
<26.12>
实PER
高值平均
121.8
安值平均
47.3
PBR
3.11
株幅(2/26)
13
百万作
34m
最低購人额
34009
3777
速存特
情",3777.0,3777.T,環境フレンドリーホールディングス,情報・通信業,True
1009.png,1009,"株伍指标
予想PER
（倍）
<25.3>
79.3
<26.3>
61.7
实PER
高值平均
249.7
安值平均
40.9
PBR
5-80
株倡(2/26)
4165F
最低購人额
41万65009
3778
16不
情",3778.0,3778.T,さくらインターネット,情報・通信業,True
101.png,101,"485
株伍指标
布正格
予想PER
（倍）
<25.3>
13.9
(26.3>
13.7
实PER
高值平均
16.0
安值平均
11.6
PBR
1.37
株倡(2/26)
2
6825F
CIA
最低購人额
68万2500P
他速用特
1801
建",1801,1801.T,大成建設,建設業,True
1010.png,1010,"株伍指标
予想PER
（倍）
<25.3>
3.4
(26.3>
实PER
高值平均
455.0
安值平均
242.5
PBR
2.22
株倡（2/26）
8
151A
最低購人额
1万5100F
3779
兰特
情",3779.0,3779.T,ジェイ・エスコムホールディングス,情報・通信業,True
1011.png,1011,"株伍指标
予想PER
（倍）
<25.3>
<26.3>
实PER
高宿平均
安值平均
PBR
0.78
株倡(2/26)
548m
最低購人额
5万4800F
3787
特
情",3787.0,3787.T,テクノマセマティカル,情報・通信業,True
1012.png,1012,"株伍指标
予想PER
（倍）
<25.12>
28.2
(26.12>
24.8
实PER
高值平均
68.4
安值平均
35.6
PBR
2.62
株倡(2/26)
21589
最低購人额
21万58009
速七特
3788
情
33主
佰",3788.0,3788.T,ＧＭＯグローバルサイン・ホールディングス,情報・通信業,True
1013.png,1013,"株伍指标
海正格
予想PER
（倍）
<25.5>
39.0
<26.5>
33.6
实PER
高值平均
24.4
安值平均
10.3
PBR
5-85
株（2/26）
2
22839
最低購人额
22万83009
速收特
3791
情
61",3791.0,3791.T,ＩＧポート,情報・通信業,True
1014.png,1014,"株伍指标
海正格
予想PER
（倍）
<25.3>
<26.3>
45.3
实PER
高值平均
128.5
安值平均
49.8
PBR
5.58
株倡(2/26)
946m
最低購人额
9万4600F
3793
情",3793.0,3793.T,ドリコム,情報・通信業,True
