quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date
2025Q3_PRE,1,9684.T,スクウェア・エニックス・ホールディングス,情報・通信業,0.9650312233423484,74.53515488679317,54.65615155130201,21.79233746813184,28.956390095648366,0.9130347467712874,10.916395217214314,91.66666666666666,99.08214331307582,95.0,3598.333251953125,6273,137.09642093748556,2025-06-30,2025-06-30
2025Q3_PRE,2,3563.T,ＦＯＯＤ ＆ ＬＩＦＥ ＣＯＭＰＡＮＩＥＳ,小売業,0.9625785377044709,114.52599388379205,54.788172992056495,22.04850641397387,28.83015173764072,0.9059013913511132,25.703771849126035,91.66666666666666,98.62224096724307,100.0,7015.0,2202,170.06737247353226,2025-06-30,2025-06-30
2025Q3_PRE,3,4626.T,太陽ホールディングス,化学,0.9467286456487444,76.72090112640801,47.23670490093848,25.326853525697818,28.147389969293755,0.8040748757441155,16.388888888888886,75.0,98.19193324061196,100.0,3530.0,6263,114.26403641881637,2025-06-30,2025-06-30
2025Q3_PRE,4,7453.T,良品計画,小売業,0.9454579917334028,95.07042253521128,69.02611667073468,26.473614129665297,29.897473452947644,0.8707429192760796,23.556861389561014,66.66666666666666,97.60394644115574,100.0,3462.5,6276,161.96330622281064,2025-06-30,2025-06-30
2025Q3_PRE,5,1942.T,関電工,建設業,0.9434671326177297,42.61874197689346,22.69464384318056,16.533692125383457,25.16722408026757,0.9361029541381323,18.920233463035018,91.66666666666666,99.19642857142857,100.0,3333.0,6276,100.7831325301205,2025-06-30,2025-06-30
2025Q3_PRE,6,6772.T,東京コスモス電機,電気機器,0.9427250814193863,58.19112627986349,55.27638190954774,22.161942241078933,44.923076923076934,0.8629035031209138,28.825622775800706,75.0,98.40764331210191,95.0,1854.0,6272,121.24105011933173,2025-06-30,2025-06-30
2025Q3_PRE,7,7419.T,ノジマ,小売業,0.9386938575180308,43.63885088919288,26.506024096385538,19.128191308359867,26.194265722633546,0.9092345291440052,12.704915849152009,91.66666666666666,98.43750375509276,90.0,1050.0,6533,99.61977186311788,2025-06-30,2025-06-30
2025Q3_PRE,8,7013.T,ＩＨＩ,機械,0.9358344299189553,77.70706579861424,53.55915082689005,29.04024758051506,34.94972998856163,0.9088338165323088,30.247528476551132,83.33333333333334,95.59902044691195,90.0,2234.28564453125,6535,306.97370574339715,2025-06-30,2025-06-30
2025Q3_PRE,9,5592.T,くすりの窓口,情報・通信業,0.935073081795039,141.78571428571428,63.684719535783366,35.4165062327853,42.39713774597496,0.7001105847850164,34.13552881570614,75.0,100.0,100.0,3385.0,592,139.05367231638417,2025-06-30,2025-06-30
2025Q3_PRE,10,3763.T,プロシップ,情報・通信業,0.933343438318596,83.23845667299177,60.94444444444444,26.738522579976888,30.223004694835677,0.7628078638865277,20.01299545159194,75.0,96.82486631016043,95.0,1448.5,5190,112.23443223443223,2025-06-30,2025-06-30
2025Q3_PRE,11,6554.T,エスユーエス,サービス業,0.9322347343542294,52.80898876404494,33.04347826086958,22.88650731718843,36.015831134564635,0.7821295119475389,19.650067294751004,75.0,99.35064935064936,100.0,1224.0,2089,67.44186046511629,2025-06-30,2025-06-30
2025Q3_PRE,12,9302.T,三井倉庫ホールディングス,倉庫・運輸関連業,0.9320449849794789,61.05048285388344,49.4303843648136,22.792733778120443,31.742738589211616,0.9131488519417089,9.102401741812127,91.66666666666666,93.80214541120382,75.0,3935.0,6276,158.31509156835799,2025-06-30,2025-06-30
2025Q3_PRE,13,4751.T,サイバーエージェント,サービス業,0.9318840384462733,56.25,42.67185473411155,20.384079337652175,23.6701030927835,0.7547521375097079,20.340293890177886,75.0,99.09909909909909,95.0,1650.0,6271,72.5760947738558,2025-06-30,2025-06-30
2025Q3_PRE,14,6226.T,守谷輸送機工業,機械,0.9302095382265835,51.33124510571652,44.05516213194185,24.94160590987787,27.548330404217936,0.8697539087259211,30.874999999999996,66.66666666666666,97.84810126582279,100.0,3865.0,973,158.18303273213093,2025-06-30,2025-06-30
2025Q3_PRE,15,7806.T,ＭＴＧ,その他製品,0.9297216368175503,95.07389162561577,48.42578710644678,21.20262828938364,26.37557685481009,0.8328301235908395,33.65638766519824,66.66666666666666,97.05882352941177,95.0,3960.0,1873,159.16230366492147,2025-06-30,2025-06-30
2025Q3_PRE,16,247A.T,Ａｉロボティクス,化学,0.9293337250109844,96.15384615384615,55.13307984790874,41.21376807112076,46.83544303797469,0.9204862070561346,21.599999999999998,88.88888888888889,91.61676646706587,100.0,1224.0,350,142.37623762376236,2025-06-30,2025-06-30
2025Q3_PRE,17,261A.T,日水コン,サービス業,0.9290307152048818,88.39972047519218,21.880650994575035,21.20623996820987,37.69152196118488,0.8662730661325364,16.41727233860624,75.0,97.04823614110872,90.0,2696.0,340,97.36456808199121,2025-06-30,2025-06-30
2025Q3_PRE,18,7273.T,イクヨ,輸送用機器,0.928591673812641,196.42056816400023,112.56684491978608,51.52895260523456,93.63636363636363,0.8576891117657046,32.23703794126157,75.0,93.30985915492957,100.0,795.0,6276,257.1428473502833,2025-06-30,2025-06-30
2025Q3_PRE,19,9069.T,センコーグループホールディングス,陸運業,0.9284498676830161,31.108144192256336,29.72258916776751,19.79119062393128,27.699180938198054,0.8818576780439835,11.528662420382163,83.33333333333334,98.69346733668341,95.0,1964.0,6276,75.35714285714286,2025-06-30,2025-06-30
2025Q3_PRE,20,7011.T,三菱重工業,機械,0.9266217634885621,60.945162728488626,44.16932907348243,27.168993302298222,39.562043795620426,0.7834232503052724,35.794621026894866,91.66666666666666,97.04301075268818,100.0,3610.0,6533,122.4276032039433,2025-06-30,2025-06-30
2025Q3_PRE,21,4709.T,ＩＤホールディングス,情報・通信業,0.9264295293271904,52.83505154639174,29.546695794647725,21.552652622162306,35.309793471019326,0.8488873104435811,27.670869276708686,75.0,98.21946169772256,100.0,2372.0,6535,65.41143654114366,2025-06-30,2025-06-30
2025Q3_PRE,22,9766.T,コナミグループ,情報・通信業,0.9262466333796564,57.50776665516051,30.932568149210905,19.283279591680248,25.230769230769234,0.9063786390187123,17.09823263460748,58.333333333333336,98.46784635304273,100.0,22815.0,6533,109.50413223140494,2025-06-30,2025-06-30
2025Q3_PRE,23,9024.T,西武ホールディングス,陸運業,0.9257115042546032,57.596095179987806,57.40402193784278,28.11277113282497,37.38069989395547,0.6012342703384366,22.61005470174524,83.33333333333334,99.69123890389811,100.0,5166.0,2923,131.14093959731545,2025-06-30,2025-06-30
2025Q3_PRE,24,4013.T,勤次郎,情報・通信業,0.9225181118304914,141.46341463414635,67.22972972972974,31.727756803468495,39.84251968503938,0.7522883087427196,34.98817966903073,66.66666666666666,97.1540726202159,100.0,990.0,1320,136.55913978494624,2025-06-30,2025-06-30
2025Q3_PRE,25,4619.T,日本特殊塗料,化学,0.9221941364625807,54.78599221789884,36.701030927835056,19.357543996071183,25.544959128065404,0.7238440391554849,17.87709497206704,75.0,99.05378486055777,85.0,1989.0,6276,61.83889340927584,2025-06-30,2025-06-30
2025Q3_PRE,26,6269.T,三井海洋開発,機械,0.9219430975478593,78.12949640287769,50.97560975609756,30.384919973020665,40.03189792663478,0.7693500844063007,35.18080432578574,66.66666666666666,97.78830963665087,100.0,6190.0,5624,124.60087082728593,2025-06-30,2025-06-30
2025Q3_PRE,27,1961.T,三機工業,建設業,0.9218550036167759,29.392971246006393,18.94273127753303,16.3952366744918,32.085561497326196,0.9294159011911726,22.53820033955858,83.33333333333334,99.14320685434517,100.0,4050.0,6276,88.28451882845188,2025-06-30,2025-06-30
