date,ticker,simple_sector,sector_33,action,price,shares,cash_after,signal_score,macro_confirm_score,macro_corr_score,signal_basis_date,reason
2026-01-05,6343.T,機械/住宅建設,機械,BUY,167.475,500,2916262.5,0.5008117367223045,-0.3703703317052771,-0.14496783828248105,2025-12-30,buy_breakout_up
2026-01-05,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,825.0,100,2833762.5,0.4292508515324612,-0.3703703317052771,-0.07288574455011132,2025-12-30,buy_breakout_up
2026-01-05,5697.T,鉄鋼/鉄鋼,鉄鋼,BUY,754.0,100,2758362.5,0.4236233749443153,-0.3703703317052771,0.050347577510863856,2025-12-30,buy_breakout_up
2026-01-06,7231.T,輸送用機器/自動車部品,輸送用機器,BUY,3202.325,100,2438130.0,0.43972316331024847,0.554579356791919,0.17711826075254258,2026-01-05,buy_breakout_up
2026-01-06,9405.T,大幅増額/情報通信,情報・通信業,BUY,860.7199999999999,500,2007770.0,0.4166600859644206,0.554579356791919,0.08418498465879953,2026-01-05,buy_breakout_up
2026-01-06,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1080.975,400,1575380.0,0.4118235266703493,0.554579356791919,0.12885043683121689,2026-01-05,buy_breakout_up
2026-01-09,6343.T,機械/住宅建設,機械,SELL,167.0,500,1658880.0,0.5015524773056136,,,2026-01-08,macro_exit
2026-01-09,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,853.0,100,1744180.0,0.454249928918464,,,2026-01-08,macro_exit
2026-01-09,5697.T,鉄鋼/鉄鋼,鉄鋼,SELL,742.0,100,1818380.0,0.4672435520037378,,,2026-01-08,macro_exit
2026-01-09,7231.T,輸送用機器/自動車部品,輸送用機器,SELL,3270.0,100,2145380.0,0.45075335941392136,,,2026-01-08,macro_exit
2026-01-09,9405.T,大幅増額/情報通信,情報・通信業,SELL,856.0,500,2573380.0,0.42330916958366016,,,2026-01-08,macro_exit
2026-01-09,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1070.0,400,3001380.0,0.38763988603524807,,,2026-01-08,macro_exit
2026-01-09,9531.T,225/電気ガス,電気・ガス業,BUY,6325.48,400,471188.0,0.44394770769961206,-0.5387725295282978,0.1529801961559247,2026-01-08,buy_breakout_up
2026-01-14,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1099.245,100,361263.5,0.41262577529416605,0.16141505268344172,0.024848611884604972,2026-01-13,buy_breakout_up
