Date,close,ret1,ret5,ret20,dd20,vol10
2021-03-16,29921.08984375,,,,,
2021-03-17,29914.330078125,-0.00022591976630192967,,,,
2021-03-18,30216.75,0.010109533493987355,,,,
2021-03-19,29792.05078125,-0.014055092581101492,,,,
2021-03-22,29174.150390625,-0.020740444998633145,,,,
2021-03-23,28995.919921875,-0.006109191402786318,-0.03092032832715319,,,
2021-03-24,28405.51953125,-0.020361498866590222,-0.05043771807473385,,,
2021-03-25,28729.880859375,0.011418954255286717,-0.049206785661098595,,,
2021-03-26,29176.69921875,0.015552391656688647,-0.020654891031780864,,,
2021-03-29,29384.51953125,0.007122817798609793,0.007210806066612951,,,
2021-03-30,29432.69921875,0.0016396282215458413,0.015063474380252018,,,0.013262654343576874
2021-03-31,29178.80078125,-0.008626406827758948,0.027222922261614713,,,0.013433364322542312
2021-04-01,29388.869140625,0.007199348628130986,0.02293738301511139,,,0.013160888781386309
2021-04-02,29854.0,0.015826769555145503,0.023213756161106103,,,0.013677432172705555
2021-04-05,30089.25,0.00788001607824751,0.023983052300737162,,,0.011628207891663743
2021-04-06,29696.630859375,-0.013048485443306168,0.008967293100214935,,,0.01242237826008681
2021-04-07,29730.7890625,0.0011502383313026776,0.01891744233727044,,,0.009565233964001885
2021-04-08,29708.98046875,-0.0007335356523553438,0.010892264230830895,,,0.009374336363942354
2021-04-09,29768.060546875,0.0019886269132374235,-0.0028786579059757456,,,0.00834476853876426
2021-04-12,29538.73046875,-0.007703897194238807,-0.01829621978779794,,-0.022438532643318743,0.008652802324201753
2021-04-13,29751.609375,0.007206772358589131,0.0018513384863536597,-0.005664247847756876,-0.015393469681550753,0.008905581320683809
2021-04-14,29620.990234375,-0.004390321847084988,-0.0036931017166810243,-0.009805997426113433,-0.01971620924239037,0.008481433768262795
2021-04-15,29642.689453125,0.0007325622330078829,-0.0022313460300238397,-0.0189980903596515,-0.014841198995488414,0.008245016130268921
2021-04-16,29683.369140625,0.0013723345705296541,-0.002845042797351205,-0.0036480080348614274,-0.013489231515408373,0.006395140459630679
2021-04-19,29685.369140625,6.737779631826868e-05,0.004964284840546451,0.01752300386318284,-0.0134227625937835,0.0056884019891561876
2021-04-20,29100.380859375,-0.019706282865434632,-0.02188885002544505,0.0036026081525073472,-0.03286453270270939,0.007356598185850106
2021-04-21,28508.55078125,-0.02033753719530218,-0.03755578204249299,0.0036271559788458863,-0.05253368624176413,0.009232643484114322
2021-04-22,29188.169921875,0.023839133242507193,-0.01533327574641119,0.01595165203584381,-0.029946910545294414,0.01281722914989919
2021-04-23,29020.630859375,-0.00573996461403492,-0.02232692246322432,-0.005349075239967638,-0.03551498095249961,0.012803561989550927
2021-04-26,29126.23046875,0.003638777181884878,-0.018835496679399766,-0.008789970590647678,-0.032005434872919736,0.012790393562892676
2021-04-27,28991.890625,-0.004612331962906557,-0.0037281379545948123,-0.014976832076250224,-0.03647014714557528,0.01245540965946865
2021-04-28,29053.970703125,0.002141291126128486,0.019131801053658748,-0.004278108585093587,-0.03440694922189813,0.012517166562895674
2021-04-30,28812.630859375,-0.008306604498779957,-0.012866139381302988,-0.019607364900388502,-0.04242774880148226,0.012634931371017673
2021-05-06,29331.369140625,0.018003849901169877,0.010707495738315975,-0.017506225610470993,-0.025187761721378932,0.014233449165556392
2021-05-07,29357.8203125,0.0009018048815989665,0.007951246694915648,-0.02430867128625669,-0.01378122144467575,0.014243503597866108
2021-05-10,29518.33984375,0.005467692408405833,0.01815849906304612,-0.006003745558520679,-0.008388880516141506,0.01271624153440761
