variant,dataset,concentrated_mode,dispersed_mode,final_capital,total_return_pct,num_buys,max_drawdown_pct,phase_pnl
alloc50_post_major_multi_etf_or_stock_prev_high_break,q2_2024,best of 1306/1321/2516 by weekly strength + signal gap,stock prev_high_break top2 tp6/sl3,3249604.392114258,8.320146403808604,60,-9.950346753256344,"{'capitulation_end': 61220.15380859375, 'crash': 151292.63659667922, 'downtrend': 98828.45058593806, 'normal': -117199.7998046875, 'overheated_range': -7008.349609375, 'stable': 25171.300537109375, 'surge': 0.0, 'uptrend': 37300.0}"
alloc50_post_major_multi_etf_or_stock_prev_high_break,q3,best of 1306/1321/2516 by weekly strength + signal gap,stock prev_high_break top2 tp6/sl3,3099205.143469238,3.306838115641275,80,-6.413855754497854,"{'capitulation_end': 17289.0, 'crash': 53163.0, 'downtrend': 119585.589807129, 'normal': -72461.32509765634, 'settling': 54332.39999999991, 'stable': -6627.5, 'uptrend': -66076.02124023438}"
