ticker,company_name,sector,score,trend_r2,annual_return_pct,quarter_return_pct
7011.T,三菱重工業,機械,0.9188994144774342,0.8895707919163646,150.14518445634448,20.658263305322123
6507.T,シンフォニアテクノロジー,電気機器,0.8162656717964661,0.8789497275507248,100.58997050147492,5.1004636785162205
9412.T,スカパーＪＳＡＴホールディングス,情報・通信業,0.6367617285869736,0.7843691219801235,58.97435897435896,-18.267419962335214
